setting,run_name,arm,replicate,min_obs,voxel_m,sor,sor_std,stage,building_id,occupied_cells,grid_total_cells,coverage_frac
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_60098,775,784,0.9885204081632653
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907184,1352,1352,1.0
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907185,597,644,0.9270186335403726
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907186,655,673,0.9732540861812778
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907188,623,664,0.9382530120481928
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907194,817,850,0.9611764705882353
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907195,709,710,0.9985915492957746
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907198,1429,1438,0.9937413073713491
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907199,80,393,0.2035623409669211
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907202,229,641,0.35725429017160687
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4908168,8,114,0.07017543859649122
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4908178,176,454,0.3876651982378855
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4908179,17,474,0.035864978902953586
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_8568391,120,221,0.5429864253393665
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_8568392,0,24,0.0
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_108247349,21,402,0.05223880597014925
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_108247350,36,48,0.75
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_108247351,134,260,0.5153846153846153
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_60098,408,784,0.5204081632653061
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_4907184,1352,1352,1.0
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_4907185,236,644,0.36645962732919257
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_4907186,171,673,0.2540861812778603
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_4907188,62,664,0.09337349397590361
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_4907194,256,850,0.30117647058823527
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_4907195,367,710,0.5169014084507042
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_4907198,877,1438,0.6098748261474269
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_4907199,40,393,0.10178117048346055
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_4907202,1,641,0.0015600624024961
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_4908168,0,114,0.0
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_4908178,63,454,0.13876651982378854
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_4908179,0,474,0.0
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_8568391,10,221,0.04524886877828054
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_8568392,0,24,0.0
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_108247349,1,402,0.0024875621890547263
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_108247350,16,48,0.3333333333333333
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,minobs_post_gate_pre_sor,DEBY_LOD2_108247351,50,260,0.19230769230769232
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,sor_post_clean,DEBY_LOD2_60098,102,784,0.13010204081632654
base,gs_e5_C001_s3a_semantic_guided_r1,guided,r1,3,0.05,on,2.0,sor_post_clean,DEBY_LOD2_4907184,1348,1352,0.9970414201183432
