source,n,mean_F,mean_precision,mean_recall,mean_h_err,mean_vol_ratio,mean_hausdorff,mean_chamfer
E0_GT_clean_upper_bound,10,0.8404230530237564,0.84695,0.8346,0.5251000000000005,1.2408733683800626,3.5234230680412018,0.42919293799483305
E2_Mutual_rendered,10,0.8047983451534482,0.8109333333333334,0.7996833333333334,0.907610764592986,1.0194886484384946,3.3025448216416122,0.4532131052380034
E3_Baseline_primitive,9,0.6913829053208531,0.6888888888888889,0.694574074074074,1.1917578614257476,1.123477719045609,3.8867813945031235,0.5308410483049874
E4_Mutual_primitive,9,0.6941183415433353,0.6907777777777778,0.6979444444444444,1.1876940159223046,1.2190206253114477,3.9062258842872257,0.5331281731410651
