family,label,band,z_min,z_max,n_gaussians,z_p50,opacity_p50,camera_z_p05,camera_z_p50,camera_z_p95,sheet_vs_camera_p50_m,ckpt
corrected_recheck,sparse,z_hist_2m,614,616,1444,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,616,618,1446,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,618,620,1254,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,620,622,1012,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,622,624,712,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,624,626,526,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,626,628,469,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,628,630,312,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,630,632,142,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,632,634,43,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,634,636,41,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,636,638,30,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,638,640,66,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,640,642,139,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,642,644,182,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,644,646,151,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,646,648,100,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,648,650,156,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,650,652,128,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,652,654,57,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,654,656,63,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,656,658,24,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,658,660,40,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,660,662,39,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,662,664,30,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,664,666,23,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,666,668,21,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,668,670,26,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,670,672,41,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,672,674,71,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,674,676,54,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,676,678,45,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,678,680,39,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,680,682,31,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,682,684,35,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,684,686,40,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,686,688,55,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,688,690,45,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,690,692,55,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,692,694,79,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,694,696,59,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,696,698,49,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
corrected_recheck,sparse,z_hist_2m,698,700,17,,,,,,,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_sparse_r1/ckpt/final.pt
s1_full_factor,w100_p005,sheet_595_615,595.0,615.0,46367,601.0936,0.0370,593.8896,604.0655,636.8251,-2.9718,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,high_sheet_655_670,655.0,670.0,1146,661.3947,0.0276,593.8896,604.0655,636.8251,57.3293,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,520,522,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,522,524,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,524,526,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,526,528,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,528,530,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,530,532,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,532,534,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,534,536,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,536,538,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,538,540,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,540,542,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,542,544,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,544,546,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,546,548,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,548,550,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,550,552,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,552,554,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,554,556,3,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,556,558,7,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,558,560,9,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,560,562,241,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,562,564,386,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,564,566,544,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,566,568,995,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,568,570,1936,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,570,572,3777,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,572,574,4847,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,574,576,6371,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,576,578,14977,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,578,580,30550,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,580,582,40482,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,582,584,42505,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,584,586,42794,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,586,588,20667,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,588,590,17519,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,590,592,18904,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,592,594,13052,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,594,596,11630,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,596,598,8400,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,598,600,6954,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,600,602,6027,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,602,604,4488,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,604,606,3637,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,606,608,4152,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,608,610,3262,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,610,612,2087,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,612,614,2152,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,614,616,1631,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,616,618,1569,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,618,620,1306,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,620,622,942,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,622,624,856,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,624,626,1000,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,626,628,811,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,628,630,772,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,630,632,514,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,632,634,240,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,634,636,98,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,636,638,96,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,638,640,130,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,640,642,219,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,642,644,327,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,644,646,359,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,646,648,290,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,648,650,263,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,650,652,235,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,652,654,247,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,654,656,225,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,656,658,142,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,658,660,179,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,660,662,211,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,662,664,197,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,664,666,155,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,666,668,102,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,668,670,59,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,670,672,49,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,672,674,12,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,674,676,2,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,676,678,2,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,678,680,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,680,682,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,682,684,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,684,686,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,686,688,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,688,690,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,690,692,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,692,694,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,694,696,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,696,698,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w100_p005,z_hist_2m,698,700,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt
s1_full_factor,w240_p005,sheet_595_615,595.0,615.0,44831,602.4437,0.0143,593.8896,604.0655,636.8251,-1.6217,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/final.pt
s1_full_factor,w240_p005,high_sheet_655_670,655.0,670.0,1395,660.9215,0.0039,593.8896,604.0655,636.8251,56.8561,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/final.pt
s1_full_factor,w240_p005,z_hist_2m,520,522,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/final.pt
s1_full_factor,w240_p005,z_hist_2m,522,524,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/final.pt
s1_full_factor,w240_p005,z_hist_2m,524,526,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/final.pt
s1_full_factor,w240_p005,z_hist_2m,526,528,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/final.pt
s1_full_factor,w240_p005,z_hist_2m,528,530,0,,,,,,,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/final.pt
