building_id,evaluation_scope,priority_group,priority_rank,status,failure_reason,view_a,view_b,crop_a_xyxy,crop_b_xyxy,reciprocal_raw_count,border_match_count,roof_correspondence_count,roof_correspondence_fraction_of_border,model_revision,model_sha256,model_bytes,match_rule,projection_reference_height_used,projection_reference_source,elapsed_seconds,completed_utc,learning_runs_started,new_inference_type
DEBY_LOD2_4907164,evaluation_178,evaluation_remainder,110,complete,,DJI_20241217084841_0184_D.JPG,DJI_20241217103547_0063_D.JPG,145;791;4001;3683,4101;1002;4661;1422,3,1,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.624560,2026-07-16T15:22:45.607497+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907165,evaluation_178,evaluation_remainder,111,complete,,DJI_20241217102939_0015_D.JPG,DJI_20241217103553_0066_D.JPG,1887;430;2383;802,4019;936;4371;1200,1392,1266,10,0.007899,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.580298,2026-07-16T15:22:46.201081+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907166,evaluation_178,evaluation_remainder,112,complete,,DJI_20241217084833_0180_D.JPG,DJI_20241217103547_0063_D.JPG,0;881;4016;3893,4527;1102;4879;1366,17,13,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.670163,2026-07-16T15:22:46.884243+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907168,evaluation_178,evaluation_remainder,113,complete,,DJI_20241217084827_0177_D.JPG,DJI_20241217101453_0037_D.JPG,67;860;4083;3872,3845;978;4181;1230,60,46,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.661544,2026-07-16T15:22:47.558867+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907169,evaluation_178,evaluation_remainder,114,complete,,DJI_20241217100349_0029_D.JPG,DJI_20241217095147_0080_D.JPG,1413;1019;4565;3383,723;1155;1187;1503,44,41,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.651434,2026-07-16T15:22:48.252769+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907170,evaluation_178,evaluation_remainder,115,complete,,DJI_20241217090837_0021_D.JPG,DJI_20241217101544_0009_D.JPG,129;23;5201;3827,3755;281;4043;497,74,55,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.767149,2026-07-16T15:22:49.032987+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907171,evaluation_178,evaluation_remainder,116,complete,,DJI_20241217090827_0016_D.JPG,DJI_20241217101546_0010_D.JPG,268;537;4604;3789,3840;597;4144;825,66,41,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.675031,2026-07-16T15:22:49.721144+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907172,evaluation_178,evaluation_remainder,117,complete,,DJI_20241217084843_0185_D.JPG,DJI_20241217084801_0164_D.JPG,848;659;4800;3623,533;290;4837;3518,153,135,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.851804,2026-07-16T15:22:50.592767+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907173,evaluation_178,evaluation_remainder,118,complete,,DJI_20241217084827_0177_D.JPG,DJI_20241217101600_0017_D.JPG,3056;459;5280;2127,4448;1211;4944;1583,89,83,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.605766,2026-07-16T15:22:51.218339+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907175,evaluation_178,evaluation_remainder,119,complete,,DJI_20241217102939_0015_D.JPG,DJI_20241217103549_0064_D.JPG,1817;593;2889;1397,4420;1263;5140;1803,726,570,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.553057,2026-07-16T15:22:51.785201+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907176,evaluation_178,evaluation_remainder,120,complete,,DJI_20241217100351_0030_D.JPG,DJI_20241217103507_0043_D.JPG,528;41;5280;3605,1738;434;3546;1790,5,4,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.796075,2026-07-16T15:22:52.601067+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907177,evaluation_178,evaluation_remainder,121,complete,,DJI_20241217084855_0191_D.JPG,DJI_20241217100303_0006_D.JPG,1715;1582;4659;3790,3632;119;5280;1355,4,1,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.646375,2026-07-16T15:22:53.266853+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907178,evaluation_178,evaluation_remainder,122,complete,,DJI_20241217090907_0036_D.JPG,DJI_20241217084715_0141_D.JPG,484;559;4420;3511,797;543;5005;3699,134,102,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.838043,2026-07-16T15:22:54.124180+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907179,evaluation_178,evaluation_remainder,123,complete,,DJI_20241217084811_0169_D.JPG,DJI_20241217084855_0191_D.JPG,0;925;3024;3193,285;365;5037;3929,310,228,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.817791,2026-07-16T15:22:54.961727+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907180,evaluation_178,evaluation_remainder,124,complete,,DJI_20241217084831_0179_D.JPG,DJI_20241217101546_0010_D.JPG,3136;302;5280;1910,3531;602;4011;962,92,64,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.602396,2026-07-16T15:22:55.584471+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907181,evaluation_178,evaluation_remainder,125,complete,,DJI_20241217084907_0197_D.JPG,DJI_20241217090833_0019_D.JPG,126;0;4350;3168,645;0;4917;3204,245,161,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.873731,2026-07-16T15:22:56.478302+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907182,evaluation_178,evaluation_remainder,126,complete,,DJI_20241217084903_0195_D.JPG,DJI_20241217084811_0169_D.JPG,1965;1797;4669;3825,766;717;3982;3129,133,88,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.701809,2026-07-16T15:22:57.200281+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907183,evaluation_178,evaluation_remainder,127,complete,,DJI_20241217102939_0015_D.JPG,DJI_20241217094548_0030_D.JPG,618;328;2218;1528,4497;687;5041;1095,105,57,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.924399,2026-07-16T15:22:58.143880+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907196,evaluation_178,evaluation_remainder,128,complete,,DJI_20241217095503_0034_D.JPG,DJI_20241217102531_0018_D.JPG,0;795;3952;3759,345;1111;1689;2119,79,64,11,0.171875,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.790646,2026-07-16T15:22:58.953638+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907201,evaluation_178,evaluation_remainder,129,complete,,DJI_20241217095503_0034_D.JPG,DJI_20241217084651_0129_D.JPG,2272;848;5280;3104,544;325;5280;3877,119,101,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.806657,2026-07-16T15:22:59.779771+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907204,evaluation_178,evaluation_remainder,130,complete,,DJI_20241217095449_0027_D.JPG,DJI_20241217084649_0128_D.JPG,1760;1784;4656;3956,47;189;3983;3141,227,196,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.764633,2026-07-16T15:23:00.563945+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907205,evaluation_178,evaluation_remainder,131,complete,,DJI_20241217095441_0023_D.JPG,DJI_20241217084611_0109_D.JPG,2694;1484;4230;2636,168;1371;2488;3111,22,12,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.625049,2026-07-16T15:23:01.219089+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907206,evaluation_178,evaluation_remainder,132,complete,,DJI_20241217095443_0024_D.JPG,DJI_20241217084645_0126_D.JPG,2953;1108;5161;2764,19;174;3443;2742,198,160,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.731674,2026-07-16T15:23:01.970108+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907207,evaluation_178,evaluation_remainder,133,complete,,DJI_20241217102659_0005_D.JPG,DJI_20241217103547_0063_D.JPG,963;109;2323;1129,1373;1088;1981;1544,1804,1655,174,0.105136,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.612113,2026-07-16T15:23:02.601409+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907208,evaluation_178,evaluation_remainder,134,complete,,DJI_20241217084651_0129_D.JPG,DJI_20241217102701_0006_D.JPG,197;243;4885;3759,1206;669;2230;1437,1,0,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.725186,2026-07-16T15:23:03.345727+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907505,evaluation_178,evaluation_remainder,135,complete,,DJI_20241217102056_0027_D.JPG,DJI_20241217103545_0062_D.JPG,1567;717;2959;1761,40;685;664;1153,374,305,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.651336,2026-07-16T15:23:04.016548+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907506,evaluation_178,evaluation_remainder,136,complete,,DJI_20241217095439_0022_D.JPG,DJI_20241217101345_0025_D.JPG,674;453;4866;3597,0;1726;480;2086,84,64,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.711542,2026-07-16T15:23:04.746993+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907507,evaluation_178,evaluation_remainder,137,complete,,DJI_20241217084915_0201_D.JPG,DJI_20241217084641_0124_D.JPG,506;1107;1994;2223,2503;0;4391;1416,2353,2250,1553,0.690222,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.648729,2026-07-16T15:23:05.415695+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907508,evaluation_178,evaluation_remainder,138,complete,,DJI_20241217102056_0027_D.JPG,DJI_20241217084355_0041_D.JPG,1490;552;2978;1668,0;1043;3616;3755,8,5,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.749229,2026-07-16T15:23:06.184075+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907509,evaluation_178,evaluation_remainder,139,complete,,DJI_20241217084357_0042_D.JPG,DJI_20241217102048_0023_D.JPG,117;1262;3333;3674,2936;714;3912;1446,1,0,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.641807,2026-07-16T15:23:06.845470+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907510,evaluation_178,evaluation_remainder,140,complete,,DJI_20241217084637_0122_D.JPG,DJI_20241217102048_0023_D.JPG,825;210;1705;870,2543;1172;3263;1712,149,128,16,0.125000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.651122,2026-07-16T15:23:07.525594+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907514,evaluation_178,evaluation_remainder,141,complete,,DJI_20241217084637_0122_D.JPG,DJI_20241217102030_0014_D.JPG,2240;0;3888;1236,516;725;3284;2801,19,13,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.655754,2026-07-16T15:23:08.200432+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907515,evaluation_178,evaluation_remainder,142,complete,,DJI_20241217084653_0130_D.JPG,DJI_20241217084627_0117_D.JPG,2629;2257;4773;3865,3136;851;5280;2459,1936,1829,951,0.519956,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.720144,2026-07-16T15:23:08.940172+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907516,evaluation_178,evaluation_remainder,143,complete,,DJI_20241217084617_0112_D.JPG,DJI_20241217084639_0123_D.JPG,2205;13;3565;1033,3076;2735;4324;3671,1777,1689,1096,0.648905,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.625204,2026-07-16T15:23:09.584938+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907517,evaluation_178,evaluation_remainder,144,complete,,DJI_20241217084637_0122_D.JPG,DJI_20241217084353_0040_D.JPG,2963;2806;4195;3730,0;1254;1312;2238,1830,1754,1033,0.588940,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.641888,2026-07-16T15:23:10.246339+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907518,evaluation_178,evaluation_remainder,145,complete,,DJI_20241217084349_0038_D.JPG,DJI_20241217084621_0114_D.JPG,2115;183;3523;1239,199;650;1831;1874,1945,1928,1662,0.862033,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.645278,2026-07-16T15:23:10.910714+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907519,evaluation_178,evaluation_remainder,146,complete,,DJI_20241217103431_0025_D.JPG,DJI_20241217102949_0020_D.JPG,778;0;4106;2496,0;0;1808;1356,1145,993,19,0.019134,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.732145,2026-07-16T15:23:11.662368+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907520,evaluation_178,evaluation_remainder,147,complete,,DJI_20241217084340_0034_D.JPG,DJI_20241217084405_0046_D.JPG,2064;510;3440;1542,3565;2666;5165;3866,2209,2172,1794,0.825967,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.654563,2026-07-16T15:23:12.336946+00:00,0,MASt3R correspondence only
DEBY_LOD2_4907521,evaluation_178,evaluation_remainder,148,complete,,DJI_20241217094652_0041_D.JPG,DJI_20241217103059_0006_D.JPG,2489;2033;4121;3257,4690;1356;5234;1764,368,352,108,0.306818,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.715506,2026-07-16T15:23:13.071346+00:00,0,MASt3R correspondence only
DEBY_LOD2_4908046,evaluation_178,evaluation_remainder,149,complete,,DJI_20241217084745_0156_D.JPG,DJI_20241217091001_0063_D.JPG,259;276;2979;2316,123;141;4731;3597,90,64,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.815990,2026-07-16T15:23:13.906619+00:00,0,MASt3R correspondence only
DEBY_LOD2_4908048,evaluation_178,evaluation_remainder,150,complete,,DJI_20241217090853_0029_D.JPG,DJI_20241217090947_0056_D.JPG,28;3071;1196;3947,352;3078;1456;3906,18,15,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.594807,2026-07-16T15:23:14.521555+00:00,0,MASt3R correspondence only
DEBY_LOD2_4908050,evaluation_178,evaluation_remainder,151,complete,,DJI_20241217090945_0055_D.JPG,DJI_20241217084735_0151_D.JPG,294;1161;3750;3753,402;372;3170;2448,2,0,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.715253,2026-07-16T15:23:15.256482+00:00,0,MASt3R correspondence only
DEBY_LOD2_4908059,evaluation_178,evaluation_remainder,152,complete,,DJI_20241217101530_0002_D.JPG,DJI_20241217102527_0016_D.JPG,4369;481;4625;673,4730;1079;4986;1271,594,516,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.599349,2026-07-16T15:23:15.875537+00:00,0,MASt3R correspondence only
DEBY_LOD2_4908163,evaluation_178,evaluation_remainder,153,complete,,DJI_20241217084847_0187_D.JPG,DJI_20241217090825_0015_D.JPG,3406;2459;4782;3491,3219;147;4643;1215,293,241,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.628294,2026-07-16T15:23:16.523493+00:00,0,MASt3R correspondence only
DEBY_LOD2_4908172,evaluation_178,evaluation_remainder,154,complete,,DJI_20241217084905_0196_D.JPG,DJI_20241217084827_0177_D.JPG,174;184;3070;2356,1067;937;4139;3241,81,29,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.676341,2026-07-16T15:23:17.219909+00:00,0,MASt3R correspondence only
DEBY_LOD2_4908176,evaluation_178,evaluation_remainder,155,complete,,DJI_20241217084833_0180_D.JPG,DJI_20241217084649_0128_D.JPG,2005;147;3717;1431,1646;1223;3198;2387,42,25,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.587934,2026-07-16T15:23:17.827888+00:00,0,MASt3R correspondence only
DEBY_LOD2_4908351,evaluation_178,evaluation_remainder,156,complete,,DJI_20241217084645_0126_D.JPG,DJI_20241217084711_0139_D.JPG,300;2864;972;3368,1425;1965;3681;3657,32,29,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.608461,2026-07-16T15:23:18.455967+00:00,0,MASt3R correspondence only
DEBY_LOD2_4908353,evaluation_178,evaluation_remainder,157,complete,,DJI_20241217084639_0123_D.JPG,DJI_20241217084915_0201_D.JPG,1551;110;2607;902,282;34;1658;1066,119,95,4,0.042105,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.620482,2026-07-16T15:23:19.096925+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959314,evaluation_178,evaluation_remainder,158,complete,,DJI_20241217095907_0038_D.JPG,DJI_20241217094933_0013_D.JPG,1507;0;2243;552,3323;1024;4011;1540,276,225,3,0.013333,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.676952,2026-07-16T15:23:19.793861+00:00,0,MASt3R correspondence only
DEBY_LOD2_4959320,evaluation_178,evaluation_remainder,159,complete,,DJI_20241217095517_0041_D.JPG,DJI_20241217100331_0020_D.JPG,882;1058;4706;3926,1937;284;4033;1856,212,198,0,0.000000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,2754661648,reciprocal descriptor NN stride8; 3px border; both projected roof masks,true,LoD2 CityGML; measurement/classification projection only,0.768318,2026-07-16T15:23:20.582022+00:00,0,MASt3R correspondence only
