processing_order,building_id,tier,cohort,status,data_root,building_manifest_path,building_manifest_sha256,views_n,seed_points_n,class2_n,class6_n,pose_sha256
1,DEBY_LOD2_42364609,height,core,PASSED,phases/p2-gsjso/runs/20260724_fusion_w1/preprocess_v1/pose_28b38383a0b6d826/by_building/DEBY_LOD2_42364609,phases/p2-gsjso/runs/20260724_fusion_w1/preprocess_v1/pose_28b38383a0b6d826/by_building/DEBY_LOD2_42364609/preprocess_manifest.json,6a762e5631b78b8d93cdd45819fc179882cd1eabaa8c4e8be0159b19b02344b1,30,7993,7644,349,28b38383a0b6d82656108e8f0e5e79711dcda93948ab2e89c1cd8f47215962a5
