requested_backend,actual_backend,device,torch,frames,depth_dir
Depth Anything V2 Large vitl,Depth Anything V2 Large vitl,cuda:0,2.4.1+cu121,428,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy
