building_id,source_run,source_group,display_label,pair_raw,seed,replicate,footprint_area_m2,roof_point_count,density_pts_m2,coverage_frac,grid_occupied_cells,grid_total_cells,ref_lookup_miss_frac,ref_abs_dist_p50_m,ref_abs_dist_p90_m,ref_dist_rms_m,z_p10_p90_span_m,z_shift_to_reference_m,crs,normal_count,tilt_p50_deg,tilt_p90_deg,normal_mode_count,normal_structure
DEBY_LOD2_8568391,gs_dense_r1,gs_dense,GS dense r1,raw_dense,dense,r1,55.5357,19,0.3421,0.0136,3,221,0.0000,10.8430,10.8430,10.8430,0.0000,-45.7000,EPSG:25832,19,0.000,0.000,0,flat_single
DEBY_LOD2_8568392,gs_dense_r1,gs_dense,GS dense r1,raw_dense,dense,r1,5.7975,0,0.0000,0.0000,0,24,1.0000,,,,,-45.7000,EPSG:25832,0,,,0,too_few_points
DEBY_LOD2_108247349,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,101.1027,0,0.0000,0.0000,0,402,1.0000,,,,,-45.7000,EPSG:25832,0,,,0,too_few_points
DEBY_LOD2_108247350,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,12.1371,27,2.2246,0.0625,3,48,0.0000,16.0850,16.1350,16.0629,0.2000,-45.7000,EPSG:25832,27,66.289,68.133,1,weak_structure
DEBY_LOD2_108247351,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,65.2785,87,1.3328,0.0269,7,260,0.0000,9.9230,11.7830,10.4894,2.5100,-45.7000,EPSG:25832,87,76.204,77.036,1,single_slope
DEBY_LOD2_4907184,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,337.8636,409230,1211.2286,0.9993,1351,1352,0.0000,0.5179,1.4884,2.7624,4.3500,-45.7000,EPSG:25832,700,42.420,88.381,3,multi_slope
DEBY_LOD2_4907185,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,160.9815,4718,29.3077,0.2857,184,644,0.0000,3.2195,4.5260,3.4435,3.4500,-45.7000,EPSG:25832,700,32.352,87.202,5,multi_slope
DEBY_LOD2_4907186,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,167.8323,341,2.0318,0.0401,27,673,0.0000,2.8430,4.9078,3.3193,5.2500,-45.7000,EPSG:25832,341,70.479,82.284,1,single_slope
DEBY_LOD2_4907188,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,165.8832,216,1.3021,0.0286,19,664,0.0000,2.6703,3.1305,2.5328,3.5750,-45.7000,EPSG:25832,216,69.543,81.205,1,single_slope
DEBY_LOD2_4907194,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,212.7291,31,0.1457,0.0035,3,850,0.0000,2.0785,2.3333,1.8603,1.2500,-45.7000,EPSG:25832,31,71.014,72.926,1,single_slope
DEBY_LOD2_4907195,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,177.8385,926,5.2070,0.0930,66,710,0.0000,0.3555,0.8478,0.6046,2.8250,-45.7000,EPSG:25832,700,71.515,86.719,1,single_slope
DEBY_LOD2_4907198,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,359.7993,4957,13.7771,0.1398,201,1438,0.0000,1.7959,5.0535,2.8276,8.4500,-45.7000,EPSG:25832,700,82.207,88.275,2,multi_slope
DEBY_LOD2_4907199,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,98.3464,115,1.1693,0.0127,5,393,0.0000,7.6080,7.9580,7.6286,0.6500,-45.7000,EPSG:25832,115,82.541,87.922,2,weak_structure
DEBY_LOD2_4907202,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,160.4587,3474,21.6504,0.2200,141,641,0.0000,1.4453,2.0670,3.4963,2.8500,-45.7000,EPSG:25832,700,0.000,87.201,5,multi_slope
DEBY_LOD2_4908168,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,28.8314,746,25.8746,0.1930,22,114,0.0000,0.1275,0.2641,0.1656,0.0500,-45.7000,EPSG:25832,700,0.000,0.000,1,flat_single
DEBY_LOD2_4908178,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,113.4123,5225,46.0709,0.5220,237,454,0.0000,0.3793,0.6079,0.4078,0.2000,-45.7000,EPSG:25832,700,0.000,3.730,2,flat_single
DEBY_LOD2_4908179,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,118.2496,0,0.0000,0.0000,0,474,1.0000,,,,,-45.7000,EPSG:25832,0,,,0,too_few_points
DEBY_LOD2_60098,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,195.9254,285,1.4546,0.0357,28,784,0.0000,1.2779,1.9381,1.3699,1.3800,-45.7000,EPSG:25832,285,70.782,85.610,2,multi_slope
DEBY_LOD2_8568391,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,55.5357,204,3.6733,0.0724,16,221,0.0000,1.1570,1.1570,1.1328,0.0500,-45.7000,EPSG:25832,204,0.000,0.000,0,flat_single
DEBY_LOD2_8568392,gs_dense_r2,gs_dense,GS dense r2,raw_dense,dense,r2,5.7975,94,16.2138,0.3333,8,24,0.0000,1.3020,1.3020,1.3036,0.0000,-45.7000,EPSG:25832,94,0.000,0.000,0,flat_single
DEBY_LOD2_108247349,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,101.1027,34,0.3363,0.0075,3,402,0.0000,34.2776,34.4994,34.2715,0.4350,-45.7000,EPSG:25832,34,73.232,76.792,1,weak_structure
DEBY_LOD2_108247350,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,12.1371,3,0.2472,0.0417,2,48,0.0000,15.8850,15.9650,15.9018,0.1200,-45.7000,EPSG:25832,0,,,0,too_few_points
DEBY_LOD2_108247351,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,65.2785,9,0.1379,0.0115,3,260,0.0000,13.2230,42.8230,23.3731,29.7100,-45.7000,EPSG:25832,0,,,0,too_few_points
DEBY_LOD2_4907184,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,337.8636,414981,1228.2502,0.9985,1350,1352,0.0000,0.4589,1.5029,3.0390,4.5000,-45.7000,EPSG:25832,700,41.686,88.400,5,multi_slope
DEBY_LOD2_4907185,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,160.9815,4540,28.2020,0.3121,201,644,0.0000,2.6144,3.9587,4.7425,3.8000,-45.7000,EPSG:25832,700,18.787,88.935,7,multi_slope
DEBY_LOD2_4907186,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,167.8323,675,4.0219,0.0550,37,673,0.0000,2.7693,4.7122,2.9446,4.2500,-45.7000,EPSG:25832,675,76.471,89.117,2,multi_slope
DEBY_LOD2_4907188,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,165.8832,270,1.6277,0.0271,18,664,0.0000,2.1404,2.8414,2.2029,2.9550,-45.7000,EPSG:25832,270,71.354,75.765,1,single_slope
DEBY_LOD2_4907194,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,212.7291,29,0.1363,0.0071,6,850,0.0000,0.9978,1.1561,0.8573,1.5000,-45.7000,EPSG:25832,29,36.635,51.813,2,multi_slope
DEBY_LOD2_4907195,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,177.8385,1629,9.1600,0.1085,77,710,0.0000,0.4854,1.4526,0.8992,2.7000,-45.7000,EPSG:25832,700,82.345,89.309,3,multi_slope
DEBY_LOD2_4907198,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,359.7993,3069,8.5298,0.1307,188,1438,0.0000,0.8783,2.9181,2.3962,3.4500,-45.7000,EPSG:25832,700,69.527,89.149,3,multi_slope
DEBY_LOD2_4907199,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,98.3464,824,8.3785,0.1628,64,393,0.0000,5.3080,38.5080,18.1374,34.6500,-45.7000,EPSG:25832,700,76.043,76.841,1,single_slope
DEBY_LOD2_4907202,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,160.4587,766,4.7738,0.0406,26,641,0.0000,43.7080,47.5670,44.0604,2.8500,-45.7000,EPSG:25832,700,76.585,77.952,1,single_slope
DEBY_LOD2_4908168,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,28.8314,2421,83.9709,0.3070,35,114,0.0000,0.3706,0.6927,0.4397,0.3000,-45.7000,EPSG:25832,700,19.062,21.558,1,weak_structure
DEBY_LOD2_4908178,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,113.4123,992,8.7469,0.1101,50,454,0.0000,13.3853,47.2722,33.2268,35.6000,-45.7000,EPSG:25832,700,76.071,76.883,1,single_slope
DEBY_LOD2_4908179,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,118.2496,53,0.4482,0.0084,4,474,0.0000,40.3810,41.0310,40.5578,0.8500,-45.7000,EPSG:25832,53,73.928,74.492,1,single_slope
DEBY_LOD2_60098,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,195.9254,328,1.6741,0.0574,45,784,0.0000,0.8165,13.4437,6.3290,18.7650,-45.7000,EPSG:25832,328,60.306,84.104,4,multi_slope
DEBY_LOD2_8568391,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,55.5357,16,0.2881,0.0090,2,221,0.0000,45.3570,45.5320,45.3884,0.3250,-45.7000,EPSG:25832,16,76.766,79.345,0,weak_structure
DEBY_LOD2_8568392,gs_acmp_r1,gs_acmp,GS acmp r1,raw_acmp,acmp,r1,5.7975,0,0.0000,0.0000,0,24,1.0000,,,,,-45.7000,EPSG:25832,0,,,0,too_few_points
DEBY_LOD2_108247349,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,101.1027,0,0.0000,0.0000,0,402,1.0000,,,,,-45.7000,EPSG:25832,0,,,0,too_few_points
DEBY_LOD2_108247350,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,12.1371,14,1.1535,0.0417,2,48,0.0000,16.0850,16.1850,16.1208,0.1000,-45.7000,EPSG:25832,14,54.923,54.923,0,weak_structure
DEBY_LOD2_108247351,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,65.2785,52,0.7966,0.0346,9,260,0.0000,12.8230,14.2730,13.0153,2.1900,-45.7000,EPSG:25832,52,76.272,87.867,3,multi_slope
DEBY_LOD2_4907184,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,337.8636,414978,1228.2414,1.0000,1352,1352,0.0000,0.4968,1.5346,3.5052,4.4500,-45.7000,EPSG:25832,700,41.873,89.192,4,multi_slope
DEBY_LOD2_4907185,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,160.9815,4659,28.9412,0.2857,184,644,0.0000,2.9212,5.0387,3.8592,2.4000,-45.7000,EPSG:25832,700,13.198,82.890,4,multi_slope
DEBY_LOD2_4907186,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,167.8323,514,3.0626,0.0550,37,673,0.0000,2.6474,4.7894,2.9932,4.8500,-45.7000,EPSG:25832,514,77.930,88.970,2,multi_slope
DEBY_LOD2_4907188,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,165.8832,351,2.1159,0.0407,27,664,0.0000,2.2251,2.8099,4.0698,3.2000,-45.7000,EPSG:25832,351,72.321,88.792,1,single_slope
DEBY_LOD2_4907194,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,212.7291,57,0.2679,0.0094,8,850,0.0000,0.8398,1.0760,0.8467,0.8900,-45.7000,EPSG:25832,57,71.981,79.154,3,multi_slope
DEBY_LOD2_4907195,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,177.8385,1537,8.6427,0.1014,72,710,0.0000,0.4955,1.4722,3.2901,2.7500,-45.7000,EPSG:25832,700,82.439,89.492,4,multi_slope
DEBY_LOD2_4907198,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,359.7993,4036,11.2174,0.1314,189,1438,0.0000,0.9238,2.8905,6.1224,4.4500,-45.7000,EPSG:25832,700,81.369,89.111,3,multi_slope
DEBY_LOD2_4907199,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,98.3464,1474,14.9878,0.2010,79,393,0.0000,3.9580,33.1930,13.5929,31.0850,-45.7000,EPSG:25832,700,75.957,78.810,1,single_slope
DEBY_LOD2_4907202,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,160.4587,2045,12.7447,0.1716,110,641,0.0000,1.1185,5.2664,2.2273,4.8500,-45.7000,EPSG:25832,700,0.000,64.470,2,multi_slope
DEBY_LOD2_4908168,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,28.8314,0,0.0000,0.0000,0,114,1.0000,,,,,-45.7000,EPSG:25832,0,,,0,too_few_points
DEBY_LOD2_4908178,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,113.4123,5120,45.1450,0.3921,178,454,0.0000,2.7010,44.9739,18.9078,47.9000,-45.7000,EPSG:25832,700,88.513,89.913,6,multi_slope
DEBY_LOD2_4908179,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,118.2496,18,0.1522,0.0042,2,474,0.0000,40.7560,40.8310,40.7394,0.2500,-45.7000,EPSG:25832,18,82.947,85.044,0,weak_structure
DEBY_LOD2_60098,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,195.9254,272,1.3883,0.0485,38,784,0.0000,0.6339,1.3889,0.8453,4.6450,-45.7000,EPSG:25832,272,63.589,86.334,3,multi_slope
DEBY_LOD2_8568391,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,55.5357,58,1.0444,0.0226,5,221,0.0000,39.2070,39.5070,38.1128,3.4000,-45.7000,EPSG:25832,58,71.316,75.040,2,multi_slope
DEBY_LOD2_8568392,gs_acmp_r2,gs_acmp,GS acmp r2,raw_acmp,acmp,r2,5.7975,0,0.0000,0.0000,0,24,1.0000,,,,,-45.7000,EPSG:25832,0,,,0,too_few_points
DEBY_LOD2_108247349,lidar,lidar,LiDAR (완전측량 기준선),,,,101.1027,2165,21.4139,1.0000,402,402,0.0000,0.0830,1.0284,1.8217,1.2720,0.0000,EPSG:25832,700,10.698,87.503,2,multi_slope
DEBY_LOD2_108247350,lidar,lidar,LiDAR (완전측량 기준선),,,,12.1371,168,13.8419,0.9583,46,48,0.0000,0.0100,2.9370,4.1002,2.6420,0.0000,EPSG:25832,168,74.028,89.206,2,multi_slope
DEBY_LOD2_108247351,lidar,lidar,LiDAR (완전측량 기준선),,,,65.2785,1204,18.4441,1.0000,260,260,0.0000,0.0820,3.4850,2.1908,3.0940,0.0000,EPSG:25832,700,3.752,87.917,5,multi_slope
DEBY_LOD2_4907184,lidar,lidar,LiDAR (완전측량 기준선),,,,337.8636,7199,21.3074,0.9970,1348,1352,0.0000,0.2126,2.0436,3.5872,5.0900,0.0000,EPSG:25832,700,42.092,86.127,5,multi_slope
DEBY_LOD2_4907185,lidar,lidar,LiDAR (완전측량 기준선),,,,160.9815,3359,20.8658,1.0000,644,644,0.0000,0.1356,1.8464,3.0004,4.8800,0.0000,EPSG:25832,700,47.317,88.419,2,multi_slope
DEBY_LOD2_4907186,lidar,lidar,LiDAR (완전측량 기준선),,,,167.8323,3460,20.6158,0.9985,672,673,0.0000,0.1082,3.2098,3.1884,7.9700,0.0000,EPSG:25832,700,47.370,88.448,2,multi_slope
DEBY_LOD2_4907188,lidar,lidar,LiDAR (완전측량 기준선),,,,165.8832,3289,19.8272,1.0000,664,664,0.0000,0.1275,1.4169,2.2032,3.5220,0.0000,EPSG:25832,700,36.780,86.559,3,multi_slope
DEBY_LOD2_4907194,lidar,lidar,LiDAR (완전측량 기준선),,,,212.7291,4288,20.1571,0.9976,848,850,0.0000,0.2846,1.5590,2.5859,4.4400,0.0000,EPSG:25832,700,33.767,87.377,2,multi_slope
DEBY_LOD2_4907195,lidar,lidar,LiDAR (완전측량 기준선),,,,177.8385,3902,21.9413,1.0000,710,710,0.0000,0.1453,5.1208,4.0946,10.7200,0.0000,EPSG:25832,700,41.581,88.937,2,multi_slope
DEBY_LOD2_4907198,lidar,lidar,LiDAR (완전측량 기준선),,,,359.7993,7343,20.4086,1.0000,1438,1438,0.0000,0.1294,0.4811,2.5948,3.1600,0.0000,EPSG:25832,700,31.964,87.586,3,multi_slope
DEBY_LOD2_4907199,lidar,lidar,LiDAR (완전측량 기준선),,,,98.3464,2045,20.7938,1.0000,393,393,0.0000,0.0570,1.9314,1.6885,0.3060,0.0000,EPSG:25832,700,3.922,87.107,3,weak_structure
DEBY_LOD2_4907202,lidar,lidar,LiDAR (완전측량 기준선),,,,160.4587,3243,20.2108,0.9969,639,641,0.0000,0.0271,2.4093,1.4791,3.7280,0.0000,EPSG:25832,700,13.462,85.588,1,single_slope
DEBY_LOD2_4908168,lidar,lidar,LiDAR (완전측량 기준선),,,,28.8314,600,20.8106,1.0000,114,114,0.0000,0.0909,4.2812,1.9935,5.4820,0.0000,EPSG:25832,600,22.496,87.773,2,multi_slope
DEBY_LOD2_4908178,lidar,lidar,LiDAR (완전측량 기준선),,,,113.4123,2088,18.4107,1.0000,454,454,0.0000,0.0411,2.4284,1.0326,2.3130,0.0000,EPSG:25832,700,11.865,82.864,2,multi_slope
DEBY_LOD2_4908179,lidar,lidar,LiDAR (완전측량 기준선),,,,118.2496,2304,19.4842,0.9958,472,474,0.0000,0.0940,3.2200,1.8865,3.3640,0.0000,EPSG:25832,700,3.444,87.293,2,multi_slope
DEBY_LOD2_60098,lidar,lidar,LiDAR (완전측량 기준선),,,,195.9254,4020,20.5180,1.0000,784,784,0.0000,0.1056,4.9691,3.6784,10.6020,0.0000,EPSG:25832,700,47.224,88.275,2,multi_slope
DEBY_LOD2_8568391,lidar,lidar,LiDAR (완전측량 기준선),,,,55.5357,950,17.1061,0.9457,209,221,0.0000,0.0280,0.0580,0.6278,0.0700,0.0000,EPSG:25832,700,1.047,2.448,2,flat_single
DEBY_LOD2_8568392,lidar,lidar,LiDAR (완전측량 기준선),,,,5.7975,109,18.8012,1.0000,24,24,0.0000,0.1230,2.1230,0.9811,2.2620,0.0000,EPSG:25832,109,19.587,80.231,2,multi_slope
