arm,replicate,run_name,z_min,z_max,n_gaussians,fraction_of_all,opacity_p50,ckpt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,548.0000,550.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,550.0000,552.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,552.0000,554.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,554.0000,556.0000,2,0.00000358,0.1000,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,556.0000,558.0000,18,0.00003226,0.0043,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,558.0000,560.0000,169,0.00030292,0.0798,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,560.0000,562.0000,1917,0.00343610,0.2107,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,562.0000,564.0000,870,0.00155942,0.1439,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,564.0000,566.0000,1357,0.00243234,0.2318,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,566.0000,568.0000,2752,0.00493278,0.3457,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,568.0000,570.0000,4748,0.00851049,0.6062,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,570.0000,572.0000,8994,0.01612117,0.8117,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,572.0000,574.0000,9554,0.01712493,0.8097,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,574.0000,576.0000,15727,0.02818964,0.8510,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,576.0000,578.0000,32445,0.05815558,0.9326,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,578.0000,580.0000,57205,0.10253630,0.8715,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,580.0000,582.0000,77675,0.13922746,0.9134,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,582.0000,584.0000,56340,0.10098584,0.8849,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,584.0000,586.0000,40857,0.07323355,0.9489,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,586.0000,588.0000,24387,0.04371213,0.9163,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,588.0000,590.0000,16817,0.03014339,0.3482,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,590.0000,592.0000,26634,0.04773974,0.2233,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,592.0000,594.0000,29004,0.05198781,0.1220,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,594.0000,596.0000,37502,0.06721993,0.1550,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,596.0000,598.0000,23254,0.04168130,0.3649,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,598.0000,600.0000,12974,0.02325506,0.8655,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,600.0000,602.0000,11109,0.01991217,0.9058,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,602.0000,604.0000,19241,0.03448826,0.7186,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,604.0000,606.0000,10245,0.01836351,0.7971,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,606.0000,608.0000,9153,0.01640617,0.9178,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,608.0000,610.0000,5314,0.00952500,0.9671,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,610.0000,612.0000,3252,0.00582900,0.9776,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,612.0000,614.0000,2577,0.00461911,0.9619,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,614.0000,616.0000,2337,0.00418892,0.9676,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,616.0000,618.0000,1613,0.00289120,0.9296,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,618.0000,620.0000,1923,0.00344685,0.8240,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,620.0000,622.0000,1572,0.00281771,0.7742,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,622.0000,624.0000,908,0.00162753,0.6776,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,624.0000,626.0000,678,0.00121527,0.3717,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,626.0000,628.0000,576,0.00103244,0.6778,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,628.0000,630.0000,386,0.00069188,0.7290,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,630.0000,632.0000,389,0.00069726,0.5878,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,632.0000,634.0000,353,0.00063273,0.6558,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,634.0000,636.0000,260,0.00046603,0.8245,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,636.0000,638.0000,85,0.00015236,0.1972,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,638.0000,640.0000,121,0.00021688,0.2939,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,640.0000,642.0000,206,0.00036924,0.1452,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,642.0000,644.0000,275,0.00049292,0.0721,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,644.0000,646.0000,327,0.00058613,0.0458,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,646.0000,648.0000,348,0.00062377,0.0550,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,648.0000,650.0000,326,0.00058433,0.0681,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,650.0000,652.0000,340,0.00060943,0.0897,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,652.0000,654.0000,281,0.00050367,0.0889,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,654.0000,656.0000,242,0.00043377,0.0630,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,656.0000,658.0000,328,0.00058792,0.0410,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,658.0000,660.0000,258,0.00046245,0.0878,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,660.0000,662.0000,78,0.00013981,0.0653,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,662.0000,664.0000,44,0.00007887,0.2425,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,664.0000,666.0000,31,0.00005557,0.2718,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,666.0000,668.0000,74,0.00013264,0.0463,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,668.0000,670.0000,94,0.00016849,0.0760,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,670.0000,672.0000,145,0.00025990,0.1003,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,672.0000,674.0000,171,0.00030651,0.0948,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,674.0000,676.0000,174,0.00031188,0.0665,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,676.0000,678.0000,162,0.00029037,0.1213,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,678.0000,680.0000,143,0.00025632,0.1283,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,680.0000,682.0000,146,0.00026170,0.1249,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,682.0000,684.0000,95,0.00017028,0.1371,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,684.0000,686.0000,125,0.00022405,0.1120,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,686.0000,688.0000,123,0.00022047,0.1164,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,688.0000,690.0000,49,0.00008783,0.2001,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,690.0000,692.0000,16,0.00002868,0.1237,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,692.0000,694.0000,2,0.00000358,0.8406,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,694.0000,696.0000,3,0.00000538,0.7325,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,696.0000,698.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r1,gs_e5_C001_s2p_arm1p_dense_r1,698.0000,700.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r1/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,520.0000,522.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,522.0000,524.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,524.0000,526.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,526.0000,528.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,528.0000,530.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,530.0000,532.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,532.0000,534.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,534.0000,536.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,536.0000,538.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,538.0000,540.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,540.0000,542.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,542.0000,544.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,544.0000,546.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,546.0000,548.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,548.0000,550.0000,0,0.00000000,,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,550.0000,552.0000,16,0.00002714,0.0039,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,552.0000,554.0000,45,0.00007633,0.0039,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,554.0000,556.0000,61,0.00010347,0.0045,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,556.0000,558.0000,585,0.00099228,0.0167,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,558.0000,560.0000,1021,0.00173183,0.0090,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,560.0000,562.0000,1919,0.00325503,0.1026,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,562.0000,564.0000,1155,0.00195912,0.0219,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,564.0000,566.0000,1468,0.00249003,0.0503,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,566.0000,568.0000,2182,0.00370113,0.1880,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,568.0000,570.0000,4281,0.00726147,0.4535,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,570.0000,572.0000,8371,0.01419897,0.7519,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,572.0000,574.0000,9155,0.01552879,0.8092,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,574.0000,576.0000,14307,0.02426766,0.8740,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,576.0000,578.0000,30301,0.05139683,0.9501,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,578.0000,580.0000,58014,0.09840387,0.8732,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
arm1p,r2,gs_e5_C001_s2p_arm1p_dense_r2,580.0000,582.0000,81135,0.13762192,0.9051,results/tum_transfer/e5_s2p_interaction/C001/runs/gs_e5_C001_s2p_arm1p_dense_r2/ckpt/final.pt
