building_id,footprint_area_m2,n_exterior_vertices,n_samples,n_views_nadir,n_views_oblique,n_views_total,median_pair_angle_deg,frac_pairs_10_60deg,median_incidence_deg,frac_views_incidence_le60,roof_obs_covered_frac,recon_score_median,recon_score_p10,roof_lowtex_frac,roof_grad_p10,roof_sat_frac,roof_periodicity,roof_lowtex_v4,lowtex_version,occlusion_frac_approx,lowtex_valid,roof_lowtex_v5,roof_grad_p10_v5,roof_sat_frac_v5,lowtex_v5_view,lowtex_v5_zenith_deg,lowtex_v5_frame_r,lowtex_v5_inframe_frac,lowtex_v5_area_px,lowtex_v5_delta_from_v4
DEBY_LOD2_4907168,207.38,9,275,0.0,80.55,80.55,10.36,0.532,54.52,0.682,1.0,0.096,0.0,0.088,0.0216,0.003,0.531,0.572,v4a_carryover_v3_contaminated,0.0,valid,0.574,0.0059,0.0155,DJI_20241217102937_0014_D.JPG,81.713,0.443,1.0,67360,0.002
DEBY_LOD2_4907169,317.44,21,400,0.0,74.78,74.78,8.99,0.397,68.5,0.197,1.0,1.84,0.0,0.058,0.0283,0.0,0.161,0.57,v4a_carryover_v3_contaminated,0.0,valid,0.647,0.0039,0.0393,DJI_20241217102937_0014_D.JPG,83.608,0.684,1.0,25375,0.077
DEBY_LOD2_4907170,239.91,16,284,0.0,93.44,93.44,11.09,0.259,70.51,0.202,1.0,16.38,7.035,0.067,0.0252,0.0,0.358,0.585,v4a_carryover_v3_contaminated,0.0,valid,0.593,0.0039,0.0311,DJI_20241217102937_0014_D.JPG,81.941,0.773,1.0,36201,0.008
DEBY_LOD2_4907171,189.01,17,234,0.0,92.08,92.08,8.68,0.226,69.41,0.27,1.0,16.622,12.814,0.006,0.0797,0.0,0.136,0.225,v4a_carryover_v3_contaminated,0.0,valid,0.583,0.0044,0.0,DJI_20241217101453_0037_D.JPG,82.76,0.848,1.0,10114,0.358
DEBY_LOD2_4907172,165.27,15,206,0.0,97.51,97.51,9.42,0.254,68.76,0.291,1.0,21.641,16.531,0.049,0.0347,0.0008,0.097,0.375,v4a_carryover_v3_contaminated,0.0,valid,0.564,0.0044,0.0,DJI_20241217101546_0010_D.JPG,85.134,0.841,1.0,6851,0.189
DEBY_LOD2_4907173,377.95,17,400,2.05,118.61,120.67,30.15,0.54,62.51,0.418,1.0,76.077,17.871,0.065,0.0268,0.0127,0.595,0.601,v4a_carryover_v3_contaminated,0.0,valid,0.553,0.0044,0.0,DJI_20241217101558_0016_D.JPG,84.881,0.842,1.0,24525,-0.048
DEBY_LOD2_4907174,260.43,11,260,0.0,121.89,121.89,24.41,0.703,81.78,0.132,1.0,83.247,76.499,0.032,0.0385,0.0,0.204,0.573,v4a_carryover_v3_contaminated,0.0,valid,0.533,0.0044,0.0,DJI_20241217084727_0147_D.JPG,61.575,0.815,1.0,5693,-0.04
DEBY_LOD2_4907175,413.89,31,400,0.06,141.43,141.49,23.2,0.556,74.64,0.217,1.0,74.678,2.057,0.085,0.0225,0.006,0.132,0.468,v4a_carryover_v3_contaminated,0.167,valid,0.444,0.0039,0.0197,DJI_20241217102937_0014_D.JPG,73.137,0.492,1.0,50859,-0.024
DEBY_LOD2_4907176,515.39,11,400,0.0,140.26,140.26,27.23,0.655,78.48,0.172,1.0,103.41,68.241,0.025,0.0494,0.0015,0.179,0.328,v4a_carryover_v3_contaminated,0.5,valid,0.498,0.002,0.0465,DJI_20241217102939_0015_D.JPG,72.153,0.639,1.0,52104,0.17
DEBY_LOD2_4907177,95.57,16,99,0.15,120.72,120.87,36.72,0.6,80.3,0.193,1.0,84.422,75.411,0.156,0.0157,0.0,0.521,0.889,v4a_carryover_v3_contaminated,0.375,valid,0.61,0.0044,0.0,DJI_20241217102939_0015_D.JPG,77.315,0.682,1.0,34713,-0.279
DEBY_LOD2_4907178,192.96,14,285,2.83,131.88,134.71,16.47,0.574,60.37,0.491,1.0,19.149,0.0,0.101,0.0198,0.0,0.519,0.668,v4a_carryover_v3_contaminated,0.0,valid,0.503,0.0044,0.0007,DJI_20241217102937_0014_D.JPG,74.25,0.372,1.0,135267,-0.165
DEBY_LOD2_4907179,160.36,11,225,1.66,126.55,128.21,16.44,0.603,60.66,0.491,1.0,87.116,0.0,0.15,0.0157,0.0,0.745,0.815,v4a_carryover_v3_contaminated,0.0,valid,0.476,0.0044,0.0,DJI_20241217102939_0015_D.JPG,75.723,0.753,1.0,170696,-0.339
DEBY_LOD2_4907180,386.11,19,400,2.63,127.34,129.98,17.87,0.642,61.57,0.463,1.0,137.128,0.0,0.036,0.0378,0.0014,0.446,0.477,v4a_carryover_v3_contaminated,0.0,valid,0.561,0.0044,0.0,DJI_20241217101453_0037_D.JPG,80.829,0.801,1.0,61837,0.084
DEBY_LOD2_4907181,190.79,19,195,0.07,149.52,149.58,35.6,0.635,72.6,0.175,1.0,89.699,57.328,0.01,0.0785,0.0,0.137,0.244,v4a_carryover_v3_contaminated,0.667,valid,0.514,0.0028,0.0506,DJI_20241217102937_0014_D.JPG,70.157,0.598,1.0,88135,0.27
DEBY_LOD2_4907182,95.0,10,116,0.29,154.45,154.74,33.25,0.693,63.36,0.306,1.0,133.264,85.019,0.064,0.0266,0.0002,0.062,0.398,v4a_carryover_v3_contaminated,0.5,valid,0.738,0.0028,0.0,DJI_20241217084711_0139_D.JPG,60.991,0.761,1.0,3405,0.34
DEBY_LOD2_4907183,361.68,14,400,2.19,144.71,146.9,38.54,0.466,61.73,0.457,1.0,55.219,6.478,0.051,0.0297,0.0,0.427,0.666,v4a_carryover_v3_contaminated,0.0,valid,0.507,0.0044,0.0052,DJI_20241217102937_0014_D.JPG,75.102,0.758,1.0,53869,-0.159
DEBY_LOD2_4907184,337.88,39,400,1.42,150.99,152.41,39.34,0.717,64.86,0.429,1.0,127.033,71.449,0.016,0.0685,0.0023,0.358,0.27,v4a_carryover_v3_contaminated,0.0,valid,0.198,0.0098,0.0133,DJI_20241217102919_0005_D.JPG,73.442,0.796,1.0,59418,-0.072
DEBY_LOD2_4907185,160.98,10,218,0.65,142.76,143.41,26.5,0.698,72.07,0.263,1.0,129.596,79.753,0.06,0.0298,0.0001,0.393,0.499,v4a_carryover_v3_contaminated,0.2,valid,0.338,0.0062,0.0,DJI_20241217102919_0005_D.JPG,76.575,0.48,1.0,49609,-0.161
DEBY_LOD2_4907186,167.84,11,246,0.0,123.56,123.56,23.93,0.422,73.65,0.166,1.0,68.276,32.983,0.053,0.0343,0.0,0.295,0.445,v4a_carryover_v3_contaminated,0.0,valid,0.61,0.0028,0.0,DJI_20241217102919_0005_D.JPG,78.509,0.497,1.0,27869,0.165
DEBY_LOD2_4907187,119.91,29,187,0.0,151.24,151.24,12.73,0.516,62.23,0.45,1.0,83.434,0.0,0.106,0.0192,0.0,0.427,0.527,v4a_carryover_v3_contaminated,0.25,valid,0.541,0.0044,0.0212,DJI_20241217102937_0014_D.JPG,74.011,0.468,1.0,54593,0.014
DEBY_LOD2_4907188,165.88,8,202,0.0,131.87,131.87,22.06,0.515,77.25,0.072,1.0,64.062,30.756,0.063,0.0331,0.0181,0.135,0.406,v4a_carryover_v3_contaminated,0.4,valid,0.598,0.0028,0.0,DJI_20241217102919_0005_D.JPG,79.361,0.498,1.0,23555,0.192
DEBY_LOD2_4907194,212.73,11,237,0.0,128.24,128.24,21.88,0.603,80.55,0.057,1.0,51.146,42.902,0.056,0.0275,0.0016,0.297,0.776,v4a_carryover_v3_contaminated,0.0,valid,0.708,0.0028,0.0025,DJI_20241217102915_0003_D.JPG,80.885,0.434,1.0,24430,-0.068
DEBY_LOD2_4907195,177.84,12,224,0.0,127.75,127.75,23.83,0.431,76.79,0.074,1.0,42.14,30.432,0.073,0.0253,0.0,0.356,0.532,v4a_carryover_v3_contaminated,0.0,valid,0.732,0.0039,0.0027,DJI_20241217102915_0003_D.JPG,80.541,0.45,1.0,37574,0.2
DEBY_LOD2_4907196,427.39,15,400,2.46,163.32,165.78,37.83,0.638,59.84,0.504,1.0,118.68,27.266,0.064,0.0262,0.0,0.375,0.521,v4a_carryover_v3_contaminated,0.0,valid,0.407,0.0055,0.0029,DJI_20241217102915_0003_D.JPG,76.512,0.715,1.0,61431,-0.114
DEBY_LOD2_4907198,359.8,30,400,0.09,145.06,145.15,28.01,0.726,77.03,0.114,1.0,86.069,60.039,0.031,0.0409,0.0017,0.207,0.407,v4a_carryover_v3_contaminated,0.25,valid,0.641,0.0044,0.0,DJI_20241217102915_0003_D.JPG,78.494,0.527,1.0,37210,0.234
DEBY_LOD2_4907199,98.35,4,97,0.0,126.32,126.32,31.12,0.707,78.78,0.109,1.0,84.618,74.557,0.108,0.0186,0.0003,0.602,0.448,v4a_carryover_v3_contaminated,0.273,valid,0.656,0.0044,0.0085,DJI_20241217084721_0144_D.JPG,60.507,0.81,1.0,7074,0.208
DEBY_LOD2_4907201,190.87,13,213,0.54,149.55,150.08,47.19,0.619,69.31,0.335,1.0,86.724,53.435,0.102,0.0197,0.0032,0.609,0.508,v4a_carryover_v3_contaminated,0.167,valid,0.324,0.0062,0.0019,DJI_20241217102721_0016_D.JPG,75.732,0.447,1.0,89072,-0.184
DEBY_LOD2_4907202,160.46,12,163,1.94,133.91,135.85,38.93,0.674,75.87,0.121,1.0,84.473,69.106,0.085,0.022,0.0015,0.666,0.652,v4a_carryover_v3_contaminated,0.333,valid,0.562,0.0039,0.0,DJI_20241217095441_0023_D.JPG,11.989,0.698,1.0,90038,-0.09
DEBY_LOD2_4907204,224.36,21,299,0.96,140.95,141.92,48.04,0.452,64.56,0.353,1.0,54.9,25.632,0.129,0.0163,0.0,0.756,0.564,v4a_carryover_v3_contaminated,0.0,valid,0.355,0.0059,0.0289,DJI_20241217102713_0012_D.JPG,75.45,0.796,1.0,52700,-0.209
DEBY_LOD2_4907205,105.06,14,115,2.26,140.43,142.7,40.15,0.695,76.71,0.113,1.0,91.586,85.455,0.032,0.0388,0.0,0.381,0.434,v4a_carryover_v3_contaminated,0.5,valid,0.749,0.0039,0.0,DJI_20241217095441_0023_D.JPG,18.632,0.601,1.0,103995,0.315
DEBY_LOD2_4907206,201.94,22,245,0.93,132.37,133.3,42.52,0.522,64.03,0.354,1.0,114.008,17.637,0.08,0.0241,0.0,0.674,0.497,v4a_carryover_v3_contaminated,0.0,valid,0.441,0.0071,0.0,DJI_20241217095437_0021_D.JPG,24.594,0.698,1.0,156948,-0.056
DEBY_LOD2_4907207,324.51,16,389,0.21,114.68,114.89,39.34,0.504,68.51,0.29,1.0,47.204,10.945,0.043,0.0359,0.0046,0.204,0.444,v4a_carryover_v3_contaminated,0.25,valid,0.531,0.0028,0.0001,DJI_20241217102523_0014_D.JPG,76.9,0.563,1.0,47532,0.087
DEBY_LOD2_4907208,284.5,16,339,0.0,92.08,92.08,14.07,0.382,73.17,0.14,1.0,47.395,16.778,0.089,0.0217,0.0,0.77,0.703,v4a_carryover_v3_contaminated,0.0,valid,0.597,0.0039,0.0163,DJI_20241217102525_0015_D.JPG,80.678,0.654,1.0,20977,-0.106
DEBY_LOD2_4907505,217.31,7,305,0.7,100.28,100.98,18.93,0.558,64.78,0.368,1.0,11.691,2.095,0.073,0.0248,0.0104,0.109,0.523,v4a_carryover_v3_contaminated,0.0,valid,0.62,0.0039,0.0103,DJI_20241217102104_0031_D.JPG,56.775,0.667,1.0,115563,0.097
DEBY_LOD2_4907506,283.36,14,388,3.63,110.01,113.64,36.43,0.49,60.95,0.464,1.0,105.88,9.313,0.035,0.0374,0.0,0.537,0.431,v4a_carryover_v3_contaminated,0.0,valid,0.553,0.0044,0.0002,DJI_20241217084917_0202_D.JPG,9.777,0.525,1.0,134632,0.122
DEBY_LOD2_4907507,283.7,12,398,3.9,127.74,131.65,32.97,0.534,59.69,0.511,1.0,37.288,13.295,0.084,0.0228,0.0,0.096,0.528,v4a_carryover_v3_contaminated,0.0,valid,0.531,0.0059,0.0006,DJI_20241217084649_0128_D.JPG,18.194,0.78,1.0,114483,0.003
DEBY_LOD2_4907508,131.1,7,146,0.0,107.14,107.14,31.56,0.745,74.7,0.147,1.0,96.377,85.418,0.023,0.0442,0.0018,0.373,0.473,v4a_carryover_v3_contaminated,0.375,valid,0.506,0.0044,0.0003,DJI_20241217102104_0031_D.JPG,56.114,0.528,1.0,31215,0.033
DEBY_LOD2_4907509,322.4,16,400,0.1,101.87,101.97,25.64,0.64,71.62,0.248,1.0,89.252,7.934,0.045,0.0336,0.0079,0.502,0.514,v4a_carryover_v3_contaminated,0.0,valid,0.428,0.0062,0.0293,DJI_20241217102048_0023_D.JPG,64.897,0.694,1.0,145880,-0.086
DEBY_LOD2_4907510,119.36,10,118,1.44,128.53,129.97,34.63,0.814,73.62,0.172,1.0,129.996,119.058,0.021,0.0514,0.0,0.566,0.365,v4a_carryover_v3_contaminated,0.25,valid,0.554,0.0055,0.0014,DJI_20241217084643_0125_D.JPG,18.409,0.668,1.0,103147,0.189
DEBY_LOD2_4907514,300.69,23,400,7.47,123.3,130.76,30.45,0.632,58.81,0.524,1.0,153.503,14.077,0.05,0.0308,0.0006,0.416,0.556,v4a_carryover_v3_contaminated,0.0,valid,0.514,0.0044,0.0031,DJI_20241217084647_0127_D.JPG,1.259,0.46,1.0,125684,-0.042
DEBY_LOD2_4907515,306.22,23,351,7.93,135.22,143.15,35.5,0.798,67.54,0.348,1.0,162.643,137.546,0.082,0.0225,0.0129,0.139,0.743,v4a_carryover_v3_contaminated,0.333,valid,0.619,0.0039,0.015,DJI_20241217084639_0123_D.JPG,10.997,0.589,1.0,134245,-0.124
DEBY_LOD2_4907516,178.78,4,220,9.81,179.92,189.73,32.53,0.789,62.97,0.457,1.0,177.143,140.816,0.046,0.0312,0.0,0.379,0.613,v4a_carryover_v3_contaminated,0.5,valid,0.625,0.0039,0.0,DJI_20241217084627_0117_D.JPG,9.16,0.467,1.0,163143,0.012
DEBY_LOD2_4907517,196.97,10,241,8.81,182.98,191.79,34.1,0.728,66.93,0.395,1.0,151.34,85.951,0.061,0.0265,0.0001,0.645,0.689,v4a_carryover_v3_contaminated,0.0,valid,0.651,0.0044,0.0,DJI_20241217084627_0117_D.JPG,5.18,0.455,1.0,181364,-0.038
DEBY_LOD2_4907518,251.2,10,269,5.2,186.45,191.65,37.35,0.785,73.05,0.234,1.0,152.125,138.476,0.052,0.0292,0.0,0.485,0.633,v4a_carryover_v3_contaminated,0.0,valid,0.578,0.0039,0.0,DJI_20241217084350_0039_D.JPG,13.986,0.752,1.0,166969,-0.055
DEBY_LOD2_4907519,3981.41,44,400,0.75,143.54,144.28,34.33,0.785,81.45,0.084,1.0,100.367,89.949,0.02,0.0504,0.0008,0.218,0.367,v4a_carryover_v3_contaminated,0.0,valid,0.449,0.0062,0.0,DJI_20241217101130_0014_D.JPG,85.3,0.484,1.0,9098,0.082
DEBY_LOD2_4907520,248.69,4,264,5.56,165.85,171.41,34.5,0.739,71.75,0.22,1.0,146.112,90.823,0.004,0.1181,0.0004,0.424,0.156,v4a_carryover_v3_contaminated,0.0,valid,0.104,0.0208,0.0,DJI_20241217084345_0036_D.JPG,2.24,0.372,1.0,184033,-0.052
DEBY_LOD2_4907521,302.9,12,319,2.47,120.0,122.47,43.58,0.594,76.61,0.129,1.0,63.575,32.262,0.106,0.0194,0.0,0.376,0.788,v4a_carryover_v3_contaminated,0.0,valid,0.695,0.0028,0.0,DJI_20241217084340_0034_D.JPG,8.277,0.527,1.0,217285,-0.093
DEBY_LOD2_4908023,21.91,6,22,6.86,233.82,240.68,32.04,0.868,61.96,0.393,1.0,184.706,180.915,0.033,0.0388,0.0,0.534,0.618,v4a_carryover_v3_contaminated,0.286,valid,0.288,0.0106,0.0,DJI_20241217084841_0184_D.JPG,15.648,0.47,1.0,56434,-0.33
DEBY_LOD2_4908024,21.67,4,20,5.55,268.85,274.4,33.09,0.886,62.8,0.332,1.0,173.66,170.733,0.078,0.0235,0.0,0.777,0.799,v4a_carryover_v3_contaminated,0.375,valid,0.409,0.0081,0.0,DJI_20241217084727_0147_D.JPG,10.857,0.355,1.0,56707,-0.39
DEBY_LOD2_4908025,21.58,4,20,5.2,255.95,261.15,32.48,0.888,62.89,0.334,1.0,180.924,176.586,0.079,0.0235,0.0,0.749,0.773,v4a_carryover_v3_contaminated,0.375,valid,0.353,0.0098,0.0,DJI_20241217084729_0148_D.JPG,11.291,0.411,1.0,56619,-0.42
DEBY_LOD2_4908026,21.63,4,20,5.85,254.2,260.05,32.49,0.872,63.34,0.336,1.0,178.551,176.384,0.068,0.0277,0.0,0.676,0.733,v4a_carryover_v3_contaminated,0.375,valid,0.278,0.0114,0.0,DJI_20241217084729_0148_D.JPG,10.642,0.363,1.0,56858,-0.455
DEBY_LOD2_4908027,21.59,4,20,5.05,254.5,259.55,32.55,0.869,63.11,0.35,1.0,178.885,175.164,0.058,0.0283,0.0,0.676,0.671,v4a_carryover_v3_contaminated,0.375,valid,0.273,0.0114,0.0,DJI_20241217084729_0148_D.JPG,10.9,0.348,1.0,56523,-0.398
DEBY_LOD2_4908028,21.64,4,20,5.15,242.85,248.0,32.32,0.868,62.9,0.355,1.0,180.639,178.483,0.04,0.0351,0.0,0.589,0.566,v4a_carryover_v3_contaminated,0.286,valid,0.225,0.0132,0.0,DJI_20241217084731_0149_D.JPG,10.709,0.378,1.0,56629,-0.341
DEBY_LOD2_4908044,46.3,4,45,0.0,92.8,92.8,22.34,0.725,84.36,0.053,1.0,68.517,53.532,0.033,0.0392,0.0,0.515,0.609,v4a_carryover_v3_contaminated,0.857,valid,0.312,0.0039,0.0036,DJI_20241217090833_0019_D.JPG,60.302,0.604,1.0,551,-0.297
DEBY_LOD2_4908045,55.84,4,55,0.0,104.36,104.36,24.5,0.728,84.2,0.067,1.0,71.143,68.553,0.03,0.04,0.0,0.248,0.639,v4a_carryover_v3_contaminated,0.8,valid,0.539,0.0039,0.0,DJI_20241217090835_0020_D.JPG,60.202,0.665,1.0,191,-0.1
DEBY_LOD2_4908046,139.03,4,138,0.0,110.11,110.11,31.99,0.694,79.62,0.449,1.0,111.512,103.174,0.639,0.0,0.7929,0.527,0.854,v4a_carryover_v3_contaminated,0.714,valid,0.462,0.0039,0.0,DJI_20241217091027_0076_D.JPG,61.053,0.381,1.0,10517,-0.392
DEBY_LOD2_4908048,68.22,9,68,0.0,128.03,128.03,29.17,0.676,78.76,0.383,1.0,116.418,89.785,0.045,0.0323,0.0,0.697,0.759,v4a_carryover_v3_contaminated,0.571,valid,0.374,0.0062,0.001,DJI_20241217090951_0058_D.JPG,60.281,0.832,1.0,4915,-0.385
DEBY_LOD2_4908049,49.09,4,48,0.0,122.92,122.92,32.43,0.611,78.29,0.437,1.0,106.77,82.999,0.646,0.0,0.0318,0.583,0.846,v4a_carryover_v3_contaminated,0.6,valid,0.482,0.0028,0.0,DJI_20241217090855_0030_D.JPG,59.928,0.664,1.0,3270,-0.364
DEBY_LOD2_4908050,131.67,4,131,0.0,138.45,138.45,27.73,0.749,79.8,0.35,1.0,131.424,110.4,0.049,0.0302,0.0022,0.314,0.657,v4a_carryover_v3_contaminated,0.8,valid,0.244,0.0088,0.0476,DJI_20241217084521_0084_D.JPG,60.146,0.827,1.0,20423,-0.413
DEBY_LOD2_4908051,141.53,7,142,0.0,111.15,111.15,23.57,0.575,83.64,0.103,1.0,66.734,65.324,0.047,0.03,0.0,0.245,0.772,v4a_carryover_v3_contaminated,1.0,valid,0.197,0.0126,0.0225,DJI_20241217084757_0162_D.JPG,60.606,0.505,1.0,13426,-0.575
DEBY_LOD2_4908052,143.56,7,145,0.0,96.26,96.26,20.95,0.722,85.75,0.001,1.0,55.406,50.653,0.066,0.0265,0.0522,0.142,0.518,v4a_carryover_v3_contaminated,0.5,valid,0.327,0.0081,0.017,DJI_20241217090835_0020_D.JPG,59.692,0.828,1.0,12448,-0.191
DEBY_LOD2_4908053,36.31,7,34,0.0,97.06,97.06,21.4,0.702,87.14,0.0,1.0,57.838,51.747,0.075,0.0236,0.0128,0.212,0.663,v4a_carryover_v3_contaminated,0.25,valid,0.344,0.0081,0.0,DJI_20241217090835_0020_D.JPG,60.065,0.714,1.0,2649,-0.319
DEBY_LOD2_4908054,33.6,4,33,0.0,98.94,98.94,21.46,0.715,87.08,0.0,1.0,61.151,59.895,0.066,0.0262,0.0113,0.168,0.653,v4a_carryover_v3_contaminated,0.25,valid,0.653,0.0039,0.0,DJI_20241217090831_0018_D.JPG,59.365,0.729,1.0,15550,-0.0
DEBY_LOD2_4908059,87.07,6,83,0.0,66.25,66.25,11.02,0.543,85.36,0.0,1.0,0.0,0.0,0.093,0.0222,0.0,0.763,0.9,v4a_carryover_v3_contaminated,0.333,valid,0.557,0.0062,0.0,DJI_20241217102931_0011_D.JPG,83.024,0.337,1.0,1840,-0.343
DEBY_LOD2_4908157,165.05,12,189,0.0,145.41,145.41,31.77,0.618,79.85,0.102,1.0,70.6,61.707,0.064,0.0301,0.0,0.359,0.405,v4a_carryover_v3_contaminated,0.7,valid,0.517,0.0044,0.0132,DJI_20241217102937_0014_D.JPG,73.659,0.394,1.0,48032,0.112
DEBY_LOD2_4908158,182.59,8,196,0.0,115.53,115.53,29.19,0.488,74.22,0.093,1.0,45.769,27.584,0.117,0.0167,0.0004,0.277,0.473,v4a_carryover_v3_contaminated,0.0,valid,0.602,0.0044,0.0,DJI_20241217102939_0015_D.JPG,76.162,0.693,1.0,40718,0.129
DEBY_LOD2_4908159,37.63,6,39,0.0,135.46,135.46,34.02,0.45,85.01,0.002,1.0,40.581,38.423,0.08,0.0235,0.0164,0.772,0.515,v4a_carryover_v3_contaminated,0.667,valid,0.65,0.0039,0.0,DJI_20241217084859_0193_D.JPG,59.489,0.848,1.0,24783,0.135
DEBY_LOD2_4908160,8.49,5,9,0.0,107.44,107.44,22.94,0.671,81.18,0.075,1.0,70.89,69.053,0.14,0.0161,0.0004,0.68,0.695,v4a_carryover_v3_contaminated,1.0,valid,0.59,0.0044,0.0,DJI_20241217084845_0186_D.JPG,59.288,0.785,1.0,13656,-0.105
DEBY_LOD2_4908161,454.5,23,400,0.0,119.09,119.09,23.45,0.677,77.66,0.127,1.0,85.954,54.816,0.077,0.024,0.0,0.116,0.551,v4a_carryover_v3_contaminated,0.7,valid,0.391,0.0055,0.0,DJI_20241217102939_0015_D.JPG,75.204,0.739,1.0,19723,-0.16
DEBY_LOD2_4908162,104.74,7,111,0.0,123.18,123.18,16.59,0.705,84.41,0.161,1.0,101.797,88.264,0.037,0.0351,0.0,0.592,0.695,v4a_carryover_v3_contaminated,0.364,valid,0.533,0.0036,0.0,DJI_20241217084749_0158_D.JPG,60.444,0.845,1.0,3538,-0.162
DEBY_LOD2_4908163,56.26,6,54,0.0,123.83,123.83,21.25,0.712,81.73,0.151,1.0,89.253,85.904,0.056,0.0283,0.0028,0.364,0.761,v4a_carryover_v3_contaminated,0.333,valid,0.591,0.0039,0.0068,DJI_20241217084849_0188_D.JPG,60.177,0.708,1.0,7051,-0.17
DEBY_LOD2_4908164,33.27,6,33,0.0,131.94,131.94,13.69,0.652,83.96,0.187,1.0,104.52,100.196,0.055,0.0283,0.0011,0.602,0.686,v4a_carryover_v3_contaminated,0.417,valid,0.734,0.0028,0.0,DJI_20241217084851_0189_D.JPG,59.974,0.758,1.0,12547,0.048
DEBY_LOD2_4908165,8.83,4,8,0.0,131.5,131.5,30.31,0.688,81.15,0.125,1.0,93.768,88.983,0.123,0.0173,0.0,0.725,0.664,v4a_carryover_v3_contaminated,0.727,valid,0.502,0.002,0.1851,DJI_20241217090923_0044_D.JPG,59.844,0.83,1.0,11907,-0.162
DEBY_LOD2_4908166,29.09,10,34,0.0,145.38,145.38,31.0,0.731,81.02,0.14,1.0,116.129,107.422,0.061,0.0283,0.0,0.294,0.726,v4a_carryover_v3_contaminated,0.667,valid,0.599,0.0055,0.0,DJI_20241217084535_0091_D.JPG,60.126,0.665,1.0,16513,-0.127
DEBY_LOD2_4908167,33.59,6,33,1.88,156.06,157.94,24.24,0.743,78.86,0.264,1.0,163.982,144.715,0.043,0.0392,0.0002,0.408,0.337,v4a_carryover_v3_contaminated,0.625,valid,0.729,0.0039,0.0269,DJI_20241217084831_0179_D.JPG,29.811,0.831,1.0,72891,0.392
DEBY_LOD2_4908168,28.83,6,31,2.9,169.52,172.42,31.82,0.842,58.69,0.539,1.0,160.781,135.502,0.043,0.0337,0.0,0.747,0.616,v4a_carryover_v3_contaminated,0.571,valid,0.694,0.0032,0.0023,DJI_20241217084909_0198_D.JPG,60.346,0.647,1.0,855,0.078
DEBY_LOD2_4908169,16.93,10,20,3.0,182.6,185.6,35.46,0.706,76.19,0.163,1.0,127.817,124.64,0.056,0.0283,0.0,0.619,0.729,v4a_carryover_v3_contaminated,0.857,valid,0.821,0.002,0.0,DJI_20241217090859_0032_D.JPG,59.649,0.812,1.0,14816,0.092
DEBY_LOD2_4908170,72.81,6,75,0.0,148.89,148.89,34.3,0.599,76.1,0.053,1.0,49.008,40.627,0.136,0.0175,0.0,0.418,0.716,v4a_carryover_v3_contaminated,0.571,valid,0.603,0.0039,0.0084,DJI_20241217084903_0195_D.JPG,60.539,0.809,1.0,1311,-0.113
DEBY_LOD2_4908172,39.8,6,41,0.0,153.68,153.68,31.88,0.661,86.05,0.0,1.0,44.89,42.712,0.061,0.028,0.0,0.575,0.683,v4a_carryover_v3_contaminated,0.857,valid,0.633,0.0039,0.0,DJI_20241217084903_0195_D.JPG,60.413,0.682,1.0,3192,-0.05
DEBY_LOD2_4908176,35.62,4,34,0.68,143.41,144.09,30.89,0.821,75.26,0.13,1.0,118.066,101.977,0.026,0.0433,0.0,0.763,0.571,v4a_carryover_v3_contaminated,0.6,valid,0.293,0.0073,0.0154,DJI_20241217084731_0149_D.JPG,60.652,0.52,1.0,714,-0.278
DEBY_LOD2_4908178,113.41,4,114,0.32,139.89,140.22,37.64,0.678,75.59,0.169,1.0,63.723,55.061,0.029,0.0392,0.0,0.481,0.551,v4a_carryover_v3_contaminated,0.455,valid,0.406,0.0059,0.0,DJI_20241217095441_0023_D.JPG,23.086,0.745,1.0,153577,-0.145
DEBY_LOD2_4908179,118.25,7,119,0.0,119.93,119.93,28.34,0.729,78.04,0.073,1.0,75.129,67.623,0.042,0.0356,0.0,0.23,0.47,v4a_carryover_v3_contaminated,0.375,valid,0.429,0.0062,0.0082,DJI_20241217102713_0012_D.JPG,73.547,0.653,1.0,41065,-0.041
DEBY_LOD2_4908351,55.19,6,54,0.0,120.06,120.06,32.17,0.787,71.87,0.124,1.0,116.357,110.698,0.143,0.0175,0.0002,0.77,0.862,v4a_carryover_v3_contaminated,0.571,valid,0.645,0.0044,0.0,DJI_20241217102056_0027_D.JPG,53.352,0.417,1.0,47141,-0.217
DEBY_LOD2_4908352,29.81,6,29,0.0,115.69,115.69,34.04,0.788,72.18,0.193,1.0,122.128,119.992,0.038,0.0351,0.0004,0.49,0.656,v4a_carryover_v3_contaminated,0.444,valid,0.404,0.0039,0.0229,DJI_20241217102104_0031_D.JPG,53.325,0.417,1.0,60852,-0.252
DEBY_LOD2_4908353,145.52,8,147,3.59,115.11,118.69,37.8,0.716,71.12,0.266,1.0,122.292,100.778,0.068,0.0262,0.0,0.303,0.371,v4a_carryover_v3_contaminated,0.333,valid,0.566,0.0044,0.0073,DJI_20241217084643_0125_D.JPG,15.775,0.621,1.0,121682,0.195
DEBY_LOD2_4908354,29.19,4,28,4.89,140.89,145.79,33.53,0.84,72.4,0.229,1.0,150.0,144.495,0.003,0.1488,0.0,0.157,0.107,v4a_carryover_v3_contaminated,0.375,valid,0.29,0.0088,0.0,DJI_20241217084643_0125_D.JPG,11.517,0.381,1.0,75716,0.183
