image_idx,image_name,backend,align_a,align_b,mvs_valid_pixels,residual_abs_median_m,residual_abs_p90_m,warp_amp_plane_m,warp_amp_quadratic_m,metric_depth,mono_normal_world
71,DJI_20241217084919_0203_D.JPG,Depth Anything V2 Small vits,-8.57937719,79.44828381,329400,3.7408,9.0751,5.6478,9.0238,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217084919_0203_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217084919_0203_D.npy
72,DJI_20241217090847_0026_D.JPG,Depth Anything V2 Small vits,-2.91240474,64.77500425,40845,3.8057,16.1505,11.3838,15.5319,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217090847_0026_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217090847_0026_D.npy
73,DJI_20241217090849_0027_D.JPG,Depth Anything V2 Small vits,-5.05487903,67.97649747,36269,2.4511,14.6035,15.4705,16.1346,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217090849_0027_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217090849_0027_D.npy
74,DJI_20241217090851_0028_D.JPG,Depth Anything V2 Small vits,-6.56314825,72.71615877,76622,2.6976,10.4055,3.5475,6.1228,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217090851_0028_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217090851_0028_D.npy
75,DJI_20241217090853_0029_D.JPG,Depth Anything V2 Small vits,-4.86293487,70.14291979,123488,2.7185,9.5768,5.9909,6.6140,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217090853_0029_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217090853_0029_D.npy
76,DJI_20241217090855_0030_D.JPG,Depth Anything V2 Small vits,-2.08470364,59.84840852,107673,2.4783,9.1453,1.7966,2.5624,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217090855_0030_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217090855_0030_D.npy
77,DJI_20241217090857_0031_D.JPG,Depth Anything V2 Small vits,-3.00279267,62.96075529,59736,6.1708,23.3352,8.9454,14.3869,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217090857_0031_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217090857_0031_D.npy
78,DJI_20241217094516_0014_D.JPG,Depth Anything V2 Small vits,-4.05193440,63.01284794,81106,4.2537,7.9506,12.4421,13.4239,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217094516_0014_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217094516_0014_D.npy
79,DJI_20241217094534_0023_D.JPG,Depth Anything V2 Small vits,-40.17743001,255.18789980,204782,49.6095,144.8905,26.1887,79.4921,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217094534_0023_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217094534_0023_D.npy
80,DJI_20241217094536_0024_D.JPG,Depth Anything V2 Small vits,-36.40290453,242.73450647,185318,46.8916,142.0599,31.4102,79.0791,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217094536_0024_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217094536_0024_D.npy
81,DJI_20241217094546_0029_D.JPG,Depth Anything V2 Small vits,-13.49440804,115.70904739,197876,14.8360,46.8836,18.1227,40.7582,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217094546_0029_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217094546_0029_D.npy
82,DJI_20241217094548_0030_D.JPG,Depth Anything V2 Small vits,-28.17674043,199.18276162,236097,21.6437,81.6901,4.8843,56.6070,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217094548_0030_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217094548_0030_D.npy
83,DJI_20241217094550_0031_D.JPG,Depth Anything V2 Small vits,-27.93808767,199.54131392,231138,22.1274,82.6622,5.4551,56.7401,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217094550_0031_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217094550_0031_D.npy
84,DJI_20241217094552_0032_D.JPG,Depth Anything V2 Small vits,-28.02200039,202.20939330,228433,24.1367,88.3550,6.0892,65.9591,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217094552_0032_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217094552_0032_D.npy
85,DJI_20241217094652_0041_D.JPG,Depth Anything V2 Small vits,-75.83437855,339.98160654,111066,51.4415,228.8605,70.3621,122.6252,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217094652_0041_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217094652_0041_D.npy
86,DJI_20241217094653_0042_D.JPG,Depth Anything V2 Small vits,-71.48462672,336.92360014,114641,51.9860,210.4846,68.7911,131.3235,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217094653_0042_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217094653_0042_D.npy
87,DJI_20241217094945_0019_D.JPG,Depth Anything V2 Small vits,-16.18040609,150.45076791,49459,21.1166,86.9192,25.3766,95.7128,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217094945_0019_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217094945_0019_D.npy
88,DJI_20241217094947_0020_D.JPG,Depth Anything V2 Small vits,-17.22366146,149.77008457,55600,14.4478,71.1856,10.0464,45.8643,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217094947_0020_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217094947_0020_D.npy
89,DJI_20241217094953_0023_D.JPG,Depth Anything V2 Small vits,-14.18270888,120.36324033,90888,8.2054,28.6230,15.2468,37.1034,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217094953_0023_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217094953_0023_D.npy
90,DJI_20241217094955_0024_D.JPG,Depth Anything V2 Small vits,-17.96828526,139.44259913,94303,9.2534,33.7744,16.2053,46.1354,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217094955_0024_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217094955_0024_D.npy
91,DJI_20241217094957_0025_D.JPG,Depth Anything V2 Small vits,-16.14076717,125.29100753,116442,12.9845,38.3761,35.3275,56.1998,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217094957_0025_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217094957_0025_D.npy
92,DJI_20241217094959_0026_D.JPG,Depth Anything V2 Small vits,-17.98983722,122.50312804,194218,4.0623,15.2749,9.1648,10.1188,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217094959_0026_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217094959_0026_D.npy
93,DJI_20241217095005_0029_D.JPG,Depth Anything V2 Small vits,-3.09752266,51.19374752,121400,1.2636,4.1812,3.4699,5.5526,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095005_0029_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095005_0029_D.npy
94,DJI_20241217095007_0030_D.JPG,Depth Anything V2 Small vits,-3.33078462,49.77245031,98205,0.8821,2.1834,2.1766,2.2995,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095007_0030_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095007_0030_D.npy
95,DJI_20241217095009_0031_D.JPG,Depth Anything V2 Small vits,-22.65457346,147.10781250,179494,5.7718,30.1234,8.5326,9.3480,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095009_0031_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095009_0031_D.npy
96,DJI_20241217095011_0032_D.JPG,Depth Anything V2 Small vits,-20.08813412,127.72717542,158259,6.5290,26.5130,14.6484,18.5009,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095011_0032_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095011_0032_D.npy
97,DJI_20241217095013_0033_D.JPG,Depth Anything V2 Small vits,-22.86479888,139.47878616,166159,7.9887,27.0364,19.7475,19.8208,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095013_0033_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095013_0033_D.npy
98,DJI_20241217095015_0034_D.JPG,Depth Anything V2 Small vits,-25.03708669,144.71511715,163278,8.5680,24.4573,17.6019,18.1990,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095015_0034_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095015_0034_D.npy
99,DJI_20241217095017_0035_D.JPG,Depth Anything V2 Small vits,-8.10781064,70.38191213,196894,2.2540,6.9317,9.5342,11.3840,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095017_0035_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095017_0035_D.npy
100,DJI_20241217095023_0038_D.JPG,Depth Anything V2 Small vits,-24.41867157,173.05900730,249511,14.8516,67.6835,15.6691,20.9577,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095023_0038_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095023_0038_D.npy
101,DJI_20241217095027_0040_D.JPG,Depth Anything V2 Small vits,-8.32447931,79.19697577,171880,3.9589,12.8800,1.9063,5.4011,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095027_0040_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095027_0040_D.npy
102,DJI_20241217095029_0041_D.JPG,Depth Anything V2 Small vits,-30.10116152,193.81072018,281432,11.6511,49.0952,5.4890,25.6093,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095029_0041_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095029_0041_D.npy
103,DJI_20241217095039_0046_D.JPG,Depth Anything V2 Small vits,-38.69427527,220.45850570,439019,15.4704,63.4696,2.7272,48.0160,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095039_0046_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095039_0046_D.npy
104,DJI_20241217095041_0047_D.JPG,Depth Anything V2 Small vits,-3.84828960,54.94425905,219825,0.6316,1.3664,1.8347,2.4262,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095041_0047_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095041_0047_D.npy
105,DJI_20241217095051_0052_D.JPG,Depth Anything V2 Small vits,-32.03631496,203.41330230,433623,18.8315,75.6757,8.1309,35.5318,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095051_0052_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095051_0052_D.npy
106,DJI_20241217095053_0053_D.JPG,Depth Anything V2 Small vits,-30.93587686,209.73671556,308611,35.8500,107.0300,5.7801,46.9471,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095053_0053_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095053_0053_D.npy
107,DJI_20241217095055_0054_D.JPG,Depth Anything V2 Small vits,-31.40717569,198.67333908,461446,18.5409,70.3674,8.5607,37.4792,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095055_0054_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095055_0054_D.npy
108,DJI_20241217095057_0055_D.JPG,Depth Anything V2 Small vits,-34.42647520,210.52822343,450415,17.9266,67.8164,1.6237,56.9992,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095057_0055_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095057_0055_D.npy
109,DJI_20241217095103_0058_D.JPG,Depth Anything V2 Small vits,-13.21644798,104.92171828,319816,4.5541,21.6256,0.4940,9.8760,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095103_0058_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095103_0058_D.npy
110,DJI_20241217095121_0067_D.JPG,Depth Anything V2 Small vits,-32.54386079,205.68013976,287206,32.7548,136.1741,12.1763,16.7852,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095121_0067_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095121_0067_D.npy
111,DJI_20241217095123_0068_D.JPG,Depth Anything V2 Small vits,-29.30762486,181.89180227,569505,12.4387,72.7426,6.4754,25.5120,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095123_0068_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095123_0068_D.npy
112,DJI_20241217095125_0069_D.JPG,Depth Anything V2 Small vits,-29.16566815,186.36309241,571141,12.7445,64.1254,3.9363,43.8626,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095125_0069_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095125_0069_D.npy
113,DJI_20241217095127_0070_D.JPG,Depth Anything V2 Small vits,-26.78915871,163.51349711,661049,9.6995,44.9645,4.2935,23.8247,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095127_0070_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095127_0070_D.npy
114,DJI_20241217095129_0071_D.JPG,Depth Anything V2 Small vits,-9.67094428,81.41657164,577982,2.1805,14.0312,2.1856,2.5512,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095129_0071_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095129_0071_D.npy
115,DJI_20241217095131_0072_D.JPG,Depth Anything V2 Small vits,-10.01858059,83.01395874,608894,2.4078,13.8653,2.5898,3.1400,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095131_0072_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095131_0072_D.npy
116,DJI_20241217095137_0075_D.JPG,Depth Anything V2 Small vits,-4.50852057,57.69892917,474544,0.7600,4.1080,1.9369,3.5263,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095137_0075_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095137_0075_D.npy
117,DJI_20241217095139_0076_D.JPG,Depth Anything V2 Small vits,-26.62456785,161.21194811,788360,11.8552,53.1171,10.1622,32.4903,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095139_0076_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095139_0076_D.npy
118,DJI_20241217095141_0077_D.JPG,Depth Anything V2 Small vits,-38.58449113,221.68855126,540671,15.1604,123.4309,18.4242,30.7601,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095141_0077_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095141_0077_D.npy
119,DJI_20241217095143_0078_D.JPG,Depth Anything V2 Small vits,-43.61981935,244.43157578,578035,21.1160,139.2657,2.1069,47.7364,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095143_0078_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095143_0078_D.npy
120,DJI_20241217095145_0079_D.JPG,Depth Anything V2 Small vits,-43.79327506,245.00606945,578222,20.9607,139.5606,2.2841,50.3040,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095145_0079_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095145_0079_D.npy
121,DJI_20241217095147_0080_D.JPG,Depth Anything V2 Small vits,-44.10680933,245.06815884,578085,21.0275,139.3410,3.9045,49.1464,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095147_0080_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095147_0080_D.npy
122,DJI_20241217095149_0081_D.JPG,Depth Anything V2 Small vits,-43.41854488,242.38801989,579011,21.2098,138.1253,1.8678,50.2118,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095149_0081_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095149_0081_D.npy
123,DJI_20241217095359_0002_D.JPG,Depth Anything V2 Small vits,-7.00026109,52.66353766,287143,2.4248,6.2735,6.0233,7.8233,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095359_0002_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095359_0002_D.npy
124,DJI_20241217095403_0004_D.JPG,Depth Anything V2 Small vits,-6.25385222,51.06294490,326490,2.5029,8.0162,5.7622,8.0231,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095403_0004_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095403_0004_D.npy
125,DJI_20241217095417_0011_D.JPG,Depth Anything V2 Small vits,-9.23651360,71.71589169,751030,1.5770,8.3889,2.8350,6.2639,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095417_0011_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095417_0011_D.npy
126,DJI_20241217095419_0012_D.JPG,Depth Anything V2 Small vits,-17.88181950,120.12543227,881001,5.9970,25.5731,3.8167,16.2144,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095419_0012_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095419_0012_D.npy
127,DJI_20241217095421_0013_D.JPG,Depth Anything V2 Small vits,-24.16692823,152.63065401,1099506,8.4106,32.6737,3.1654,31.5760,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095421_0013_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095421_0013_D.npy
128,DJI_20241217095427_0016_D.JPG,Depth Anything V2 Small vits,-29.02919840,172.99572324,1116895,8.8312,42.1329,5.3767,30.2857,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095427_0016_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095427_0016_D.npy
129,DJI_20241217095429_0017_D.JPG,Depth Anything V2 Small vits,-28.28994454,172.00316872,1118788,9.0199,42.5074,6.9602,30.0132,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095429_0017_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095429_0017_D.npy
130,DJI_20241217095431_0018_D.JPG,Depth Anything V2 Small vits,-11.21006332,80.48933891,1264979,3.4602,7.6949,4.9219,6.0361,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095431_0018_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095431_0018_D.npy
131,DJI_20241217095433_0019_D.JPG,Depth Anything V2 Small vits,-11.63616313,85.34554885,1288295,3.0491,7.1633,3.5161,5.0107,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095433_0019_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095433_0019_D.npy
132,DJI_20241217095435_0020_D.JPG,Depth Anything V2 Small vits,-11.63872115,79.02075139,1344557,3.9562,7.7404,6.7817,7.6363,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095435_0020_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095435_0020_D.npy
133,DJI_20241217095437_0021_D.JPG,Depth Anything V2 Small vits,-8.27766490,54.12484043,1248745,3.0055,4.9570,7.8480,7.9555,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095437_0021_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095437_0021_D.npy
134,DJI_20241217095439_0022_D.JPG,Depth Anything V2 Small vits,-7.90941554,51.99810875,1123237,2.1666,4.4490,4.7185,4.9028,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095439_0022_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095439_0022_D.npy
135,DJI_20241217095441_0023_D.JPG,Depth Anything V2 Small vits,-5.08041520,42.63090898,430491,0.8705,5.4540,1.1288,3.0394,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095441_0023_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095441_0023_D.npy
136,DJI_20241217095443_0024_D.JPG,Depth Anything V2 Small vits,-8.94442760,56.45633079,1319225,2.5923,5.8931,3.9320,7.1313,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095443_0024_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095443_0024_D.npy
137,DJI_20241217095445_0025_D.JPG,Depth Anything V2 Small vits,-10.26266227,66.24454025,1388189,2.9321,7.4103,8.9507,9.3563,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095445_0025_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095445_0025_D.npy
138,DJI_20241217095447_0026_D.JPG,Depth Anything V2 Small vits,-28.16571783,177.84435937,1126870,10.2319,29.5696,1.6461,31.7736,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095447_0026_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095447_0026_D.npy
139,DJI_20241217095449_0027_D.JPG,Depth Anything V2 Small vits,-10.68647667,73.25633080,1370772,2.6696,8.2773,4.5146,8.5525,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095449_0027_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095449_0027_D.npy
140,DJI_20241217095451_0028_D.JPG,Depth Anything V2 Small vits,-32.53007246,215.87456430,954495,16.6406,58.3660,7.6480,79.7098,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095451_0028_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095451_0028_D.npy
141,DJI_20241217095453_0029_D.JPG,Depth Anything V2 Small vits,-31.34650007,210.67637973,979863,15.6993,57.8224,6.3655,71.4190,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095453_0029_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095453_0029_D.npy
142,DJI_20241217095455_0030_D.JPG,Depth Anything V2 Small vits,-33.04847029,211.68802271,994532,14.5941,52.3397,6.1379,67.2776,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095455_0030_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095455_0030_D.npy
143,DJI_20241217095457_0031_D.JPG,Depth Anything V2 Small vits,-32.32943681,207.29379950,1042567,13.1438,49.4993,3.2446,58.8992,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095457_0031_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095457_0031_D.npy
144,DJI_20241217095459_0032_D.JPG,Depth Anything V2 Small vits,-11.13405121,83.30995113,1376780,1.8689,6.5467,1.6174,5.1586,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095459_0032_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095459_0032_D.npy
