image_idx,image_name,backend,align_a,align_b,mvs_valid_pixels,residual_abs_median_m,residual_abs_p90_m,warp_amp_plane_m,warp_amp_quadratic_m,metric_depth,mono_normal_world
219,DJI_20241217095847_0028_D.JPG,Depth Anything V2 Small vits,-7.06350916,57.79960381,189873,3.2517,9.3504,6.1866,11.2979,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095847_0028_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095847_0028_D.npy
220,DJI_20241217095851_0030_D.JPG,Depth Anything V2 Small vits,-5.31498000,46.70543115,72810,4.7141,11.0100,10.9703,13.5153,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095851_0030_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095851_0030_D.npy
221,DJI_20241217095853_0031_D.JPG,Depth Anything V2 Small vits,-4.78981730,44.04221232,54226,4.1736,5.7441,3.1979,10.4117,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095853_0031_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095853_0031_D.npy
222,DJI_20241217095855_0032_D.JPG,Depth Anything V2 Small vits,-2.14455681,31.43386182,102697,1.1729,3.1171,1.0605,3.7634,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095855_0032_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095855_0032_D.npy
223,DJI_20241217095857_0033_D.JPG,Depth Anything V2 Small vits,-1.99778310,31.07167495,34594,1.1301,2.6724,0.1775,4.4788,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217095857_0033_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095857_0033_D.npy
224,DJI_20241217100036_0024_D.JPG,Depth Anything V2 Small vits,-4.87836175,88.53245316,45181,4.7071,22.4059,1.1847,11.3756,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217100036_0024_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217100036_0024_D.npy
225,DJI_20241217100102_0037_D.JPG,Depth Anything V2 Small vits,-6.34503978,59.75226194,175627,3.9120,10.7095,1.7752,14.5161,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217100102_0037_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217100102_0037_D.npy
226,DJI_20241217100106_0039_D.JPG,Depth Anything V2 Small vits,-9.75711679,84.40045768,260953,2.8563,13.7861,1.0916,9.8734,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217100106_0039_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217100106_0039_D.npy
227,DJI_20241217100110_0041_D.JPG,Depth Anything V2 Small vits,-6.82187907,70.20004397,220866,1.6901,8.9997,3.3506,8.8880,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217100110_0041_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217100110_0041_D.npy
228,DJI_20241217100112_0042_D.JPG,Depth Anything V2 Small vits,4.06048848,17.46459597,16652,1.4596,10.6442,4.8060,5.3113,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217100112_0042_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217100112_0042_D.npy
229,DJI_20241217100255_0002_D.JPG,Depth Anything V2 Small vits,-4.87193731,64.86316971,184603,0.8510,3.0795,3.3908,4.0047,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217100255_0002_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217100255_0002_D.npy
230,DJI_20241217100257_0003_D.JPG,Depth Anything V2 Small vits,-4.14363310,59.91792871,185111,1.0575,3.4091,3.9955,4.6993,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217100257_0003_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217100257_0003_D.npy
231,DJI_20241217100259_0004_D.JPG,Depth Anything V2 Small vits,-8.75947236,83.84984611,261609,2.3218,9.4426,4.2251,10.6901,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217100259_0004_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217100259_0004_D.npy
232,DJI_20241217100301_0005_D.JPG,Depth Anything V2 Small vits,-9.75330455,90.84926033,278323,3.1130,11.5297,3.6410,11.9142,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217100301_0005_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217100301_0005_D.npy
233,DJI_20241217100303_0006_D.JPG,Depth Anything V2 Small vits,-1.63559101,40.90681653,91624,0.2298,1.4243,1.2423,1.8714,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217100303_0006_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217100303_0006_D.npy
234,DJI_20241217100309_0009_D.JPG,Depth Anything V2 Small vits,-2.65532666,45.07912541,139710,0.9499,3.8514,2.8182,4.3123,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217100309_0009_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217100309_0009_D.npy
235,DJI_20241217100319_0014_D.JPG,Depth Anything V2 Small vits,-15.55270650,132.10865772,211658,9.4793,56.6508,8.0193,37.8630,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217100319_0014_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217100319_0014_D.npy
236,DJI_20241217101108_0003_D.JPG,Depth Anything V2 Small vits,-28.62851435,191.57540587,137686,12.2535,49.5070,18.6740,37.9482,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101108_0003_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101108_0003_D.npy
237,DJI_20241217101110_0004_D.JPG,Depth Anything V2 Small vits,-24.04516262,175.00085423,151530,20.2107,41.6270,9.7866,66.9658,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101110_0004_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101110_0004_D.npy
238,DJI_20241217101112_0005_D.JPG,Depth Anything V2 Small vits,-10.81436176,97.68199491,72849,5.3256,10.6893,5.5102,11.2691,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101112_0005_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101112_0005_D.npy
239,DJI_20241217101118_0008_D.JPG,Depth Anything V2 Small vits,-10.75796907,90.85307984,44399,4.7433,16.5280,7.4848,12.4243,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101118_0008_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101118_0008_D.npy
240,DJI_20241217101120_0009_D.JPG,Depth Anything V2 Small vits,-23.46509526,163.83536903,137346,10.7442,28.3510,21.1127,35.8217,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101120_0009_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101120_0009_D.npy
241,DJI_20241217101122_0010_D.JPG,Depth Anything V2 Small vits,-24.43093880,183.38542287,143198,10.6518,29.0157,12.2434,23.6573,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101122_0010_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101122_0010_D.npy
242,DJI_20241217101124_0011_D.JPG,Depth Anything V2 Small vits,-11.43406318,87.51647780,55394,4.4234,17.5897,12.1614,18.2800,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101124_0011_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101124_0011_D.npy
243,DJI_20241217101128_0013_D.JPG,Depth Anything V2 Small vits,-19.26653361,153.25634748,137533,12.6983,34.3020,16.4386,35.5584,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101128_0013_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101128_0013_D.npy
244,DJI_20241217101130_0014_D.JPG,Depth Anything V2 Small vits,-20.29621869,173.76163044,121968,13.5706,49.5171,14.7705,27.6795,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101130_0014_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101130_0014_D.npy
245,DJI_20241217101132_0015_D.JPG,Depth Anything V2 Small vits,-23.81709006,185.96035059,121224,15.3499,54.3981,13.1998,44.1012,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101132_0015_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101132_0015_D.npy
246,DJI_20241217101134_0016_D.JPG,Depth Anything V2 Small vits,-24.10404928,187.08816683,120595,14.2844,54.8999,13.5510,40.5463,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101134_0016_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101134_0016_D.npy
247,DJI_20241217101146_0022_D.JPG,Depth Anything V2 Small vits,-20.89128535,147.64656320,45514,22.0721,55.8414,42.7486,62.1647,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101146_0022_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101146_0022_D.npy
248,DJI_20241217101148_0023_D.JPG,Depth Anything V2 Small vits,-26.82342182,205.45187618,43366,12.4113,97.3917,61.7461,91.6018,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101148_0023_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101148_0023_D.npy
249,DJI_20241217101307_0006_D.JPG,Depth Anything V2 Small vits,-17.26947496,139.08370294,223998,8.3855,33.9296,20.6609,39.8701,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101307_0006_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101307_0006_D.npy
250,DJI_20241217101309_0007_D.JPG,Depth Anything V2 Small vits,-32.57744896,214.31312652,231989,25.2550,65.1685,23.7384,120.1587,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101309_0007_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101309_0007_D.npy
251,DJI_20241217101311_0008_D.JPG,Depth Anything V2 Small vits,-46.16348293,258.47076732,221803,35.2405,105.6278,39.1143,124.3552,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101311_0008_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101311_0008_D.npy
252,DJI_20241217101313_0009_D.JPG,Depth Anything V2 Small vits,-19.15997009,148.77712911,213790,7.9009,36.8148,20.1117,39.9460,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101313_0009_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101313_0009_D.npy
253,DJI_20241217101315_0010_D.JPG,Depth Anything V2 Small vits,-11.91519011,118.31939869,230604,3.6211,17.8914,11.6434,18.8800,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101315_0010_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101315_0010_D.npy
254,DJI_20241217101317_0011_D.JPG,Depth Anything V2 Small vits,-12.84234423,122.03103892,246587,4.6746,24.6643,15.2613,22.1609,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101317_0011_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101317_0011_D.npy
255,DJI_20241217101319_0012_D.JPG,Depth Anything V2 Small vits,-6.66426575,81.21823543,103936,2.3349,13.6128,4.2763,9.1495,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101319_0012_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101319_0012_D.npy
256,DJI_20241217101323_0014_D.JPG,Depth Anything V2 Small vits,-13.60457509,122.55125873,243395,3.6559,22.9229,16.6822,22.2650,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101323_0014_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101323_0014_D.npy
257,DJI_20241217101325_0015_D.JPG,Depth Anything V2 Small vits,-15.41948993,122.80331547,238266,5.6892,25.4419,25.4027,33.9043,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101325_0015_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101325_0015_D.npy
258,DJI_20241217101327_0016_D.JPG,Depth Anything V2 Small vits,-30.23229303,185.61471433,266494,13.2070,57.0483,34.8853,39.6559,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101327_0016_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101327_0016_D.npy
259,DJI_20241217101329_0017_D.JPG,Depth Anything V2 Small vits,-4.75167734,69.38034645,181691,1.2364,3.1753,5.8003,5.8052,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101329_0017_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101329_0017_D.npy
260,DJI_20241217101333_0019_D.JPG,Depth Anything V2 Small vits,-3.35738079,65.30171477,170418,1.0319,2.4806,4.9102,6.1658,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101333_0019_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101333_0019_D.npy
261,DJI_20241217101339_0022_D.JPG,Depth Anything V2 Small vits,-1.44694751,58.36988707,128040,1.3398,6.1132,5.9520,7.6155,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101339_0022_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101339_0022_D.npy
262,DJI_20241217101341_0023_D.JPG,Depth Anything V2 Small vits,-1.60344412,60.34157943,244705,1.3409,4.7319,5.1116,5.3452,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101341_0023_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101341_0023_D.npy
263,DJI_20241217101343_0024_D.JPG,Depth Anything V2 Small vits,-37.09531203,232.54919098,305088,9.0572,35.5837,8.2591,27.4661,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101343_0024_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101343_0024_D.npy
264,DJI_20241217101345_0025_D.JPG,Depth Anything V2 Small vits,-44.39501459,259.42913649,268438,6.7483,46.2398,11.1427,35.4148,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101345_0025_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101345_0025_D.npy
265,DJI_20241217101347_0026_D.JPG,Depth Anything V2 Small vits,-43.07553907,259.85578255,272241,9.3991,50.9154,12.5808,43.0632,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101347_0026_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101347_0026_D.npy
266,DJI_20241217101349_0027_D.JPG,Depth Anything V2 Small vits,-41.20058505,255.07592942,273732,9.3520,52.5828,12.8922,43.6247,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101349_0027_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101349_0027_D.npy
267,DJI_20241217101351_0028_D.JPG,Depth Anything V2 Small vits,-39.85286622,248.22004235,273367,9.9278,52.7513,12.9900,45.1522,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101351_0028_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101351_0028_D.npy
268,DJI_20241217101353_0029_D.JPG,Depth Anything V2 Small vits,-24.52399415,169.94641376,263163,3.7467,18.3217,7.6480,17.2694,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101353_0029_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101353_0029_D.npy
269,DJI_20241217101355_0030_D.JPG,Depth Anything V2 Small vits,-16.14231797,132.23616688,282839,2.7817,7.9087,4.7156,8.1250,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101355_0030_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101355_0030_D.npy
270,DJI_20241217101357_0031_D.JPG,Depth Anything V2 Small vits,-4.24406269,70.04274051,155341,2.1296,4.0796,7.1756,7.1391,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101357_0031_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101357_0031_D.npy
271,DJI_20241217101359_0032_D.JPG,Depth Anything V2 Small vits,-2.42561605,62.53339219,87555,1.3271,2.9560,4.2788,4.4626,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101359_0032_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101359_0032_D.npy
272,DJI_20241217101401_0033_D.JPG,Depth Anything V2 Small vits,-14.84122343,120.91352364,247514,3.0124,11.6679,11.4297,15.1252,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101401_0033_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101401_0033_D.npy
273,DJI_20241217101403_0034_D.JPG,Depth Anything V2 Small vits,-11.93037504,108.29379940,242469,2.8754,8.3953,12.3706,14.1483,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101403_0034_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101403_0034_D.npy
274,DJI_20241217101405_0035_D.JPG,Depth Anything V2 Small vits,-12.54346150,110.90522024,239972,2.8117,9.3386,11.9145,14.4180,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101405_0035_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101405_0035_D.npy
275,DJI_20241217101453_0037_D.JPG,Depth Anything V2 Small vits,-47.37539265,356.28138749,275871,60.3503,210.1872,45.4967,210.5310,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101453_0037_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101453_0037_D.npy
276,DJI_20241217101530_0002_D.JPG,Depth Anything V2 Small vits,-34.34497687,297.88748774,190363,7.7328,68.0923,15.3210,38.6223,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101530_0002_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101530_0002_D.npy
277,DJI_20241217101536_0005_D.JPG,Depth Anything V2 Small vits,0.54348169,72.68145682,173863,1.4556,3.7835,4.4610,4.4613,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101536_0005_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101536_0005_D.npy
278,DJI_20241217101538_0006_D.JPG,Depth Anything V2 Small vits,-1.06180895,77.88173923,187316,0.7796,1.8696,2.5392,2.7276,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101538_0006_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101538_0006_D.npy
279,DJI_20241217101540_0007_D.JPG,Depth Anything V2 Small vits,-1.04251093,74.31397250,162376,0.9908,2.5954,2.2720,2.5992,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101540_0007_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101540_0007_D.npy
280,DJI_20241217101542_0008_D.JPG,Depth Anything V2 Small vits,-2.10810424,78.64349164,235254,1.0766,3.2496,3.1568,4.0027,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101542_0008_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101542_0008_D.npy
281,DJI_20241217101544_0009_D.JPG,Depth Anything V2 Small vits,-19.63374657,180.37929682,242987,4.9126,14.5490,8.3468,10.1805,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101544_0009_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101544_0009_D.npy
282,DJI_20241217101546_0010_D.JPG,Depth Anything V2 Small vits,-38.00037414,270.08667502,241911,6.1731,61.1254,3.0418,39.4655,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101546_0010_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101546_0010_D.npy
283,DJI_20241217101548_0011_D.JPG,Depth Anything V2 Small vits,-1.78649707,75.54997533,199695,0.9491,3.5942,4.8742,5.3115,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101548_0011_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101548_0011_D.npy
284,DJI_20241217101550_0012_D.JPG,Depth Anything V2 Small vits,-1.96905054,75.98131113,201864,1.0087,3.6972,4.5958,4.9820,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101550_0012_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101550_0012_D.npy
285,DJI_20241217101556_0015_D.JPG,Depth Anything V2 Small vits,-38.27258676,277.57921050,302943,12.8180,113.0901,14.0754,30.9167,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101556_0015_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101556_0015_D.npy
286,DJI_20241217101558_0016_D.JPG,Depth Anything V2 Small vits,-60.53630489,375.60974958,272033,10.9451,101.0092,13.7101,67.7124,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101558_0016_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101558_0016_D.npy
287,DJI_20241217101600_0017_D.JPG,Depth Anything V2 Small vits,-65.35815383,395.76716223,280374,9.7508,145.5836,12.6242,95.5810,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101600_0017_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101600_0017_D.npy
288,DJI_20241217101602_0018_D.JPG,Depth Anything V2 Small vits,-1.40678054,72.21952076,196511,1.7978,3.8737,4.0515,5.0963,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217101602_0018_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217101602_0018_D.npy
289,DJI_20241217102006_0002_D.JPG,Depth Anything V2 Small vits,-6.90449958,64.35371679,134680,1.9754,13.0577,6.2818,12.8263,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102006_0002_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102006_0002_D.npy
290,DJI_20241217102008_0003_D.JPG,Depth Anything V2 Small vits,-5.93375942,59.69319359,137305,1.7863,13.5535,2.7920,9.9705,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102008_0003_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102008_0003_D.npy
291,DJI_20241217102010_0004_D.JPG,Depth Anything V2 Small vits,-5.31133430,58.01258107,166059,1.8003,12.2362,3.5099,11.0615,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102010_0004_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102010_0004_D.npy
292,DJI_20241217102012_0005_D.JPG,Depth Anything V2 Small vits,-5.81876701,61.76296430,227815,2.0671,10.6729,2.2866,11.3794,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/depth_metric_npy/DJI_20241217102012_0005_D.npy,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102012_0005_D.npy
