building_id,setting,run_name,coverage_pre_minobs,coverage_post_minobs,coverage_post_sor,has_lod22,val3dity_valid,completeness,correctness,ref_rms_m,shell_bucket,arm,replicate
DEBY_LOD2_60098,base,gs_e5_C001_s3a_semantic_guided_r1,0.9885204081632653,0.5204081632653061,0.13010204081632654,true,true,0.0000,0.0000,9.3647,조립,s3a,r1
DEBY_LOD2_60098,base,gs_e5_C001_s3a_semantic_guided_r2,0.9923469387755102,0.3762755102040816,0.08035714285714286,true,true,0.0000,0.0000,9.4395,조립,s3a,r2
DEBY_LOD2_8568391,base,gs_e5_C001_s3a_semantic_guided_r1,0.5429864253393665,0.04524886877828054,0.02262443438914027,false,true,0.0000,,,미조립,s3a,r1
DEBY_LOD2_8568391,base,gs_e5_C001_s3a_semantic_guided_r2,0.5429864253393665,0.0,0.0,false,true,0.0000,,,미조립,s3a,r2
