building_id,target_membership,view_rank,view_idx,image_name,visible_view_candidates,visibility_score,projected_bbox_area_px2,crop_xyxy,central64_xyxy,central_fraction,valid_normal_pixels,view_angle_error_median_deg_absdot,view_angle_error_p75_deg_absdot,view_angle_error_p90_deg_absdot,normal_model,normal_frame,normal_path,normal_sha256,reference_roof_faces,reference_lod2_dir,reference_crs,projection_geoid_m,projection_z_formula,pixel_score_rule,building_view_count,building_angle_error_median_deg_absdot,building_quality_bin_locked
DEBY_LOD2_4907184,core9+previous10,1,158,DJI_20241217095527_0046_D.JPG,137,0.84094985,241601.53,"0,441,536,977","96,537,440,881",0.64,118336,19.6345,21.7353,28.0201,Omnidata DPT-Hybrid surface_normal_dpt_hybrid_384,world,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095527_0046_D.npy,599549eabd71bbcf33a53219565791d634bc0ddddf380e174134f56c238898e6,4,phases/p0-audit/data/raw/lod2,EPSG:25832,45.700,z_local=H_ortho+geoid-world_offset_z,central 64% crop; abs-dot to closest LoD2 roof-face normal,5,19.6345,borderline_15_30
DEBY_LOD2_4907184,core9+previous10,2,186,DJI_20241217095625_0075_D.JPG,137,0.80229606,299513.97,"789,359,1400,970","899,469,1290,860",0.64,152881,13.1391,16.3776,24.6752,Omnidata DPT-Hybrid surface_normal_dpt_hybrid_384,world,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095625_0075_D.npy,b7f3b42f9a0cd29d7517a799c8c091a12bdb70395e33f1ec975e63f8d164a007,4,phases/p0-audit/data/raw/lod2,EPSG:25832,45.700,z_local=H_ortho+geoid-world_offset_z,central 64% crop; abs-dot to closest LoD2 roof-face normal,5,19.6345,borderline_15_30
DEBY_LOD2_4907184,core9+previous10,3,157,DJI_20241217095525_0045_D.JPG,137,0.78674706,278528.13,"0,383,595,978","107,490,488,871",0.64,145161,15.1958,21.3888,26.4853,Omnidata DPT-Hybrid surface_normal_dpt_hybrid_384,world,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095525_0045_D.npy,e1eb40780178ac4d2bf52d7061f6c6b2f5c7bd0e971bca757e1e90f98528a49b,4,phases/p0-audit/data/raw/lod2,EPSG:25832,45.700,z_local=H_ortho+geoid-world_offset_z,central 64% crop; abs-dot to closest LoD2 roof-face normal,5,19.6345,borderline_15_30
DEBY_LOD2_4907184,core9+previous10,4,159,DJI_20241217095529_0047_D.JPG,137,0.72371225,207919.63,"0,442,536,978","96,538,440,882",0.64,118336,20.1875,27.7528,31.3447,Omnidata DPT-Hybrid surface_normal_dpt_hybrid_384,world,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095529_0047_D.npy,281852cd670ce8e10fbe04bb8720e140b05bb3a0836a967b97dac3f321d0e2d5,4,phases/p0-audit/data/raw/lod2,EPSG:25832,45.700,z_local=H_ortho+geoid-world_offset_z,central 64% crop; abs-dot to closest LoD2 roof-face normal,5,19.6345,borderline_15_30
DEBY_LOD2_4907184,core9+previous10,5,193,DJI_20241217095639_0082_D.JPG,137,0.70832238,73441.70,"1037,621,1359,943","1095,679,1301,885",0.64,42436,27.5748,29.6528,30.7395,Omnidata DPT-Hybrid surface_normal_dpt_hybrid_384,world,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095639_0082_D.npy,81c68263a92385216252e53d2b2bcdc5b3f45dd58328c4c63c95b1d19cd9712d,4,phases/p0-audit/data/raw/lod2,EPSG:25832,45.700,z_local=H_ortho+geoid-world_offset_z,central 64% crop; abs-dot to closest LoD2 roof-face normal,5,19.6345,borderline_15_30
DEBY_LOD2_4907185,core9,1,54,DJI_20241217084845_0186_D.JPG,102,0.57563006,35689.64,"876,0,1125,249","921,45,1080,204",0.64,25281,14.6636,31.9206,40.3426,Omnidata DPT-Hybrid surface_normal_dpt_hybrid_384,world,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217084845_0186_D.npy,95a58f3a8e2a4f6f04b5ce42ed833ea4387509dbf245b5405c93f3d1a2c9d43d,2,phases/p0-audit/data/raw/lod2,EPSG:25832,45.700,z_local=H_ortho+geoid-world_offset_z,central 64% crop; abs-dot to closest LoD2 roof-face normal,5,35.5068,bad_gt30
DEBY_LOD2_4907185,core9,2,186,DJI_20241217095625_0075_D.JPG,102,0.47822611,12090.03,"1241,854,1400,1013","1270,883,1371,984",0.64,10201,35.5068,41.1542,45.8892,Omnidata DPT-Hybrid surface_normal_dpt_hybrid_384,world,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095625_0075_D.npy,b7f3b42f9a0cd29d7517a799c8c091a12bdb70395e33f1ec975e63f8d164a007,2,phases/p0-audit/data/raw/lod2,EPSG:25832,45.700,z_local=H_ortho+geoid-world_offset_z,central 64% crop; abs-dot to closest LoD2 roof-face normal,5,35.5068,bad_gt30
DEBY_LOD2_4907185,core9,3,55,DJI_20241217084847_0187_D.JPG,102,0.45498803,37216.20,"888,66,1174,352","939,117,1123,301",0.64,33856,20.9000,35.6220,42.3287,Omnidata DPT-Hybrid surface_normal_dpt_hybrid_384,world,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217084847_0187_D.npy,4463c40153b3eb441527e39b4cbbc76af0672ede8b8023eb4f80df277a833a60,2,phases/p0-audit/data/raw/lod2,EPSG:25832,45.700,z_local=H_ortho+geoid-world_offset_z,central 64% crop; abs-dot to closest LoD2 roof-face normal,5,35.5068,bad_gt30
DEBY_LOD2_4907185,core9,4,360,DJI_20241217102719_0015_D.JPG,102,0.43045007,18982.85,"1190,0,1400,210","1228,38,1362,172",0.64,17956,44.3126,46.4566,50.3039,Omnidata DPT-Hybrid surface_normal_dpt_hybrid_384,world,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217102719_0015_D.npy,539fcd31511d73fbb58c0efef064f7bce8cb1fde8590a47b411aee7938147672,2,phases/p0-audit/data/raw/lod2,EPSG:25832,45.700,z_local=H_ortho+geoid-world_offset_z,central 64% crop; abs-dot to closest LoD2 roof-face normal,5,35.5068,bad_gt30
DEBY_LOD2_4907185,core9,5,185,DJI_20241217095623_0074_D.JPG,102,0.36725524,41215.22,"1065,678,1400,1013","1125,738,1340,953",0.64,46225,41.7836,43.4139,43.9130,Omnidata DPT-Hybrid surface_normal_dpt_hybrid_384,world,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095623_0074_D.npy,0bfe7276432f50ac66ec6218afec43490421fdc0a4ab2fa07a91dfa795284fae,2,phases/p0-audit/data/raw/lod2,EPSG:25832,45.700,z_local=H_ortho+geoid-world_offset_z,central 64% crop; abs-dot to closest LoD2 roof-face normal,5,35.5068,bad_gt30
