building_id,source_group,source_run,display_label,source_role,seed,replicate,pair_raw,source_badge,readout,z_shift_to_reference_m,complexity_lens,size_lens,texture_lens,observation_lens,label_lens,has_lod22,val3dity_valid,status,status_reason,rf_success,rf_pointcloud_unusable,roof_planes,status_rf_roof_planes,ref_roof_planes,match_count,completeness,correctness,mean_match_iou,ref_rms_m,ref_hausdorff_m,ref_distance_samples,rf_rmse_lod22,shell_bucket,ref_rms_tail,ref_rms_tail_fence_m
DEBY_LOD2_4907198,raw_dense,raw_dense,raw dense(MVS),baseline,,,,,,0.0000,high,high,not_reviewed,mid,none,true,true,success,success,True,False,1,5,4,1,0.2500,1.0000,0.0431,2.1275,2.5954,22,11.452682,조립,false,18.3340
DEBY_LOD2_4907199,raw_dense,raw_dense,raw dense(MVS),baseline,,,,,,0.0000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_4907202,raw_dense,raw_dense,raw dense(MVS),baseline,,,,,,0.0000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,3,5,2,2,1.0000,0.6667,0.7063,0.5637,3.4865,642,0.382595,조립,false,18.3340
DEBY_LOD2_4908168,raw_dense,raw_dense,raw dense(MVS),baseline,,,,,,0.0000,low,low,not_reviewed,high,none,true,true,success,success,True,False,1,2,1,1,1.0000,1.0000,0.9996,0.1789,0.4430,114,0.250269,조립,false,18.3340
DEBY_LOD2_4908178,raw_dense,raw_dense,raw dense(MVS),baseline,,,,,,0.0000,low,low,not_reviewed,low,none,true,true,success,success,True,False,1,2,2,1,0.5000,1.0000,0.6142,0.6249,1.5201,454,0.427819,조립,false,18.3340
DEBY_LOD2_4908179,raw_dense,raw_dense,raw dense(MVS),baseline,,,,,,0.0000,low,low,not_reviewed,mid,none,false,false,failure,missing_roofer_output,,,0,,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_60098,raw_dense,raw_dense,raw dense(MVS),baseline,,,,,,0.0000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,3,3,2,2,1.0000,0.6667,0.4441,2.9920,9.7305,784,1.024364,조립,false,18.3340
DEBY_LOD2_8568391,raw_dense,raw_dense,raw dense(MVS),baseline,,,,,,0.0000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_8568392,raw_dense,raw_dense,raw dense(MVS),baseline,,,,,,0.0000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
DEBY_LOD2_108247349,raw_acmp,raw_acmp,raw acmp,baseline,,,,,,-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,18.3340
