setting,n,has_lod22,val3dity_valid,not_built,roof0_success,invalid_or_collapse,assembled,mean_coverage_pre_minobs,mean_coverage_post_minobs,mean_coverage_post_sor,mean_completeness,mean_correctness,median_ref_rms_m,mean_ref_rms_m,delta_coverage_post_sor_vs_base,delta_correctness_vs_base,delta_ref_rms_m_vs_base
base,36,20,31,16,0,5,15,0.6290,0.2499,0.1318,0.1944,0.4589,7.3519,8.3709,,,
