building_id,texture_low_gradient_fraction,texture_grad_p10,dense_point_count,dense_point_density_m2,coverage_frac,n_views_nadir,frac_views_incidence_le60,recon_score_median,footprint_area_m2,manual_split,expected_tier,primary_assignment,primary_rule_path,fm_status,fm_selected_pair_count,fm_successful_pair_count,fm_excluded_pair_count,fm_failed_pair_count,fm_pending_pair_count,fm_correspondence_count,fm_z_median_m,fm_z_mad_m,fm_score,fm_count_threshold,outline_observable,formula_assignment,map_assignment,assignment_record_status,conditional_generation_target,dense_assembled,calibration_seed,learning_runs_started
DEBY_LOD2_4907179,0.476000,0.004400,36618.000000,228.352631,0.964006,1.660000,0.491000,87.116000,160.359000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,10147,535.702456,1.157764,0.624392,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907180,0.561000,0.004400,109797.000000,284.370537,0.778784,2.630000,0.463000,137.128000,386.109000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,1997,535.236958,1.705226,0.340553,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907181,0.514000,0.002800,3041.000000,15.939824,0.388451,0.070000,0.175000,89.699000,190.789000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,0,,,0.000000,1146,true,outline_only,outline_only,complete,true,0,20260718,0
DEBY_LOD2_4907182,0.738000,0.002800,3985.000000,41.945205,0.821053,0.290000,0.306000,133.264000,95.004000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,1240,520.651814,0.661260,0.285517,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,0,20260718,0
DEBY_LOD2_4907183,0.507000,0.004400,226699.000000,626.789032,0.979282,2.190000,0.457000,55.219000,361.680000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,1026,535.051521,1.075186,0.348269,1146,true,outline_only,outline_only,complete,true,1,20260718,0
DEBY_LOD2_4907184,0.198000,0.009800,202738.000000,600.058790,0.998521,1.420000,0.429000,127.033000,337.875000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,6128,535.574994,1.150097,0.320234,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907185,0.338000,0.006200,3598.000000,22.350399,0.400621,0.650000,0.263000,129.596000,160.980000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,138,535.918602,0.825735,0.026452,1146,true,outline_only,outline_only,complete,true,1,20260718,0
DEBY_LOD2_4907186,0.610000,0.002800,541.000000,3.223455,0.298663,0.000000,0.166000,68.276000,167.836000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,317,532.695865,1.209720,0.030975,1146,true,outline_only,outline_only,complete,true,1,20260718,0
DEBY_LOD2_4907187,0.541000,0.004400,0.000000,0.000000,0.000000,0.000000,0.450000,83.434000,119.906000,validation,well_textured,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,0,,,0.000000,1146,true,outline_only,outline_only,complete,true,0,20260718,0
DEBY_LOD2_4907188,0.598000,0.002800,1146.000000,6.908473,0.515060,0.000000,0.072000,64.062000,165.881000,not_manual,,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,1,20260718,0
DEBY_LOD2_4907195,0.732000,0.003900,1144.000000,6.432803,0.412676,0.000000,0.074000,42.140000,177.840000,not_manual,,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,1,20260718,0
DEBY_LOD2_4907196,0.407000,0.005500,328426.000000,768.443434,0.940455,2.460000,0.504000,118.680000,427.391000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,9,1,0,0,1837,531.583923,3.555830,0.122222,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907198,0.641000,0.004400,4216.000000,11.717642,0.517385,0.090000,0.114000,86.069000,359.797000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,9,1,0,0,2052,532.279097,3.565762,0.134452,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907199,0.656000,0.004400,57.000000,0.579584,0.043257,0.000000,0.109000,84.618000,98.346000,calibration,textureless_correspondence_anchored,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,0,,,0.000000,1146,true,outline_only,outline_only,complete,true,0,20260718,0
DEBY_LOD2_4907201,0.324000,0.006200,83977.000000,439.976413,0.982984,0.540000,0.335000,86.724000,190.867000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,2224,533.757225,0.752815,0.324529,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907202,0.562000,0.003900,7972.000000,49.682582,0.460218,1.940000,0.121000,84.473000,160.461000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,0,,,0.000000,1146,true,outline_only,outline_only,complete,true,1,20260718,0
DEBY_LOD2_4907204,0.355000,0.005900,103146.000000,459.754233,0.997773,0.960000,0.353000,54.900000,224.359000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,6185,534.730879,0.811098,0.586478,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907205,0.749000,0.003900,7436.000000,70.778786,0.878282,2.260000,0.113000,91.586000,105.059000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,1531,520.353214,0.284584,0.509145,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907206,0.441000,0.007100,111282.000000,551.075355,1.000000,0.930000,0.354000,114.008000,201.945000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,9090,534.782325,0.996883,0.770143,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907207,0.531000,0.002800,64089.000000,197.498275,0.736154,0.210000,0.290000,47.204000,324.508000,not_manual,,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,1,20260718,0
DEBY_LOD2_4907505,0.620000,0.003900,7387.000000,33.992772,0.317241,0.700000,0.368000,11.691000,217.312000,not_manual,,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,1,20260718,0
DEBY_LOD2_4907506,0.553000,0.004400,113450.000000,400.373040,0.883495,3.630000,0.464000,105.880000,283.363000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,17257,533.626571,1.447037,0.720904,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907507,0.531000,0.005900,207851.000000,732.646615,0.998239,3.900000,0.511000,37.288000,283.699000,not_manual,,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,1,20260718,0
DEBY_LOD2_4907508,0.506000,0.004400,1061.000000,8.093299,0.156190,0.000000,0.147000,96.377000,131.098000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,782,515.430493,0.397479,0.080710,1146,true,outline_only,outline_only,complete,true,0,20260718,0
DEBY_LOD2_4907509,0.428000,0.006200,22967.000000,71.238344,0.895430,0.100000,0.248000,89.252000,322.402000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,5061,524.791495,0.674136,0.439819,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907510,0.554000,0.005500,5717.000000,47.895954,0.839248,1.440000,0.172000,129.996000,119.363000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,12312,514.875351,0.329260,0.489387,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,0,20260718,0
DEBY_LOD2_4907514,0.514000,0.004400,230218.000000,765.637344,1.000000,7.470000,0.524000,153.503000,300.688000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,6719,536.507656,0.842087,0.431147,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907515,0.619000,0.003900,192538.000000,628.762647,1.000000,7.930000,0.348000,162.643000,306.219000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,5065,532.921112,0.464561,0.423743,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907516,0.625000,0.003900,123749.000000,692.201414,1.000000,9.810000,0.457000,177.143000,178.775000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,12213,529.870560,1.041211,0.544154,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907517,0.651000,0.004400,134656.000000,683.641788,1.000000,8.810000,0.395000,151.340000,196.965000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,14110,529.242605,1.367459,0.533560,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907518,0.578000,0.003900,163049.000000,649.084419,1.000000,5.200000,0.234000,152.125000,251.199000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,15779,531.086358,0.438542,0.620341,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907519,0.449000,0.006200,357543.000000,89.803195,0.880562,0.750000,0.084000,100.367000,3981.406000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,159,529.572325,1.765359,0.011117,1146,true,outline_only,outline_only,complete,true,1,20260718,0
DEBY_LOD2_4907520,0.104000,0.020800,152258.000000,612.233245,1.000000,5.560000,0.220000,146.112000,248.691000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,18889,530.957281,0.586444,0.713008,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4907521,0.695000,0.002800,38228.000000,126.208065,1.000000,2.470000,0.129000,63.575000,302.898000,not_manual,,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,1,20260718,0
DEBY_LOD2_4908023,0.288000,0.010600,7278.000000,332.138720,1.000000,6.860000,0.393000,184.706000,21.914000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,8161,519.006825,0.022955,0.330753,1146,true,textureless_correspondence_anchored,indeterminate_small,complete,false,1,20260718,0
DEBY_LOD2_4908024,0.409000,0.008100,21901.000000,1010.630680,1.000000,5.550000,0.332000,173.660000,21.670000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,13630,519.026428,0.044575,0.493626,1146,true,textureless_correspondence_anchored,indeterminate_small,complete,false,1,20260718,0
DEBY_LOD2_4908025,0.353000,0.009800,19147.000000,887.253430,1.000000,5.200000,0.334000,180.924000,21.580000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,13396,518.982782,0.036436,0.468113,1146,true,textureless_correspondence_anchored,indeterminate_small,complete,false,1,20260718,0
DEBY_LOD2_4908026,0.278000,0.011400,15566.000000,719.644045,1.000000,5.850000,0.336000,178.551000,21.631000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,13419,519.000460,0.038263,0.461213,1146,true,textureless_correspondence_anchored,indeterminate_small,complete,false,1,20260718,0
DEBY_LOD2_4908027,0.273000,0.011400,14745.000000,683.096295,1.000000,5.050000,0.350000,178.885000,21.586000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,13457,518.990644,0.026792,0.464018,1146,true,textureless_correspondence_anchored,indeterminate_small,complete,false,1,20260718,0
DEBY_LOD2_4908028,0.225000,0.013200,11015.000000,509.097830,1.000000,5.150000,0.355000,180.639000,21.635000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,14090,519.022875,0.044134,0.514816,1146,true,textureless_correspondence_anchored,indeterminate_small,complete,false,1,20260718,0
DEBY_LOD2_4908044,0.312000,0.003900,0.000000,0.000000,0.000000,0.000000,0.053000,68.517000,46.303000,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:le,,,,,,,,,,,1146,true,well_textured,indeterminate_small,complete,false,0,20260718,0
DEBY_LOD2_4908045,0.539000,0.003900,0.000000,0.000000,0.000000,0.000000,0.067000,71.143000,55.840000,validation,well_textured,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,0,,,0.000000,1146,true,outline_only,outline_only,complete,true,0,20260718,0
DEBY_LOD2_4908046,0.462000,0.003900,1102.000000,7.926371,0.254937,0.000000,0.449000,111.512000,139.031000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,713,517.530206,1.346644,0.046278,1146,true,outline_only,outline_only,complete,true,0,20260718,0
DEBY_LOD2_4908048,0.374000,0.006200,620.000000,9.088578,0.366300,0.000000,0.383000,116.418000,68.219000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,2151,517.046680,0.053604,0.255100,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,0,20260718,0
DEBY_LOD2_4908049,0.482000,0.002800,154.000000,3.137356,0.133333,0.000000,0.437000,106.770000,49.086000,calibration,textureless_correspondence_anchored,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,1314,517.031803,0.040822,0.325409,1146,true,textureless_correspondence_anchored,indeterminate_small,complete,false,0,20260718,0
DEBY_LOD2_4908050,0.244000,0.008800,4029.000000,30.598592,0.818182,0.000000,0.350000,131.424000,131.674000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,1800,516.992817,0.132339,0.118601,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,0,20260718,0
DEBY_LOD2_4908051,0.197000,0.012600,0.000000,0.000000,0.000000,0.000000,0.103000,66.734000,141.529000,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4908052,0.327000,0.008100,0.000000,0.000000,0.000000,0.000000,0.001000,55.406000,143.561000,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4908053,0.344000,0.008100,0.000000,0.000000,0.000000,0.000000,0.000000,57.838000,36.309000,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:le,,,,,,,,,,,1146,true,well_textured,indeterminate_small,complete,false,0,20260718,0
DEBY_LOD2_4908054,0.653000,0.003900,0.000000,0.000000,0.000000,0.000000,0.000000,61.151000,33.605000,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,indeterminate_small,complete,false,0,20260718,0
DEBY_LOD2_4908157,0.517000,0.004400,0.000000,0.000000,0.000000,0.000000,0.102000,70.600000,165.051000,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4908158,0.602000,0.004400,0.000000,0.000000,0.000000,0.000000,0.093000,45.769000,182.586000,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4908159,0.650000,0.003900,0.000000,0.000000,0.000000,0.000000,0.002000,40.581000,37.635000,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,indeterminate_small,complete,false,0,20260718,0
DEBY_LOD2_4908160,0.590000,0.004400,0.000000,0.000000,0.000000,0.000000,0.075000,70.890000,8.492000,validation,well_textured,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,0,,,0.000000,1146,true,outline_only,indeterminate_small,complete,false,0,20260718,0
DEBY_LOD2_4908161,0.391000,0.005500,0.000000,0.000000,0.000000,0.000000,0.127000,85.954000,454.500000,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4908162,0.533000,0.003600,0.000000,0.000000,0.000000,0.000000,0.161000,101.797000,104.742000,validation,textureless_correspondence_anchored,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,0,,,0.000000,1146,true,outline_only,outline_only,complete,true,0,20260718,0
DEBY_LOD2_4908163,0.591000,0.003900,133.000000,2.363943,0.261062,0.000000,0.151000,89.253000,56.262000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,0,,,0.000000,1146,true,outline_only,outline_only,complete,true,1,20260718,0
DEBY_LOD2_4908164,0.734000,0.002800,0.000000,0.000000,0.000000,0.000000,0.187000,104.520000,33.271000,validation,outline_only,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,0,,,0.000000,1146,true,outline_only,indeterminate_small,complete,false,0,20260718,0
DEBY_LOD2_4908165,0.502000,0.002000,22.000000,2.492734,0.432432,0.000000,0.125000,93.768000,8.826000,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:le,,,,,,,,,,,1146,true,well_textured,indeterminate_small,complete,false,0,20260718,0
DEBY_LOD2_4908166,0.599000,0.005500,886.000000,30.456954,0.788136,0.000000,0.140000,116.129000,29.086000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,7273,517.075427,0.074135,0.371906,1146,true,textureless_correspondence_anchored,indeterminate_small,complete,false,0,20260718,0
DEBY_LOD2_4908167,0.729000,0.003900,0.000000,0.000000,0.000000,1.880000,0.264000,163.982000,33.592000,validation,outline_only,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,19,522.318353,1.820859,0.001400,1146,true,outline_only,indeterminate_small,complete,false,0,20260718,0
DEBY_LOD2_4908168,0.694000,0.003200,823.000000,28.545267,0.377193,2.900000,0.539000,160.781000,28.832000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,2341,521.612985,0.184668,0.131806,1146,true,textureless_correspondence_anchored,indeterminate_small,complete,false,1,20260718,0
DEBY_LOD2_4908169,0.821000,0.002000,0.000000,0.000000,0.000000,3.000000,0.163000,127.817000,16.934000,calibration,outline_only,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,1145,521.569854,0.229714,0.069377,1146,true,outline_only,indeterminate_small,complete,false,0,20260718,0
DEBY_LOD2_4908170,0.603000,0.003900,0.000000,0.000000,0.000000,0.000000,0.053000,49.008000,72.814000,validation,outline_only,well_textured,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:le,,,,,,,,,,,1146,true,well_textured,well_textured,complete,false,0,20260718,0
DEBY_LOD2_4908176,0.293000,0.007300,1083.000000,30.404438,0.804196,0.680000,0.130000,118.066000,35.621000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,8456,517.593763,0.152460,0.571429,1146,true,textureless_correspondence_anchored,indeterminate_small,complete,false,0,20260718,0
DEBY_LOD2_4908178,0.406000,0.005900,1960.000000,17.282084,0.438326,0.320000,0.169000,63.723000,113.412000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,626,518.771659,0.209459,0.194591,1146,true,outline_only,outline_only,complete,true,1,20260718,0
DEBY_LOD2_4908351,0.645000,0.004400,44.000000,0.797271,0.054054,0.000000,0.124000,116.357000,55.188000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,1036,518.422420,0.124312,0.199923,1146,true,outline_only,outline_only,complete,true,1,20260718,0
DEBY_LOD2_4908352,0.404000,0.003900,1324.000000,44.409667,0.923077,0.000000,0.193000,122.128000,29.814000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,8458,518.302368,0.035784,0.426031,1146,true,textureless_correspondence_anchored,indeterminate_small,complete,false,1,20260718,0
DEBY_LOD2_4908353,0.566000,0.004400,26037.000000,178.921339,1.000000,3.590000,0.266000,122.292000,145.523000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,15562,527.170872,0.349846,0.576627,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4908354,0.290000,0.008800,1619.000000,55.459640,0.886957,4.890000,0.229000,150.000000,29.193000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,13446,521.361262,2.462815,0.541435,1146,true,textureless_correspondence_anchored,indeterminate_small,complete,false,1,20260718,0
DEBY_LOD2_4959320,0.484000,0.004400,29364.000000,6.140603,0.060226,0.070000,0.026000,1.461000,4781.938000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,426,537.085191,4.344199,0.128779,1146,true,outline_only,outline_only,complete,true,1,20260718,0
DEBY_LOD2_4959322,0.645000,0.004400,334242.000000,853.731753,1.000000,7.900000,0.318000,157.129000,391.506000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,10929,534.535620,0.922560,0.652205,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4959323,0.301000,0.009800,729461.000000,536.850976,1.000000,3.850000,0.216000,119.427000,1358.777000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,9,1,0,0,4722,535.348503,0.989661,0.423156,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4959324,0.676000,0.004400,16903.000000,383.715638,0.994350,4.950000,0.190000,156.704000,44.051000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,7739,533.317154,0.458916,0.450886,1146,true,textureless_correspondence_anchored,indeterminate_small,complete,false,1,20260718,0
DEBY_LOD2_4959325,0.372000,0.004400,168861.000000,204.678529,0.999091,3.740000,0.193000,94.608000,825.008000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,7037,538.095889,2.122735,0.631291,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4959326,0.544000,0.003900,299831.000000,164.588354,1.000000,3.560000,0.362000,129.066000,1821.695000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,2401,530.515711,0.477695,0.102791,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4959327,0.127000,0.018100,101674.000000,205.329077,1.000000,5.970000,0.525000,113.552000,495.180000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,18227,531.343144,1.120475,0.641141,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4959336,0.290000,0.007800,58521.000000,96.086196,0.871153,0.230000,0.364000,66.435000,609.047000,not_manual,,textureless_correspondence_anchored,texture_low_gradient_fraction<=0.518:le|dense_point_count<=105.5:gt,complete,10,10,0,0,0,2315,539.121388,0.536020,0.266459,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
DEBY_LOD2_4959340,0.546000,0.002800,38248.000000,99.417161,1.000000,6.020000,0.136000,91.341000,384.723000,not_manual,,outline_only,texture_low_gradient_fraction<=0.518:gt|recon_score_median<=64.834:gt,complete,10,10,0,0,0,8917,532.256535,0.455360,0.332625,1146,true,textureless_correspondence_anchored,textureless_correspondence_anchored,complete,true,1,20260718,0
