setting,run_name,status,ckpt,tsdf_npz,coverage_csv,status_csv,cityjson,missing_count,missing_examples,readout
base,gs_e5_C001_s2_arm1_dense_r1,present,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1/ckpt/final.pt,results/tum_transfer/e5_s2_direction_position/C001/readout/base/gs_e5_C001_s2_arm1_dense_r1/tsdf_gssem.npz,results/tum_transfer/e5_s2_direction_position/C001/readout/base/gs_e5_C001_s2_arm1_dense_r1/stage_coverage.csv,phases/p0-audit/runs/e5p_s2_405_repair_20260710_C001/e5p_s2_direction_position_20260710_C001/base/status/gs_e5_C001_s2_arm1_dense_r1_run_1.csv,phases/p0-audit/runs/e5p_s2_405_repair_20260710_C001/e5p_s2_direction_position_20260710_C001/base/cityjson/gs_e5_C001_s2_arm1_dense_r1_run_1.city.json,0,,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2)
base,gs_e5_C001_s2_arm1_dense_r2,present,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2/ckpt/final.pt,results/tum_transfer/e5_s2_direction_position/C001/readout/base/gs_e5_C001_s2_arm1_dense_r2/tsdf_gssem.npz,results/tum_transfer/e5_s2_direction_position/C001/readout/base/gs_e5_C001_s2_arm1_dense_r2/stage_coverage.csv,phases/p0-audit/runs/e5p_s2_405_repair_20260710_C001/e5p_s2_direction_position_20260710_C001/base/status/gs_e5_C001_s2_arm1_dense_r2_run_1.csv,phases/p0-audit/runs/e5p_s2_405_repair_20260710_C001/e5p_s2_direction_position_20260710_C001/base/cityjson/gs_e5_C001_s2_arm1_dense_r2_run_1.city.json,0,,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2)
base,gs_e5_C001_s2_arm2_dense_r1,present,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r1/ckpt/final.pt,results/tum_transfer/e5_s2_direction_position/C001/readout/base/gs_e5_C001_s2_arm2_dense_r1/tsdf_gssem.npz,results/tum_transfer/e5_s2_direction_position/C001/readout/base/gs_e5_C001_s2_arm2_dense_r1/stage_coverage.csv,phases/p0-audit/runs/e5p_s2_405_repair_20260710_C001/e5p_s2_direction_position_20260710_C001/base/status/gs_e5_C001_s2_arm2_dense_r1_run_1.csv,phases/p0-audit/runs/e5p_s2_405_repair_20260710_C001/e5p_s2_direction_position_20260710_C001/base/cityjson/gs_e5_C001_s2_arm2_dense_r1_run_1.city.json,0,,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2)
base,gs_e5_C001_s2_arm2_dense_r2,present,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt,results/tum_transfer/e5_s2_direction_position/C001/readout/base/gs_e5_C001_s2_arm2_dense_r2/tsdf_gssem.npz,results/tum_transfer/e5_s2_direction_position/C001/readout/base/gs_e5_C001_s2_arm2_dense_r2/stage_coverage.csv,phases/p0-audit/runs/e5p_s2_405_repair_20260710_C001/e5p_s2_direction_position_20260710_C001/base/status/gs_e5_C001_s2_arm2_dense_r2_run_1.csv,phases/p0-audit/runs/e5p_s2_405_repair_20260710_C001/e5p_s2_direction_position_20260710_C001/base/cityjson/gs_e5_C001_s2_arm2_dense_r2_run_1.city.json,0,,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2)
base,gs_e5_C001_s2_arm0_dense_r1,present,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt,results/tum_transfer/e5_s2_direction_position/C001/readout/base/gs_e5_C001_s2_arm0_dense_r1/tsdf_gssem.npz,results/tum_transfer/e5_s2_direction_position/C001/readout/base/gs_e5_C001_s2_arm0_dense_r1/stage_coverage.csv,phases/p0-audit/runs/e5p_s2_405_repair_20260710_C001/e5p_s2_direction_position_20260710_C001/base/status/gs_e5_C001_s2_arm0_dense_r1_run_1.csv,phases/p0-audit/runs/e5p_s2_405_repair_20260710_C001/e5p_s2_direction_position_20260710_C001/base/cityjson/gs_e5_C001_s2_arm0_dense_r1_run_1.city.json,0,,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2)
base,gs_e5_C001_s2_arm0_dense_r2,present,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt,results/tum_transfer/e5_s2_direction_position/C001/readout/base/gs_e5_C001_s2_arm0_dense_r2/tsdf_gssem.npz,results/tum_transfer/e5_s2_direction_position/C001/readout/base/gs_e5_C001_s2_arm0_dense_r2/stage_coverage.csv,phases/p0-audit/runs/e5p_s2_405_repair_20260710_C001/e5p_s2_direction_position_20260710_C001/base/status/gs_e5_C001_s2_arm0_dense_r2_run_1.csv,phases/p0-audit/runs/e5p_s2_405_repair_20260710_C001/e5p_s2_direction_position_20260710_C001/base/cityjson/gs_e5_C001_s2_arm0_dense_r2_run_1.city.json,0,,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2)
