setting,run_name,status,ckpt,tsdf_npz,coverage_csv,status_csv,cityjson,missing_count,missing_examples,readout
voxel02,gs_e5_C001_corrected_s1_preprune_keepall_dense_r1,present,results/tum_transfer/e5_corrected_s1_recheck/C001/runs/gs_e5_C001_corrected_s1_preprune_keepall_dense_r1/ckpt/final.pt,results/tum_transfer/e5_corrected_s1_recheck/C001/readout_ablation/voxel02/gs_e5_C001_corrected_s1_preprune_keepall_dense_r1/tsdf_gssem.npz,results/tum_transfer/e5_corrected_s1_recheck/C001/readout_ablation/voxel02/gs_e5_C001_corrected_s1_preprune_keepall_dense_r1/stage_coverage.csv,phases/p0-audit/runs/e5p_corrected_s1_recheck_20260709_C001/voxel02/status/gs_e5_C001_corrected_s1_preprune_keepall_dense_r1_run_1.csv,phases/p0-audit/runs/e5p_corrected_s1_recheck_20260709_C001/voxel02/cityjson/gs_e5_C001_corrected_s1_preprune_keepall_dense_r1_run_1.city.json,0,,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2)
