record_type,claim_scope,measurement_mode,plane_fit_scope,arm,replicate,run_name,step,building_id,target_role,view,view_stem,view_rank,checkpoint,checkpoint_sha256,view_selection_scope,selection_address_pixel_count,weight_smooth,weight_plane,loss_smooth_view,loss_plane_view,loss_semdepth_weighted_view,region_count,region_ids,address_pixel_count,alpha_valid_pixel_count,alpha_valid_fraction,depth_anchor_pixel_count,depth_anchor_fraction,plane_valid_pixel_count,plane_residual_huber_mean,semdepth_depth_grad_norm,semdepth_depth_grad_rms,semdepth_depth_grad_norm_share,semdepth_depth_grad_nonzero_pixel_count,semdepth_depth_grad_nonzero_fraction,view_semdepth_depth_grad_norm,selected_view_count,selected_views,timeline_ckpt,n_gaussians_in_footprint,z_p50,z_std,opacity_p50,count_definition,pairing_rule
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,5000,4908168,collapse,DJI_20241217095623_0074_D.JPG,DJI_20241217095623_0074_D,1,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_005000.pt,23282ebc56b4cfaa479b144417e8c4612b3748b588d7cb59a15ae8e1ee7cb3e4,preexecution_committed_oracle_cache_top3_by_address_pixels,7272,0.125,0.125,0.029099706560373306,0.3646932542324066,0.0492241196334362,1,3,7272,0,0.0,2181,0.2999174917491749,0,,0.0,0.0,0.0,0,0.0,0.00018970822566188872,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,5000,4908168,collapse,DJI_20241217095625_0075_D.JPG,DJI_20241217095625_0075_D,3,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_005000.pt,23282ebc56b4cfaa479b144417e8c4612b3748b588d7cb59a15ae8e1ee7cb3e4,preexecution_committed_oracle_cache_top3_by_address_pixels,3780,0.125,0.125,0.023561984300613403,0.43479710817337036,0.05729488655924797,1,3,3780,0,0.0,3244,0.8582010582010582,0,,0.0,0.0,0.0,0,0.0,0.0002257549058413133,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,10000,4908178,collapse,DJI_20241217084857_0192_D.JPG,DJI_20241217084857_0192_D,3,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_010000.pt,7a4aa350f0f68f0058c7776337f7b7594f15835de204a03d96797ad78fb9f52b,preexecution_committed_oracle_cache_top3_by_address_pixels,13339,0.125,0.125,0.000330431095790118,0.030758501961827278,0.0038861166685819626,1,1,13339,0,0.0,5586,0.41877202189069646,0,,0.0,0.0,0.0,0,0.0,0.0003393885854166001,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,10000,4907199,organization,DJI_20241217095145_0079_D.JPG,DJI_20241217095145_0079_D,3,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_010000.pt,7a4aa350f0f68f0058c7776337f7b7594f15835de204a03d96797ad78fb9f52b,preexecution_committed_oracle_cache_top3_by_address_pixels,612,0.125,0.125,0.19699527323246002,0.15940414369106293,0.04454992711544037,2,10;11,612,0,0.0,0,0.0,0,,0.0,0.0,0.0,0,0.0,0.004324076231569052,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,10000,4907202,collapse,DJI_20241217095439_0022_D.JPG,DJI_20241217095439_0022_D,2,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_010000.pt,7a4aa350f0f68f0058c7776337f7b7594f15835de204a03d96797ad78fb9f52b,preexecution_committed_oracle_cache_top3_by_address_pixels,56000,0.125,0.125,2.0051224055350758e-05,0.006743680220097303,0.0008454664493910968,2,1;2,56000,19385,0.34616071428571427,27450,0.4901785714285714,19385,0.006743680901278574,0.00013960372598376125,5.89933414955649e-07,1.0,19385,0.34616071428571427,0.00013960372598376125,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,10000,4908178,collapse,DJI_20241217095439_0022_D.JPG,DJI_20241217095439_0022_D,2,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_010000.pt,7a4aa350f0f68f0058c7776337f7b7594f15835de204a03d96797ad78fb9f52b,preexecution_committed_oracle_cache_top3_by_address_pixels,21882,0.125,0.125,2.0051224055350758e-05,0.006743680220097303,0.0008454664493910968,1,3,21882,0,0.0,0,0.0,0,,0.0,0.0,0.0,0,0.0,0.00013960372598376125,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,10000,4907202,collapse,DJI_20241217095441_0023_D.JPG,DJI_20241217095441_0023_D,1,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_010000.pt,7a4aa350f0f68f0058c7776337f7b7594f15835de204a03d96797ad78fb9f52b,preexecution_committed_oracle_cache_top3_by_address_pixels,90678,0.125,0.125,0.00012450356734916568,0.00418277969583869,0.0005384103860706091,2,1;2,90678,16120,0.17777189616003883,22944,0.25302719513002053,16120,0.004182779240017097,0.00021070508228149265,6.997196088689019e-07,1.000000069062958,16120,0.17777189616003883,0.00021070506772957742,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,10000,4908178,collapse,DJI_20241217095441_0023_D.JPG,DJI_20241217095441_0023_D,1,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_010000.pt,7a4aa350f0f68f0058c7776337f7b7594f15835de204a03d96797ad78fb9f52b,preexecution_committed_oracle_cache_top3_by_address_pixels,52080,0.125,0.125,0.00012450356734916568,0.00418277969583869,0.0005384103860706091,1,3,52080,0,0.0,0,0.0,0,,0.0,0.0,0.0,0,0.0,0.00021070506772957742,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,10000,4907199,organization,DJI_20241217095441_0023_D.JPG,DJI_20241217095441_0023_D,1,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_010000.pt,7a4aa350f0f68f0058c7776337f7b7594f15835de204a03d96797ad78fb9f52b,preexecution_committed_oracle_cache_top3_by_address_pixels,35597,0.125,0.125,0.00012450356734916568,0.00418277969583869,0.0005384103860706091,1,7,35597,0,0.0,0,0.0,0,,0.0,0.0,0.0,0,0.0,0.00021070506772957742,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,10000,4907202,collapse,DJI_20241217095443_0024_D.JPG,DJI_20241217095443_0024_D,3,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_010000.pt,7a4aa350f0f68f0058c7776337f7b7594f15835de204a03d96797ad78fb9f52b,preexecution_committed_oracle_cache_top3_by_address_pixels,34124,0.125,0.125,4.6024877519812435e-05,0.00217352039180696,0.00027744314866140485,2,1;2,34124,18127,0.5312097057789239,31656,0.9276755362794514,18127,0.0021735205677304394,0.00013154573389329016,7.12109536076033e-07,1.0,18127,0.5312097057789239,0.00013154573389329016,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,10000,4907199,organization,DJI_20241217095531_0048_D.JPG,DJI_20241217095531_0048_D,2,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_010000.pt,7a4aa350f0f68f0058c7776337f7b7594f15835de204a03d96797ad78fb9f52b,preexecution_committed_oracle_cache_top3_by_address_pixels,2402,0.125,0.125,0.0013475243467837572,0.07676251232624054,0.009763754904270172,1,5,2402,626,0.26061615320566195,0,0.0,626,9.563068306306377e-05,3.504715277813375e-05,7.150991144493176e-07,0.2865367618286646,626,0.26061615320566195,0.00012231293658260256,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,10000,4908168,collapse,DJI_20241217095615_0070_D.JPG,DJI_20241217095615_0070_D,2,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_010000.pt,7a4aa350f0f68f0058c7776337f7b7594f15835de204a03d96797ad78fb9f52b,preexecution_committed_oracle_cache_top3_by_address_pixels,5755,0.125,0.125,0.011794200167059898,0.198501855134964,0.026287006214261055,1,3,5755,195,0.03388357949609035,2893,0.5026933101650739,195,0.0001282260927837342,2.1769821614725515e-05,2.8696716442059825e-07,0.13285175067777438,195,0.03388357949609035,0.0001638655230635777,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,10000,4908168,collapse,DJI_20241217095623_0074_D.JPG,DJI_20241217095623_0074_D,1,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_010000.pt,7a4aa350f0f68f0058c7776337f7b7594f15835de204a03d96797ad78fb9f52b,preexecution_committed_oracle_cache_top3_by_address_pixels,7272,0.125,0.125,0.013671953231096268,0.22345803678035736,0.029641248285770416,1,3,7272,2305,0.31696919691969194,2181,0.2999174917491749,2305,0.008452813141047955,1.979517037398182e-05,2.3213055454419037e-07,0.13163628940569375,2305,0.31696919691969194,0.00015037776029203087,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,10000,4908168,collapse,DJI_20241217095625_0075_D.JPG,DJI_20241217095625_0075_D,3,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_010000.pt,7a4aa350f0f68f0058c7776337f7b7594f15835de204a03d96797ad78fb9f52b,preexecution_committed_oracle_cache_top3_by_address_pixels,3780,0.125,0.125,0.012657880783081055,0.26807400584220886,0.03509148582816124,1,3,3780,652,0.1724867724867725,3244,0.8582010582010582,652,0.0023274188861250877,5.685485666617751e-05,9.247443128000171e-07,0.2544262067909226,652,0.1724867724867725,0.00022346305195242167,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,15000,4908178,collapse,DJI_20241217084857_0192_D.JPG,DJI_20241217084857_0192_D,3,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_015000.pt,a3f1b99c7d4c4f0ee1d8fc82d1994b23dc230088fa5e2f906e29918568b0ea14,preexecution_committed_oracle_cache_top3_by_address_pixels,13339,0.125,0.125,0.0011118021793663502,0.02039249986410141,0.002688037697225809,1,1,13339,0,0.0,5586,0.41877202189069646,0,,0.0,0.0,0.0,0,0.0,0.00035402324283495545,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,15000,4907199,organization,DJI_20241217095145_0079_D.JPG,DJI_20241217095145_0079_D,3,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_015000.pt,a3f1b99c7d4c4f0ee1d8fc82d1994b23dc230088fa5e2f906e29918568b0ea14,preexecution_committed_oracle_cache_top3_by_address_pixels,612,0.125,0.125,0.8028531670570374,0.16866755485534668,0.121440090239048,2,10;11,612,0,0.0,0,0.0,0,,0.0,0.0,0.0,0,0.0,0.016309205442667007,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,15000,4907202,collapse,DJI_20241217095439_0022_D.JPG,DJI_20241217095439_0022_D,2,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_015000.pt,a3f1b99c7d4c4f0ee1d8fc82d1994b23dc230088fa5e2f906e29918568b0ea14,preexecution_committed_oracle_cache_top3_by_address_pixels,56000,0.125,0.125,0.0,0.0,0.0,2,1;2,56000,0,0.0,27450,0.4901785714285714,0,,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,15000,4908178,collapse,DJI_20241217095439_0022_D.JPG,DJI_20241217095439_0022_D,2,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_015000.pt,a3f1b99c7d4c4f0ee1d8fc82d1994b23dc230088fa5e2f906e29918568b0ea14,preexecution_committed_oracle_cache_top3_by_address_pixels,21882,0.125,0.125,0.0,0.0,0.0,1,3,21882,0,0.0,0,0.0,0,,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,15000,4907202,collapse,DJI_20241217095441_0023_D.JPG,DJI_20241217095441_0023_D,1,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_015000.pt,a3f1b99c7d4c4f0ee1d8fc82d1994b23dc230088fa5e2f906e29918568b0ea14,preexecution_committed_oracle_cache_top3_by_address_pixels,90678,0.125,0.125,0.0,0.0,0.0,2,1;2,90678,0,0.0,22944,0.25302719513002053,0,,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,15000,4908178,collapse,DJI_20241217095441_0023_D.JPG,DJI_20241217095441_0023_D,1,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_015000.pt,a3f1b99c7d4c4f0ee1d8fc82d1994b23dc230088fa5e2f906e29918568b0ea14,preexecution_committed_oracle_cache_top3_by_address_pixels,52080,0.125,0.125,0.0,0.0,0.0,1,3,52080,0,0.0,0,0.0,0,,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,
