record_type,claim_scope,measurement_mode,plane_fit_scope,arm,replicate,run_name,step,building_id,target_role,view,view_stem,view_rank,checkpoint,checkpoint_sha256,view_selection_scope,selection_address_pixel_count,weight_smooth,weight_plane,loss_smooth_view,loss_plane_view,loss_semdepth_weighted_view,region_count,region_ids,address_pixel_count,alpha_valid_pixel_count,alpha_valid_fraction,depth_anchor_pixel_count,depth_anchor_fraction,plane_valid_pixel_count,plane_residual_huber_mean,semdepth_depth_grad_norm,semdepth_depth_grad_rms,semdepth_depth_grad_norm_share,semdepth_depth_grad_nonzero_pixel_count,semdepth_depth_grad_nonzero_fraction,view_semdepth_depth_grad_norm,selected_view_count,selected_views,timeline_ckpt,n_gaussians_in_footprint,z_p50,z_std,opacity_p50,count_definition,pairing_rule
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,5000,4908178,collapse,DJI_20241217084857_0192_D.JPG,DJI_20241217084857_0192_D,3,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_005000.pt,23282ebc56b4cfaa479b144417e8c4612b3748b588d7cb59a15ae8e1ee7cb3e4,preexecution_committed_oracle_cache_top3_by_address_pixels,13339,0.125,0.125,0.00027348758885636926,0.01880469173192978,0.0023847725242376328,1,1,13339,5880,0.44081265462178576,5586,0.41877202189069646,5880,0.0022439181338995695,3.4473294363124296e-05,2.9848406557988843e-07,0.14741028425516198,5880,0.44081265462178576,0.00023385949316434562,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,5000,4907199,organization,DJI_20241217095145_0079_D.JPG,DJI_20241217095145_0079_D,3,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_005000.pt,23282ebc56b4cfaa479b144417e8c4612b3748b588d7cb59a15ae8e1ee7cb3e4,preexecution_committed_oracle_cache_top3_by_address_pixels,612,0.125,0.125,0.2501651644706726,0.20627838373184204,0.05705544352531433,2,10;11,612,34,0.05555555555555555,0,0.0,34,,0.0009175008744932711,3.708777467776794e-05,0.14820451576201416,22,0.03594771241830065,0.00619077542796731,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,5000,4907202,collapse,DJI_20241217095439_0022_D.JPG,DJI_20241217095439_0022_D,2,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_005000.pt,23282ebc56b4cfaa479b144417e8c4612b3748b588d7cb59a15ae8e1ee7cb3e4,preexecution_committed_oracle_cache_top3_by_address_pixels,56000,0.125,0.125,0.0001750355731928721,0.028088197112083435,0.003532904200255871,2,1;2,56000,50669,0.9048035714285714,27450,0.4901785714285714,50669,0.03608752210861827,0.00010448961256770417,4.415492031826473e-07,0.9514041929657555,50669,0.9048035714285714,0.00010982673120452091,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,5000,4908178,collapse,DJI_20241217095439_0022_D.JPG,DJI_20241217095439_0022_D,2,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_005000.pt,23282ebc56b4cfaa479b144417e8c4612b3748b588d7cb59a15ae8e1ee7cb3e4,preexecution_committed_oracle_cache_top3_by_address_pixels,21882,0.125,0.125,0.0001750355731928721,0.028088197112083435,0.003532904200255871,1,3,21882,18460,0.8436157572433964,0,0.0,18460,0.0061316583305597305,3.3820575481513515e-05,2.2863224789090685e-07,0.30794484285007406,18460,0.8436157572433964,0.00010982673120452091,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,5000,4907202,collapse,DJI_20241217095441_0023_D.JPG,DJI_20241217095441_0023_D,1,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_005000.pt,23282ebc56b4cfaa479b144417e8c4612b3748b588d7cb59a15ae8e1ee7cb3e4,preexecution_committed_oracle_cache_top3_by_address_pixels,90678,0.125,0.125,0.0002480686525814235,0.01265824493020773,0.0016132892342284322,2,1;2,90678,46153,0.5089768190740863,22944,0.25302719513002053,46153,0.013834530285079354,8.516915841028094e-05,2.82833852725582e-07,0.18347386607603394,46153,0.5089768190740863,0.00046420321450568736,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,5000,4908178,collapse,DJI_20241217095441_0023_D.JPG,DJI_20241217095441_0023_D,1,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_005000.pt,23282ebc56b4cfaa479b144417e8c4612b3748b588d7cb59a15ae8e1ee7cb3e4,preexecution_committed_oracle_cache_top3_by_address_pixels,52080,0.125,0.125,0.0002480686525814235,0.01265824493020773,0.0016132892342284322,1,3,52080,24564,0.4716589861751152,0,0.0,24564,0.011272093281149864,3.9883743738755584e-05,1.7476740163411098e-07,0.08591871510675834,24564,0.4716589861751152,0.00046420321450568736,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,5000,4907199,organization,DJI_20241217095441_0023_D.JPG,DJI_20241217095441_0023_D,1,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_005000.pt,23282ebc56b4cfaa479b144417e8c4612b3748b588d7cb59a15ae8e1ee7cb3e4,preexecution_committed_oracle_cache_top3_by_address_pixels,35597,0.125,0.125,0.0002480686525814235,0.01265824493020773,0.0016132892342284322,1,7,35597,1528,0.04292496558698767,0,0.0,1528,0.005410328041762114,5.9092501032864675e-05,3.132028261218757e-07,0.12729877602375086,1528,0.04292496558698767,0.00046420321450568736,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,5000,4907202,collapse,DJI_20241217095443_0024_D.JPG,DJI_20241217095443_0024_D,3,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_005000.pt,23282ebc56b4cfaa479b144417e8c4612b3748b588d7cb59a15ae8e1ee7cb3e4,preexecution_committed_oracle_cache_top3_by_address_pixels,34124,0.125,0.125,0.00014485626888927072,0.004429767839610577,0.0005718279862776399,2,1;2,34124,28666,0.8400539209940218,31656,0.9276755362794514,28666,0.004429768088665291,0.00010055353050120175,5.443363751659484e-07,1.0,28666,0.8400539209940218,0.00010055353050120175,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,5000,4907199,organization,DJI_20241217095531_0048_D.JPG,DJI_20241217095531_0048_D,2,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_005000.pt,23282ebc56b4cfaa479b144417e8c4612b3748b588d7cb59a15ae8e1ee7cb3e4,preexecution_committed_oracle_cache_top3_by_address_pixels,2402,0.125,0.125,0.00158371077850461,0.13563500344753265,0.017152339220046997,1,5,2402,1527,0.6357202331390508,0,0.0,1527,0.00011037925287382677,2.0199235223117284e-05,4.1214347174063934e-07,0.15003532055859176,1527,0.6357202331390508,0.00013462986680679023,,,,,,,,,
fixed_view,posthoc checkpoint gradient potential; fixed-view read-only measurement; not exact online optimizer-time gradient; no FM/paper claim,detached_render_depth_autograd_grad_no_optimizer_no_backward,fresh_detached_robust_plane_per_checkpoint_view,s3a,r1,gs_e5_C001_s3a_semantic_guided_r1,5000,4908168,collapse,DJI_20241217095615_0070_D.JPG,DJI_20241217095615_0070_D,2,results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1/ckpt/step_005000.pt,23282ebc56b4cfaa479b144417e8c4612b3748b588d7cb59a15ae8e1ee7cb3e4,preexecution_committed_oracle_cache_top3_by_address_pixels,5755,0.125,0.125,0.025287173688411713,0.3304170072078705,0.04446302354335785,1,3,5755,0,0.0,2893,0.5026933101650739,0,,0.0,0.0,0.0,0,0.0,0.00016112683806568384,,,,,,,,,
