building_id,source_group,source_run,display_label,source_role,seed,replicate,pair_raw,source_badge,readout,z_shift_to_reference_m,complexity_lens,size_lens,texture_lens,observation_lens,label_lens,has_lod22,val3dity_valid,status,status_reason,rf_success,rf_pointcloud_unusable,roof_planes,status_rf_roof_planes,ref_roof_planes,match_count,completeness,correctness,mean_match_iou,ref_rms_m,ref_hausdorff_m,ref_distance_samples,rf_rmse_lod22,shell_bucket,ref_rms_tail,ref_rms_tail_fence_m,setting,run_name,arm,readout_min_obs,readout_voxel_m,readout_alpha,readout_sor,readout_sor_std
DEBY_LOD2_108247350,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_108247351,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907184,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,8,44,4,4,1.0000,0.5000,0.8692,0.3637,1.3353,1353,0.700597,무효·붕괴,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907185,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,high,none,true,true,success,success,True,False,1,2,2,1,0.5000,1.0000,0.4988,4.8271,8.3541,644,2.550507,조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907186,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907188,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907194,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,true,failure,roofer_skip_no_3d_geometry,True,False,0,None,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907195,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907198,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,mid,none,true,true,success,success,True,False,1,1,4,0,0.0000,0.0000,,8.3143,12.6379,1200,1.283543,조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907199,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4907202,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4908168,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,high,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4908178,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,low,none,false,true,failure,roofer_skip_no_3d_geometry,True,False,0,None,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_4908179,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_60098,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_8568391,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_8568392,gs_sparse,voxel02__gs_e5_C001_corrected_s1_sparse_r1,voxel02 sparse r1,gs,sparse,r1,raw_sparse,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,false,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_sparse_r1,sparse,3,0.02,0.5,on,2.0
DEBY_LOD2_108247349,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_108247350,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_108247351,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),false,false,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907184,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,6,35,4,4,1.0000,0.6667,0.7857,0.3651,1.7051,1350,0.703976,무효·붕괴,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907185,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,1,2,2,1,0.5000,1.0000,0.5007,1.5879,3.0168,644,2.765438,무효·붕괴,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907186,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,roofer_skip_no_3d_geometry,True,False,0,None,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907188,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907194,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907195,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907198,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,4,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907199,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4907202,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4908168,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,high,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4908178,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,low,none,false,true,failure,roofer_skip_no_3d_geometry,True,False,0,None,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_4908179,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_60098,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_8568391,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_8568392,gs_dense,voxel02__gs_e5_C001_corrected_s1_dense_r1,voxel02 dense r1,gs,dense,r1,raw_dense,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,false,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,3,0.02,0.5,on,2.0
DEBY_LOD2_108247349,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_108247350,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_108247351,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907184,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,4,30,4,4,1.0000,1.0000,0.9148,0.3140,0.8923,1355,0.634789,무효·붕괴,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907185,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,2,4,2,2,1.0000,1.0000,0.2959,4.6698,8.5279,646,1.454949,무효·붕괴,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907186,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,roofer_skip_no_3d_geometry,True,False,0,None,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907188,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907194,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907195,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907198,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,mid,none,true,false,failure,val3dity_invalid,True,False,1,1,4,0,0.0000,0.0000,,16.5804,28.8585,1200,3.452225,무효·붕괴,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907199,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4907202,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4908168,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,high,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4908178,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_4908179,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_60098,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_8568391,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
DEBY_LOD2_8568392,gs_acmp,voxel02__gs_e5_C001_corrected_s1_acmp_r1,voxel02 acmp r1,gs,acmp,r1,raw_acmp,voxel02,readout_ablation(voxel02; minobs3; voxel0.02; alpha0.5; SORstd2),-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,roofer_skip_no_3d_geometry,True,False,0,None,1,0,0.0000,,,,,0,,미조립,false,23.0823,voxel02,gs_e5_C001_corrected_s1_acmp_r1,acmp,3,0.02,0.5,on,2.0
