arm,replicate,run_name,z_min,z_max,n_gaussians,opacity_p50,ckpt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,634,636,160,0.0775,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,636,638,172,0.0854,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,638,640,276,0.0360,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,640,642,542,0.0278,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,642,644,836,0.0236,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,644,646,659,0.0256,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,646,648,598,0.0474,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,648,650,479,0.0382,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,650,652,381,0.0301,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,652,654,134,0.0373,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,654,656,120,0.0325,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,656,658,109,0.0852,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,658,660,129,0.0577,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,660,662,134,0.0268,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,662,664,124,0.0285,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,664,666,101,0.0281,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,666,668,76,0.0179,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,668,670,40,0.0339,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,670,672,27,0.0415,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,672,674,11,0.0100,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,674,676,1,0.0324,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,676,678,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,678,680,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,680,682,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,682,684,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,684,686,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,686,688,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,688,690,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,690,692,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,692,694,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,694,696,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,696,698,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm2,r2,gs_e5_C001_s2_arm2_dense_r2,698,700,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,520,522,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,522,524,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,524,526,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,526,528,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,528,530,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,530,532,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,532,534,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,534,536,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,536,538,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,538,540,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,540,542,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,542,544,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,544,546,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,546,548,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,548,550,2,0.5030,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,550,552,7,0.9997,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,552,554,14,0.9998,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,554,556,15,0.9990,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,556,558,71,0.9783,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,558,560,234,0.4134,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,560,562,782,0.1056,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,562,564,2294,0.0190,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,564,566,2900,0.0376,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,566,568,2798,0.0922,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,568,570,3311,0.1377,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,570,572,4983,0.1938,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,572,574,5763,0.0970,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,574,576,10127,0.1036,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,576,578,19735,0.1560,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,578,580,48166,0.1734,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,580,582,71497,0.1302,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,582,584,69061,0.0417,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,584,586,63905,0.0306,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,586,588,37885,0.0137,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,588,590,38291,0.0049,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,590,592,40839,0.0073,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,592,594,65630,0.0056,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,594,596,58074,0.0084,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,596,598,27061,0.0144,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,598,600,12404,0.0175,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,600,602,13105,0.0113,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,602,604,11815,0.0082,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,604,606,8248,0.0139,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,606,608,8648,0.0215,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,608,610,7374,0.0272,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,610,612,5655,0.0163,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,612,614,4184,0.0526,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,614,616,3478,0.0319,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,616,618,3092,0.0339,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,618,620,2850,0.1073,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,620,622,1925,0.0744,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,622,624,1736,0.0928,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,624,626,3624,0.0266,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,626,628,1907,0.0310,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,628,630,1132,0.0575,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,630,632,558,0.0936,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,632,634,207,0.1119,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,634,636,114,0.0965,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,636,638,56,0.0995,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,638,640,103,0.0402,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,640,642,226,0.0814,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,642,644,206,0.0663,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,644,646,125,0.0535,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,646,648,98,0.0277,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,648,650,82,0.0213,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,650,652,53,0.0327,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,652,654,72,0.0366,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,654,656,72,0.0377,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,656,658,197,0.0307,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,658,660,164,0.0266,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,660,662,124,0.0261,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,662,664,136,0.0386,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,664,666,105,0.0513,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,666,668,57,0.0201,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,668,670,35,0.0156,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,670,672,10,0.0118,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,672,674,6,0.0155,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,674,676,1,0.3971,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,676,678,2,0.0063,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,678,680,2,0.0512,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,680,682,3,0.0110,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,682,684,3,0.1260,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,684,686,3,0.4613,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,686,688,1,0.0054,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,688,690,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,690,692,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,692,694,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,694,696,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,696,698,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r1,gs_e5_C001_s2_arm0_dense_r1,698,700,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,520,522,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,522,524,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,524,526,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,526,528,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,528,530,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,530,532,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,532,534,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,534,536,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,536,538,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,538,540,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,540,542,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,542,544,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,544,546,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,546,548,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,548,550,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,550,552,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,552,554,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,554,556,0,,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,556,558,12,0.0636,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,558,560,114,0.0101,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,560,562,342,0.0264,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
