arm,replicate,run_name,z_min,z_max,n_gaussians,opacity_p50,ckpt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,562,564,424,0.0376,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,564,566,728,0.1568,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,566,568,1264,0.2008,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,568,570,2267,0.1230,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,570,572,4207,0.2043,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,572,574,4015,0.1337,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,574,576,6884,0.1717,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,576,578,14603,0.2020,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,578,580,35781,0.2052,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,580,582,69464,0.1478,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,582,584,63405,0.0708,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,584,586,58404,0.0432,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,586,588,31519,0.0193,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,588,590,23242,0.0142,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,590,592,30387,0.0065,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,592,594,39912,0.0064,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,594,596,34156,0.0092,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,596,598,21064,0.0143,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,598,600,13411,0.0196,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,600,602,13221,0.0137,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,602,604,13374,0.0092,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,604,606,8154,0.0079,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,606,608,6784,0.0042,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,608,610,6679,0.0186,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,610,612,4037,0.0235,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,612,614,4500,0.0176,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,614,616,6639,0.0286,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,616,618,7441,0.0165,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,618,620,4926,0.0280,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,620,622,5351,0.0311,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,622,624,3920,0.0326,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,624,626,5093,0.0264,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,626,628,1575,0.0378,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,628,630,678,0.0399,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,630,632,667,0.2721,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,632,634,305,0.3463,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,634,636,64,0.1527,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,636,638,84,0.5034,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,638,640,219,0.4541,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,640,642,311,0.0997,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,642,644,159,0.0838,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,644,646,156,0.0726,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,646,648,147,0.0355,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,648,650,65,0.3088,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,650,652,66,0.0802,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,652,654,35,0.0722,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,654,656,57,0.2006,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,656,658,36,0.0804,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,658,660,53,0.1200,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,660,662,73,0.1270,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,662,664,59,0.7754,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,664,666,26,0.3554,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,666,668,25,0.5853,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,668,670,21,0.0699,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,670,672,19,0.1202,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,672,674,33,0.0364,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,674,676,16,0.0761,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,676,678,45,0.1892,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,678,680,30,0.1983,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,680,682,29,0.1238,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,682,684,33,0.1250,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,684,686,39,0.0918,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,686,688,33,0.1469,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,688,690,33,0.1141,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,690,692,26,0.2144,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,692,694,33,0.6818,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,694,696,45,0.1142,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,696,698,31,0.0427,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
arm0,r2,gs_e5_C001_s2_arm0_dense_r2,698,700,18,0.1535,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2/ckpt/final.pt
