arm,base_coef,ci_high,ci_low,coef,coef_delta_from_base,fit_type,n,note,ordinary_coef,outcome,outcome_kind,predictor,robust_coef,se,sign_flip_vs_base,sign_mismatch,spec,status,variant
raw_dense,-0.206819,1.794998,-2.600339,-0.402671,-0.195852,logistic,85,none,none,val3dity_valid,binary,median_incidence_deg,none,1.121259,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,-0.316395,3.334405,-4.473582,-0.569588,-0.253194,logistic,85,none,none,val3dity_valid,binary,median_pair_angle_deg,none,1.991834,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,0.856528,5.350605,-3.595388,0.877609,0.021081,logistic,85,none,none,val3dity_valid,binary,n_views_nadir,none,2.282141,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,-0.580679,5.213804,-5.459957,-0.123076,0.457603,logistic,85,none,none,val3dity_valid,binary,recon_score_median,none,2.722898,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,none,0.400432,0.152128,0.276280,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,pt_density_m2_reg,none,0.063343,none,none,attributes_only,ok,w2_overlap
raw_dense,none,0.166976,-0.078594,0.044191,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,coverage_frac_reg,none,0.062645,none,none,attributes_only,ok,w2_overlap
raw_dense,none,0.282756,0.045183,0.163970,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,local_plane_rms_m,none,0.060605,none,none,attributes_only,ok,w2_overlap
raw_dense,none,0.078445,-0.131335,-0.026445,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,floater_frac,none,0.053515,none,none,attributes_only,ok,w2_overlap
raw_dense,none,0.123711,-0.131998,-0.004144,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,label_proxy_frac_all,none,0.065232,none,none,attributes_only,ok,w2_overlap
raw_dense,0.276280,0.536704,0.168319,0.352511,0.076231,huber_rlm,85,none,none,rf_rmse_lod22,continuous,pt_density_m2_reg,none,0.093976,false,none,attributes_only,ok,w2_overlap_cook_excluded
raw_dense,0.044191,0.408382,-0.043399,0.182491,0.138300,huber_rlm,85,none,none,rf_rmse_lod22,continuous,coverage_frac_reg,none,0.115250,false,none,attributes_only,ok,w2_overlap_cook_excluded
raw_dense,0.163970,0.516597,0.080844,0.298721,0.134751,huber_rlm,85,none,none,rf_rmse_lod22,continuous,local_plane_rms_m,none,0.111162,false,none,attributes_only,ok,w2_overlap_cook_excluded
raw_dense,-0.026445,0.151620,-0.235895,-0.042138,-0.015692,huber_rlm,85,none,none,rf_rmse_lod22,continuous,floater_frac,none,0.098856,false,none,attributes_only,ok,w2_overlap_cook_excluded
raw_dense,-0.004144,0.254056,-0.195549,0.029254,0.033397,huber_rlm,85,none,none,rf_rmse_lod22,continuous,label_proxy_frac_all,none,0.114695,true,none,attributes_only,ok,w2_overlap_cook_excluded
raw_dense,none,0.074965,-0.168439,-0.046737,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,median_incidence_deg,none,0.062093,none,none,observation_only,ok,w2_overlap
raw_dense,none,0.323206,0.076541,0.199873,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,median_pair_angle_deg,none,0.062925,none,none,observation_only,ok,w2_overlap
raw_dense,none,0.369334,0.022462,0.195898,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,n_views_nadir,none,0.088488,none,none,observation_only,ok,w2_overlap
raw_dense,none,0.092159,-0.260613,-0.084227,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,recon_score_median,none,0.089993,none,none,observation_only,ok,w2_overlap
raw_dense,-0.046737,0.090991,-0.293805,-0.101407,-0.054670,huber_rlm,90,none,none,rf_rmse_lod22,continuous,median_incidence_deg,none,0.098162,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_dense,0.199873,0.601034,0.209985,0.405510,0.205636,huber_rlm,90,none,none,rf_rmse_lod22,continuous,median_pair_angle_deg,none,0.099757,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_dense,0.195898,0.667193,0.121848,0.394520,0.198622,huber_rlm,90,none,none,rf_rmse_lod22,continuous,n_views_nadir,none,0.139119,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_dense,-0.084227,0.064984,-0.488385,-0.211701,-0.127474,huber_rlm,90,none,none,rf_rmse_lod22,continuous,recon_score_median,none,0.141165,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_dense,none,0.504568,0.228424,0.366496,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,pt_density_m2_reg,none,0.070445,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.078731,-0.184146,-0.052708,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,coverage_frac_reg,none,0.067060,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.315029,0.091147,0.203088,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,local_plane_rms_m,none,0.057113,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.071685,-0.125256,-0.026785,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,floater_frac,none,0.050240,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.130866,-0.128562,0.001152,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,label_proxy_frac_all,none,0.066181,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.269087,0.027393,0.148240,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,median_incidence_deg,none,0.061657,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.195395,-0.018306,0.088545,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,median_pair_angle_deg,none,0.054516,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.303745,-0.027308,0.138219,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,n_views_nadir,none,0.084452,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,-0.019946,-0.332089,-0.176018,none,huber_rlm,93,none,none,rf_rmse_lod22,continuous,recon_score_median,none,0.079629,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,0.366496,0.690189,0.314288,0.502239,0.135743,huber_rlm,87,none,none,rf_rmse_lod22,continuous,pt_density_m2_reg,none,0.095893,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,-0.052708,0.121260,-0.345064,-0.111902,-0.059194,huber_rlm,87,none,none,rf_rmse_lod22,continuous,coverage_frac_reg,none,0.118960,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,0.203088,0.580647,0.207287,0.393967,0.190879,huber_rlm,87,none,none,rf_rmse_lod22,continuous,local_plane_rms_m,none,0.095245,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,-0.026785,0.091893,-0.234542,-0.071324,-0.044539,huber_rlm,87,none,none,rf_rmse_lod22,continuous,floater_frac,none,0.083274,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,0.001152,0.178687,-0.237971,-0.029642,-0.030794,huber_rlm,87,none,none,rf_rmse_lod22,continuous,label_proxy_frac_all,none,0.106290,true,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,0.148240,0.440079,0.063424,0.251751,0.103511,huber_rlm,87,none,none,rf_rmse_lod22,continuous,median_incidence_deg,none,0.096085,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,0.088545,0.378336,0.039164,0.208750,0.120205,huber_rlm,87,none,none,rf_rmse_lod22,continuous,median_pair_angle_deg,none,0.086523,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,0.138219,0.593375,0.071726,0.332551,0.194332,huber_rlm,87,none,none,rf_rmse_lod22,continuous,n_views_nadir,none,0.133074,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,-0.176018,-0.122689,-0.599037,-0.360863,-0.184845,huber_rlm,87,none,none,rf_rmse_lod22,continuous,recon_score_median,none,0.121517,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,none,0.064734,-0.170434,-0.052850,none,huber_rlm,93,none,none,rf_roof_planes,continuous,pt_density_m2_reg,none,0.059992,none,none,attributes_only,ok,w2_overlap
raw_dense,none,0.139128,-0.122028,0.008550,none,huber_rlm,93,none,none,rf_roof_planes,continuous,coverage_frac_reg,none,0.066621,none,none,attributes_only,ok,w2_overlap
raw_dense,none,0.261465,-0.006284,0.127590,none,huber_rlm,93,none,none,rf_roof_planes,continuous,local_plane_rms_m,none,0.068303,none,none,attributes_only,ok,w2_overlap
raw_dense,none,0.031940,-0.196603,-0.082331,none,huber_rlm,93,none,none,rf_roof_planes,continuous,floater_frac,none,0.058302,none,none,attributes_only,ok,w2_overlap
raw_dense,none,0.097188,-0.171688,-0.037250,none,huber_rlm,93,none,none,rf_roof_planes,continuous,label_proxy_frac_all,none,0.068591,none,none,attributes_only,ok,w2_overlap
raw_dense,-0.052850,0.141295,-0.146392,-0.002548,0.050301,huber_rlm,86,none,none,rf_roof_planes,continuous,pt_density_m2_reg,none,0.073390,false,none,attributes_only,ok,w2_overlap_cook_excluded
raw_dense,0.008550,0.128318,-0.190631,-0.031157,-0.039706,huber_rlm,86,none,none,rf_roof_planes,continuous,coverage_frac_reg,none,0.081364,true,none,attributes_only,ok,w2_overlap_cook_excluded
raw_dense,0.127590,0.297815,-0.015860,0.140978,0.013387,huber_rlm,86,none,none,rf_roof_planes,continuous,local_plane_rms_m,none,0.080019,false,none,attributes_only,ok,w2_overlap_cook_excluded
raw_dense,-0.082331,0.020251,-0.255454,-0.117602,-0.035270,huber_rlm,86,none,none,rf_roof_planes,continuous,floater_frac,none,0.070333,false,none,attributes_only,ok,w2_overlap_cook_excluded
raw_dense,-0.037250,0.078151,-0.249296,-0.085572,-0.048322,huber_rlm,86,none,none,rf_roof_planes,continuous,label_proxy_frac_all,none,0.083532,false,none,attributes_only,ok,w2_overlap_cook_excluded
raw_dense,none,0.069365,-0.130588,-0.030612,none,huber_rlm,93,none,none,rf_roof_planes,continuous,median_incidence_deg,none,0.051008,none,none,observation_only,ok,w2_overlap
raw_dense,none,0.198782,-0.008400,0.095191,none,huber_rlm,93,none,none,rf_roof_planes,continuous,median_pair_angle_deg,none,0.052852,none,none,observation_only,ok,w2_overlap
raw_dense,none,0.255177,-0.026223,0.114477,none,huber_rlm,93,none,none,rf_roof_planes,continuous,n_views_nadir,none,0.071786,none,none,observation_only,ok,w2_overlap
raw_dense,none,-0.058432,-0.346076,-0.202254,none,huber_rlm,93,none,none,rf_roof_planes,continuous,recon_score_median,none,0.073379,none,none,observation_only,ok,w2_overlap
raw_dense,-0.030612,0.056028,-0.184028,-0.064000,-0.033388,huber_rlm,89,none,none,rf_roof_planes,continuous,median_incidence_deg,none,0.061239,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_dense,0.095191,0.230104,-0.015635,0.107234,0.012043,huber_rlm,89,none,none,rf_roof_planes,continuous,median_pair_angle_deg,none,0.062689,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_dense,0.114477,0.330748,-0.005960,0.162394,0.047917,huber_rlm,89,none,none,rf_roof_planes,continuous,n_views_nadir,none,0.085895,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_dense,-0.202254,-0.126572,-0.469499,-0.298036,-0.095782,huber_rlm,89,none,none,rf_roof_planes,continuous,recon_score_median,none,0.087481,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_dense,none,0.107898,-0.146165,-0.019134,none,huber_rlm,93,none,none,rf_roof_planes,continuous,pt_density_m2_reg,none,0.064812,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.126505,-0.161355,-0.017425,none,huber_rlm,93,none,none,rf_roof_planes,continuous,coverage_frac_reg,none,0.073434,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.316086,0.052323,0.184204,none,huber_rlm,93,none,none,rf_roof_planes,continuous,local_plane_rms_m,none,0.067287,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.039559,-0.183068,-0.071755,none,huber_rlm,93,none,none,rf_roof_planes,continuous,floater_frac,none,0.056793,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.163185,-0.113385,0.024900,none,huber_rlm,93,none,none,rf_roof_planes,continuous,label_proxy_frac_all,none,0.070554,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.129822,-0.124330,0.002746,none,huber_rlm,93,none,none,rf_roof_planes,continuous,median_incidence_deg,none,0.064835,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.220744,-0.017954,0.101395,none,huber_rlm,93,none,none,rf_roof_planes,continuous,median_pair_angle_deg,none,0.060892,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.285854,-0.077271,0.104291,none,huber_rlm,93,none,none,rf_roof_planes,continuous,n_views_nadir,none,0.092634,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,-0.046571,-0.389374,-0.217973,none,huber_rlm,93,none,none,rf_roof_planes,continuous,recon_score_median,none,0.087450,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,-0.019134,0.225287,-0.125711,0.049788,0.068922,huber_rlm,86,none,none,rf_roof_planes,continuous,pt_density_m2_reg,none,0.089540,true,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,-0.017425,0.102982,-0.245079,-0.071049,-0.053624,huber_rlm,86,none,none,rf_roof_planes,continuous,coverage_frac_reg,none,0.088791,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,0.184204,0.389925,0.074728,0.232327,0.048123,huber_rlm,86,none,none,rf_roof_planes,continuous,local_plane_rms_m,none,0.080407,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,-0.071755,0.033190,-0.233303,-0.100056,-0.028302,huber_rlm,86,none,none,rf_roof_planes,continuous,floater_frac,none,0.067983,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,0.024900,0.160378,-0.173011,-0.006316,-0.031216,huber_rlm,86,none,none,rf_roof_planes,continuous,label_proxy_frac_all,none,0.085048,true,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,0.002746,0.174734,-0.161689,0.006522,0.003776,huber_rlm,86,none,none,rf_roof_planes,continuous,median_incidence_deg,none,0.085822,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,0.101395,0.260030,-0.030592,0.114719,0.013323,huber_rlm,86,none,none,rf_roof_planes,continuous,median_pair_angle_deg,none,0.074138,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,0.104291,0.398235,-0.039482,0.179376,0.075085,huber_rlm,86,none,none,rf_roof_planes,continuous,n_views_nadir,none,0.111662,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,-0.217973,-0.185677,-0.597912,-0.391795,-0.173822,huber_rlm,86,none,none,rf_roof_planes,continuous,recon_score_median,none,0.105162,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_lidar,none,1.839481,-2.524827,-0.342673,none,logistic,93,none,none,assembled,binary,median_incidence_deg,none,1.113344,none,none,observation_only,ok,w2_overlap
raw_lidar,none,3.573500,-3.171237,0.201132,none,logistic,93,none,none,assembled,binary,median_pair_angle_deg,none,1.720596,none,none,observation_only,ok,w2_overlap
raw_lidar,none,4.918639,-2.697618,1.110511,none,logistic,93,none,none,assembled,binary,n_views_nadir,none,1.942923,none,none,observation_only,ok,w2_overlap
raw_lidar,none,3.567597,-7.827036,-2.129720,none,logistic,93,none,none,assembled,binary,recon_score_median,none,2.906794,none,none,observation_only,ok,w2_overlap
raw_lidar,none,0.680720,-1.078502,-0.198891,none,logistic,92,none,none,val3dity_valid,binary,pt_density_m2_reg,none,0.448781,none,none,attributes_only,ok,w2_overlap
raw_lidar,none,1.114758,-0.306055,0.404352,none,logistic,92,none,none,val3dity_valid,binary,coverage_frac_reg,none,0.362452,none,none,attributes_only,ok,w2_overlap
raw_lidar,none,0.564306,-1.507313,-0.471504,none,logistic,92,none,none,val3dity_valid,binary,local_plane_rms_m,none,0.528474,none,none,attributes_only,ok,w2_overlap
raw_lidar,none,1.268354,-0.655563,0.306396,none,logistic,92,none,none,val3dity_valid,binary,floater_frac,none,0.490795,none,none,attributes_only,ok,w2_overlap
raw_lidar,none,1.948595,-0.997321,0.475637,none,logistic,92,none,none,val3dity_valid,binary,label_proxy_frac_all,none,0.751509,none,none,attributes_only,ok,w2_overlap
raw_lidar,-0.198891,0.413557,-2.537439,-1.061941,-0.863050,logistic,85,none,none,val3dity_valid,binary,pt_density_m2_reg,none,0.752805,false,none,attributes_only,max_iter,w2_overlap_cook_excluded
raw_lidar,0.404352,2.302029,-0.573136,0.864447,0.460095,logistic,85,none,none,val3dity_valid,binary,coverage_frac_reg,none,0.733461,false,none,attributes_only,max_iter,w2_overlap_cook_excluded
raw_lidar,-0.471504,1.690165,-1.583040,0.053562,0.525066,logistic,85,none,none,val3dity_valid,binary,local_plane_rms_m,none,0.835001,true,none,attributes_only,max_iter,w2_overlap_cook_excluded
raw_lidar,0.306396,2.581308,-1.917441,0.331934,0.025538,logistic,85,none,none,val3dity_valid,binary,floater_frac,none,1.147640,false,none,attributes_only,max_iter,w2_overlap_cook_excluded
raw_lidar,0.475637,2971.225023,-1035.555950,967.834536,967.358899,logistic,85,none,none,val3dity_valid,binary,label_proxy_frac_all,none,1022.138004,false,none,attributes_only,max_iter,w2_overlap_cook_excluded
raw_lidar,none,1.499066,-0.205388,0.646839,none,logistic,93,none,none,val3dity_valid,binary,median_incidence_deg,none,0.434809,none,none,observation_only,ok,w2_overlap
raw_lidar,none,0.592764,-0.979539,-0.193387,none,logistic,93,none,none,val3dity_valid,binary,median_pair_angle_deg,none,0.401097,none,none,observation_only,ok,w2_overlap
raw_lidar,none,0.631334,-1.629818,-0.499242,none,logistic,93,none,none,val3dity_valid,binary,n_views_nadir,none,0.576825,none,none,observation_only,ok,w2_overlap
raw_lidar,none,1.522159,-0.479475,0.521342,none,logistic,93,none,none,val3dity_valid,binary,recon_score_median,none,0.510621,none,none,observation_only,ok,w2_overlap
raw_lidar,0.646839,2.299288,-1.111222,0.594033,-0.052806,logistic,86,none,none,val3dity_valid,binary,median_incidence_deg,none,0.870028,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_lidar,-0.193387,1.758666,-4.147601,-1.194467,-1.001080,logistic,86,none,none,val3dity_valid,binary,median_pair_angle_deg,none,1.506701,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_lidar,-0.499242,2.744331,-2.438878,0.152727,0.651969,logistic,86,none,none,val3dity_valid,binary,n_views_nadir,none,1.322247,true,none,observation_only,ok,w2_overlap_cook_excluded
raw_lidar,0.521342,2.680384,-4.138888,-0.729252,-1.250594,logistic,86,none,none,val3dity_valid,binary,recon_score_median,none,1.739610,true,none,observation_only,ok,w2_overlap_cook_excluded
raw_lidar,none,0.837705,-1.114806,-0.138550,none,logistic,92,none,none,val3dity_valid,binary,pt_density_m2_reg,none,0.498090,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,none,1.167711,-0.385759,0.390976,none,logistic,92,none,none,val3dity_valid,binary,coverage_frac_reg,none,0.396293,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,none,0.642817,-1.774909,-0.566046,none,logistic,92,none,none,val3dity_valid,binary,local_plane_rms_m,none,0.616767,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,none,1.305998,-0.793554,0.256222,none,logistic,92,none,none,val3dity_valid,binary,floater_frac,none,0.535600,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,none,1.966851,-1.149582,0.408635,none,logistic,92,none,none,val3dity_valid,binary,label_proxy_frac_all,none,0.795008,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,none,1.370775,-0.644363,0.363206,none,logistic,92,none,none,val3dity_valid,binary,median_incidence_deg,none,0.514066,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,none,0.801017,-0.974983,-0.086983,none,logistic,92,none,none,val3dity_valid,binary,median_pair_angle_deg,none,0.453061,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,none,0.629562,-1.883293,-0.626866,none,logistic,92,none,none,val3dity_valid,binary,n_views_nadir,none,0.641035,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,none,1.755896,-0.361265,0.697315,none,logistic,92,none,none,val3dity_valid,binary,recon_score_median,none,0.540092,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,-0.138550,1665.823740,-1784.648992,-59.412626,-59.274075,logistic,82,none,none,val3dity_valid,binary,pt_density_m2_reg,none,880.222636,false,none,attributes_plus_observation,max_iter,w2_overlap_cook_excluded
raw_lidar,0.390976,2349.513001,-2332.237162,8.637919,8.246943,logistic,82,none,none,val3dity_valid,binary,coverage_frac_reg,none,1194.324021,false,none,attributes_plus_observation,max_iter,w2_overlap_cook_excluded
raw_lidar,-0.566046,2215.673970,-2117.260896,49.206537,49.772583,logistic,82,none,none,val3dity_valid,binary,local_plane_rms_m,none,1105.340527,true,none,attributes_plus_observation,max_iter,w2_overlap_cook_excluded
raw_lidar,0.256222,2450.632600,-2475.043973,-12.205687,-12.461909,logistic,82,none,none,val3dity_valid,binary,floater_frac,none,1256.550146,true,none,attributes_plus_observation,max_iter,w2_overlap_cook_excluded
raw_lidar,0.408635,2297.786295,-2392.329834,-47.271769,-47.680404,logistic,82,none,none,val3dity_valid,binary,label_proxy_frac_all,none,1196.458196,true,none,attributes_plus_observation,max_iter,w2_overlap_cook_excluded
raw_lidar,0.363206,1641.167829,-1453.815926,93.675952,93.312746,logistic,82,none,none,val3dity_valid,binary,median_incidence_deg,none,789.536672,false,none,attributes_plus_observation,max_iter,w2_overlap_cook_excluded
raw_lidar,-0.086983,2239.401502,-2230.037175,4.682164,4.769147,logistic,82,none,none,val3dity_valid,binary,median_pair_angle_deg,none,1140.162928,true,none,attributes_plus_observation,max_iter,w2_overlap_cook_excluded
raw_lidar,-0.626866,2756.100697,-2790.237517,-17.068410,-16.441544,logistic,82,none,none,val3dity_valid,binary,n_views_nadir,none,1414.882198,false,none,attributes_plus_observation,max_iter,w2_overlap_cook_excluded
raw_lidar,0.697315,2577.040683,-2524.294772,26.372956,25.675641,logistic,82,none,none,val3dity_valid,binary,recon_score_median,none,1301.361085,false,none,attributes_plus_observation,max_iter,w2_overlap_cook_excluded
raw_lidar,none,0.456144,0.086221,0.271183,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,pt_density_m2_reg,none,0.094368,none,none,attributes_only,ok,w2_overlap
raw_lidar,none,0.037191,-0.312245,-0.137527,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,coverage_frac_reg,none,0.089142,none,none,attributes_only,ok,w2_overlap
raw_lidar,none,0.484004,0.112542,0.298273,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,local_plane_rms_m,none,0.094761,none,none,attributes_only,ok,w2_overlap
raw_lidar,none,0.038531,-0.318586,-0.140027,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,floater_frac,none,0.091101,none,none,attributes_only,ok,w2_overlap
raw_lidar,none,0.224878,-0.079091,0.072894,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,label_proxy_frac_all,none,0.077543,none,none,attributes_only,ok,w2_overlap
raw_lidar,0.271183,0.528988,0.096133,0.312561,0.041378,huber_rlm,83,none,none,rf_rmse_lod22,continuous,pt_density_m2_reg,none,0.110422,false,none,attributes_only,ok,w2_overlap_cook_excluded
raw_lidar,-0.137527,0.118270,-0.405350,-0.143540,-0.006013,huber_rlm,83,none,none,rf_rmse_lod22,continuous,coverage_frac_reg,none,0.133576,false,none,attributes_only,ok,w2_overlap_cook_excluded
raw_lidar,0.298273,0.459765,0.025842,0.242804,-0.055469,huber_rlm,83,none,none,rf_rmse_lod22,continuous,local_plane_rms_m,none,0.110695,false,none,attributes_only,ok,w2_overlap_cook_excluded
raw_lidar,-0.140027,0.122931,-0.377678,-0.127373,0.012654,huber_rlm,83,none,none,rf_rmse_lod22,continuous,floater_frac,none,0.127707,false,none,attributes_only,ok,w2_overlap_cook_excluded
raw_lidar,0.072894,0.287471,-0.112687,0.087392,0.014499,huber_rlm,83,none,none,rf_rmse_lod22,continuous,label_proxy_frac_all,none,0.102081,false,none,attributes_only,ok,w2_overlap_cook_excluded
raw_lidar,none,0.024098,-0.277842,-0.126872,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,median_incidence_deg,none,0.077026,none,none,observation_only,ok,w2_overlap
raw_lidar,none,0.382984,0.074608,0.228796,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,median_pair_angle_deg,none,0.078667,none,none,observation_only,ok,w2_overlap
raw_lidar,none,0.438839,-0.000733,0.219053,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,n_views_nadir,none,0.112136,none,none,observation_only,ok,w2_overlap
raw_lidar,none,0.094462,-0.349735,-0.127636,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,recon_score_median,none,0.113315,none,none,observation_only,ok,w2_overlap
raw_lidar,-0.126872,0.051453,-0.324538,-0.136543,-0.009670,huber_rlm,88,none,none,rf_rmse_lod22,continuous,median_incidence_deg,none,0.095916,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_lidar,0.228796,0.513463,0.125571,0.319517,0.090721,huber_rlm,88,none,none,rf_rmse_lod22,continuous,median_pair_angle_deg,none,0.098952,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_lidar,0.219053,0.699451,0.138627,0.419039,0.199986,huber_rlm,88,none,none,rf_rmse_lod22,continuous,n_views_nadir,none,0.143067,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_lidar,-0.127636,-0.031988,-0.590686,-0.311337,-0.183701,huber_rlm,88,none,none,rf_rmse_lod22,continuous,recon_score_median,none,0.142525,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_lidar,none,0.473691,0.094755,0.284223,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,pt_density_m2_reg,none,0.096667,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,none,0.054432,-0.302948,-0.124258,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,coverage_frac_reg,none,0.091169,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,none,0.481043,0.092836,0.286939,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,local_plane_rms_m,none,0.099032,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,none,0.055528,-0.309981,-0.127226,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,floater_frac,none,0.093242,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,none,0.207886,-0.101872,0.053007,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,label_proxy_frac_all,none,0.079020,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,none,0.231510,-0.118367,0.056571,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,median_incidence_deg,none,0.089254,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,none,0.244759,-0.086228,0.079266,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,median_pair_angle_deg,none,0.084436,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,none,0.425261,-0.009257,0.208002,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,n_views_nadir,none,0.110846,none,none,attributes_plus_observation,ok,w2_overlap
raw_lidar,none,0.067418,-0.382289,-0.157435,none,huber_rlm,92,none,none,rf_rmse_lod22,continuous,recon_score_median,none,0.114721,none,none,attributes_plus_observation,ok,w2_overlap
