arm,base_coef,ci_high,ci_low,coef,coef_delta_from_base,fit_type,n,note,ordinary_coef,outcome,outcome_kind,predictor,robust_coef,se,sign_flip_vs_base,sign_mismatch,spec,status,variant
raw_dense,none,2.726605,-0.365368,1.180618,none,logistic,123,none,none,val3dity_valid,binary,n_views_nadir,none,0.788769,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.975886,-2.344690,-0.684402,none,logistic,123,none,none,val3dity_valid,binary,recon_score_median,none,0.847086,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.415651,0.163684,0.289667,none,huber_rlm,122,none,none,rf_rmse_lod22,continuous,pt_density_m2_reg,none,0.064277,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.031896,-0.237270,-0.102687,none,huber_rlm,122,none,none,rf_rmse_lod22,continuous,coverage_frac_reg,none,0.068665,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.250600,0.063234,0.156917,none,huber_rlm,122,none,none,rf_rmse_lod22,continuous,local_plane_rms_m,none,0.047797,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.092096,-0.105735,-0.006819,none,huber_rlm,122,none,none,rf_rmse_lod22,continuous,floater_frac,none,0.050467,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.048877,-0.155340,-0.053231,none,huber_rlm,122,none,none,rf_rmse_lod22,continuous,label_proxy_frac_ground,none,0.052096,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.247784,0.035677,0.141730,none,huber_rlm,122,none,none,rf_rmse_lod22,continuous,median_incidence_deg,none,0.054109,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.180593,-0.035902,0.072345,none,huber_rlm,122,none,none,rf_rmse_lod22,continuous,median_pair_angle_deg,none,0.055228,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.224239,-0.061932,0.081154,none,huber_rlm,122,none,none,rf_rmse_lod22,continuous,n_views_nadir,none,0.073003,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,-0.016973,-0.292249,-0.154611,none,huber_rlm,122,none,none,rf_rmse_lod22,continuous,recon_score_median,none,0.070223,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.093578,-0.113621,-0.010022,none,huber_rlm,123,none,none,rf_roof_planes,continuous,pt_density_m2_reg,none,0.052857,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.256762,0.010122,0.133442,none,huber_rlm,123,none,none,rf_roof_planes,continuous,coverage_frac_reg,none,0.062918,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.205656,0.020097,0.112877,none,huber_rlm,123,none,none,rf_roof_planes,continuous,local_plane_rms_m,none,0.047337,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.058327,-0.115730,-0.028701,none,huber_rlm,123,none,none,rf_roof_planes,continuous,floater_frac,none,0.044402,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.148733,-0.051709,0.048512,none,huber_rlm,123,none,none,rf_roof_planes,continuous,label_proxy_frac_ground,none,0.051133,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.085391,-0.108041,-0.011325,none,huber_rlm,123,none,none,rf_roof_planes,continuous,median_incidence_deg,none,0.049345,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.266654,0.044546,0.155600,none,huber_rlm,123,none,none,rf_roof_planes,continuous,median_pair_angle_deg,none,0.056660,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,0.187673,-0.088874,0.049400,none,huber_rlm,123,none,none,rf_roof_planes,continuous,n_views_nadir,none,0.070548,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,-0.039248,-0.303641,-0.171444,none,huber_rlm,123,none,none,rf_roof_planes,continuous,recon_score_median,none,0.067447,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.116632,-6.855301,-3.369335,none,logistic,145,none,none,assembled,binary,pt_density_m2_reg,none,1.778554,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_lidar,none,2.286076,0.047111,1.166593,none,logistic,145,none,none,assembled,binary,coverage_frac_reg,none,0.571164,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_lidar,none,0.604059,-3.058725,-1.227333,none,logistic,145,none,none,assembled,binary,local_plane_rms_m,none,0.934384,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_lidar,none,1.669389,-0.706583,0.481403,none,logistic,145,none,none,assembled,binary,floater_frac,none,0.606115,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_lidar,none,1539.654724,-1491.000475,24.327125,none,logistic,145,none,none,assembled,binary,label_proxy_frac_ground,none,773.126326,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_lidar,none,0.068732,-5.777805,-2.854537,none,logistic,145,none,none,assembled,binary,median_incidence_deg,none,1.491463,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_lidar,none,2.866302,-1.239648,0.813327,none,logistic,145,none,none,assembled,binary,median_pair_angle_deg,none,1.047436,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_lidar,none,20.031469,-1.419848,9.305811,none,logistic,145,none,none,assembled,binary,n_views_nadir,none,5.472275,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_lidar,none,1.633545,-2.196656,-0.281555,none,logistic,145,none,none,assembled,binary,recon_score_median,none,0.977092,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_lidar,none,0.393857,-1.285730,-0.445936,none,logistic,138,none,none,val3dity_valid,binary,pt_density_m2_reg,none,0.428466,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,1.058537,-0.205532,0.426502,none,logistic,138,none,none,val3dity_valid,binary,coverage_frac_reg,none,0.322467,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.673989,-1.143449,-0.234730,none,logistic,138,none,none,val3dity_valid,binary,local_plane_rms_m,none,0.463632,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.747198,-0.620431,0.063384,none,logistic,138,none,none,val3dity_valid,binary,floater_frac,none,0.348885,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.367505,-0.906382,-0.269439,none,logistic,138,none,none,val3dity_valid,binary,label_proxy_frac_ground,none,0.324971,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.621328,-0.948565,-0.163619,none,logistic,138,none,none,val3dity_valid,binary,median_incidence_deg,none,0.400483,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.588382,-0.987524,-0.199571,none,logistic,138,none,none,val3dity_valid,binary,median_pair_angle_deg,none,0.402017,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.500131,-2.134708,-0.817288,none,logistic,138,none,none,val3dity_valid,binary,n_views_nadir,none,0.672153,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,2.408404,-0.238738,1.084833,none,logistic,138,none,none,val3dity_valid,binary,recon_score_median,none,0.675291,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.297543,0.027171,0.162357,none,huber_rlm,138,none,none,rf_rmse_lod22,continuous,pt_density_m2_reg,none,0.068972,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,-0.029561,-0.250281,-0.139921,none,huber_rlm,138,none,none,rf_rmse_lod22,continuous,coverage_frac_reg,none,0.056306,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.430825,0.177392,0.304109,none,huber_rlm,138,none,none,rf_rmse_lod22,continuous,local_plane_rms_m,none,0.064651,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.103281,-0.140229,-0.018474,none,huber_rlm,138,none,none,rf_rmse_lod22,continuous,floater_frac,none,0.062120,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.101934,-0.122712,-0.010389,none,huber_rlm,138,none,none,rf_rmse_lod22,continuous,label_proxy_frac_ground,none,0.057308,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.055771,-0.185888,-0.065058,none,huber_rlm,138,none,none,rf_rmse_lod22,continuous,median_incidence_deg,none,0.061648,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.175980,-0.085457,0.045261,none,huber_rlm,138,none,none,rf_rmse_lod22,continuous,median_pair_angle_deg,none,0.066693,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.599900,0.234137,0.417018,none,huber_rlm,138,none,none,rf_rmse_lod22,continuous,n_views_nadir,none,0.093307,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,-0.175400,-0.566262,-0.370831,none,huber_rlm,138,none,none,rf_rmse_lod22,continuous,recon_score_median,none,0.099710,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.083014,-0.121295,-0.019141,none,huber_rlm,138,none,none,rf_roof_planes,continuous,pt_density_m2_reg,none,0.052120,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,-0.202730,-0.378972,-0.290851,none,huber_rlm,138,none,none,rf_roof_planes,continuous,coverage_frac_reg,none,0.044960,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.172678,-0.025448,0.073615,none,huber_rlm,138,none,none,rf_roof_planes,continuous,local_plane_rms_m,none,0.050543,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,-0.029382,-0.225634,-0.127508,none,huber_rlm,138,none,none,rf_roof_planes,continuous,floater_frac,none,0.050064,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.259442,0.049625,0.154534,none,huber_rlm,138,none,none,rf_roof_planes,continuous,label_proxy_frac_ground,none,0.053525,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,-0.086915,-0.286129,-0.186522,none,huber_rlm,138,none,none,rf_roof_planes,continuous,median_incidence_deg,none,0.050820,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.269589,0.049546,0.159567,none,huber_rlm,138,none,none,rf_roof_planes,continuous,median_pair_angle_deg,none,0.056133,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,0.260693,-0.030049,0.115322,none,huber_rlm,138,none,none,rf_roof_planes,continuous,n_views_nadir,none,0.074169,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_lidar,none,-0.091761,-0.408255,-0.250008,none,huber_rlm,138,none,none,rf_roof_planes,continuous,recon_score_median,none,0.080738,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,8027.012714,-7628.714501,199.149106,none,logistic,24,none,none,assembled,binary,pt_density_m2_reg,none,3993.807963,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,4403.796831,-4360.942943,21.426944,none,logistic,24,none,none,assembled,binary,coverage_frac_reg,none,2235.903003,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,4208.538538,-4099.654709,54.441915,none,logistic,24,none,none,assembled,binary,local_plane_rms_m,none,2119.437053,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,6463.268467,-6102.472151,180.398158,none,logistic,24,none,none,assembled,binary,floater_frac,none,3205.546076,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,5711.943907,-5533.149541,89.397183,none,logistic,24,none,none,assembled,binary,label_proxy_frac_ground,none,2868.646288,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,5296.330358,-5159.425536,68.452411,none,logistic,24,none,none,assembled,binary,median_incidence_deg,none,2667.284667,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,8585.547868,-8211.609863,186.969002,none,logistic,24,none,none,assembled,binary,median_pair_angle_deg,none,4284.989217,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,5239.625263,-5371.420819,-65.897778,none,logistic,24,none,none,assembled,binary,n_views_nadir,none,2706.899511,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,11483.720875,-12069.164114,-292.721619,none,logistic,24,none,none,assembled,binary,recon_score_median,none,6008.389028,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,9377.429273,-8964.883362,206.272955,none,logistic,24,none,none,val3dity_valid,binary,pt_density_m2_reg,none,4679.161387,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,6042.733293,-5911.330605,65.701344,none,logistic,24,none,none,val3dity_valid,binary,coverage_frac_reg,none,3049.506097,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,4478.836474,-4355.926781,61.454846,none,logistic,24,none,none,val3dity_valid,binary,local_plane_rms_m,none,2253.766136,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,7698.711221,-7404.198677,147.256272,none,logistic,24,none,none,val3dity_valid,binary,floater_frac,none,3852.783137,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,7248.361319,-7127.004096,60.678611,none,logistic,24,none,none,val3dity_valid,binary,label_proxy_frac_ground,none,3667.185055,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,5155.352978,-5014.606741,70.373119,none,logistic,24,none,none,val3dity_valid,binary,median_incidence_deg,none,2594.377479,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,10396.633871,-9845.979877,275.326997,none,logistic,24,none,none,val3dity_valid,binary,median_pair_angle_deg,none,5163.932079,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,6373.161681,-6376.124589,-1.481454,none,logistic,24,none,none,val3dity_valid,binary,n_views_nadir,none,3252.368946,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,14457.471519,-15317.842806,-430.185644,none,logistic,24,none,none,val3dity_valid,binary,recon_score_median,none,7595.743450,none,none,label_ground_plus_observation,max_iter,label_ground_sensitivity
raw_acmp,none,1.221632,0.414480,0.818056,none,huber_rlm,21,none,none,rf_rmse_lod22,continuous,pt_density_m2_reg,none,0.205906,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,0.039949,-0.473090,-0.216570,none,huber_rlm,21,none,none,rf_rmse_lod22,continuous,coverage_frac_reg,none,0.130877,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,0.234483,-0.054424,0.090029,none,huber_rlm,21,none,none,rf_rmse_lod22,continuous,local_plane_rms_m,none,0.073701,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,0.221353,-0.534776,-0.156711,none,huber_rlm,21,none,none,rf_rmse_lod22,continuous,floater_frac,none,0.192890,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,0.784301,-0.043811,0.370245,none,huber_rlm,21,none,none,rf_rmse_lod22,continuous,label_proxy_frac_ground,none,0.211253,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,0.511786,0.134842,0.323314,none,huber_rlm,21,none,none,rf_rmse_lod22,continuous,median_incidence_deg,none,0.096159,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,0.611068,-0.066531,0.272269,none,huber_rlm,21,none,none,rf_rmse_lod22,continuous,median_pair_angle_deg,none,0.172857,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,0.077492,-0.358500,-0.140504,none,huber_rlm,21,none,none,rf_rmse_lod22,continuous,n_views_nadir,none,0.111222,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,-0.233405,-1.090735,-0.662070,none,huber_rlm,21,none,none,rf_rmse_lod22,continuous,recon_score_median,none,0.218707,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,0.471047,-1.986367,-0.757660,none,huber_rlm,24,none,none,rf_roof_planes,continuous,pt_density_m2_reg,none,0.626891,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,0.471339,-0.788135,-0.158398,none,huber_rlm,24,none,none,rf_roof_planes,continuous,coverage_frac_reg,none,0.321294,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,0.771553,-0.295729,0.237912,none,huber_rlm,24,none,none,rf_roof_planes,continuous,local_plane_rms_m,none,0.272266,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,1.327387,-0.640858,0.343264,none,huber_rlm,24,none,none,rf_roof_planes,continuous,floater_frac,none,0.502103,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,0.471035,-1.576700,-0.552832,none,huber_rlm,24,none,none,rf_roof_planes,continuous,label_proxy_frac_ground,none,0.522381,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,0.057338,-1.123467,-0.533064,none,huber_rlm,24,none,none,rf_roof_planes,continuous,median_incidence_deg,none,0.301226,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,1.223326,-0.739575,0.241875,none,huber_rlm,24,none,none,rf_roof_planes,continuous,median_pair_angle_deg,none,0.500740,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,1.201650,-0.574518,0.313566,none,huber_rlm,24,none,none,rf_roof_planes,continuous,n_views_nadir,none,0.453104,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_acmp,none,1.580796,-1.248815,0.165990,none,huber_rlm,24,none,none,rf_roof_planes,continuous,recon_score_median,none,0.721839,none,none,label_ground_plus_observation,ok,label_ground_sensitivity
raw_dense,none,1726.985501,-1001.760310,362.612595,none,logistic,93,none,none,assembled,binary,pt_density_m2_reg,none,696.108625,none,none,attributes_only,max_iter,w2_overlap
raw_dense,none,749.247174,-484.346620,132.450277,none,logistic,93,none,none,assembled,binary,coverage_frac_reg,none,314.692294,none,none,attributes_only,max_iter,w2_overlap
raw_dense,none,459.204487,-288.160492,85.521998,none,logistic,93,none,none,assembled,binary,local_plane_rms_m,none,190.654331,none,none,attributes_only,max_iter,w2_overlap
raw_dense,none,296.431788,-555.202359,-129.385285,none,logistic,93,none,none,assembled,binary,floater_frac,none,217.253609,none,none,attributes_only,max_iter,w2_overlap
raw_dense,none,360.385171,-624.428329,-132.021579,none,logistic,93,none,none,assembled,binary,label_proxy_frac_all,none,251.227933,none,none,attributes_only,max_iter,w2_overlap
raw_dense,none,-0.429806,-3.851541,-2.140673,none,logistic,93,none,none,assembled,binary,median_incidence_deg,none,0.872892,none,none,observation_only,ok,w2_overlap
raw_dense,none,2.734694,-1.609059,0.562818,none,logistic,93,none,none,assembled,binary,median_pair_angle_deg,none,1.108100,none,none,observation_only,ok,w2_overlap
raw_dense,none,8.687327,1.351082,5.019205,none,logistic,93,none,none,assembled,binary,n_views_nadir,none,1.871491,none,none,observation_only,ok,w2_overlap
raw_dense,none,-1.158215,-11.073936,-6.116075,none,logistic,93,none,none,assembled,binary,recon_score_median,none,2.529521,none,none,observation_only,ok,w2_overlap
raw_dense,-2.140673,1579.825032,-1615.620070,-17.897519,-15.756846,logistic,86,none,none,assembled,binary,median_incidence_deg,none,815.164567,false,none,observation_only,max_iter,w2_overlap_cook_excluded
raw_dense,0.562818,2131.494960,-2135.831767,-2.168404,-2.731221,logistic,86,none,none,assembled,binary,median_pair_angle_deg,none,1088.603757,true,none,observation_only,max_iter,w2_overlap_cook_excluded
raw_dense,5.019205,2418.872120,-2180.891805,118.990158,113.970953,logistic,86,none,none,assembled,binary,n_views_nadir,none,1173.409164,false,none,observation_only,max_iter,w2_overlap_cook_excluded
raw_dense,-6.116075,2470.347961,-2680.423526,-105.037782,-98.921707,logistic,86,none,none,assembled,binary,recon_score_median,none,1313.972318,false,none,observation_only,max_iter,w2_overlap_cook_excluded
raw_dense,none,2430.848619,-2440.569425,-4.860403,none,logistic,93,none,none,assembled,binary,pt_density_m2_reg,none,1242.708685,none,none,attributes_plus_observation,max_iter,w2_overlap
raw_dense,none,2291.205079,-2237.957473,26.623803,none,logistic,93,none,none,assembled,binary,coverage_frac_reg,none,1155.398610,none,none,attributes_plus_observation,max_iter,w2_overlap
raw_dense,none,2252.852978,-2213.624558,19.614210,none,logistic,93,none,none,assembled,binary,local_plane_rms_m,none,1139.407535,none,none,attributes_plus_observation,max_iter,w2_overlap
raw_dense,none,1849.801693,-1861.041545,-5.619926,none,logistic,93,none,none,assembled,binary,floater_frac,none,946.643683,none,none,attributes_plus_observation,max_iter,w2_overlap
raw_dense,none,1948.713207,-1978.027140,-14.656966,none,logistic,93,none,none,assembled,binary,label_proxy_frac_all,none,1001.719476,none,none,attributes_plus_observation,max_iter,w2_overlap
raw_dense,none,2425.449002,-2452.676260,-13.613629,none,logistic,93,none,none,assembled,binary,median_incidence_deg,none,1244.419710,none,none,attributes_plus_observation,max_iter,w2_overlap
raw_dense,none,2265.537067,-2291.427924,-12.945429,none,logistic,93,none,none,assembled,binary,median_pair_angle_deg,none,1162.491069,none,none,attributes_plus_observation,max_iter,w2_overlap
raw_dense,none,3227.468171,-3183.313723,22.077224,none,logistic,93,none,none,assembled,binary,n_views_nadir,none,1635.403544,none,none,attributes_plus_observation,max_iter,w2_overlap
raw_dense,none,3010.433911,-3148.760791,-69.163440,none,logistic,93,none,none,assembled,binary,recon_score_median,none,1571.223138,none,none,attributes_plus_observation,max_iter,w2_overlap
raw_dense,none,1.134216,-0.535426,0.299395,none,logistic,93,none,none,val3dity_valid,binary,pt_density_m2_reg,none,0.425929,none,none,attributes_only,ok,w2_overlap
raw_dense,none,0.814415,-0.887078,-0.036332,none,logistic,93,none,none,val3dity_valid,binary,coverage_frac_reg,none,0.434054,none,none,attributes_only,ok,w2_overlap
raw_dense,none,-0.165112,-1.703883,-0.934497,none,logistic,93,none,none,val3dity_valid,binary,local_plane_rms_m,none,0.392544,none,none,attributes_only,ok,w2_overlap
raw_dense,none,0.779732,-0.616700,0.081516,none,logistic,93,none,none,val3dity_valid,binary,floater_frac,none,0.356232,none,none,attributes_only,ok,w2_overlap
raw_dense,none,0.394183,-1.099762,-0.352790,none,logistic,93,none,none,val3dity_valid,binary,label_proxy_frac_all,none,0.381109,none,none,attributes_only,ok,w2_overlap
raw_dense,0.299395,2.154161,-0.509719,0.822221,0.522826,logistic,87,none,none,val3dity_valid,binary,pt_density_m2_reg,none,0.679561,false,none,attributes_only,max_iter,w2_overlap_cook_excluded
raw_dense,-0.036332,1.688899,-3.495117,-0.903109,-0.866777,logistic,87,none,none,val3dity_valid,binary,coverage_frac_reg,none,1.322453,false,none,attributes_only,max_iter,w2_overlap_cook_excluded
raw_dense,-0.934497,-0.074185,-2.227125,-1.150655,-0.216157,logistic,87,none,none,val3dity_valid,binary,local_plane_rms_m,none,0.549219,false,none,attributes_only,max_iter,w2_overlap_cook_excluded
raw_dense,0.081516,1.347967,-0.894013,0.226977,0.145461,logistic,87,none,none,val3dity_valid,binary,floater_frac,none,0.571934,false,none,attributes_only,max_iter,w2_overlap_cook_excluded
raw_dense,-0.352790,2247.888068,-1706.643493,270.622287,270.975077,logistic,87,none,none,val3dity_valid,binary,label_proxy_frac_all,none,1008.809072,true,none,attributes_only,max_iter,w2_overlap_cook_excluded
raw_dense,none,0.388080,-1.010852,-0.311386,none,logistic,93,none,none,val3dity_valid,binary,median_incidence_deg,none,0.356870,none,none,observation_only,ok,w2_overlap
raw_dense,none,0.476455,-1.296010,-0.409778,none,logistic,93,none,none,val3dity_valid,binary,median_pair_angle_deg,none,0.452160,none,none,observation_only,ok,w2_overlap
raw_dense,none,1.674127,-0.558318,0.557905,none,logistic,93,none,none,val3dity_valid,binary,n_views_nadir,none,0.569501,none,none,observation_only,ok,w2_overlap
raw_dense,none,0.674279,-2.101099,-0.713410,none,logistic,93,none,none,val3dity_valid,binary,recon_score_median,none,0.708004,none,none,observation_only,ok,w2_overlap
raw_dense,-0.311386,0.767578,-1.081057,-0.156740,0.154646,logistic,89,none,none,val3dity_valid,binary,median_incidence_deg,none,0.471591,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_dense,-0.409778,0.491497,-2.844006,-1.176254,-0.766477,logistic,89,none,none,val3dity_valid,binary,median_pair_angle_deg,none,0.850893,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_dense,0.557905,2.056933,-1.004502,0.526216,-0.031689,logistic,89,none,none,val3dity_valid,binary,n_views_nadir,none,0.780978,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_dense,-0.713410,1.048736,-3.692735,-1.321999,-0.608590,logistic,89,none,none,val3dity_valid,binary,recon_score_median,none,1.209559,false,none,observation_only,ok,w2_overlap_cook_excluded
raw_dense,none,1.215601,-0.649412,0.283095,none,logistic,93,none,none,val3dity_valid,binary,pt_density_m2_reg,none,0.475769,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.958100,-1.344604,-0.193252,none,logistic,93,none,none,val3dity_valid,binary,coverage_frac_reg,none,0.587425,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,-0.147346,-1.669477,-0.908411,none,logistic,93,none,none,val3dity_valid,binary,local_plane_rms_m,none,0.388299,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.686211,-0.647529,0.019341,none,logistic,93,none,none,val3dity_valid,binary,floater_frac,none,0.340240,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.584168,-1.097830,-0.256831,none,logistic,93,none,none,val3dity_valid,binary,label_proxy_frac_all,none,0.429081,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.717088,-1.130726,-0.206819,none,logistic,93,none,none,val3dity_valid,binary,median_incidence_deg,none,0.471381,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,0.678863,-1.311653,-0.316395,none,logistic,93,none,none,val3dity_valid,binary,median_pair_angle_deg,none,0.507785,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,2.550226,-0.837170,0.856528,none,logistic,93,none,none,val3dity_valid,binary,n_views_nadir,none,0.864132,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,none,1.134810,-2.296168,-0.580679,none,logistic,93,none,none,val3dity_valid,binary,recon_score_median,none,0.875250,none,none,attributes_plus_observation,ok,w2_overlap
raw_dense,0.283095,1.075092,-1.374455,-0.149681,-0.432776,logistic,85,none,none,val3dity_valid,binary,pt_density_m2_reg,none,0.624884,true,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,-0.193252,3.798940,-5.770697,-0.985879,-0.792626,logistic,85,none,none,val3dity_valid,binary,coverage_frac_reg,none,2.441234,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,-0.908411,-0.064717,-3.600287,-1.832502,-0.924090,logistic,85,none,none,val3dity_valid,binary,local_plane_rms_m,none,0.901931,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,0.019341,0.653411,-1.260118,-0.303354,-0.322694,logistic,85,none,none,val3dity_valid,binary,floater_frac,none,0.488145,true,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
raw_dense,-0.256831,0.347014,-3.004080,-1.328533,-1.071702,logistic,85,none,none,val3dity_valid,binary,label_proxy_frac_all,none,0.854871,false,none,attributes_plus_observation,ok,w2_overlap_cook_excluded
