building_id,arm,input_kind,outcome_source,crs_xy,clip_source,fallback_clip_source,no_points_recode,robust_exclude,robust_exclude_reason,manual_label,manual_label_available,footprint_area_m2,ref_roof_planes,pt_density_m2,coverage_frac,pt_density_m2_reg,coverage_frac_reg,local_plane_rms_m,m3c2_rms_m,floater_frac,label_proxy_frac_all,label_proxy_frac_ground,attr_missing_local_rms,attr_missing_m3c2,attr_missing_floater,attr_missing_label_all,attr_missing_label_ground,median_incidence_deg,median_pair_angle_deg,n_views_nadir,recon_score_median,assembled,val3dity_valid,rf_rmse_lod22,rf_roof_planes,run2_available,run2_assembled,run2_val3dity_valid,run2_rf_rmse_lod22,run2_rf_roof_planes,stratum_complexity_ref_roof_planes,stratum_size_area,stratum_observation_recon_score
DEBY_LOD2_108247351,raw_acmp,ACMP,gen_8way_raw_acmp,EPSG:25832,existing_mob_eval_clip,false,false,false,none,복합(저조도+가림),true,65.278500,1.000000,4.258676,0.330769,4.258676,0.330769,0.194245,9.167234,1.000000,0.046763,1.000000,false,false,false,false,false,77.650000,31.160000,0.000000,74.873000,1,1,9.961657,2.000000,false,none,none,none,none,low,low,mid
DEBY_LOD2_108247351,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,복합(저조도+가림),true,65.278500,1.000000,18.444051,1.000000,18.444051,1.000000,0.174076,none,0.098837,0.000000,0.000000,false,true,false,false,false,77.650000,31.160000,0.000000,74.873000,1,1,1.630903,5.000000,false,none,none,none,none,low,low,mid
DEBY_LOD2_108247714,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,false,none,none,false,34.270400,1.000000,48.000607,0.985401,48.000607,0.985401,0.258895,none,0.017021,0.000000,0.000000,false,true,false,false,false,71.530000,31.630000,5.290000,161.742000,1,1,1.325772,6.000000,true,1,1,1.325772,6.000000,low,low,high
DEBY_LOD2_108247714,raw_lidar,LiDAR,w2_1,EPSG:25832,fallback_als_footprint_clip,true,false,false,none,none,false,34.270400,1.000000,0.408516,0.058394,0.408516,0.058394,none,none,0.000000,0.000000,0.000000,true,true,false,false,false,71.530000,31.630000,5.290000,161.742000,0,1,none,none,true,0,1,none,none,low,low,high
DEBY_LOD2_108250120,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,false,none,none,false,46.818150,1.000000,8.693210,0.308511,8.693210,0.308511,0.094229,4.140696,0.729730,0.000000,0.000000,false,false,false,false,false,84.800000,36.130000,1.110000,123.376000,1,1,4.417711,3.000000,false,none,none,none,none,low,low,high
DEBY_LOD2_108250120,raw_lidar,LiDAR,w2_1,EPSG:25832,fallback_als_footprint_clip,true,false,false,none,none,false,46.818150,1.000000,15.805836,0.978723,15.805836,0.978723,0.223594,none,0.036486,0.000000,none,false,true,false,false,true,84.800000,36.130000,1.110000,123.376000,1,0,2.662394,4.000000,false,none,none,none,none,low,low,high
DEBY_LOD2_108580335,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,false,none,none,false,1020.870370,10.000000,150.483357,1.000000,150.483357,1.000000,0.164154,0.397904,0.008827,0.000000,0.000000,false,false,false,false,false,83.720000,41.410000,4.530000,110.809000,1,1,1.054082,58.000000,true,1,0,1.057287,59.000000,high,high,mid
DEBY_LOD2_108580335,raw_lidar,LiDAR,w2_1,EPSG:25832,fallback_als_footprint_clip,true,false,false,none,none,false,1020.870370,10.000000,10.893646,0.995347,10.893646,0.995347,0.123189,none,0.001259,0.000000,none,false,true,false,false,true,83.720000,41.410000,4.530000,110.809000,1,1,1.128500,23.000000,true,1,1,1.128500,23.000000,high,high,mid
DEBY_LOD2_108580336,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,false,none,none,false,4799.452335,17.000000,365.950712,1.000000,365.950712,1.000000,0.224181,0.487113,0.082760,0.063214,0.939656,false,false,false,false,false,81.790000,51.530000,2.510000,69.916000,1,1,2.800447,185.000000,true,1,1,2.518851,162.000000,high,high,mid
DEBY_LOD2_108580336,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,4799.452335,17.000000,18.715677,0.998802,18.715677,0.998802,0.155525,none,0.032296,0.155335,0.959959,false,true,false,false,false,81.790000,51.530000,2.510000,69.916000,1,0,1.779162,64.000000,true,1,1,1.704130,65.000000,high,high,mid
DEBY_LOD2_42364607,raw_dense,DIM,w2_1,EPSG:25832,existing_mob_eval_clip,false,true,false,none,가림,true,90.440800,1.000000,none,none,0.000000,0.000000,none,none,none,none,none,true,true,true,true,true,80.200000,25.450000,0.000000,81.117000,0,1,none,0.000000,false,none,none,none,none,low,low,mid
DEBY_LOD2_42364607,raw_acmp,ACMP,gen_8way_raw_acmp,EPSG:25832,existing_mob_eval_clip,false,false,false,none,가림,true,90.440800,1.000000,0.143740,0.022161,0.143740,0.022161,none,none,1.000000,0.153846,1.000000,true,true,false,false,false,80.200000,25.450000,0.000000,81.117000,0,0,none,0.000000,false,none,none,none,none,low,low,mid
DEBY_LOD2_42364607,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,가림,true,90.440800,1.000000,17.856985,1.000000,17.856985,1.000000,0.099919,none,0.008050,0.000000,0.000000,false,true,false,false,false,80.200000,25.450000,0.000000,81.117000,1,0,0.852706,4.000000,false,none,none,none,none,low,low,mid
DEBY_LOD2_42364609,raw_dense,DIM,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,16.445355,1.000000,30.768567,0.835821,30.768567,0.835821,0.051754,0.122094,0.000000,0.905138,1.000000,false,false,false,false,false,78.050000,32.100000,0.000000,114.120000,0,1,0.000000,1.000000,true,0,1,0.000000,1.000000,low,low,mid
DEBY_LOD2_42364609,raw_acmp,ACMP,gen_8way_raw_acmp,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,16.445355,1.000000,86.528993,0.940299,86.528993,0.940299,0.007896,0.446506,0.000703,0.000000,0.000000,false,false,false,false,false,78.050000,32.100000,0.000000,114.120000,0,0,none,0.000000,false,none,none,none,none,low,low,mid
DEBY_LOD2_42364609,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,16.445355,1.000000,21.221798,1.000000,21.221798,1.000000,0.177931,none,0.002865,0.000000,0.000000,false,true,false,false,false,78.050000,32.100000,0.000000,114.120000,1,1,0.612323,1.000000,true,1,1,0.612324,1.000000,low,low,mid
DEBY_LOD2_42364657,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,false,none,none,false,107.301025,1.000000,55.768340,0.990676,55.768340,0.990676,0.109302,0.204275,0.000000,0.310160,0.842105,false,false,false,false,false,85.770000,32.400000,0.000000,81.005000,1,1,0.438611,7.000000,true,1,1,0.438611,7.000000,low,low,mid
DEBY_LOD2_42364657,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,107.301025,1.000000,17.092101,1.000000,17.092101,1.000000,0.077902,none,0.017993,0.000000,0.000000,false,true,false,false,false,85.770000,32.400000,0.000000,81.005000,1,1,0.808757,2.000000,true,1,1,0.808757,2.000000,low,low,mid
DEBY_LOD2_42364659,raw_dense,DIM,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,66.099624,2.000000,102.012683,1.000000,102.012683,1.000000,0.165765,0.578050,0.296011,0.574373,1.000000,false,false,false,false,false,80.120000,29.510000,10.670000,197.061000,0,1,0.000000,5.000000,true,0,1,0.000000,5.000000,low,low,high
DEBY_LOD2_42364659,raw_acmp,ACMP,gen_8way_raw_acmp,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,66.099624,2.000000,222.603384,1.000000,222.603384,1.000000,0.170656,2.890066,0.334851,0.001019,0.001872,false,false,false,false,false,80.120000,29.510000,10.670000,197.061000,1,1,8.248169,3.000000,false,none,none,none,none,low,low,high
DEBY_LOD2_42364659,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,66.099624,2.000000,12.829120,0.977273,12.829120,0.977273,0.075507,none,0.101415,0.678066,0.986278,false,true,false,false,false,80.120000,29.510000,10.670000,197.061000,1,1,0.341322,3.000000,true,1,1,0.341322,3.000000,low,low,high
DEBY_LOD2_42364661,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,false,none,none,false,58.559771,1.000000,36.697548,0.805085,36.697548,0.805085,0.101024,0.116482,0.000000,0.169381,0.881356,false,false,false,false,false,85.970000,34.760000,0.000000,90.953000,0,none,none,none,false,none,none,none,none,low,low,mid
DEBY_LOD2_42364661,raw_lidar,LiDAR,w2_1,EPSG:25832,fallback_als_footprint_clip,true,false,false,none,none,false,58.559771,1.000000,18.681767,1.000000,18.681767,1.000000,0.158323,none,0.000000,0.000000,none,false,true,false,false,true,85.970000,34.760000,0.000000,90.953000,0,none,none,none,false,none,none,none,none,low,low,mid
DEBY_LOD2_42364663,raw_dense,DIM,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,true,ref_shape_confirmed,none,false,42.214834,1.000000,2373.928558,1.000000,2373.928558,1.000000,0.199295,0.247258,0.085915,0.000000,0.000000,false,false,false,false,false,72.610000,37.650000,4.830000,143.837000,1,1,12.051188,3.000000,true,0,1,0.000000,2.000000,low,low,high
DEBY_LOD2_42364663,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,true,ref_shape_confirmed,none,false,42.214834,1.000000,20.064037,0.994083,20.064037,0.994083,0.259989,none,0.048406,0.000000,0.000000,false,true,false,false,false,72.610000,37.650000,4.830000,143.837000,1,1,8.291080,4.000000,true,1,1,8.291080,4.000000,low,low,high
DEBY_LOD2_42364665,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,false,none,none,false,49.277010,1.000000,947.378910,1.000000,947.378910,1.000000,0.253424,0.085685,0.101405,0.000000,0.000000,false,false,false,false,false,67.180000,35.150000,4.170000,154.321000,1,1,2.119400,3.000000,true,1,1,2.119400,3.000000,low,low,high
DEBY_LOD2_42364665,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,49.277010,1.000000,32.652143,1.000000,32.652143,1.000000,0.234228,none,0.006215,0.000000,0.000000,false,true,false,false,false,67.180000,35.150000,4.170000,154.321000,1,1,7.620843,6.000000,true,1,1,7.620843,6.000000,low,low,high
DEBY_LOD2_42364667,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,true,ref_shape_likely,none,false,45.705169,1.000000,1502.521536,1.000000,1502.521536,1.000000,0.252722,0.102012,0.029400,0.000000,0.000000,false,false,false,false,false,64.010000,36.540000,4.160000,147.648000,1,1,3.082796,4.000000,true,1,1,3.082797,4.000000,low,low,high
DEBY_LOD2_42364667,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,true,ref_shape_likely,none,false,45.705169,1.000000,32.381458,1.000000,32.381458,1.000000,0.271901,none,0.003378,0.000000,0.000000,false,true,false,false,false,64.010000,36.540000,4.160000,147.648000,1,1,6.062653,7.000000,true,1,1,6.099053,7.000000,low,low,high
DEBY_LOD2_4906965,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,false,none,none,false,2621.276850,18.000000,1287.380232,1.000000,1287.380232,1.000000,0.152991,0.435347,0.180633,0.000000,0.000000,false,false,false,false,false,67.100000,37.970000,4.150000,128.726000,1,1,2.589772,105.000000,true,1,1,2.536858,99.000000,high,high,high
DEBY_LOD2_4906965,raw_lidar,LiDAR,w2_1,EPSG:25832,fallback_als_footprint_clip,true,false,false,none,none,false,2621.276850,18.000000,21.775266,0.996471,21.775266,0.996471,0.149193,none,0.084865,0.000000,none,false,true,false,false,true,67.100000,37.970000,4.150000,128.726000,1,0,2.802819,90.000000,true,1,0,2.721293,89.000000,high,high,high
DEBY_LOD2_4906966,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,false,none,none,false,1437.020800,6.000000,1322.751904,1.000000,1322.751904,1.000000,0.139405,0.323227,0.003002,0.000000,0.000000,false,false,false,false,false,73.010000,40.840000,4.790000,119.250000,1,1,2.914047,28.000000,true,1,1,2.911231,25.000000,high,high,high
DEBY_LOD2_4906966,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,1437.020800,6.000000,20.726214,0.995304,20.726214,0.995304,0.117594,none,0.006715,0.000000,0.000000,false,true,false,false,false,73.010000,40.840000,4.790000,119.250000,1,1,2.627158,13.000000,true,1,1,2.640909,13.000000,high,high,high
DEBY_LOD2_4906967,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,false,none,none,false,2568.093900,23.000000,793.410241,0.998832,793.410241,0.998832,0.172929,0.889874,0.062097,0.065777,0.946972,false,false,false,false,false,71.040000,38.340000,4.720000,136.418000,1,0,1.258207,106.000000,true,1,0,1.291099,116.000000,high,high,high
DEBY_LOD2_4906967,raw_lidar,LiDAR,w2_1,EPSG:25832,fallback_als_footprint_clip,true,false,false,none,none,false,2568.093900,23.000000,16.935518,0.957936,16.935518,0.957936,0.170228,none,0.037432,0.000000,none,false,true,false,false,true,71.040000,38.340000,4.720000,136.418000,1,0,1.592779,63.000000,true,1,0,1.592272,63.000000,high,high,high
DEBY_LOD2_4906968,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,false,none,none,false,1781.396100,8.000000,429.739349,0.982599,429.739349,0.982599,0.243118,0.908977,0.173050,0.000000,0.000000,false,false,false,false,false,75.940000,41.630000,3.830000,105.376000,1,0,3.307856,158.000000,true,1,1,3.566601,144.000000,high,high,mid
DEBY_LOD2_4906968,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,1781.396100,8.000000,18.347407,0.997474,18.347407,0.997474,0.126951,none,0.063793,0.000000,0.000000,false,true,false,false,false,75.940000,41.630000,3.830000,105.376000,1,1,0.757025,12.000000,true,1,1,0.892403,14.000000,high,high,mid
DEBY_LOD2_4906969,raw_dense,DIM,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,173.372050,3.000000,253.812538,1.000000,253.812538,1.000000,0.265850,0.361586,0.192233,0.000000,0.000000,false,false,false,false,false,74.370000,41.020000,4.310000,124.098000,1,0,0.898575,27.000000,true,1,1,0.941262,29.000000,mid,mid,high
DEBY_LOD2_4906969,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,173.372050,3.000000,19.593700,0.995671,19.593700,0.995671,0.226306,none,0.070651,0.000000,0.000000,false,true,false,false,false,74.370000,41.020000,4.310000,124.098000,1,1,1.427871,4.000000,true,1,1,1.441014,6.000000,mid,mid,high
DEBY_LOD2_4906970,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,false,none,none,false,154.490750,2.000000,839.021106,1.000000,839.021106,1.000000,0.199360,0.241287,0.011804,0.000000,0.000000,false,false,false,false,false,60.290000,29.330000,4.100000,180.271000,1,1,3.354729,9.000000,true,1,1,3.325534,7.000000,low,mid,high
DEBY_LOD2_4906970,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,154.490750,2.000000,19.845848,0.954839,19.845848,0.954839,0.169197,none,0.019896,0.000000,0.000000,false,true,false,false,false,60.290000,29.330000,4.100000,180.271000,1,1,4.444397,11.000000,true,1,1,4.444397,11.000000,low,mid,high
DEBY_LOD2_4906972,raw_dense,DIM,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,371.012450,3.000000,418.050661,1.000000,418.050661,1.000000,0.174053,0.109286,0.000374,0.000000,0.000000,false,false,false,false,false,64.610000,35.050000,6.970000,158.726000,1,1,2.411079,3.000000,true,1,1,2.339207,6.000000,mid,high,high
DEBY_LOD2_4906972,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,371.012450,3.000000,21.568009,0.999325,21.568009,0.999325,0.163075,none,0.000000,0.000000,0.000000,false,true,false,false,false,64.610000,35.050000,6.970000,158.726000,1,1,2.786657,6.000000,true,1,1,2.821606,7.000000,mid,high,high
DEBY_LOD2_4906973,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,false,none,none,false,55.295100,1.000000,211.917512,1.000000,211.917512,1.000000,0.273939,0.877554,0.264209,0.000000,0.000000,false,false,false,false,false,72.920000,33.970000,6.700000,167.405000,1,1,1.409348,6.000000,true,1,1,1.411018,6.000000,low,low,high
DEBY_LOD2_4906973,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,55.295100,1.000000,16.041204,0.981982,16.041204,0.981982,0.186555,none,0.051860,0.000000,0.000000,false,true,false,false,false,72.920000,33.970000,6.700000,167.405000,1,1,3.148789,3.000000,true,1,1,3.117828,3.000000,low,low,high
DEBY_LOD2_4906974,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,false,none,none,false,315.333100,3.000000,323.343791,1.000000,323.343791,1.000000,0.189708,0.111202,0.017105,0.000000,0.000000,false,false,false,false,false,71.320000,35.760000,6.270000,148.320000,1,1,1.684669,6.000000,true,1,1,1.630270,6.000000,mid,high,high
DEBY_LOD2_4906974,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,315.333100,3.000000,19.087752,0.999209,19.087752,0.999209,0.132895,none,0.007144,0.000000,0.000000,false,true,false,false,false,71.320000,35.760000,6.270000,148.320000,1,1,1.705546,4.000000,true,1,1,1.677954,4.000000,mid,high,high
DEBY_LOD2_4906975,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,false,none,none,false,1805.637350,6.000000,235.922789,0.999862,235.922789,0.999862,0.208934,0.581103,0.120848,0.440343,0.978309,false,false,false,false,false,73.270000,37.680000,4.290000,141.185000,1,0,1.676491,128.000000,true,1,0,2.017008,127.000000,high,high,high
DEBY_LOD2_4906975,raw_lidar,LiDAR,w2_1,EPSG:25832,fallback_als_footprint_clip,true,false,false,none,none,false,1805.637350,6.000000,18.814963,0.996402,18.814963,0.996402,0.176054,none,0.081123,0.000000,0.000000,false,true,false,false,false,73.270000,37.680000,4.290000,141.185000,1,1,1.574317,27.000000,true,1,0,1.524400,26.000000,high,high,high
DEBY_LOD2_4906976,raw_dense,DIM,w2_1,EPSG:25832,fallback_dim_footprint_clip,true,false,false,none,none,false,273.084700,3.000000,620.053046,1.000000,620.053046,1.000000,0.152063,0.136818,0.002882,0.000000,0.000000,false,false,false,false,false,70.520000,36.650000,3.170000,150.624000,1,1,2.636365,15.000000,true,1,1,2.607547,14.000000,mid,mid,high
DEBY_LOD2_4906976,raw_lidar,LiDAR,w2_1,EPSG:25832,existing_mob_eval_clip,false,false,false,none,none,false,273.084700,3.000000,21.330378,0.998175,21.330378,0.998175,0.178288,none,0.000000,0.240515,0.894065,false,true,false,false,false,70.520000,36.650000,3.170000,150.624000,1,1,3.184427,9.000000,true,1,1,3.184427,9.000000,mid,mid,high
