building_id,footprint_area_m2,small_lt50_candidate,texture_low_gradient_fraction,texture_threshold,texture_sufficient,mast3r_correspondence_count,correspondence_threshold,correspondence_at_or_above_threshold,outline_inframe_frac_max,outline_valid_pixel_count_max,outline_inframe_threshold,outline_pixel_threshold,outline_observable,formula_assignment,map_assignment,assignment_record_status,calibration_seed,calibration_or_validation,dense_assembled,projection_reference_height_used,crs,learning_runs_started
DEBY_LOD2_4908167,33.592000,true,0.729000,0.721000,false,12,6.000000,true,1.000000,47,0.999999,21.000000,true,2층,판별불가,complete,20260716,validation,0,true,EPSG:25832,0
DEBY_LOD2_4908170,72.814000,false,0.603000,0.721000,true,0,6.000000,false,1.000000,76,0.999999,21.000000,true,1층,1층,complete,20260716,calibration,0,true,EPSG:25832,0
DEBY_LOD2_4908172,39.803000,true,0.633000,0.721000,true,0,6.000000,false,1.000000,67,0.999999,21.000000,true,1층,판별불가,complete,20260716,not_manual,0,true,EPSG:25832,0
DEBY_LOD2_4908176,35.621000,true,0.293000,0.721000,true,0,6.000000,false,1.000000,48,0.999999,21.000000,true,1층,판별불가,complete,20260716,not_manual,0,true,EPSG:25832,0
DEBY_LOD2_4908178,113.412000,false,0.406000,0.721000,true,0,6.000000,false,1.000000,87,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4908179,118.250000,false,0.429000,0.721000,true,0,6.000000,false,1.000000,106,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,0,true,EPSG:25832,0
DEBY_LOD2_4908351,55.188000,false,0.645000,0.721000,true,0,6.000000,false,1.000000,69,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4908353,145.523000,false,0.566000,0.721000,true,4,6.000000,false,1.000000,102,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959314,833.102000,false,0.433000,0.721000,true,3,6.000000,false,1.000000,350,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,0,true,EPSG:25832,0
DEBY_LOD2_4959320,4781.938000,false,0.484000,0.721000,true,0,6.000000,false,1.000000,917,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959322,391.506000,false,0.645000,0.721000,true,12,6.000000,true,1.000000,166,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959323,1358.777000,false,0.301000,0.721000,true,1,6.000000,false,1.000000,366,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959324,44.051000,true,0.676000,0.721000,true,0,6.000000,false,1.000000,61,0.999999,21.000000,true,1층,판별불가,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959325,825.008000,false,0.372000,0.721000,true,0,6.000000,false,1.000000,230,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959326,1821.695000,false,0.544000,0.721000,true,0,6.000000,false,1.000000,393,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959327,495.180000,false,0.127000,0.721000,true,1234,6.000000,true,1.000000,229,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959336,609.047000,false,0.290000,0.721000,true,0,6.000000,false,1.000000,223,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959340,384.723000,false,0.546000,0.721000,true,0,6.000000,false,1.000000,179,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959457,1371.824000,false,0.553000,0.721000,true,839,6.000000,true,1.000000,302,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959458,601.391000,false,0.599000,0.721000,true,1289,6.000000,true,1.000000,226,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959459,372.990000,false,0.259000,0.721000,true,1264,6.000000,true,1.000000,179,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959460,4699.410000,false,0.355000,0.721000,true,0,6.000000,false,1.000000,830,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959461,906.402000,false,0.433000,0.721000,true,0,6.000000,false,1.000000,248,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959463,61.305000,false,0.787000,0.721000,false,0,6.000000,false,1.000000,69,0.999999,21.000000,true,2층-경계,2층-경계,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959464,219.352000,false,0.691000,0.721000,true,1699,6.000000,true,1.000000,137,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959465,212.270000,false,0.613000,0.721000,true,0,6.000000,false,1.000000,157,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,0,true,EPSG:25832,0
DEBY_LOD2_4959753,49.793000,true,0.474000,0.721000,true,42,6.000000,true,1.000000,58,0.999999,21.000000,true,1층,판별불가,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_4959758,116.969000,false,0.501000,0.721000,true,0,6.000000,false,1.000000,113,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,0,true,EPSG:25832,0
DEBY_LOD2_4959759,59.047000,false,0.510000,0.721000,true,0,6.000000,false,1.000000,68,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,0,true,EPSG:25832,0
DEBY_LOD2_4959793,193.930000,false,0.779000,0.721000,false,1322,6.000000,true,1.000000,114,0.999999,21.000000,true,2층,2층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_60042,3629.750000,false,0.437000,0.721000,true,44,6.000000,true,1.000000,920,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_60097,161.023000,false,0.615000,0.721000,true,0,6.000000,false,1.000000,102,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_60098,195.930000,false,0.544000,0.721000,true,0,6.000000,false,1.000000,117,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_60109,1838.387000,false,0.403000,0.721000,true,239,6.000000,true,1.000000,366,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,0,true,EPSG:25832,0
DEBY_LOD2_8568391,55.535000,false,0.536000,0.721000,true,0,6.000000,false,1.000000,63,0.999999,21.000000,true,1층,1층,complete,20260716,validation,0,true,EPSG:25832,0
DEBY_LOD2_8573617,34.758000,true,0.556000,0.721000,true,0,6.000000,false,1.000000,50,0.999999,21.000000,true,1층,판별불가,complete,20260716,not_manual,0,true,EPSG:25832,0
DEBY_LOD2_8573847,696.578000,false,0.323000,0.721000,true,0,6.000000,false,1.000000,243,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,0,true,EPSG:25832,0
DEBY_LOD2_8573848,1780.969000,false,0.205000,0.721000,true,170,6.000000,true,1.000000,474,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
DEBY_LOD2_8573849,840.703000,false,0.568000,0.721000,true,0,6.000000,false,1.000000,374,0.999999,21.000000,true,1층,1층,complete,20260716,not_manual,1,true,EPSG:25832,0
