building_id,lowtex_valid,roof_lowtex_v5,roof_grad_p10_v5,roof_sat_frac_v5,lowtex_v5_view,lowtex_v5_zenith_deg,lowtex_v5_frame_r,lowtex_v5_inframe_frac,lowtex_v5_area_px,lowtex_v5_delta_from_v4,roof_lowtex_v4,footprint_area_m2
DEBY_LOD2_4908354,valid,0.29,0.0088,0.0,DJI_20241217084643_0125_D.JPG,11.517,0.381,1.0,75716,0.183,0.107,29.19
DEBY_LOD2_4959314,valid,0.433,0.0055,0.0003,DJI_20241217103053_0003_D.JPG,81.556,0.824,1.0,5770,0.167,0.266,833.1
DEBY_LOD2_4959320,valid,0.484,0.0044,0.0,DJI_20241217103059_0006_D.JPG,83.964,0.501,1.0,36090,-0.026,0.51,4781.94
DEBY_LOD2_4959322,valid,0.645,0.0044,0.0,DJI_20241217084243_0005_D.JPG,11.874,0.712,1.0,122541,0.288,0.357,391.51
DEBY_LOD2_4959323,valid,0.301,0.0098,0.0003,DJI_20241217101148_0023_D.JPG,73.499,0.66,1.0,142041,-0.302,0.603,1358.78
DEBY_LOD2_4959324,valid,0.676,0.0044,0.0,DJI_20241217084253_0010_D.JPG,5.796,0.29,1.0,79215,0.04,0.636,44.05
DEBY_LOD2_4959325,valid,0.372,0.0044,0.0053,DJI_20241217091143_0114_D.JPG,2.444,0.664,1.0,253247,-0.024,0.396,825.01
DEBY_LOD2_4959326,valid,0.544,0.0039,0.0002,DJI_20241217094917_0005_D.JPG,85.608,0.617,1.0,20664,0.102,0.442,1821.69
DEBY_LOD2_4959327,valid,0.127,0.0181,0.0,DJI_20241217091011_0068_D.JPG,15.17,0.788,1.0,153964,-0.064,0.191,495.18
DEBY_LOD2_4959336,valid,0.29,0.0078,0.0121,DJI_20241217100120_0046_D.JPG,84.243,0.337,1.0,24811,-0.054,0.344,609.05
DEBY_LOD2_4959340,valid,0.546,0.0028,0.0,DJI_20241217091219_0132_D.JPG,10.333,0.698,1.0,88157,-0.056,0.602,384.72
DEBY_LOD2_4959457,valid,0.553,0.0062,0.0,DJI_20241217101550_0012_D.JPG,65.869,0.813,1.0,40644,0.239,0.314,1371.82
DEBY_LOD2_4959458,valid,0.599,0.0044,0.0019,DJI_20241217084451_0069_D.JPG,6.408,0.804,1.0,83995,0.235,0.364,601.39
DEBY_LOD2_4959459,valid,0.259,0.0106,0.0,DJI_20241217084445_0066_D.JPG,6.702,0.596,1.0,78560,-0.259,0.518,372.99
DEBY_LOD2_4959460,valid,0.355,0.0059,0.016,DJI_20241217095057_0055_D.JPG,85.438,0.74,1.0,8621,0.117,0.238,4699.41
DEBY_LOD2_4959461,valid,0.433,0.0044,0.0,DJI_20241217091027_0076_D.JPG,7.293,0.816,1.0,224362,0.153,0.28,906.4
DEBY_LOD2_4959463,valid,0.787,0.0028,0.0,DJI_20241217090959_0062_D.JPG,6.497,0.267,1.0,113906,-0.059,0.846,61.3
DEBY_LOD2_4959464,valid,0.691,0.0039,0.0015,DJI_20241217091001_0063_D.JPG,11.005,0.601,1.0,117941,0.203,0.488,219.35
DEBY_LOD2_4959465,valid,0.613,0.0044,0.0066,DJI_20241217090955_0060_D.JPG,21.909,0.797,1.0,119040,0.139,0.474,212.27
DEBY_LOD2_4959753,valid,0.474,0.0044,0.0,DJI_20241217091003_0064_D.JPG,2.864,0.168,1.0,125487,0.089,0.385,49.79
DEBY_LOD2_4959758,valid,0.501,0.0071,0.0,DJI_20241217091141_0113_D.JPG,62.638,0.708,1.0,7474,-0.118,0.619,116.97
DEBY_LOD2_4959759,valid,0.51,0.0028,0.0,DJI_20241217091237_0141_D.JPG,60.0,0.636,1.0,16972,0.131,0.379,59.05
DEBY_LOD2_4959793,valid,0.779,0.0028,0.0,DJI_20241217084247_0007_D.JPG,10.557,0.455,1.0,138632,0.111,0.668,193.93
DEBY_LOD2_60042,valid,0.437,0.0059,0.0196,DJI_20241217095123_0068_D.JPG,84.974,0.571,1.0,7584,-0.218,0.655,3629.75
DEBY_LOD2_60097,valid,0.615,0.0044,0.0,DJI_20241217101558_0016_D.JPG,85.118,0.8,1.0,8743,-0.193,0.808,161.02
DEBY_LOD2_60098,valid,0.544,0.0028,0.0,DJI_20241217102919_0005_D.JPG,76.669,0.51,1.0,36905,0.194,0.35,195.93
DEBY_LOD2_60109,valid,0.403,0.0028,0.0348,DJI_20241217102523_0014_D.JPG,79.366,0.616,1.0,28312,0.059,0.344,1838.39
DEBY_LOD2_8568391,valid,0.536,0.0044,0.0,DJI_20241217095441_0023_D.JPG,22.119,0.626,1.0,139831,-0.212,0.748,55.53
DEBY_LOD2_8568392,valid,0.549,0.0044,0.0,DJI_20241217095441_0023_D.JPG,18.909,0.406,1.0,39611,-0.188,0.737,5.8
DEBY_LOD2_8568403,valid,0.561,0.0062,0.0035,DJI_20241217084643_0125_D.JPG,16.642,0.589,1.0,70544,0.139,0.422,28.22
DEBY_LOD2_8573617,valid,0.556,0.0039,0.0,DJI_20241217103541_0060_D.JPG,83.572,0.387,1.0,687,-0.332,0.888,34.76
DEBY_LOD2_8573847,valid,0.323,0.0071,0.0391,DJI_20241217100120_0046_D.JPG,83.898,0.272,1.0,18035,-0.158,0.481,696.58
DEBY_LOD2_8573848,valid,0.205,0.01,0.0593,DJI_20241217100120_0046_D.JPG,81.907,0.848,1.0,11426,-0.134,0.339,1780.97
DEBY_LOD2_8573849,valid,0.568,0.0028,0.0232,DJI_20241217100120_0046_D.JPG,80.987,0.29,1.0,19037,0.099,0.469,840.7
