candidate_id,rank,recommended,recommendation_note,n_buildings,dense_success_count,dense_failure_count,dense_no_points_count,dense_no_planes_count,dense_assembly_failure_count,failure_bucket_counts,failure_reason_counts,manual_review_count,manual_label_counts,ref_mismatch_ids,n_views_nadir_median,n_views_total_median,frac_views_incidence_le60_median,recon_score_median_median,roof_lowtex_v5_median,bbox_minx,bbox_miny,bbox_maxx,bbox_maxy,compactness_diag_m,existing_stage_overlap_count,seed_sparse_source,seed_sparse_clip_possible,seed_dense_source,seed_dense_clip_possible,seed_acmp_source,seed_acmp_clip_possible,building_ids
C337,337,no,,19,11,4,2,0,2,1_textureless:1;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:2,2,무텍스처:2,DEBY_LOD2_104586480,1.020,131.890,0.147,86.872,0.536,690729.070,5335874.970,690997.090,5336063.540,327.709,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4907521;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568403
C338,338,no,,18,11,3,1,0,2,1_textureless:1;2_assembly:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:1,1,무텍스처:1,DEBY_LOD2_104586480,1.480,133.870,0.158,91.624,0.521,690729.070,5335874.970,690997.090,5336063.540,327.709,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4907521;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568403
C339,339,no,,25,13,7,5,0,2,1_textureless:4;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.320,135.580,0.124,86.069,0.549,690729.070,5335883.810,690975.600,5336104.576,330.930,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907185;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C340,340,no,,28,18,7,5,0,2,1_textureless:4;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.860,136.065,0.158,90.730,0.549,690774.410,5335874.970,690997.090,5336124.070,334.122,0,present,yes,present,yes,present,yes,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4906975;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4907521;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C341,341,no,,27,17,7,5,0,2,1_textureless:4;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,1.020,136.280,0.147,94.587,0.549,690774.410,5335874.970,690997.090,5336124.070,334.122,0,present,yes,present,yes,present,yes,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4906975;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4907521;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C342,342,no,,26,16,7,5,0,2,1_textureless:4;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,1.220,138.250,0.158,95.482,0.549,690774.410,5335874.970,690997.090,5336124.070,334.122,0,present,yes,present,yes,present,yes,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4906975;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4907521;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C343,343,no,,25,16,6,4,0,2,1_textureless:3;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:4,4,무텍스처:2;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,1.420,140.220,0.169,96.377,0.549,690774.410,5335874.970,690997.090,5336124.070,334.122,0,present,yes,present,yes,present,yes,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4906975;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4907521;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C344,344,no,,23,16,5,3,0,2,1_textureless:2;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:3,3,무텍스처:2;복합(소형+재질):1,DEBY_LOD2_104586480,1.940,143.410,0.198,116.357,0.549,690774.410,5335874.970,690997.090,5336124.070,334.122,0,present,yes,present,yes,present,yes,DEBY_LOD2_104586480;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4906975;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4907521;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C345,345,no,,24,16,5,3,0,2,1_textureless:2;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:3,3,무텍스처:2;복합(소형+재질):1,DEBY_LOD2_104586480,1.680,141.815,0.183,106.367,0.555,690774.410,5335874.970,690997.090,5336124.070,334.122,0,present,yes,present,yes,present,yes,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4906975;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4907521;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C346,346,no,,26,14,7,5,0,2,1_textureless:4;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.485,135.715,0.132,86.471,0.542,690729.070,5335883.810,690975.600,5336111.925,335.877,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C347,347,no,,24,13,7,5,0,2,1_textureless:4;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.675,136.065,0.144,90.730,0.521,690729.070,5335883.810,690975.600,5336111.925,335.877,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C348,348,no,,23,13,6,4,0,2,1_textureless:3;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:4,4,무텍스처:2;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.700,136.280,0.147,94.587,0.536,690729.070,5335883.810,690975.600,5336111.925,335.877,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C349,349,no,,22,12,6,4,0,2,1_textureless:3;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:4,4,무텍스처:2;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.860,136.065,0.144,90.730,0.542,690729.070,5335883.810,690975.600,5336111.925,335.877,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907184;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C350,350,no,,21,12,5,3,0,2,1_textureless:2;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:3,3,무텍스처:2;복합(소형+재질):1,DEBY_LOD2_104586480,1.020,136.280,0.147,94.587,0.536,690729.070,5335883.810,690975.600,5336111.925,335.877,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907184;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C351,351,no,,28,16,7,5,0,2,1_textureless:4;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.485,135.715,0.144,86.471,0.546,690729.070,5335883.810,690975.600,5336116.120,338.740,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60098;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C352,352,no,,28,16,7,5,0,2,1_textureless:4;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.485,135.715,0.144,86.471,0.549,690729.070,5335883.810,690975.600,5336116.120,338.740,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C353,353,no,,26,15,7,5,0,2,1_textureless:4;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.675,136.065,0.144,90.730,0.542,690729.070,5335883.810,690975.600,5336116.120,338.740,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C354,354,no,,27,15,7,5,0,2,1_textureless:4;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.650,135.850,0.140,86.872,0.549,690729.070,5335883.810,690975.600,5336116.120,338.740,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C355,355,no,,25,14,7,5,0,2,1_textureless:4;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.700,136.280,0.147,94.587,0.536,690729.070,5335883.810,690975.600,5336116.120,338.740,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C356,356,no,,23,12,7,5,0,2,1_textureless:4;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.700,135.580,0.129,86.069,0.549,690729.070,5335874.970,690997.090,5336087.310,341.940,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4907521;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C357,357,no,,22,12,6,4,0,2,1_textureless:3;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:4,4,무텍스처:2;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.860,133.870,0.135,86.471,0.549,690729.070,5335874.970,690997.090,5336087.310,341.940,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4907521;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C358,358,no,,21,12,5,3,0,2,1_textureless:2;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:3,3,무텍스처:2;복합(소형+재질):1,DEBY_LOD2_104586480,1.020,135.850,0.140,86.872,0.549,690729.070,5335874.970,690997.090,5336087.310,341.940,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4907521;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C359,359,no,,24,13,7,5,0,2,1_textureless:4;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.510,133.735,0.127,85.344,0.549,690729.070,5335874.970,690997.090,5336091.970,344.853,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4907521;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C360,360,no,,25,13,7,5,0,2,1_textureless:4;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.320,131.890,0.124,84.618,0.549,690729.070,5335874.970,690997.090,5336096.540,347.747,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4907521;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C361,361,no,,26,15,7,5,0,2,1_textureless:4;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.675,135.715,0.135,86.471,0.542,690729.070,5335874.970,690997.090,5336111.925,357.746,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4907521;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
C362,362,no,,27,15,7,5,0,2,1_textureless:4;2_assembly:2;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:5,5,무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,DEBY_LOD2_104586480,0.650,135.580,0.129,86.069,0.549,690729.070,5335874.970,690997.090,5336111.925,357.746,0,present,yes,present,yes,present,no,DEBY_LOD2_104586480;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_108247714;DEBY_LOD2_4906965;DEBY_LOD2_4906967;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4907505;DEBY_LOD2_4907508;DEBY_LOD2_4907520;DEBY_LOD2_4907521;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_4908351;DEBY_LOD2_4908354;DEBY_LOD2_60109;DEBY_LOD2_8568391;DEBY_LOD2_8568392;DEBY_LOD2_8568403
