candidate_id,rank,recommended,recommendation_note,n_buildings,dense_success_count,dense_failure_count,dense_no_points_count,dense_no_planes_count,dense_assembly_failure_count,failure_bucket_counts,failure_reason_counts,manual_review_count,manual_label_counts,ref_mismatch_ids,n_views_nadir_median,n_views_total_median,frac_views_incidence_le60_median,recon_score_median_median,roof_lowtex_v5_median,bbox_minx,bbox_miny,bbox_maxx,bbox_maxy,compactness_diag_m,existing_stage_overlap_count,seed_sparse_source,seed_sparse_clip_possible,seed_dense_source,seed_dense_clip_possible,seed_acmp_source,seed_acmp_clip_possible,building_ids
C068,68,no,,26,11,10,9,0,1,1_textureless:4;2_assembly:1;3_coverage:4;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:9,9,가림:2;무텍스처:2;복합(소형+가림):2;복합(소형+재질):1;복합(재질+가림):1;복합(저조도+가림):1,,0.000,136.065,0.109,73.477,0.546,690771.170,5336019.202,690859.713,5336166.519,171.878,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4908157;DEBY_LOD2_4908168;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C069,69,no,,25,11,9,8,0,1,1_textureless:4;2_assembly:1;3_coverage:3;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:8,8,가림:1;무텍스처:2;복합(소형+가림):2;복합(소형+재질):1;복합(재질+가림):1;복합(저조도+가림):1,,0.000,135.850,0.109,74.873,0.549,690771.170,5336019.202,690859.713,5336166.519,171.878,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4908168;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C070,70,no,,29,12,12,10,0,2,1_textureless:4;2_assembly:2;3_coverage:4;4_impossible:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:10,10,가림:2;무텍스처:2;복합(소형+가림):2;복합(소형+재질):2;복합(재질+가림):1;복합(저조도+가림):1,,0.000,136.280,0.114,74.873,0.549,690771.170,5336019.202,690861.615,5336166.519,172.866,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907175;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4908157;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C071,71,no,,24,10,11,9,0,2,1_textureless:3;2_assembly:2;3_coverage:4;4_impossible:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:9,9,가림:2;무텍스처:1;복합(소형+가림):2;복합(소형+재질):2;복합(재질+가림):1;복합(저조도+가림):1,,0.000,142.450,0.119,74.775,0.549,690771.170,5336019.202,690861.615,5336166.519,172.866,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907175;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4908157;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_60098;DEBY_LOD2_8568392
C072,72,no,,30,11,16,13,1,2,1_textureless:1;2_assembly:2;3_coverage:10;4_impossible:3,missing_lod22_geometry:2;pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:13,14,가림:6;관측각·커버리지:2;무텍스처:1;복합(소형+가림):2;복합(소형+재질):2;복합(재질+가림):1,,0.000,135.220,0.162,76.376,0.537,690771.170,5336060.480,690864.200,5336206.510,173.145,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247350;DEBY_LOD2_42364607;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907166;DEBY_LOD2_4907167;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908164;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_60098
C073,73,no,,29,11,15,13,0,2,1_textureless:1;2_assembly:2;3_coverage:10;4_impossible:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:13,13,가림:6;관측각·커버리지:1;무텍스처:1;복합(소형+가림):2;복합(소형+재질):2;복합(재질+가림):1,,0.000,135.460,0.161,78.074,0.533,690771.170,5336060.480,690864.200,5336206.510,173.145,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247350;DEBY_LOD2_42364607;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907166;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908164;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_60098
C074,74,no,,29,11,14,11,1,2,1_textureless:1;2_assembly:2;3_coverage:8;4_impossible:3,missing_lod22_geometry:2;pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:11,12,가림:6;관측각·커버리지:2;복합(소형+가림):2;복합(소형+재질):1;복합(재질+가림):1,,0.000,135.460,0.132,72.081,0.541,690771.170,5336060.480,690864.200,5336206.510,173.145,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247350;DEBY_LOD2_42364607;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907166;DEBY_LOD2_4907167;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_60098
C075,75,no,,28,11,13,11,0,2,1_textureless:1;2_assembly:2;3_coverage:8;4_impossible:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:11,11,가림:6;관측각·커버리지:1;복합(소형+가림):2;복합(소형+재질):1;복합(재질+가림):1,,0.000,135.520,0.130,73.380,0.537,690771.170,5336060.480,690864.200,5336206.510,173.145,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247350;DEBY_LOD2_42364607;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907166;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_60098
C076,76,no,,27,11,12,10,0,2,1_textureless:1;2_assembly:2;3_coverage:8;4_impossible:1,missing_lod22_geometry:2;pointcloud_unusable_no_points:10,10,가림:5;관측각·커버리지:1;복합(소형+가림):2;복합(소형+재질):1;복합(재질+가림):1,,0.000,135.580,0.132,72.081,0.541,690771.170,5336060.480,690864.200,5336206.510,173.145,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247350;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907166;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_60098
C077,77,no,,24,10,9,8,0,1,1_textureless:4;2_assembly:1;3_coverage:3;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:8,8,가림:1;무텍스처:2;복합(소형+가림):2;복합(소형+재질):1;복합(재질+가림):1;복합(저조도+가림):1,,0.000,136.065,0.109,75.001,0.556,690774.410,5335988.900,690859.713,5336140.538,173.985,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4908168;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C078,78,no,,23,10,8,7,0,1,1_textureless:4;2_assembly:1;3_coverage:2;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:7,7,가림:1;무텍스처:2;복합(소형+가림):2;복합(소형+재질):1;복합(저조도+가림):1,,0.000,135.850,0.109,75.129,0.549,690774.410,5335988.900,690859.713,5336140.538,173.985,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4908168;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C079,79,no,,22,10,7,7,0,0,1_textureless:4;3_coverage:2;4_impossible:1,pointcloud_unusable_no_points:7,7,가림:1;무텍스처:2;복합(소형+가림):2;복합(소형+재질):1;복합(저조도+가림):1,,0.000,135.715,0.109,75.001,0.556,690774.410,5335988.900,690859.713,5336140.538,173.985,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4908168;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C080,80,no,,22,10,7,6,0,1,1_textureless:4;2_assembly:1;3_coverage:1;4_impossible:1,missing_lod22_geometry:1;pointcloud_unusable_no_points:6,6,가림:1;무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,,0.000,135.715,0.112,76.602,0.556,690774.410,5335988.900,690859.713,5336140.538,173.985,0,present,yes,present,yes,present,yes,DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4908168;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C081,81,no,,21,10,6,6,0,0,1_textureless:4;3_coverage:1;4_impossible:1,pointcloud_unusable_no_points:6,6,가림:1;무텍스처:2;복합(소형+가림):1;복합(소형+재질):1;복합(저조도+가림):1,,0.000,135.580,0.109,75.129,0.562,690774.410,5335988.900,690859.713,5336140.538,173.985,0,present,yes,present,yes,present,yes,DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4907208;DEBY_LOD2_4908168;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C082,82,no,,30,11,15,12,1,2,1_textureless:2;2_assembly:2;3_coverage:8;4_impossible:3,missing_lod22_geometry:2;pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:12,13,가림:6;관측각·커버리지:2;복합(소형+가림):2;복합(소형+재질):1;복합(재질+가림):1;복합(저조도+가림):1,,0.000,135.220,0.130,73.380,0.542,690771.170,5336058.990,690864.200,5336206.510,174.404,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_42364607;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907166;DEBY_LOD2_4907167;DEBY_LOD2_4907174;DEBY_LOD2_4907175;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_60098
C083,83,no,,28,12,13,11,0,2,1_textureless:3;2_assembly:2;3_coverage:6;4_impossible:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:11,11,가림:3;관측각·커버리지:1;무텍스처:1;복합(소형+가림):2;복합(소형+재질):2;복합(재질+가림):1;복합(저조도+가림):1,,0.000,138.035,0.112,73.380,0.569,690774.550,5336019.202,690861.615,5336170.379,174.456,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907165;DEBY_LOD2_4907175;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_60098;DEBY_LOD2_8568392
C084,84,no,,27,12,12,10,0,2,1_textureless:3;2_assembly:2;3_coverage:5;4_impossible:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:10,10,가림:2;관측각·커버리지:1;무텍스처:1;복합(소형+가림):2;복합(소형+재질):2;복합(재질+가림):1;복합(저조도+가림):1,,0.000,140.220,0.114,74.678,0.562,690774.550,5336019.202,690861.615,5336170.379,174.456,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907165;DEBY_LOD2_4907175;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_60098;DEBY_LOD2_8568392
C085,85,no,,26,10,12,10,0,2,1_textureless:3;2_assembly:2;3_coverage:5;4_impossible:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:10,10,가림:2;관측각·커버리지:1;무텍스처:1;복합(소형+가림):2;복합(소형+재질):2;복합(재질+가림):1;복합(저조도+가림):1,,0.000,140.855,0.112,71.952,0.549,690771.170,5336019.202,690859.713,5336170.379,175.198,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907175;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_60098;DEBY_LOD2_8568392
C086,86,no,,23,10,13,12,1,0,1_textureless:1;3_coverage:9;4_impossible:3,pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:12,13,가림:5;관측각·커버리지:3;무텍스처:1;복합(소형+가림):2;복합(소형+재질):2,,0.000,115.530,0.187,72.404,0.591,690802.171,5336144.454,690913.984,5336280.280,175.929,0,present,yes,present,yes,present,yes,DEBY_LOD2_42364607;DEBY_LOD2_4907021;DEBY_LOD2_4907025;DEBY_LOD2_4907026;DEBY_LOD2_4907027;DEBY_LOD2_4907028;DEBY_LOD2_4907030;DEBY_LOD2_4907170;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908160;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908165;DEBY_LOD2_4908167;DEBY_LOD2_60097
C087,87,no,,22,10,12,11,1,0,1_textureless:1;3_coverage:8;4_impossible:3,pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:11,12,가림:5;관측각·커버리지:2;무텍스처:1;복합(소형+가림):2;복합(소형+재질):2,,0.000,114.885,0.190,76.761,0.591,690802.171,5336144.454,690913.984,5336280.280,175.929,0,present,yes,present,yes,present,yes,DEBY_LOD2_42364607;DEBY_LOD2_4907021;DEBY_LOD2_4907025;DEBY_LOD2_4907026;DEBY_LOD2_4907027;DEBY_LOD2_4907028;DEBY_LOD2_4907030;DEBY_LOD2_4907170;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4908159;DEBY_LOD2_4908160;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908165;DEBY_LOD2_4908167;DEBY_LOD2_60097
C088,88,no,,22,10,12,11,1,0,3_coverage:9;4_impossible:3,pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:11,12,가림:5;관측각·커버리지:3;무텍스처:1;복합(소형+가림):1;복합(소형+재질):2,,0.000,117.310,0.190,76.761,0.592,690802.171,5336144.454,690913.984,5336280.280,175.929,0,present,yes,present,yes,present,yes,DEBY_LOD2_42364607;DEBY_LOD2_4907021;DEBY_LOD2_4907025;DEBY_LOD2_4907026;DEBY_LOD2_4907027;DEBY_LOD2_4907028;DEBY_LOD2_4907030;DEBY_LOD2_4907170;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908165;DEBY_LOD2_4908167;DEBY_LOD2_60097
C089,89,no,,21,10,11,10,1,0,3_coverage:8;4_impossible:3,pointcloud_unusable_no_planes:1;pointcloud_unusable_no_points:10,11,가림:5;관측각·커버리지:2;무텍스처:1;복합(소형+가림):1;복합(소형+재질):2,,0.000,119.090,0.193,81.117,0.591,690802.171,5336144.454,690913.984,5336280.280,175.929,0,present,yes,present,yes,present,yes,DEBY_LOD2_42364607;DEBY_LOD2_4907021;DEBY_LOD2_4907025;DEBY_LOD2_4907026;DEBY_LOD2_4907027;DEBY_LOD2_4907028;DEBY_LOD2_4907030;DEBY_LOD2_4907170;DEBY_LOD2_4907171;DEBY_LOD2_4907172;DEBY_LOD2_4907174;DEBY_LOD2_4907176;DEBY_LOD2_4907177;DEBY_LOD2_4908159;DEBY_LOD2_4908161;DEBY_LOD2_4908162;DEBY_LOD2_4908163;DEBY_LOD2_4908164;DEBY_LOD2_4908165;DEBY_LOD2_4908167;DEBY_LOD2_60097
C090,90,no,,30,12,13,11,0,2,1_textureless:4;2_assembly:2;3_coverage:5;4_impossible:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:11,11,가림:2;관측각·커버리지:1;무텍스처:2;복합(소형+가림):2;복합(소형+재질):2;복합(재질+가림):1;복합(저조도+가림):1,,0.000,136.065,0.112,74.775,0.549,690771.170,5336019.202,690861.615,5336170.379,176.167,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247349;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907175;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4907202;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_4908178;DEBY_LOD2_4908179;DEBY_LOD2_60098;DEBY_LOD2_8568391;DEBY_LOD2_8568392
C091,91,no,,26,10,13,11,0,2,1_textureless:3;2_assembly:2;3_coverage:6;4_impossible:2,missing_lod22_geometry:2;pointcloud_unusable_no_points:11,11,가림:3;관측각·커버리지:1;무텍스처:1;복합(소형+가림):2;복합(소형+재질):2;복합(재질+가림):1;복합(저조도+가림):1,,0.000,138.535,0.112,73.380,0.574,690771.170,5336019.202,690861.615,5336170.379,176.167,0,present,yes,present,yes,present,yes,DEBY_LOD2_104583794;DEBY_LOD2_108247350;DEBY_LOD2_108247351;DEBY_LOD2_4907164;DEBY_LOD2_4907165;DEBY_LOD2_4907175;DEBY_LOD2_4907177;DEBY_LOD2_4907181;DEBY_LOD2_4907184;DEBY_LOD2_4907185;DEBY_LOD2_4907186;DEBY_LOD2_4907187;DEBY_LOD2_4907188;DEBY_LOD2_4907194;DEBY_LOD2_4907195;DEBY_LOD2_4907198;DEBY_LOD2_4907199;DEBY_LOD2_4908157;DEBY_LOD2_4908158;DEBY_LOD2_4908159;DEBY_LOD2_4908168;DEBY_LOD2_4908169;DEBY_LOD2_4908170;DEBY_LOD2_4908172;DEBY_LOD2_60098;DEBY_LOD2_8568392
