building_id,texture_low_gradient_fraction,texture_grad_p10,dense_point_count,dense_point_density_m2,coverage_frac,n_views_nadir,frac_views_incidence_le60,recon_score_median,footprint_area_m2,label_source,manual_split,dense_split,combined_split,expected_tier,primary_assignment,primary_rule_path,primary_nonwell_candidate,queue_inclusion_reason,fm_dense_status,fm_dense_selected_dlt_point_count,fm_dense_footprint_inside_point_count,fm_dense_inside_z_median_m,fm_dense_inside_z_mad_m,fm_dense_coverage_ratio,fm_dense_selected_pair_count,fm_dense_completed_pair_count,fm_dense_elapsed_seconds,fm_dense_new_mast3r_inference_runs,fm_dense_cache_reuse_runs,fm_dense_origin_new_mast3r_inference_runs,fm_dense_count_threshold,fm_sparse_status_reference,fm_sparse_selected_dlt_point_count_reference,fm_sparse_footprint_inside_point_count_reference,fm_sparse_inside_z_median_m_reference,fm_sparse_inside_z_mad_m_reference,outline_observable,formula_assignment,size_rule_assignment,override_assignment,override_evidence,override_applied,map_assignment,conditional_generation_target,dense_assembled,manual_split_seed,dense_split_seed,learning_runs_started,new_inference_type
DEBY_LOD2_4907033,0.719000000,0.004400000,0.000000000,0.000000000,0.000000000,0.000000000,0.251000000,0.000000000,128.949000000,manual_review_judgments,validation,not_dense_success,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907034,0.497000000,0.004400000,0.000000000,0.000000000,0.000000000,0.000000000,0.321000000,0.000000000,549.504000000,manual_review_judgments,calibration,not_dense_success,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907036,0.549000000,0.004400000,0.000000000,0.000000000,0.000000000,0.000000000,0.225000000,0.000000000,187.848000000,manual_review_judgments,validation,not_dense_success,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907165,0.523000000,0.004400000,1757.000000000,6.703000000,0.084762000,0.000000000,0.124000000,65.431000000,262.125000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,17968,5520,526.203386,1.348241,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907167,0.648000000,0.004400000,682.000000000,3.356380000,0.395092000,0.000000000,0.745000000,0.090000000,203.195000000,manual_review_judgments,calibration,not_dense_success,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907168,0.574000000,0.005900000,965.000000000,4.653271000,0.367028000,0.000000000,0.682000000,0.096000000,207.379000000,unlabeled,not_manual,not_dense_success,unlabeled,,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907169,0.647000000,0.003900000,423.000000000,1.332514000,0.127358000,0.000000000,0.197000000,1.840000000,317.445000000,unlabeled,not_manual,not_dense_success,unlabeled,,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907170,0.593000000,0.003900000,880.000000000,3.668050000,0.394792000,0.000000000,0.202000000,16.380000000,239.910000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907171,0.583000000,0.004400000,594.000000000,3.142733000,0.368560000,0.000000000,0.270000000,16.622000000,189.008000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907172,0.564000000,0.004400000,257.000000000,1.554982000,0.258699000,0.000000000,0.291000000,21.641000000,165.273000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907173,0.553000000,0.004400000,124338.000000000,328.973305000,1.000000000,2.050000000,0.418000000,76.077000000,377.953000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,2543,1165,535.262522,1.024802,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907174,0.533000000,0.004400000,0.000000000,0.000000000,0.000000000,0.000000000,0.132000000,83.247000000,260.426000000,manual_review_judgments,validation,not_dense_success,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,6488,0,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907175,0.444000000,0.003900000,720.000000000,1.739542000,0.036903000,0.060000000,0.217000000,74.678000000,413.891000000,unlabeled,not_manual,not_dense_success,unlabeled,,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,15073,4,531.742518,1.138426,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907176,0.498000000,0.002000000,8810.000000000,17.093972000,0.349661000,0.000000000,0.172000000,103.410000000,515.387000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,15853,4,533.719262,0.991688,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907177,0.610000000,0.004400000,1161.000000000,12.147532000,0.234987000,0.150000000,0.193000000,84.422000000,95.570000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,522,0,,,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907178,0.503000000,0.004400000,101920.000000000,528.204553000,0.976714000,2.830000000,0.491000000,19.149000000,192.957000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,25347,16921,536.044483,0.944584,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907179,0.476000000,0.004400000,36618.000000000,228.352631000,0.964006000,1.660000000,0.491000000,87.116000000,160.359000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,15537,10147,535.702456,1.157764,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907180,0.561000000,0.004400000,109797.000000000,284.370537000,0.778784000,2.630000000,0.463000000,137.128000000,386.109000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,5338,1997,535.236958,1.705226,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907181,0.514000000,0.002800000,3041.000000000,15.939824000,0.388451000,0.070000000,0.175000000,89.699000000,190.789000000,unlabeled,not_manual,not_dense_success,unlabeled,,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,215,0,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907182,0.738000000,0.002800000,3985.000000000,41.945205000,0.821053000,0.290000000,0.306000000,133.264000000,95.004000000,unlabeled,not_manual,not_dense_success,unlabeled,,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,4020,1240,520.651814,0.661260,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907183,0.507000000,0.004400000,226699.000000000,626.789032000,0.979282000,2.190000000,0.457000000,55.219000000,361.680000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,2381,1026,535.051521,1.075186,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907184,0.198000000,0.009800000,202738.000000000,600.058790000,0.998521000,1.420000000,0.429000000,127.033000000,337.875000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,14857,6128,535.574994,1.150097,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907185,0.338000000,0.006200000,3598.000000000,22.350399000,0.400621000,0.650000000,0.263000000,129.596000000,160.980000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,3851,138,535.918602,0.825735,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907186,0.610000000,0.002800000,541.000000000,3.223455000,0.298663000,0.000000000,0.166000000,68.276000000,167.836000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,9459,317,532.695865,1.209720,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907187,0.541000000,0.004400000,0.000000000,0.000000000,0.000000000,0.000000000,0.450000000,83.434000000,119.906000000,manual_review_judgments,validation,not_dense_success,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,1377,0,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907188,0.598000000,0.002800000,1146.000000000,6.908473000,0.515060000,0.000000000,0.072000000,64.062000000,165.881000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907195,0.732000000,0.003900000,1144.000000000,6.432803000,0.412676000,0.000000000,0.074000000,42.140000000,177.840000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907196,0.407000000,0.005500000,328426.000000000,768.443434000,0.940455000,2.460000000,0.504000000,118.680000000,427.391000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,14469,1837,531.583923,3.555830,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907198,0.641000000,0.004400000,4216.000000000,11.717642000,0.517385000,0.090000000,0.114000000,86.069000000,359.797000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,14438,2052,532.279097,3.565762,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907199,0.656000000,0.004400000,57.000000000,0.579584000,0.043257000,0.000000000,0.109000000,84.618000000,98.346000000,manual_review_judgments,calibration,not_dense_success,calibration,textureless_correspondence_anchored,well_textured,texture_low_gradient_fraction<=0.804:le,false,manual_textureless_mandatory,complete,538,373,-34.347425,0.022915,0.125000,10,10,3.603358,0,10,10,1,complete,451,0,,,true,textureless_correspondence_anchored,textureless_correspondence_anchored,textureless_correspondence_anchored,B-1_measured_flat_seed(FM 앵커 373·456점·W_밤샘3과제_검수_20260717 §3-1),true,textureless_correspondence_anchored,true,0,20260718,20260719,0,R1prime-3_FM_dense_dial_2px
DEBY_LOD2_4907201,0.324000000,0.006200000,83977.000000000,439.976413000,0.982984000,0.540000000,0.335000000,86.724000000,190.867000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,4491,2224,533.757225,0.752815,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907202,0.562000000,0.003900000,7972.000000000,49.682582000,0.460218000,1.940000000,0.121000000,84.473000000,160.461000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,4272,0,,,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907204,0.355000000,0.005900000,103146.000000000,459.754233000,0.997773000,0.960000000,0.353000000,54.900000000,224.359000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,8582,6185,534.730879,0.811098,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907205,0.749000000,0.003900000,7436.000000000,70.778786000,0.878282000,2.260000000,0.113000000,91.586000000,105.059000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,2642,1531,520.353214,0.284584,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907206,0.441000000,0.007100000,111282.000000000,551.075355000,1.000000000,0.930000000,0.354000000,114.008000000,201.945000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,11470,9090,534.782325,0.996883,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907207,0.531000000,0.002800000,64089.000000000,197.498275000,0.736154000,0.210000000,0.290000000,47.204000000,324.508000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907505,0.620000000,0.003900000,7387.000000000,33.992772000,0.317241000,0.700000000,0.368000000,11.691000000,217.312000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907506,0.553000000,0.004400000,113450.000000000,400.373040000,0.883495000,3.630000000,0.464000000,105.880000000,283.363000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,20505,17257,533.626571,1.447037,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907507,0.531000000,0.005900000,207851.000000000,732.646615000,0.998239000,3.900000000,0.511000000,37.288000000,283.699000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907508,0.506000000,0.004400000,1061.000000000,8.093299000,0.156190000,0.000000000,0.147000000,96.377000000,131.098000000,unlabeled,not_manual,not_dense_success,unlabeled,,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,7678,782,515.430493,0.397479,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907509,0.428000000,0.006200000,22967.000000000,71.238344000,0.895430000,0.100000000,0.248000000,89.252000000,322.402000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,10370,5061,524.791495,0.674136,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907510,0.554000000,0.005500000,5717.000000000,47.895954000,0.839248000,1.440000000,0.172000000,129.996000000,119.363000000,unlabeled,not_manual,not_dense_success,unlabeled,,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,25062,12312,514.875351,0.329260,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907514,0.514000000,0.004400000,230218.000000000,765.637344000,1.000000000,7.470000000,0.524000000,153.503000000,300.688000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,13348,6719,536.507656,0.842087,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907515,0.619000000,0.003900000,192538.000000000,628.762647000,1.000000000,7.930000000,0.348000000,162.643000000,306.219000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,10223,5065,532.921112,0.464561,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907516,0.625000000,0.003900000,123749.000000000,692.201414000,1.000000000,9.810000000,0.457000000,177.143000000,178.775000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,19957,12213,529.870560,1.041211,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907517,0.651000000,0.004400000,134656.000000000,683.641788000,1.000000000,8.810000000,0.395000000,151.340000000,196.965000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,25603,14110,529.242605,1.367459,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907518,0.578000000,0.003900000,163049.000000000,649.084419000,1.000000000,5.200000000,0.234000000,152.125000000,251.199000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,24196,15779,531.086358,0.438542,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907519,0.449000000,0.006200000,357543.000000000,89.803195000,0.880562000,0.750000000,0.084000000,100.367000000,3981.406000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,6290,159,529.572325,1.765359,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907520,0.104000000,0.020800000,152258.000000000,612.233245000,1.000000000,5.560000000,0.220000000,146.112000000,248.691000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,25767,18889,530.957281,0.586444,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4907521,0.695000000,0.002800000,38228.000000000,126.208065000,1.000000000,2.470000000,0.129000000,63.575000000,302.898000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4908023,0.288000000,0.010600000,7278.000000000,332.138720000,1.000000000,6.860000000,0.393000000,184.706000000,21.914000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,23995,8161,519.006825,0.022955,true,well_textured,indeterminate_small,,,false,indeterminate_small,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4908024,0.409000000,0.008100000,21901.000000000,1010.630680000,1.000000000,5.550000000,0.332000000,173.660000000,21.670000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,26782,13630,519.026428,0.044575,true,well_textured,indeterminate_small,,,false,indeterminate_small,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4908025,0.353000000,0.009800000,19147.000000000,887.253430000,1.000000000,5.200000000,0.334000000,180.924000000,21.580000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,28006,13396,518.982782,0.036436,true,well_textured,indeterminate_small,,,false,indeterminate_small,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4908026,0.278000000,0.011400000,15566.000000000,719.644045000,1.000000000,5.850000000,0.336000000,178.551000000,21.631000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,29035,13419,519.000460,0.038263,true,well_textured,indeterminate_small,,,false,indeterminate_small,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4908027,0.273000000,0.011400000,14745.000000000,683.096295000,1.000000000,5.050000000,0.350000000,178.885000000,21.586000000,dense_success_positive,not_manual,validation,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,28897,13457,518.990644,0.026792,true,well_textured,indeterminate_small,,,false,indeterminate_small,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4908028,0.225000000,0.013200000,11015.000000000,509.097830000,1.000000000,5.150000000,0.355000000,180.639000000,21.635000000,dense_success_positive,not_manual,calibration,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,27280,14090,519.022875,0.044134,true,well_textured,indeterminate_small,,,false,indeterminate_small,false,1,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4908044,0.312000000,0.003900000,0.000000000,0.000000000,0.000000000,0.000000000,0.053000000,68.517000000,46.303000000,manual_review_judgments,calibration,not_dense_success,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,indeterminate_small,,,false,indeterminate_small,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4908045,0.539000000,0.003900000,0.000000000,0.000000000,0.000000000,0.000000000,0.067000000,71.143000000,55.840000000,manual_review_judgments,validation,not_dense_success,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,4119,0,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4908046,0.462000000,0.003900000,1102.000000000,7.926371000,0.254937000,0.000000000,0.449000000,111.512000000,139.031000000,unlabeled,not_manual,not_dense_success,unlabeled,,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,14748,713,517.530206,1.346644,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4908048,0.374000000,0.006200000,620.000000000,9.088578000,0.366300000,0.000000000,0.383000000,116.418000000,68.219000000,unlabeled,not_manual,not_dense_success,unlabeled,,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,6680,2151,517.046680,0.053604,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4908049,0.482000000,0.002800000,154.000000000,3.137356000,0.133333000,0.000000000,0.437000000,106.770000000,49.086000000,manual_review_judgments,calibration,not_dense_success,calibration,textureless_correspondence_anchored,well_textured,texture_low_gradient_fraction<=0.804:le,false,manual_textureless_mandatory,complete,1603,966,-41.264825,0.035898,0.538462,10,10,6.031447,0,10,10,1,complete,3808,1314,517.031803,0.040822,true,textureless_correspondence_anchored,indeterminate_small,,,false,indeterminate_small,false,0,20260718,20260719,0,R1prime-3_FM_dense_dial_2px
DEBY_LOD2_4908050,0.244000000,0.008800000,4029.000000000,30.598592000,0.818182000,0.000000000,0.350000000,131.424000000,131.674000000,unlabeled,not_manual,not_dense_success,unlabeled,,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,complete,14106,1800,516.992817,0.132339,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4908051,0.197000000,0.012600000,0.000000000,0.000000000,0.000000000,0.000000000,0.103000000,66.734000000,141.529000000,manual_review_judgments,validation,not_dense_success,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4908052,0.327000000,0.008100000,0.000000000,0.000000000,0.000000000,0.000000000,0.001000000,55.406000000,143.561000000,manual_review_judgments,validation,not_dense_success,validation,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,well_textured,,,false,well_textured,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4908053,0.344000000,0.008100000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,57.838000000,36.309000000,manual_review_judgments,calibration,not_dense_success,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,indeterminate_small,,,false,indeterminate_small,false,0,20260718,20260719,0,none; existing measurements reused read-only
DEBY_LOD2_4908054,0.653000000,0.003900000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,61.151000000,33.605000000,manual_review_judgments,calibration,not_dense_success,calibration,well_textured,well_textured,texture_low_gradient_fraction<=0.804:le,false,,,,,,,,,,,,,,1,,,,,,true,well_textured,indeterminate_small,,,false,indeterminate_small,false,0,20260718,20260719,0,none; existing measurements reused read-only
