patch_id,cell_count,area_m2,bbox_min_x,bbox_min_y,bbox_max_x,bbox_max_y,bbox_width_m,bbox_height_m,bbox_diagonal_m,cell_footprint_convex_hull_area_m2,cell_footprint_hull_fill_ratio,relative_height_min_m,relative_height_median_m,relative_height_p95_m,relative_height_max_m,relative_height_range_m,relative_height_mad_m,local_rmse_median_m,local_rmse_p95_m,local_rmse_max_m,z_std_median_m,z_std_p95_m,z_std_max_m,local_to_global_normal_median_deg,local_to_global_normal_p95_deg,local_to_global_normal_max_deg,global_plane_a,global_plane_b,global_plane_c_center,global_plane_rmse_m,global_plane_max_abs_residual_m,internal_edge_theta_p50_deg,internal_edge_theta_p95_deg,internal_edge_theta_max_deg,internal_edge_height_p50_m,internal_edge_height_p95_m,internal_edge_height_max_m,internal_edge_cross_plane_p50_m,internal_edge_cross_plane_p95_m,internal_edge_cross_plane_max_m,source_planar_fraction_weighted_mean,source_planar_fraction_min,source_below_0_70_cell_fraction,rejected_normal_edges,rejected_height_edges,rejected_cross_plane_edges,rejected_global_rank_edges,rejected_global_rmse_edges,rejected_global_max_residual_edges,rejected_global_normal_edges
UASPATCH_7b03ccaacb3d6f130d4c,30,30.000000,690866.740,5336211.050,690873.740,5336220.050,7.000000,9.000000,11.401754,42.000000,0.714285714,4.657900,4.741300,5.376045,5.409300,0.751400,0.021900,0.025245538,0.277994051,0.297948495,0.020752087,0.022859393,0.023632885,1.443585408,7.644189970,10.146051215,0.011078056103,0.012623884210,560.229323333333,0.026469469,0.062180359,1.158797962,7.440216129,9.961045959,0.022915618,0.092618671,0.127536145,0.026550000,0.148090799,0.175787237,0.224509804,0.224509804,1.000000000,0,0,0,2,0,0,0
UASPATCH_7d1be8eacc640f1f26e8,183,183.000000,690991.740,5336192.050,691023.740,5336210.050,32.000000,18.000000,36.715120,252.500000,0.724752475,16.138400,16.262400,17.818800,17.860000,1.721600,0.049300,0.211167576,0.283301955,0.296870858,0.021736525,0.029476540,0.245782649,5.823377283,15.383273589,17.645455482,-0.003437135974,-0.010232408373,574.491094535519,0.079084979,0.485721392,4.065023686,9.475353408,15.047364744,0.045276500,0.191165400,0.366026000,0.071496000,0.300436600,0.531980000,0.645735981,0.645735981,1.000000000,0,23,0,18,0,12,0
UASPATCH_7d9b4a09548644aae921,20,20.000000,690961.740,5336181.050,690965.740,5336188.050,4.000000,7.000000,8.062258,23.000000,0.869565217,3.067300,3.118050,3.268345,3.307200,0.239900,0.034000,0.028900615,0.234847970,0.255068001,0.018518498,0.022553597,0.022783891,1.762225778,5.229073799,5.814160386,-0.000015663873,-0.033037754742,560.118340000000,0.020408609,0.045969846,1.295170422,4.591132883,5.101739440,0.013762000,0.051397500,0.062141000,0.021456000,0.129705000,0.151770000,0.420509375,0.420509375,1.000000000,0,3,3,2,0,0,0
UASPATCH_7dd9d2efb928bedc190b,39,39.000000,690841.740,5336042.050,690848.740,5336053.050,7.000000,11.000000,13.038405,53.000000,0.735849057,5.134900,5.155400,5.167820,5.173600,0.038700,0.004700,0.171385568,0.280950662,0.296849728,0.012061892,0.013261933,0.014518990,3.263015010,8.898003917,13.466310580,0.002215131259,-0.002325072111,560.595638461539,0.005673233,0.014833595,3.265617589,8.478193117,13.529498310,0.025153000,0.080947350,0.160403000,0.020226000,0.129478200,0.200860000,0.420509375,0.420509375,1.000000000,0,0,0,0,0,0,2
UASPATCH_7dfecf5d7810eaeecec5,50,50.000000,690920.740,5336241.050,690928.740,5336255.050,8.000000,14.000000,16.124515,69.000000,0.724637681,3.207000,4.059350,4.106870,4.118000,0.911000,0.030400,0.075217769,0.267224698,0.291014885,0.017697325,0.022202974,0.025222689,1.083940198,7.646315791,9.991120210,0.000771325410,-0.000503095296,559.922398000000,0.014041542,0.030256261,2.476038599,6.940172067,10.333502119,0.022774000,0.100719600,0.133193000,0.021166000,0.112668800,0.177646000,0.224509804,0.224509804,1.000000000,0,0,0,1,0,0,0
UASPATCH_7ed1bb38641696a5c950,50,50.000000,690977.740,5335975.050,690988.740,5335985.050,11.000000,10.000000,14.866069,75.500000,0.662251656,33.002600,33.471850,34.072860,34.356900,1.354300,0.278350,0.113190220,0.163476654,0.175499123,0.053714148,0.062102450,0.111179958,4.319851806,9.228961416,11.702734501,0.070423162959,0.109377181563,592.061224000000,0.141766105,0.405061579,2.165549022,5.891141410,7.740119027,0.033552000,0.200376000,0.445304000,0.040252000,0.208508000,0.467372000,0.568511199,0.568511199,1.000000000,0,0,0,0,0,25,0
UASPATCH_7f1302cf016119281cb7,224,224.000000,690978.740,5336026.050,690995.740,5336050.050,17.000000,24.000000,29.410882,272.500000,0.822018349,15.846500,15.954250,18.024385,18.059900,2.213400,0.056550,0.017720216,0.251590019,0.290107344,0.015757911,0.027085162,0.488973188,0.587065168,10.818920440,14.942750401,0.009998592880,-0.007355769357,576.885057589286,0.044460962,0.522535581,0.395172925,5.619060812,9.538536522,0.017597500,0.116642500,0.483296000,0.019800000,0.194505500,0.409014000,0.434192673,0.434192673,1.000000000,0,11,0,10,0,6,0
UASPATCH_7fd8b0adc1fbe993e952,90,90.000000,691114.740,5336216.050,691129.740,5336249.050,15.000000,33.000000,36.249138,181.000000,0.497237569,16.592400,16.756500,19.261175,19.463400,2.871000,0.119150,0.055942195,0.223163509,0.297545233,0.013874166,0.045885255,0.146049933,1.732614320,7.882029777,19.470348415,0.033622679418,-0.010239349665,576.188247777778,0.066593385,0.270549351,1.179643022,5.492960593,11.699022618,0.014502000,0.199743030,0.346635000,0.032950000,0.195260800,0.503366000,0.308166410,0.308166410,1.000000000,0,1,0,4,0,2,10
UASPATCH_85b295bd189bda83d5ae,33,33.000000,690960.740,5335979.050,690970.740,5335986.050,10.000000,7.000000,12.206556,53.000000,0.622641509,19.564500,19.622800,20.107180,20.131200,0.566700,0.031500,0.145949007,0.252446429,0.291560858,0.020761984,0.459722513,0.527849288,2.990136466,6.280990318,9.219098891,0.049526191825,0.094066753733,578.288918181818,0.131376537,0.310935138,3.019905995,5.427802224,8.196546562,0.065334500,0.378069100,0.538004000,0.083620000,0.294108800,0.333962000,0.162241888,0.162241888,1.000000000,0,0,0,2,0,0,0
UASPATCH_85d0e6d16af6b10ee85b,65,65.000000,691049.740,5336063.050,691063.740,5336076.050,14.000000,13.000000,19.104973,111.000000,0.585585586,19.611300,20.755800,22.956720,23.454000,3.842700,0.580000,0.203988066,0.279028022,0.299329435,0.115344890,0.137935884,0.198453409,4.174849038,12.662973720,19.848020845,0.148307861655,0.367602675716,581.201709230769,0.041672650,0.261752774,3.507460788,8.081226411,11.985082135,0.042795000,0.180048300,0.279828000,0.065110000,0.244868200,0.392458000,0.420509375,0.420509375,1.000000000,0,0,0,2,47,47,47
UASPATCH_860a2393fa10c9c43c6c,208,208.000000,691055.740,5336336.050,691079.740,5336354.050,24.000000,18.000000,30.000000,296.500000,0.701517707,21.891400,22.052750,22.545785,22.670700,0.779300,0.049900,0.136427771,0.234429350,0.275079557,0.011936096,0.147763126,0.211635732,2.524471550,6.210798741,7.588974999,-0.001317299239,0.004036703253,579.346739903846,0.189252535,0.504694827,1.972006376,5.374026296,8.705994716,0.043949500,0.517677800,0.599114000,0.093734000,0.370157700,0.469686000,0.346499735,0.346499735,1.000000000,0,14,0,8,0,0,0
UASPATCH_86772026864feecdcf8a,25,25.000000,691136.740,5336269.050,691144.740,5336275.050,8.000000,6.000000,10.000000,32.000000,0.781250000,21.215700,21.637300,22.322460,22.395400,1.179700,0.273600,0.125679794,0.159281212,0.161814988,0.080610260,0.084798848,0.085758266,5.114764596,11.622846785,11.818259767,0.097658647533,0.261202560048,578.099632000000,0.023945008,0.079693977,3.247479149,7.233200770,9.144495760,0.043950500,0.156663850,0.251531000,0.066150000,0.223018200,0.310272000,0.346499735,0.346499735,1.000000000,0,0,0,0,0,38,18
UASPATCH_8720d770841d6b5403f4,71,71.000000,690936.740,5335930.050,690963.740,5335946.050,27.000000,16.000000,31.384710,158.000000,0.449367089,26.297700,28.327000,31.301300,31.763200,5.465500,1.097800,0.094322136,0.276537375,0.291122511,0.194132852,0.508400771,0.573890105,3.290890119,9.213544707,11.634273642,-0.208661909847,-0.542416759215,578.990036619718,0.129134749,0.345050616,1.829641641,5.820984781,10.628436786,0.049153000,0.171818850,0.283927000,0.064375000,0.193565800,0.328040000,0.420509375,0.420509375,1.000000000,0,0,0,0,0,0,0
UASPATCH_88264721a3b805bb9d83,68,68.000000,690806.740,5336008.050,690815.740,5336019.050,9.000000,11.000000,14.212670,78.500000,0.866242038,18.937400,20.612650,22.315650,22.677200,3.739800,0.988050,0.085486964,0.261080600,0.285689430,0.181052629,0.191145165,0.206743004,1.750345012,5.174746088,8.343913867,0.555468917657,-0.219857505173,580.006905882353,0.097393788,0.327785901,1.530364221,3.993980199,8.865548002,0.035827193,0.241579858,0.323134863,0.066716958,0.203943064,0.248220000,0.420509375,0.420509375,1.000000000,0,0,0,0,0,0,0
UASPATCH_8a78be90f0ec1206c77a,73,73.000000,690835.740,5335986.050,690847.740,5336008.050,12.000000,22.000000,25.059928,119.000000,0.613445378,22.595800,25.051700,27.115800,27.297300,4.701500,1.103400,0.144455427,0.283561176,0.293947792,0.248020511,0.403416368,0.583478216,1.547127222,6.298041438,14.048250390,0.739049312951,-0.288553546975,583.921712328767,0.106109731,0.364254968,2.036891398,5.846507875,8.247466601,0.064940000,0.186734900,0.257344000,0.079354000,0.188083600,0.306320000,0.420509375,0.420509375,1.000000000,0,0,0,0,0,0,0
UASPATCH_8b26898986b491f815b1,42,42.000000,690972.740,5336015.050,690984.740,5336023.050,12.000000,8.000000,14.422205,55.500000,0.756756757,15.901300,15.954650,16.820305,17.238300,1.337000,0.035000,0.021148139,0.275430381,0.294984445,0.017800548,0.023458322,0.030624278,0.538391346,6.694679207,8.636354006,0.010957870168,-0.006581130765,576.913721428572,0.019856600,0.045824362,0.502175175,6.815256885,8.613386416,0.014017000,0.085478000,0.134868000,0.021172000,0.083280000,0.120396000,0.434192673,0.434192673,1.000000000,0,0,0,0,0,0,0
UASPATCH_8d9ecdcefd5f2939a355,92,92.000000,691012.740,5336001.050,691025.740,5336014.050,13.000000,13.000000,18.384776,119.500000,0.769874477,21.411500,21.917400,22.082190,22.113100,0.701600,0.051100,0.077484907,0.160041076,0.168172582,0.014363594,0.058228915,0.073746393,1.846800707,3.915502561,7.396733878,-0.002764430102,0.002372370852,580.278394565218,0.076674201,0.398190887,1.569453499,3.750193859,6.025860139,0.025168000,0.197419700,0.409584000,0.066312000,0.128107400,0.348364000,0.698513800,0.698513800,1.000000000,0,0,0,4,0,0,0
UASPATCH_8ec365db2fd7473aa3f5,66,66.000000,691144.740,5336166.050,691154.740,5336193.050,10.000000,27.000000,28.792360,100.500000,0.656716418,10.143900,10.663050,11.217950,11.377200,1.233300,0.411950,0.120293107,0.219085626,0.288985911,0.018998755,0.236100439,0.530882737,2.384867949,5.609870611,6.755022006,-0.044980527224,0.022463544154,570.439063636364,0.095402365,0.492785128,2.056225013,6.707449595,8.406645750,0.047926350,0.257101636,0.540350854,0.060139042,0.193541881,0.450516000,0.666666667,0.666666667,1.000000000,0,0,0,6,0,0,0
UASPATCH_8f53870579a7c6fa1011,43,43.000000,690958.740,5335888.050,690967.740,5335894.050,9.000000,6.000000,10.816654,47.500000,0.905263158,15.695900,16.640000,17.676040,17.861200,2.165300,0.472700,0.148723300,0.262676095,0.289143218,0.109299955,0.130684028,0.142403770,3.631196039,14.230841587,17.205283169,0.128152380835,0.349107028344,577.521490697674,0.031655746,0.110556056,2.938904140,9.440891100,12.572043179,0.038029000,0.235746000,0.323422000,0.044994000,0.289974000,0.338242000,0.586046512,0.586046512,1.000000000,0,0,0,2,34,34,35
UASPATCH_9351ec70e859a48b45bc,66,66.000000,691014.740,5336340.050,691022.740,5336354.050,8.000000,14.000000,16.124515,77.500000,0.851612903,14.706400,14.884750,15.402375,15.485500,0.779100,0.097700,0.136150964,0.255764767,0.292068243,0.023807622,0.132591042,0.216967348,2.979957252,11.101668991,12.954388963,-0.067560452262,0.033104904139,572.387240909091,0.112395265,0.441537518,2.554325041,6.717399287,10.016900045,0.038861000,0.366735000,0.574106000,0.080688000,0.315688400,0.498380000,0.346499735,0.346499735,1.000000000,0,6,0,0,0,0,0
UASPATCH_93e6beef7caed2a92796,70,70.000000,691070.740,5336118.050,691083.740,5336130.050,13.000000,12.000000,17.691806,89.500000,0.782122905,20.064700,21.256750,22.744390,23.376200,3.311500,0.434950,0.074991470,0.230516564,0.234706389,0.112724887,0.123337397,0.140821016,1.501214281,12.842082746,16.185483083,-0.149406212655,-0.364167051661,581.440631428571,0.036711560,0.224003596,1.626508810,8.156930151,11.255234839,0.026333500,0.213904200,0.292411528,0.027950000,0.251823235,0.428701988,0.420509375,0.420509375,1.000000000,0,0,0,0,63,64,27
UASPATCH_9414ec45f78987df0902,31,31.000000,690845.740,5336026.050,690852.740,5336035.050,7.000000,9.000000,11.401754,41.500000,0.746987952,25.762700,27.938800,29.831750,30.072200,4.309500,1.143100,0.063709109,0.209615353,0.289570177,0.218254954,0.260689562,0.311829236,1.354626467,5.542048965,8.529857240,0.745047684396,-0.294928358175,583.282003225807,0.069999584,0.143649702,1.264014452,5.657290033,7.929646372,0.043933000,0.130403535,0.152233974,0.068528000,0.103056450,0.134488184,0.420509375,0.420509375,1.000000000,0,0,0,0,0,0,0
UASPATCH_9648e8a9dcf268a2227c,76,76.000000,690955.740,5335995.050,690970.740,5336005.050,15.000000,10.000000,18.027756,126.000000,0.603174603,2.501700,3.629000,4.268075,4.286000,1.784300,0.390900,0.142358377,0.270273647,0.297700648,0.053748868,0.185887229,0.207311789,5.307529018,10.301518534,13.035670050,0.098671590363,-0.032559226643,562.009052631579,0.261262746,0.553309145,3.368652430,6.973529867,9.129157749,0.103457000,0.313989200,0.522620000,0.142302000,0.330820000,0.455738000,0.420509375,0.420509375,1.000000000,0,0,0,2,0,0,0
UASPATCH_982d5d0c3c1b38beeda3,717,717.000000,690957.740,5336124.050,691068.740,5336170.050,111.000000,46.000000,120.154068,1065.500000,0.672923510,20.016300,23.134000,24.555560,25.499500,5.483200,0.794400,0.034118892,0.257717319,0.298835045,0.135979162,0.169606106,0.593004398,0.620209135,9.611387808,19.170403339,-0.169305248285,-0.430130691361,580.325843514644,0.058391910,0.571537221,0.539454192,6.556827825,14.494965813,0.015775000,0.142720000,0.537234000,0.019146000,0.157546000,0.364462000,0.420509375,0.420509375,1.000000000,0,0,0,22,4,7,24
UASPATCH_98f1cda685fffad4750b,56,56.000000,691043.740,5336079.050,691054.740,5336087.050,11.000000,8.000000,13.601471,66.500000,0.842105263,20.040500,23.069300,24.091100,24.098400,4.057900,0.836850,0.133982646,0.240843542,0.270013915,0.104809341,0.113289933,0.271302605,2.826609926,14.310227784,17.910743218,-0.118650370944,-0.312357558097,581.285462500000,0.097069616,0.514021325,2.776088700,9.425577676,12.576685527,0.056007500,0.327187750,0.573677000,0.087354000,0.294670500,0.516034000,0.420509375,0.420509375,1.000000000,0,0,0,0,45,45,47
UASPATCH_9b323cf92025ffcaf7ba,27,27.000000,690957.740,5335890.050,690963.740,5335901.050,6.000000,11.000000,12.529964,38.500000,0.701298701,15.932500,16.641100,17.499930,17.808900,1.876400,0.420700,0.203096394,0.266801908,0.284996699,0.146388420,0.160296193,0.163492789,6.949787706,16.866818515,18.604590205,0.478421818073,-0.185968424415,577.454381481482,0.057812812,0.182170374,3.538554090,9.310062101,11.525284813,0.045040000,0.241154600,0.292789000,0.077366000,0.286160800,0.348642000,0.586046512,0.586046512,1.000000000,0,0,0,0,27,27,28
UASPATCH_9b6893482a47e7545a27,83,83.000000,690935.740,5335923.050,690969.740,5335937.050,34.000000,14.000000,36.769553,142.500000,0.582456140,21.253500,28.996000,31.326930,31.810200,10.556700,0.700200,0.086660675,0.265345457,0.296235360,0.204509520,0.532125897,0.584808565,2.177923945,7.824869122,9.065898484,0.245747625991,0.637694929293,579.605360240964,0.036118868,0.186897142,1.801357584,6.267542782,8.265311025,0.047763500,0.133264500,0.209611000,0.054856000,0.136735300,0.213590000,0.420509375,0.420509375,1.000000000,0,0,0,2,0,0,2
UASPATCH_9ca12975b0b948fafc89,109,109.000000,690850.740,5336152.050,690863.740,5336174.050,13.000000,22.000000,25.553865,160.500000,0.679127726,9.623900,10.187000,11.593660,12.835000,3.211100,0.144100,0.091894252,0.125303905,0.287512580,0.035971678,0.457009478,0.593592835,2.984889535,8.174376029,11.638859009,-0.033901074770,0.012773846141,567.549779816514,0.118101605,0.364891428,1.637833358,4.156706753,8.424670065,0.057575534,0.263733163,0.327149855,0.077704071,0.231767182,0.269878029,0.844961240,0.844961240,0.000000000,0,0,0,2,0,0,0
UASPATCH_9e4b8d2fb331a69d1a6c,66,66.000000,690892.740,5336177.050,690902.740,5336190.050,10.000000,13.000000,16.401219,100.500000,0.656716418,3.550400,3.637400,3.671050,3.681200,0.130800,0.021800,0.021722924,0.272813781,0.289610357,0.015404191,0.018137379,0.020021081,0.868027416,6.572784140,13.328540180,0.000849179523,0.001173385722,560.107701515151,0.030489263,0.078224482,0.791053817,6.259307717,11.543820185,0.012010000,0.070152500,0.231809000,0.017095000,0.094588000,0.290378000,0.420509375,0.420509375,1.000000000,0,0,0,2,0,0,0
UASPATCH_9e5d19399d8c689c6eca,29,29.000000,691031.740,5336249.050,691038.740,5336256.050,7.000000,7.000000,9.899495,38.000000,0.763157895,23.580800,24.257400,25.124460,25.211500,1.630700,0.371600,0.048113957,0.297098045,0.298423583,0.027369623,0.029556857,0.039326642,0.464854472,16.326140829,16.779017075,0.032755741926,0.081857096113,581.914324137931,0.017582937,0.061385391,1.241203250,8.786197856,12.317803308,0.020124000,0.245959400,0.366383000,0.020277000,0.452304300,0.516010000,0.190594059,0.190594059,1.000000000,0,4,0,6,0,0,0
UASPATCH_9fad454219b2ba8aca00,79,79.000000,690994.740,5336327.050,691007.740,5336340.050,13.000000,13.000000,18.384776,106.500000,0.741784038,16.655600,17.139300,17.858820,18.103400,1.447800,0.171100,0.185492384,0.275218892,0.297740617,0.033791282,0.154927816,0.225953786,5.392879501,11.293298565,12.847334407,0.108821303279,-0.064852373093,575.219715189873,0.174749250,0.463813422,2.890934314,7.218815439,10.891455386,0.056255787,0.459999850,0.570061000,0.105617000,0.372041800,0.466018000,0.346499735,0.346499735,1.000000000,0,14,0,1,0,15,0
UASPATCH_a1a630a1573425c82b60,129,129.000000,690991.740,5336316.050,691014.740,5336330.050,23.000000,14.000000,26.925824,192.500000,0.670129870,16.545500,17.277600,17.878920,17.894400,1.348900,0.276500,0.101610233,0.224879185,0.296873679,0.050003771,0.110280616,0.217699253,6.255457160,9.951966257,12.980975490,0.029595649363,0.046699426546,575.449619379845,0.246814242,0.598334400,2.226853266,5.782196525,8.251074114,0.028281000,0.256473200,0.547799000,0.052398000,0.265827600,0.525216000,0.346499735,0.346499735,1.000000000,0,2,0,9,0,23,0
UASPATCH_a536cba326915d35c442,38,38.000000,690977.740,5335878.050,690986.740,5335886.050,9.000000,8.000000,12.041595,53.000000,0.716981132,16.363700,17.204350,18.152220,18.337400,1.973700,0.439550,0.084509890,0.250057695,0.282481510,0.091358154,0.099796719,0.100824430,1.862569949,10.367272649,11.610657678,0.109210893385,0.292699265233,578.076239473684,0.019546404,0.046118008,1.852823618,6.695282114,8.397179467,0.028575500,0.114324850,0.170482000,0.038204000,0.164576300,0.223442000,0.463157895,0.463157895,1.000000000,0,0,0,0,0,23,6
UASPATCH_a54089eac6105e2dd5cd,340,340.000000,690944.740,5335864.050,690982.740,5335881.050,38.000000,17.000000,41.629317,432.000000,0.787037037,11.771300,11.846350,23.076370,23.205800,11.434500,0.045900,0.039895539,0.190570447,0.271950878,0.019160252,0.086049470,0.221269550,1.043879181,4.444026429,12.088654496,0.000592737768,0.002766472139,572.671939705882,0.068986642,0.402143088,0.801980320,3.717381260,10.095777498,0.018878000,0.166376500,0.455731000,0.031230000,0.151855900,0.397330000,0.530813953,0.530813953,1.000000000,0,2,0,16,0,3,0
UASPATCH_a5b4c9c6d4b8842526d7,147,147.000000,691035.740,5336046.050,691043.740,5336068.050,8.000000,22.000000,23.409400,154.500000,0.951456311,2.610600,2.706300,2.797610,2.819000,0.208400,0.031800,0.011836907,0.238559610,0.285548035,0.012147791,0.020204202,0.039470801,0.729054310,6.758737656,13.834305795,-0.002287743265,0.000520968116,561.066983673469,0.043602454,0.107094028,0.313550471,4.584192527,11.590867368,0.007995000,0.051883950,0.145836000,0.010486000,0.077782500,0.312066000,0.424501425,0.424501425,1.000000000,0,0,0,4,0,0,0
UASPATCH_a5e19922759433273217,81,81.000000,690888.740,5336245.050,690899.740,5336267.050,11.000000,22.000000,24.596748,107.500000,0.753488372,2.802000,2.922600,3.006100,3.025600,0.223600,0.040800,0.013100885,0.058552019,0.062018167,0.019132690,0.022924516,0.028000640,0.326574510,1.179696619,1.397436195,-0.039975756005,0.014114855447,562.702954320988,0.015564980,0.056365254,0.242127333,1.078192969,1.537294235,0.006411814,0.046670301,0.096831901,0.010328964,0.042575402,0.057987460,0.415000000,0.415000000,1.000000000,0,0,0,2,0,0,0
UASPATCH_a6e76efde2ebe2670f29,26,26.000000,690878.740,5336076.050,690883.740,5336086.050,5.000000,10.000000,11.180340,37.500000,0.693333333,23.183400,23.717900,24.246025,24.292000,1.108600,0.275750,0.177176086,0.270485513,0.286030156,0.072671407,0.282126314,0.471161389,4.445443033,8.430414052,10.087485660,-0.217521486437,0.091022217944,580.164957692308,0.059572941,0.284481911,2.834069457,6.598629862,12.326044031,0.038800000,0.188669750,0.329011000,0.080357000,0.289176700,0.339702000,0.420509375,0.420509375,1.000000000,0,4,0,0,0,0,0
UASPATCH_a73c56325a3cd1c36295,61,61.000000,690891.740,5336124.050,690903.740,5336138.050,12.000000,14.000000,18.439089,92.000000,0.663043478,25.285800,26.477000,26.758200,26.839200,1.553400,0.208600,0.114592414,0.210734032,0.295337943,0.028321461,0.045363197,0.057370644,3.125632624,8.013431650,10.315780582,0.037778098846,-0.016024189873,582.944718032787,0.110471626,0.329690952,2.015678081,5.456094970,7.260859633,0.037263000,0.283527000,0.366658000,0.087894000,0.247291600,0.291370000,0.420509375,0.420509375,1.000000000,0,7,7,6,0,0,0
UASPATCH_abb31684a2bbaf9d8a68,49,49.000000,690980.740,5335886.050,690993.740,5335895.050,13.000000,9.000000,15.811388,67.500000,0.725925926,16.260500,16.839000,17.842100,18.094600,1.834100,0.330800,0.083813322,0.263390579,0.281711598,0.091312096,0.098850609,0.544011278,1.386299161,10.814577288,18.037292685,-0.105266405573,-0.288203572762,577.764030612245,0.054213325,0.293698555,1.729347432,7.684942144,13.131314324,0.022480000,0.114801000,0.201468000,0.031590000,0.180320000,0.226646000,0.463157895,0.463157895,1.000000000,0,0,0,0,0,0,4
UASPATCH_abcd5460445e9334c577,135,135.000000,691093.740,5336271.050,691127.740,5336286.050,34.000000,15.000000,37.161808,183.000000,0.737704918,17.272300,18.865600,20.481640,21.160600,3.888300,0.613300,0.178904613,0.284216459,0.299032066,0.166700799,0.181535461,0.248635357,3.627312470,12.999703288,18.570809554,0.198385351735,0.522803264469,576.119874814815,0.056718714,0.392199929,2.419427091,8.836313502,13.202495626,0.061760500,0.209837600,0.371222000,0.087032000,0.258183400,0.384064000,0.346499735,0.346499735,1.000000000,0,0,0,6,0,14,20
UASPATCH_ac78da824c7791eaba09,22,22.000000,690884.740,5336007.050,690889.740,5336014.050,5.000000,7.000000,8.602325,28.000000,0.785714286,27.722100,27.951550,28.200980,28.257500,0.535400,0.142100,0.196569591,0.290536468,0.298371153,0.028351718,0.146048993,0.149867458,3.549131468,13.402453885,15.017132923,-0.039106918364,-0.040154378334,583.196672727273,0.128009454,0.196822771,3.044307425,8.550877303,8.992818867,0.141589500,0.376301750,0.481011000,0.208290000,0.345188000,0.387476000,0.467213115,0.467213115,1.000000000,0,0,0,2,0,0,0
UASPATCH_acb7812838f134989dff,137,137.000000,690958.740,5335939.050,690973.740,5335964.050,15.000000,25.000000,29.154759,187.500000,0.730666667,13.412800,22.897500,26.793920,32.180300,18.767500,4.179000,0.089219003,0.156488607,0.255824085,0.056522606,0.305256896,0.471733339,7.472046256,10.177779623,10.999204715,0.016104423866,-0.006359498885,571.866681751825,0.162472632,0.352850556,2.504994292,7.256840834,8.376640069,0.035645000,0.151844500,0.501006000,0.064068000,0.181786800,0.424152000,0.797752809,0.797752809,0.000000000,0,0,0,4,0,0,0
UASPATCH_ad158225e611ea7e6f3f,38,38.000000,690819.740,5336041.050,690826.740,5336051.050,7.000000,10.000000,12.206556,50.000000,0.760000000,24.042000,24.729650,25.505650,25.884900,1.842900,0.256000,0.138917042,0.241410376,0.249345948,0.125311277,0.218439478,0.323429595,8.723882093,18.438765277,19.001831273,0.219498560074,0.208837098314,579.089844736842,0.297784085,0.595045414,2.449928617,8.844464119,12.839202874,0.067310600,0.315406763,0.485878261,0.086971600,0.267252160,0.344466092,0.420509375,0.420509375,1.000000000,0,0,0,1,9,11,1
UASPATCH_ae2b27079d565d98d693,47,47.000000,691045.740,5336099.050,691052.740,5336113.050,7.000000,14.000000,15.652476,60.500000,0.776859504,6.290200,6.881600,7.466150,7.477200,1.187000,0.323500,0.125244955,0.215850817,0.288837954,0.098629240,0.103461923,0.140766905,4.411914379,15.390479799,19.440742274,-0.300356077002,0.113881082521,564.308523404255,0.048826726,0.216138201,3.689522604,9.501934729,12.270572039,0.038056000,0.153503300,0.231370000,0.065934000,0.235895600,0.298700000,0.248520710,0.248520710,1.000000000,0,0,0,0,26,48,49
UASPATCH_aeae990664d7c7f4b023,562,562.000000,690942.740,5336095.050,690975.740,5336121.050,33.000000,26.000000,42.011903,601.500000,0.934330840,14.642400,15.775250,16.387475,16.813400,2.171000,0.377050,0.014631074,0.207010227,0.299149768,0.034413550,0.042057242,0.050341203,2.115193587,13.085131837,17.092417127,0.047917817307,-0.077186400372,576.168039145908,0.156488062,0.533007552,0.372280513,6.535689549,11.567134758,0.015462500,0.110243300,0.215469000,0.017079000,0.176624100,0.479090000,0.667384284,0.667384284,1.000000000,0,0,0,34,0,0,4
UASPATCH_b00073cea83aaa4475ee,42,42.000000,691009.740,5335978.050,691016.740,5335991.050,7.000000,13.000000,14.764823,63.000000,0.666666667,2.616600,2.714400,2.817330,2.841400,0.224800,0.041700,0.210755540,0.290431298,0.295088987,0.015029338,0.016831790,0.018690209,4.875089245,10.152247339,12.356749331,0.017139645557,-0.018541682050,561.025388095238,0.023465534,0.067796984,4.032791477,9.850573470,13.887369932,0.029132000,0.103528700,0.162947000,0.043524000,0.155793200,0.195298000,0.166246851,0.166246851,1.000000000,0,0,0,2,0,0,1
UASPATCH_b04aa7218b096d6f03c9,141,141.000000,690871.740,5336117.050,690884.740,5336151.050,13.000000,34.000000,36.400549,201.500000,0.699751861,2.762200,2.846800,2.909400,3.200800,0.438600,0.028500,0.015968993,0.287062317,0.299666031,0.020489746,0.031907593,0.079211090,0.617634248,15.419098070,18.778783971,0.001858549723,-0.003186360283,560.287564539007,0.046977235,0.380959807,0.613620681,7.216655714,12.564790844,0.012064000,0.120924000,0.260463000,0.013426000,0.260205000,0.403280000,0.420509375,0.420509375,1.000000000,0,2,0,0,0,2,0
