patch_id,cell_count,area_m2,bbox_min_x,bbox_min_y,bbox_max_x,bbox_max_y,bbox_width_m,bbox_height_m,bbox_diagonal_m,cell_footprint_convex_hull_area_m2,cell_footprint_hull_fill_ratio,relative_height_min_m,relative_height_median_m,relative_height_p95_m,relative_height_max_m,relative_height_range_m,relative_height_mad_m,local_rmse_median_m,local_rmse_p95_m,local_rmse_max_m,z_std_median_m,z_std_p95_m,z_std_max_m,local_to_global_normal_median_deg,local_to_global_normal_p95_deg,local_to_global_normal_max_deg,global_plane_a,global_plane_b,global_plane_c_center,global_plane_rmse_m,global_plane_max_abs_residual_m,internal_edge_theta_p50_deg,internal_edge_theta_p95_deg,internal_edge_theta_max_deg,internal_edge_height_p50_m,internal_edge_height_p95_m,internal_edge_height_max_m,internal_edge_cross_plane_p50_m,internal_edge_cross_plane_p95_m,internal_edge_cross_plane_max_m,source_planar_fraction_weighted_mean,source_planar_fraction_min,source_below_0_70_cell_fraction,rejected_normal_edges,rejected_height_edges,rejected_cross_plane_edges,rejected_global_rank_edges,rejected_global_rmse_edges,rejected_global_max_residual_edges,rejected_global_normal_edges
UASPATCH_44b925a3cb5be2502e4b,80,80.000000,691118.740,5336316.050,691138.740,5336325.050,20.000000,9.000000,21.931712,107.500000,0.744186047,26.796400,27.059000,27.965140,28.375600,1.579200,0.197800,0.113092882,0.275069135,0.299450943,0.019195222,0.071408818,0.246908689,3.737915519,9.172270809,11.382133992,-0.006263259770,0.016909218997,585.169456250000,0.140261406,0.590490833,1.903175366,4.480182806,7.699608476,0.047046500,0.375425900,0.587008000,0.079982000,0.307623900,0.443204000,0.346499735,0.346499735,1.000000000,0,2,0,2,0,2,0
UASPATCH_44f4cc977a37d9ab1f67,31,31.000000,690961.740,5335896.050,690973.740,5335902.050,12.000000,6.000000,13.416408,44.000000,0.704545455,15.764600,16.222800,16.744600,16.915400,1.150800,0.255000,0.156648504,0.268860746,0.286574604,0.111706910,0.135094996,0.159798056,3.349953488,17.638635598,18.637096525,-0.136334912503,-0.352785670118,576.967796774193,0.033420787,0.101619938,3.273983984,9.563603964,12.233177829,0.044898000,0.212582400,0.295596000,0.052278000,0.311523800,0.346210000,0.586046512,0.586046512,1.000000000,0,0,0,2,17,17,17
UASPATCH_47b19c90f63a15f20731,1043,1043.000000,690994.740,5336193.050,691057.740,5336230.050,63.000000,37.000000,73.061618,1246.000000,0.837078652,19.923700,20.089000,21.270580,21.704800,1.781100,0.078500,0.022309871,0.153764454,0.293638922,0.022798500,0.248325507,0.279835077,1.456837526,5.764185760,17.398933159,-0.001515598409,0.003715867173,578.311306999041,0.069881622,0.558317478,0.494047304,3.562195130,16.326517079,0.011384000,0.094963600,0.516000000,0.014562000,0.104961600,0.433032000,0.645735981,0.645735981,1.000000000,0,6,0,42,0,79,0
UASPATCH_47cb4706d705a8d4fa9a,43,43.000000,690977.740,5335914.050,690990.740,5335924.050,13.000000,10.000000,16.401219,82.000000,0.524390244,20.980300,22.279500,23.187120,23.257700,2.277400,0.581100,0.213129668,0.282406678,0.296806175,0.107290978,0.207088107,0.214110859,8.638544395,14.891142943,17.182206978,0.083124391455,0.190054958253,581.039746511628,0.205124622,0.587889306,3.303643242,8.255172229,11.438379773,0.114786000,0.340286000,0.491372000,0.164036000,0.396960000,0.524358000,0.420509375,0.420509375,1.000000000,0,3,0,1,2,17,2
UASPATCH_486d25144a9848f6d933,42,42.000000,690940.740,5336170.050,690955.740,5336177.050,15.000000,7.000000,16.552945,56.000000,0.750000000,22.328400,22.436950,23.162550,23.202100,0.873700,0.019800,0.082885256,0.283779356,0.287648764,0.013427406,0.017691468,0.020180054,2.440185110,7.014441929,9.419238427,-0.000502507128,0.009238430221,579.353664285714,0.022190426,0.047696382,2.859114750,7.839819441,12.605706385,0.026338500,0.078492400,0.095923000,0.026079000,0.094286800,0.155392000,0.420509375,0.420509375,1.000000000,0,0,0,4,0,0,0
UASPATCH_490435f3ada46fee342c,29,29.000000,691032.740,5336270.050,691044.740,5336277.050,12.000000,7.000000,13.892444,45.500000,0.637362637,23.168600,23.303800,23.498180,23.520500,0.351900,0.064600,0.025154438,0.282199228,0.290201831,0.033284672,0.035575910,0.037187947,0.509739645,13.826385903,14.581705739,-0.043015812857,-0.103459721069,581.904920689655,0.017874627,0.058722432,3.233596731,9.020445009,9.713724937,0.026086000,0.191719600,0.259161000,0.030050000,0.283248000,0.347404000,0.190594059,0.190594059,1.000000000,0,0,0,2,0,0,0
UASPATCH_495a0600c39a7c73cd0d,34,34.000000,691011.740,5336059.050,691017.740,5336077.050,6.000000,18.000000,18.973666,61.000000,0.557377049,32.813400,33.179000,33.333635,33.378900,0.565500,0.084650,0.017170502,0.065425038,0.096112299,0.045716639,0.048909360,0.050367709,0.290379216,1.803875297,2.750772810,0.148774179879,-0.058676940688,591.871782352941,0.007795684,0.017161219,0.664338795,1.709188787,2.821518116,0.010973000,0.030916500,0.037549000,0.010322000,0.028614000,0.050940000,0.568511199,0.568511199,1.000000000,0,0,0,5,0,0,0
UASPATCH_4b6b9615b5a1fa5b9de5,43,43.000000,691049.740,5336206.050,691058.740,5336213.050,9.000000,7.000000,11.401754,51.000000,0.843137255,20.470400,22.206400,22.613610,22.693900,2.223500,0.254400,0.091806352,0.223709714,0.251538946,0.043365647,0.213173184,0.227909829,2.932579022,9.812853223,14.282484537,0.055441934745,0.127976462507,579.028906976744,0.023951132,0.084987430,1.355009252,5.830690194,8.885054537,0.031082000,0.099988000,0.220696000,0.040748000,0.219194000,0.344174000,0.645735981,0.645735981,1.000000000,0,1,0,0,0,37,0
UASPATCH_4d4f165c9ea6409f2171,32,32.000000,691018.740,5336052.050,691026.740,5336068.050,8.000000,16.000000,17.888544,51.500000,0.621359223,33.080800,33.243250,33.393950,33.433200,0.352400,0.071400,0.028173061,0.295511955,0.299864678,0.046364457,0.048340217,0.052003576,0.675672198,7.802970128,8.641825037,-0.137973566005,0.054653581445,592.014487500000,0.009615956,0.037579082,3.764222549,7.499648416,8.289359534,0.021874500,0.086058150,0.106845000,0.016398000,0.098028900,0.146174000,0.568511199,0.568511199,1.000000000,0,0,0,4,0,0,0
UASPATCH_4ded119f930c1c3edfd6,603,603.000000,691059.740,5336063.050,691087.740,5336122.050,28.000000,59.000000,65.306967,684.500000,0.880934989,18.865300,21.045100,23.236760,23.445500,4.580200,1.114800,0.052493651,0.242208627,0.295350094,0.122402420,0.184360673,0.396645146,0.690793494,12.611609636,19.790833594,-0.394812552825,0.154465638749,581.363504809287,0.052557458,0.430275784,0.539020592,7.299001875,14.799353929,0.020368000,0.191887403,0.563783312,0.021899000,0.205400100,0.412162400,0.420509375,0.420509375,1.000000000,0,0,0,8,80,80,141
UASPATCH_52027cf085586be34024,160,160.000000,690980.740,5336209.050,690997.740,5336246.050,17.000000,37.000000,40.718546,234.500000,0.682302772,17.284600,17.347600,17.562050,17.981200,0.696600,0.037900,0.049793173,0.146672871,0.296775553,0.045671814,0.281365574,0.484643156,1.604817014,4.877150654,6.933250710,-0.006175960200,0.005158166589,575.620608125000,0.108176713,0.565462074,0.916083780,3.112470031,6.201848809,0.011602000,0.175932100,0.338402000,0.030736000,0.167660000,0.266288000,0.645735981,0.645735981,1.000000000,0,0,0,10,0,0,0
UASPATCH_524c9cebb952a474708d,40,40.000000,691043.740,5336070.050,691053.740,5336080.050,10.000000,10.000000,14.142136,69.500000,0.575539568,20.656400,22.558900,24.010035,24.106300,3.449900,0.390450,0.175006718,0.278090730,0.298528964,0.112760225,0.357603966,0.532042363,10.140714824,13.386521949,17.579461091,0.191677035663,0.155648993380,580.888042500000,0.279092484,0.510712644,4.101621853,10.944223434,13.548290044,0.079722000,0.280381800,0.365144000,0.140652000,0.279661600,0.322078000,0.420509375,0.420509375,1.000000000,0,0,0,2,27,28,28
UASPATCH_528c3dcb9518ed271b76,32,32.000000,690988.740,5335992.050,690995.740,5336004.050,7.000000,12.000000,13.892444,52.000000,0.615384615,33.675400,33.969250,34.109490,34.138100,0.462700,0.129800,0.104189399,0.195395998,0.296606991,0.046140989,0.049742808,0.051449237,3.282540242,7.937814843,9.353643878,0.130746144723,-0.052637833374,592.485403125000,0.040532811,0.205956267,2.626913565,6.108789507,8.645681407,0.038493500,0.174993250,0.221018000,0.056211000,0.182989500,0.220852000,0.568511199,0.568511199,1.000000000,0,0,0,0,0,48,0
UASPATCH_52c077918300bf2574d6,83,83.000000,691070.740,5336151.050,691082.740,5336174.050,12.000000,23.000000,25.942244,182.500000,0.454794521,17.774100,17.922900,18.299780,18.413500,0.639400,0.053100,0.106166100,0.217836521,0.291953728,0.016924953,0.140805459,0.576429359,1.559493305,4.689889738,6.855566301,0.002386671281,-0.000080211953,576.550203614458,0.133577363,0.452945975,1.482469985,4.419314297,6.906152716,0.064305000,0.375555700,0.567362000,0.087448000,0.395531500,0.439428000,0.308166410,0.308166410,1.000000000,0,0,0,0,0,0,0
UASPATCH_537037da352962df7a5e,84,84.000000,690882.740,5336152.050,690893.740,5336172.050,11.000000,20.000000,22.825424,117.000000,0.717948718,2.684200,2.775350,3.685725,3.775700,1.091500,0.055000,0.136221234,0.292860693,0.299534276,0.019439168,0.078395673,0.083741789,2.084752945,7.361307616,11.074201320,-0.016621595247,0.000307927389,560.204978571429,0.058559070,0.299833866,2.142771206,6.581648319,10.457468970,0.039684500,0.129670300,0.255214000,0.060897000,0.161273800,0.208676000,0.420509375,0.420509375,1.000000000,0,7,7,12,0,0,0
UASPATCH_53818c9e92e5516463aa,82,82.000000,690968.740,5336175.050,690981.740,5336205.050,13.000000,30.000000,32.695565,148.500000,0.552188552,17.322200,18.583100,19.043195,19.087600,1.765400,0.012450,0.101664359,0.164201528,0.181802205,0.042900487,0.484938790,0.585495027,2.629214948,4.567004698,5.036754810,-0.046985229357,0.018693161251,575.635392682927,0.138279344,0.375577577,1.757988294,3.690407118,5.628231489,0.037507000,0.353640600,0.406081000,0.086548000,0.264622800,0.328680000,0.645735981,0.645735981,1.000000000,0,0,0,2,0,0,0
UASPATCH_53eb149e2de9b1698a85,767,767.000000,690929.740,5336201.050,690962.740,5336242.050,33.000000,41.000000,52.630789,1000.000000,0.767000000,25.487800,26.399500,26.832880,27.134200,1.646400,0.197800,0.103889056,0.164836412,0.291647368,0.058095976,0.167157558,0.344015672,4.225715569,8.469318485,12.205462804,-0.001653472210,-0.007540405874,582.860136897001,0.249436761,0.584513429,1.829888657,5.127117583,10.197462401,0.032957000,0.329568900,0.568918000,0.072668000,0.254247800,0.459284000,0.693548387,0.693548387,1.000000000,0,0,0,24,0,8,0
UASPATCH_5566cbc4a8a1b813dc48,43,43.000000,690897.740,5336008.050,690905.740,5336018.050,8.000000,10.000000,12.806248,56.500000,0.761061947,27.308500,27.838500,28.193050,28.255800,0.947300,0.075900,0.096874614,0.260629685,0.290028294,0.022403878,0.179428972,0.289061590,1.007852791,6.643767921,7.893756368,-0.062954100393,0.029286039978,583.743241860465,0.041729763,0.231171700,1.676282050,6.217958031,7.441456439,0.017952000,0.077194600,0.134723000,0.018528000,0.095714000,0.158212000,0.467213115,0.467213115,1.000000000,0,0,0,2,0,1,0
UASPATCH_56d48d6afa21762aeace,35,35.000000,690883.740,5336102.050,690892.740,5336120.050,9.000000,18.000000,20.124612,59.500000,0.588235294,24.058200,24.133100,24.497070,24.671700,0.613500,0.038900,0.124874909,0.254412899,0.293901751,0.027247168,0.047667523,0.079185352,4.329152843,8.627949978,10.419945638,0.119302804473,-0.041800113427,581.614891428571,0.102551719,0.401497932,2.801537313,5.192571045,5.799162225,0.033325000,0.350167000,0.483128000,0.071338000,0.344935600,0.365442000,0.420509375,0.420509375,1.000000000,0,3,4,4,0,1,0
UASPATCH_575251ffe6daca8ef888,660,660.000000,690985.740,5335923.050,691013.740,5335969.050,28.000000,46.000000,53.851648,829.500000,0.795660036,21.220100,22.480800,23.361565,24.112500,2.892400,0.418950,0.008426414,0.245043443,0.299395452,0.032342025,0.070975847,0.236713360,0.496510526,11.417077427,17.319838392,0.098687702203,-0.039278091797,582.751468333334,0.084917721,0.581927363,0.254077938,6.027806728,14.939827405,0.008834000,0.149694050,0.555694000,0.009907000,0.204727100,0.437126000,0.420509375,0.420509375,1.000000000,0,13,3,28,116,182,142
UASPATCH_585086393f957ca9d557,107,107.000000,691018.740,5336072.050,691032.740,5336088.050,14.000000,16.000000,21.260292,158.500000,0.675078864,32.683600,33.330500,33.825480,33.991500,1.307900,0.234000,0.100879839,0.285976418,0.298206731,0.048465823,0.065866618,0.530931036,8.239788291,13.994461306,17.349165121,-0.029129617292,-0.057241232324,592.024750467290,0.247781184,0.556944388,2.716130994,6.432541938,9.548521429,0.024750000,0.131166400,0.296220000,0.040616000,0.160586000,0.316874000,0.568511199,0.568511199,1.000000000,0,0,0,4,0,21,0
UASPATCH_595edbc45a4788906b28,24,24.000000,691135.740,5336301.050,691142.740,5336306.050,7.000000,5.000000,8.602325,28.000000,0.857142857,3.314400,3.528450,3.619840,3.623900,0.309500,0.049650,0.022280551,0.240330988,0.276797473,0.019634705,0.045752939,0.531370607,0.882813390,4.284607032,5.308747210,-0.045731828047,0.010604265442,560.982125000000,0.023627599,0.068097705,0.645461594,5.080047774,6.579864693,0.013291500,0.055847000,0.089855000,0.013696000,0.047118800,0.088556000,0.112149533,0.112149533,1.000000000,0,0,0,4,0,0,0
UASPATCH_5a57cd120b7eb1f4f9ed,48,48.000000,691080.740,5336215.050,691089.740,5336226.050,9.000000,11.000000,14.212670,75.500000,0.635761589,2.802800,2.899150,3.055795,3.353100,0.550300,0.039400,0.044752798,0.249485358,0.278854067,0.017464569,0.029452588,0.123844857,2.256051009,11.541058230,14.238387221,0.023890235716,0.008727611113,560.523966666667,0.073398500,0.436075283,1.806618329,7.275089906,9.256915689,0.017474000,0.127601400,0.280664000,0.035422000,0.162376000,0.295376000,0.203883495,0.203883495,1.000000000,0,0,0,4,0,0,0
UASPATCH_5a8e1013251c1417730b,30,30.000000,690953.740,5335955.050,690959.740,5335970.050,6.000000,15.000000,16.155494,50.000000,0.600000000,9.913900,9.957750,21.191290,21.196900,11.283000,0.025050,0.250492392,0.285235952,0.297395877,0.018693874,0.020882859,0.020954766,6.571597245,18.648830057,19.325550429,0.008341732096,-0.005091946229,560.749640000000,0.014627924,0.044546974,5.718637953,12.910296691,17.704356019,0.084623500,0.278209750,0.344012000,0.144087000,0.429828000,0.518028000,0.420509375,0.420509375,1.000000000,0,1,0,2,0,5,8
UASPATCH_5b5b70dd99df25f41b7e,52,52.000000,690930.740,5335951.050,690939.740,5335961.050,9.000000,10.000000,13.453624,67.000000,0.776119403,9.909400,9.938250,9.996425,10.037800,0.128400,0.009600,0.017206243,0.024604246,0.029036717,0.012341416,0.019669895,0.022359787,0.605960455,1.857635089,2.164098112,-0.006317579893,-0.001005550294,560.752184615385,0.021368335,0.075388164,0.381974316,0.945091634,1.174807072,0.006723000,0.030448200,0.066719000,0.010308000,0.031041300,0.060744000,0.420509375,0.420509375,1.000000000,0,0,0,2,0,0,0
UASPATCH_5bac1d876a6679562131,177,177.000000,690936.740,5335889.050,690953.740,5335909.050,17.000000,20.000000,26.248809,238.500000,0.742138365,11.692900,12.025900,12.653020,13.116800,1.423900,0.065400,0.128573151,0.274663925,0.295746481,0.034134158,0.140429036,0.244839035,4.173206694,15.805527866,19.059562439,0.029041279835,-0.000418234242,561.504637288136,0.180114690,0.547238270,2.456871287,8.048835970,12.781488279,0.059963000,0.255676100,0.486971000,0.083372000,0.286627600,0.488724000,0.131697342,0.131697342,1.000000000,0,3,0,3,0,25,14
UASPATCH_5c3262edca5ea6a6a9ea,23,23.000000,690877.740,5335999.050,690885.740,5336004.050,8.000000,5.000000,9.433981,30.500000,0.754098361,21.012300,22.243900,23.170550,23.317400,2.305100,0.611500,0.062170868,0.225035855,0.271329280,0.190681043,0.192681119,0.193404501,1.959575662,6.528121274,9.207126502,-0.234182246376,-0.617885869560,577.478447826087,0.011530014,0.024584783,1.549706345,5.571672096,8.264394944,0.029496000,0.089796300,0.117260000,0.034530000,0.107447400,0.167290000,0.467213115,0.467213115,1.000000000,0,0,0,0,0,0,0
UASPATCH_5c4400a814b8c3416794,25,25.000000,690822.740,5335886.050,690830.740,5335892.050,8.000000,6.000000,10.000000,34.000000,0.735294118,8.314100,9.037600,10.282040,10.505600,2.191500,0.476400,0.120572762,0.287433198,0.288302635,0.157954691,0.188742163,0.189784696,3.035627270,9.352765064,12.882116517,0.197506758502,0.511574504951,569.871788000000,0.085223253,0.231463216,2.449007413,8.822476235,12.544466385,0.085511546,0.171042381,0.274591908,0.095466000,0.217243898,0.265424045,0.275268817,0.275268817,1.000000000,0,0,0,0,0,0,0
UASPATCH_5c7e885e02a6c33cb3ca,564,564.000000,690996.740,5336155.050,691072.740,5336244.050,76.000000,89.000000,117.034183,3010.000000,0.187375415,17.246400,18.303100,19.098790,20.498100,3.251700,0.516300,0.057650613,0.170014877,0.290199072,0.019055400,0.160996423,0.587982884,1.448249049,3.865263839,12.483988333,-0.001036434522,-0.000168130415,575.538495035461,0.088090380,0.408992320,1.033271221,3.231311501,9.409471388,0.017053500,0.280629250,0.437902000,0.039618000,0.227175000,0.393524000,0.645735981,0.645735981,1.000000000,0,10,9,21,0,0,0
UASPATCH_5d4f2ffa52f06c3f2a2d,65,65.000000,691052.740,5336147.050,691061.740,5336163.050,9.000000,16.000000,18.357560,95.500000,0.680628272,2.910600,3.014100,3.147020,3.194600,0.284000,0.061600,0.027986263,0.258131410,0.292952158,0.016883828,0.024030468,0.029313989,1.653335965,7.215149670,8.460006604,0.013446087404,0.011084055301,560.258835384615,0.036028011,0.085353378,1.186507180,6.122741739,9.990919351,0.016623000,0.066660250,0.110856000,0.024254000,0.082288000,0.169142000,0.291873964,0.291873964,1.000000000,0,0,0,2,0,0,0
UASPATCH_5da7968290163f7519d0,90,90.000000,690878.740,5336206.050,690895.740,5336216.050,17.000000,10.000000,19.723083,123.000000,0.731707317,3.618000,3.739950,5.455155,5.517400,1.899400,0.035300,0.146172874,0.291992849,0.299818309,0.020000588,0.022453286,0.023788715,1.912069415,10.776148170,15.969590207,-0.002901601691,0.002396104147,560.208150000000,0.048346971,0.228148611,2.489839287,7.049879825,10.299760109,0.036195000,0.173416000,0.272808000,0.042942000,0.289837200,0.454140000,0.224509804,0.224509804,1.000000000,0,6,0,6,0,0,0
UASPATCH_5dd548dd2bf5a023f7d2,49,49.000000,690926.740,5335975.050,690935.740,5335999.050,9.000000,24.000000,25.632011,90.500000,0.541436464,19.659400,26.277400,27.758000,27.936900,8.277500,0.998300,0.101605404,0.225275931,0.263501030,0.302765752,0.558693543,0.586612036,3.912475071,6.361038389,8.056268626,-0.586013264590,0.225140964709,576.252640816327,0.193987603,0.342664710,1.487827666,4.033683210,7.647610199,0.055917000,0.255343150,0.347708000,0.080701000,0.257689600,0.308696000,0.467213115,0.467213115,1.000000000,0,0,0,3,0,0,3
UASPATCH_5fa7af397aa88c19ab4f,45,45.000000,690987.740,5336055.050,690999.740,5336062.050,12.000000,7.000000,13.892444,55.500000,0.810810811,15.844400,17.944700,18.140700,18.152200,2.307800,0.061900,0.010416069,0.296902754,0.299251461,0.015244758,0.019178016,0.019465178,0.331619540,7.812402661,11.446937127,0.010481060083,-0.002272051757,576.858808888889,0.012653334,0.034039266,0.280896604,7.290372873,10.890004232,0.014506000,0.082994850,0.143822000,0.012550000,0.097309700,0.192574000,0.434192673,0.434192673,1.000000000,0,0,0,0,0,0,0
UASPATCH_6022d83505423d18bbe6,40,40.000000,690845.740,5335994.050,690854.740,5336004.050,9.000000,10.000000,13.453624,66.000000,0.606060606,24.718200,26.595550,27.525485,27.661900,2.943700,0.572900,0.060926230,0.240230705,0.248247271,0.156664250,0.183913446,0.582599610,0.644472239,6.788005656,9.850355433,-0.478441605261,0.191591209017,584.599187500000,0.052966769,0.104796661,0.951609782,5.236143807,6.950529631,0.039661000,0.166462800,0.381553000,0.054908000,0.136380800,0.356840000,0.420509375,0.420509375,1.000000000,0,0,0,0,0,0,0
UASPATCH_61f6e7a87bf259854b4c,63,63.000000,690837.740,5335913.050,690845.740,5335926.050,8.000000,13.000000,15.264338,77.000000,0.818181818,12.634700,13.029300,13.189290,13.502900,0.868200,0.131200,0.151941307,0.259154018,0.287803248,0.073508899,0.117024250,0.169857818,8.464352736,14.470329772,16.192606055,0.001746547615,0.000499175609,573.244028571429,0.170730580,0.492074099,3.957493849,9.490041182,12.481371621,0.063183500,0.234368779,0.527471000,0.096834000,0.222953000,0.487194000,0.275268817,0.275268817,1.000000000,0,3,2,4,0,3,0
UASPATCH_6370426a71cd194147b2,22,22.000000,690877.740,5335953.050,690894.740,5335960.050,17.000000,7.000000,18.384776,42.000000,0.523809524,28.710500,30.071550,30.632625,30.831200,2.120700,0.378300,0.111127952,0.134496352,0.138615289,0.307075840,0.310921111,0.312569178,1.589326454,2.498466318,2.771158550,0.387211134231,1.015837044734,582.965840909091,0.019622676,0.043238502,0.738400543,2.043011896,2.202974862,0.032886000,0.057683500,0.059467000,0.045676000,0.099255000,0.104148000,0.420509375,0.420509375,1.000000000,0,0,0,2,0,0,2
UASPATCH_645b470a16a22b93a0c3,26,26.000000,691022.740,5336019.050,691028.740,5336026.050,6.000000,7.000000,9.219544,32.000000,0.812500000,2.917000,2.942350,2.963250,2.964300,0.047300,0.011750,0.011198269,0.254822507,0.293446441,0.010530719,0.012558325,0.013208278,0.598054886,6.084545654,8.118940410,-0.002575052210,-0.001532506309,561.726896153846,0.012610898,0.022807440,0.347391518,5.669321423,7.688588117,0.006652000,0.059458500,0.083253000,0.007086000,0.061929000,0.139786000,0.238532110,0.238532110,1.000000000,0,0,0,2,0,0,0
UASPATCH_66139cd23ca2a46572a0,29,29.000000,690953.740,5336090.050,690975.740,5336103.050,22.000000,13.000000,25.553865,83.500000,0.347305389,14.490100,14.625300,14.718160,14.745900,0.255800,0.055800,0.235940844,0.284516571,0.299260616,0.049719770,0.051323174,0.051662245,11.127130588,13.289542663,14.294582002,-0.019184937517,0.033262659797,575.165231034483,0.052273571,0.095131594,2.199703952,6.430607261,6.566651397,0.019259000,0.077913000,0.104980000,0.025204000,0.074884000,0.091152000,0.667384284,0.667384284,1.000000000,0,0,0,4,0,0,0
UASPATCH_67ab6d0058a8288905ee,48,48.000000,690997.740,5336225.050,691008.740,5336234.050,11.000000,9.000000,14.212670,69.000000,0.695652174,20.220400,20.862600,21.239325,21.273900,1.053500,0.159000,0.086501869,0.185677694,0.234948608,0.049674356,0.221024161,0.246006853,1.845154157,8.901813025,14.887369552,0.044572946121,0.129293900951,579.103487500000,0.052978641,0.177351078,1.051032153,5.393629451,8.760101787,0.031553000,0.110253000,0.257820000,0.031530000,0.173716000,0.269754000,0.645735981,0.645735981,1.000000000,0,1,0,0,0,42,0
UASPATCH_68c9b6d2d2b159185612,25,25.000000,691121.740,5336289.050,691128.740,5336295.050,7.000000,6.000000,9.219544,32.000000,0.781250000,5.291800,5.921100,6.117200,6.126600,0.834800,0.155400,0.110146086,0.261757227,0.279944455,0.069537291,0.101854353,0.107346629,4.597517660,15.895027241,16.947551088,0.052921852577,0.154192142314,562.216116000000,0.132793560,0.227508388,3.796976998,7.843353182,8.365117888,0.050265000,0.163193400,0.207579000,0.105662000,0.168972600,0.250966000,0.106122449,0.106122449,1.000000000,0,0,0,2,0,0,0
UASPATCH_69e275ce771d0a750133,651,651.000000,690941.740,5336255.050,690971.740,5336311.050,30.000000,56.000000,63.529521,728.500000,0.893617021,11.435500,11.596100,11.872800,12.308100,0.872600,0.094100,0.015968970,0.093684493,0.295371109,0.039634334,0.053742872,0.264704330,1.218896072,5.529124155,8.557258514,-0.000987660926,-0.001794024242,569.635843471582,0.089862462,0.485151031,0.405958830,2.664427670,7.561200862,0.010584000,0.047550200,0.277405000,0.013350000,0.090806000,0.272656000,0.656596173,0.656596173,1.000000000,0,0,0,30,0,0,0
UASPATCH_6fa0938c4c32bac647f8,23,23.000000,691062.740,5336259.050,691067.740,5336267.050,5.000000,8.000000,9.433981,28.000000,0.821428571,2.523400,2.866900,3.261940,3.288500,0.765100,0.189000,0.041264215,0.289103894,0.292124723,0.045977527,0.057987574,0.058095078,1.559876420,9.689547844,10.063084015,0.058398284479,0.083149730899,559.602065217391,0.023753681,0.040974829,0.659200443,8.848814825,9.383876358,0.036517000,0.109293900,0.157167000,0.045236000,0.103507000,0.128294000,0.346499735,0.346499735,1.000000000,0,0,0,2,0,0,0
UASPATCH_7177ab45b42e5b8da61d,46,46.000000,691006.740,5336323.050,691016.740,5336336.050,10.000000,13.000000,16.401219,92.000000,0.500000000,16.845000,17.643650,18.957225,19.056700,2.211700,0.307950,0.170444469,0.231349371,0.267817241,0.030203739,0.217707772,0.551480455,5.884020980,12.061815550,13.368629935,-0.208406095597,0.049045119620,575.368721739130,0.185651323,0.408999097,3.046817971,5.828443408,8.500765855,0.046247000,0.504994500,0.561123000,0.115640000,0.383233500,0.451754000,0.346499735,0.346499735,1.000000000,0,3,0,3,0,5,0
UASPATCH_74b887e0556ef20d5e77,47,47.000000,690933.740,5336102.050,690945.740,5336131.050,12.000000,29.000000,31.384710,103.000000,0.456310680,23.612300,24.302800,26.106500,27.582100,3.969800,0.462400,0.150888110,0.247340993,0.295710843,0.119987126,0.159629832,0.162582469,6.989895372,11.326311335,11.992958299,-0.214781591525,0.084407686711,584.489934042553,0.066363719,0.220729219,3.978543413,8.784814561,9.881779383,0.024926000,0.112788250,0.183189000,0.110760000,0.161058600,0.202364000,0.757048093,0.757048093,0.000000000,0,0,0,2,0,32,85
UASPATCH_7681e9ebec72deb1a16b,32,32.000000,690841.740,5335973.050,690854.740,5335980.050,13.000000,7.000000,14.764823,49.000000,0.653061224,26.399700,27.196550,28.218865,28.377400,1.977700,0.224250,0.168699024,0.280912564,0.296243610,0.098793667,0.324472831,0.487882451,5.399182008,11.667465229,12.279723878,-0.034504925683,-0.191648316133,585.312028125000,0.100757038,0.213833206,3.545660449,7.783274729,10.228860211,0.037756500,0.134911700,0.218580000,0.051092000,0.123813200,0.156182000,0.420509375,0.420509375,1.000000000,0,0,0,0,0,0,0
UASPATCH_79347ef78dd344d8bdef,58,58.000000,690928.740,5336108.050,690938.740,5336125.050,10.000000,17.000000,19.723083,87.500000,0.662857143,23.759500,24.850200,26.521565,27.207000,3.447500,0.820600,0.121546659,0.259226778,0.294593229,0.089701525,0.153428796,0.159218086,7.794544421,14.745288260,16.148126179,0.158701727609,-0.065547296856,584.631006896552,0.138960295,0.509029148,3.698385898,7.844112829,9.030579650,0.029108000,0.089163100,0.508591000,0.076310000,0.129957000,0.596518000,0.757048093,0.757048093,0.000000000,0,9,9,1,0,29,54
UASPATCH_7af79c6a1771e52b1570,29,29.000000,690988.740,5336005.050,690995.740,5336014.050,7.000000,9.000000,11.401754,41.000000,0.707317073,32.631900,33.088500,33.705900,33.874200,1.242300,0.224400,0.104793433,0.243260143,0.270212492,0.046109307,0.050094447,0.051369828,1.816205264,6.545589479,8.397858895,0.153527034485,-0.055508464694,591.930506896552,0.026819222,0.119054467,1.853854985,4.699367707,6.585205215,0.018721000,0.103910400,0.167334000,0.026638000,0.147970800,0.181404000,0.568511199,0.568511199,1.000000000,0,0,0,0,0,7,0
