stable_id,unit_semantics,bbox_min_x,bbox_min_y,bbox_max_x,bbox_max_y,independent_reference_component_ids,independent_reference_component_count,independent_reference_score_cells,current_image_view_support,mvs_support_cells,c4_support_cells,c5_prior_available_by_stable_id,c5_input_alignment_ready,u_target,e_paired,execution_tile_id,spatial_group_id,split,held_out_accessed,exclusion_reason,reference_candidate_score_cells,reference_candidate_patch_ids,e_paired_candidate,candidate_exclusion_reason
DEBY_LOD2_4906968,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690891.410,5336021.120,690949.090,5336138.380,UASREF_0ecbec5e048f8a0523f7,1,913,442,6523,3250,true,true,true,true,TILE_002_004,GROUP_ccf535781f75c1c0,development,false,,1008,UASPATCH_018d42d12cf5aa6e39aa;UASPATCH_27cc4039ad9c4c209b48;UASPATCH_33a851d0073ad9ecaa05;UASPATCH_56d48d6afa21762aeace;UASPATCH_74b887e0556ef20d5e77;UASPATCH_79347ef78dd344d8bdef;UASPATCH_a73c56325a3cd1c36295;UASPATCH_aeae990664d7c7f4b023;UASPATCH_ca84c396c2932bedcc67;UASPATCH_dc4781c3b74c5c31a23f;UASPATCH_fd759aa9abfe72d0c00a,true,
DEBY_LOD2_4906969,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690916.690,5336008.570,690935.670,5336025.350,,0,0,299,358,242,true,true,true,false,TILE_002_003,GROUP_157737f6c7f694d9,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4906970,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690921.810,5335934.310,690938.280,5335950.210,,0,0,235,278,230,true,true,true,false,TILE_002_001,GROUP_798abb6dfba1d354,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,22,UASPATCH_114641f27cd0b9be91b9;UASPATCH_8720d770841d6b5403f4;UASPATCH_9b6893482a47e7545a27,true,
DEBY_LOD2_4906972,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690933.230,5335923.580,690964.540,5335948.060,UASREF_e21d1672f78b9b92c26d,1,34,252,722,616,true,true,true,true,TILE_003_001,GROUP_ca1040234a79aaa8,held_out,false,,181,UASPATCH_8720d770841d6b5403f4;UASPATCH_9b6893482a47e7545a27;UASPATCH_acb7812838f134989dff;UASPATCH_ff829de92c6725c4d870,true,
DEBY_LOD2_4906973,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690945.440,5335938.350,690957.250,5335947.120,,0,0,206,130,99,true,true,true,false,TILE_003_001,GROUP_ca1040234a79aaa8,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,6,UASPATCH_8720d770841d6b5403f4,true,
DEBY_LOD2_4906974,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690955.350,5335934.730,690976.130,5335968.040,UASREF_e21d1672f78b9b92c26d,1,137,242,642,379,true,true,true,true,TILE_003_001,GROUP_ca1040234a79aaa8,held_out,false,,178,UASPATCH_5a8e1013251c1417730b;UASPATCH_8720d770841d6b5403f4;UASPATCH_acb7812838f134989dff;UASPATCH_faa1ff0da9de56ec7bc8,true,
DEBY_LOD2_4906975,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690932.400,5336076.700,690990.560,5336124.070,UASREF_0ecbec5e048f8a0523f7,1,122,352,2727,2172,true,true,true,true,TILE_003_004,GROUP_ccf535781f75c1c0,development,false,,805,UASPATCH_012006e59b7f5344edeb;UASPATCH_018d42d12cf5aa6e39aa;UASPATCH_33a851d0073ad9ecaa05;UASPATCH_66139cd23ca2a46572a0;UASPATCH_74b887e0556ef20d5e77;UASPATCH_79347ef78dd344d8bdef;UASPATCH_aeae990664d7c7f4b023;UASPATCH_ca84c396c2932bedcc67,true,
DEBY_LOD2_4906976,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690960.680,5335914.810,690989.300,5335934.250,,0,0,210,528,455,true,true,true,false,TILE_003_001,GROUP_ca1040234a79aaa8,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,83,UASPATCH_47cb4706d705a8d4fa9a;UASPATCH_575251ffe6daca8ef888;UASPATCH_8720d770841d6b5403f4;UASPATCH_9b6893482a47e7545a27,true,
DEBY_LOD2_4906977,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690976.810,5335924.440,691002.690,5335963.330,,0,0,221,994,858,true,true,true,false,TILE_003_001,GROUP_ca1040234a79aaa8,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,468,UASPATCH_1406fda10f6c0235d7ba;UASPATCH_575251ffe6daca8ef888,true,
DEBY_LOD2_4906980,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690997.140,5335971.160,691009.140,5335978.990,,0,0,172,90,84,true,true,true,false,TILE_004_002,GROUP_ec832e65788b5fcd,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,2,UASPATCH_31235b278bbd5f096a03,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4906981,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690985.320,5335907.260,691027.290,5335975.310,,0,0,228,2335,2073,true,true,true,false,TILE_004_001,GROUP_f2c132f8d1962d0f,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,1474,UASPATCH_1406fda10f6c0235d7ba;UASPATCH_1897c507f21bb250b98f;UASPATCH_224cc90ed24d203749bc;UASPATCH_31235b278bbd5f096a03;UASPATCH_47cb4706d705a8d4fa9a;UASPATCH_575251ffe6daca8ef888;UASPATCH_f98d75e310e05646aed9,true,
DEBY_LOD2_4906982,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690927.190,5336198.110,690976.690,5336245.030,,0,0,212,1983,1464,true,true,true,false,TILE_003_007,GROUP_6e1c6ddc7a70ba88,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,767,UASPATCH_53eb149e2de9b1698a85,true,
DEBY_LOD2_4906983,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690938.550,5336252.080,690974.560,5336314.200,,0,0,111,1532,1159,true,true,true,false,TILE_003_008,GROUP_eff130d45912396d,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,785,UASPATCH_248dda2d97322b9ada53;UASPATCH_69e275ce771d0a750133;UASPATCH_c8924edf091cf6c7956c,true,
DEBY_LOD2_4906984,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690963.750,5336276.000,690982.390,5336299.110,,0,0,91,464,407,true,true,true,false,TILE_003_008,GROUP_eff130d45912396d,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,102,UASPATCH_12ff643a0733a835ca6c;UASPATCH_69e275ce771d0a750133;UASPATCH_c8924edf091cf6c7956c,true,
DEBY_LOD2_4906985,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690973.730,5336261.050,691012.380,5336298.850,,0,0,123,1329,1042,true,true,true,false,TILE_004_008,GROUP_39f5da2969890937,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,110,UASPATCH_12ff643a0733a835ca6c;UASPATCH_c8924edf091cf6c7956c,true,
DEBY_LOD2_4906986,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690991.419,5336317.302,691010.140,5336341.621,,0,0,78,461,371,true,true,true,false,TILE_004_009,GROUP_453e8e648a38a3b6,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,185,UASPATCH_7177ab45b42e5b8da61d;UASPATCH_9fad454219b2ba8aca00;UASPATCH_a1a630a1573425c82b60,true,
DEBY_LOD2_4906987,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691002.110,5336313.100,691018.610,5336338.140,,0,0,82,408,362,true,true,true,false,TILE_004_009,GROUP_453e8e648a38a3b6,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,143,UASPATCH_7177ab45b42e5b8da61d;UASPATCH_9fad454219b2ba8aca00;UASPATCH_a1a630a1573425c82b60,true,
DEBY_LOD2_4906988,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691010.140,5336335.610,691023.550,5336355.390,,0,0,73,236,209,true,true,true,false,TILE_004_009,GROUP_453e8e648a38a3b6,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,96,UASPATCH_9351ec70e859a48b45bc;UASPATCH_f538fc87f7de503b938f,true,
DEBY_LOD2_4906989,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690966.772,5336325.722,690988.240,5336351.652,,0,0,64,338,389,true,true,true,false,TILE_003_009,GROUP_8de3e3fdd8d9d633,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4906990,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690974.910,5336346.100,690996.420,5336369.250,,0,0,60,72,139,true,true,true,false,TILE_003_009,GROUP_8de3e3fdd8d9d633,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4906991,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,691001.700,5336338.140,691016.940,5336358.640,,0,0,70,241,235,true,true,true,false,TILE_004_009,GROUP_453e8e648a38a3b6,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,107,UASPATCH_9351ec70e859a48b45bc;UASPATCH_9fad454219b2ba8aca00;UASPATCH_f538fc87f7de503b938f,true,
DEBY_LOD2_4906997,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690946.557,5336353.498,690963.169,5336374.162,,0,0,46,1,11,true,true,true,false,TILE_003_009,GROUP_8de3e3fdd8d9d633,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4906998,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690929.600,5336337.440,690956.570,5336357.590,,0,0,48,228,351,true,true,true,false,TILE_003_009,GROUP_8de3e3fdd8d9d633,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4906999,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690911.470,5336344.810,690933.840,5336362.850,,0,0,43,7,167,true,true,true,false,TILE_002_009,GROUP_6342ff46814e3d4f,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4907000,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690895.340,5336351.800,690915.600,5336368.830,,0,0,40,0,22,true,true,true,false,TILE_002_009,GROUP_6342ff46814e3d4f,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4907011,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690828.452,5336348.984,690847.668,5336366.304,,0,0,55,0,62,true,true,true,false,TILE_000_009,GROUP_7805fa2316d2e6ac,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4907012,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690851.934,5336344.180,690860.205,5336357.295,,0,0,48,0,87,true,true,true,false,TILE_001_009,GROUP_31bde00dfdbe7a9e,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4907013,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690843.209,5336345.651,690856.384,5336360.618,,0,0,51,0,107,true,true,true,false,TILE_001_009,GROUP_31bde00dfdbe7a9e,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4907014,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690856.256,5336340.647,690872.815,5336355.833,,0,0,49,0,208,true,true,true,false,TILE_001_009,GROUP_31bde00dfdbe7a9e,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4907015,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690868.866,5336335.275,690886.972,5336351.040,,0,0,49,0,233,true,true,true,false,TILE_001_009,GROUP_31bde00dfdbe7a9e,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4907016,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690882.709,5336326.106,690908.836,5336345.678,,0,0,47,0,375,true,true,true,false,TILE_002_009,GROUP_6342ff46814e3d4f,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4907017,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690904.534,5336317.651,690931.007,5336337.423,,0,0,54,38,384,true,true,true,false,TILE_002_009,GROUP_6342ff46814e3d4f,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4907018,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690926.659,5336306.415,690945.030,5336329.021,,0,0,54,337,342,true,true,true,false,TILE_002_009,GROUP_6342ff46814e3d4f,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,10,UASPATCH_b52293d46f90ae9d0caf,true,
DEBY_LOD2_4907019,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690880.783,5336296.026,690897.991,5336317.390,,0,0,56,0,260,true,true,true,false,TILE_001_008,GROUP_fc729eee422ba598,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4907020,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690917.060,5336280.890,690938.300,5336310.860,,0,0,62,434,420,true,true,true,false,TILE_002_008,GROUP_7ebc6caa3c71be68,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,159,UASPATCH_b52293d46f90ae9d0caf;UASPATCH_c64aaa4c766aa9132d84,true,
DEBY_LOD2_4907021,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690864.735,5336255.747,690883.395,5336280.280,,0,0,65,0,296,true,true,true,false,TILE_001_008,GROUP_fc729eee422ba598,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4907022,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690872.852,5336276.008,690891.109,5336300.147,,0,0,61,0,320,true,true,true,false,TILE_001_008,GROUP_fc729eee422ba598,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4907023,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690902.649,5336244.884,690919.458,5336263.254,,0,0,87,275,266,true,true,true,false,TILE_002_007,GROUP_4bca58b22f72e437,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,77,UASPATCH_b52293d46f90ae9d0caf;UASPATCH_e0b5913902abda085d61,true,
DEBY_LOD2_4907024,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690908.202,5336258.709,690928.238,5336285.449,,0,0,78,377,372,true,true,true,false,TILE_002_008,GROUP_7ebc6caa3c71be68,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,133,UASPATCH_b52293d46f90ae9d0caf;UASPATCH_c64aaa4c766aa9132d84,true,
DEBY_LOD2_4907025,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690885.614,5336214.569,690913.984,5336249.426,,0,0,115,684,603,true,true,true,false,TILE_002_007,GROUP_4bca58b22f72e437,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,69,UASPATCH_1d24e9e448c3834aefcc;UASPATCH_a5e19922759433273217;UASPATCH_c1501dec99404b89ca31;UASPATCH_e0b5913902abda085d61,true,
DEBY_LOD2_4907026,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690876.499,5336220.659,690890.539,5336236.856,,0,0,91,124,216,true,true,true,false,TILE_001_007,GROUP_c62fe4e3afc0a9a7,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,13,UASPATCH_c1501dec99404b89ca31,true,
DEBY_LOD2_4907027,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690840.870,5336230.204,690865.574,5336249.398,,0,0,62,3,207,true,true,true,false,TILE_001_007,GROUP_c62fe4e3afc0a9a7,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4907028,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690861.173,5336224.224,690880.913,5336241.513,,0,0,80,18,277,true,true,true,false,TILE_001_007,GROUP_c62fe4e3afc0a9a7,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT
DEBY_LOD2_4907029,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690836.227,5336289.981,690860.238,5336330.360,,0,0,60,0,448,true,true,true,false,TILE_001_008,GROUP_fc729eee422ba598,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4907030,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690828.098,5336238.087,690845.634,5336254.434,,0,0,58,0,63,true,true,true,false,TILE_000_007,GROUP_e7c4be077114c5f3,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4907031,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690815.232,5336243.012,690832.361,5336259.030,,0,0,53,0,26,true,true,true,false,TILE_000_007,GROUP_e7c4be077114c5f3,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4907032,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690781.320,5336282.930,690817.220,5336305.570,,0,0,52,0,0,true,true,true,false,TILE_000_008,GROUP_037cfde4b9a06b58,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT;INSUFFICIENT_C4_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT;INSUFFICIENT_C4_SUPPORT
DEBY_LOD2_4907033,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690805.075,5336247.955,690819.465,5336262.896,,0,0,52,0,0,true,true,true,false,TILE_000_007,GROUP_e7c4be077114c5f3,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT;INSUFFICIENT_C4_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT;INSUFFICIENT_C4_SUPPORT
DEBY_LOD2_4907034,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690780.440,5336321.630,690832.710,5336350.180,,0,0,61,0,574,true,true,true,false,TILE_000_009,GROUP_7805fa2316d2e6ac,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT
DEBY_LOD2_4907035,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690764.617,5336257.499,690794.487,5336278.362,,0,0,56,0,0,true,true,true,false,TILE_000_008,GROUP_037cfde4b9a06b58,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT;INSUFFICIENT_C4_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT;INSUFFICIENT_C4_SUPPORT
DEBY_LOD2_4907036,CANONICAL_SCENE_AOI_BUILDING_ID_EVALUATED_BY_INDEPENDENT_UAS_ROOF_SUPPORT,690790.256,5336251.832,690809.296,5336268.563,,0,0,53,0,0,true,true,true,false,TILE_000_007,GROUP_e7c4be077114c5f3,NOT_E_PAIRED,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT;INSUFFICIENT_C4_SUPPORT,0,,false,INSUFFICIENT_INDEPENDENT_UAS_REFERENCE_SUPPORT;INSUFFICIENT_MVS_SUPPORT;INSUFFICIENT_C4_SUPPORT
