run_id,building_id,arm,replicate,delta_m,cell_ix,cell_iy,cell_center_x,cell_center_y,region,p0_base_signed_error_m,perturbed_p0_signed_error_m,perturbed_p0_abs_error_m,post_gs_point_count,post_gs_signed_error_m,post_gs_abs_error_m,return_amount_m,return_condition_met,coverage_grid_m,score_status
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672104,690793.750000000,5336052.250000000,interior,-0.230988677,-0.730988677,0.730988677,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672105,690793.750000000,5336052.750000000,interior,-0.237178093,-0.737178093,0.737178093,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672106,690793.750000000,5336053.250000000,interior,-0.243367509,-0.743367509,0.743367509,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672107,690793.750000000,5336053.750000000,interior,-0.249556926,-0.749556926,0.749556926,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672108,690793.750000000,5336054.250000000,interior,-0.255746342,-0.755746342,0.755746342,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672109,690793.750000000,5336054.750000000,interior,-0.261935759,-0.761935759,0.761935759,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672110,690793.750000000,5336055.250000000,interior,-0.268125175,-0.768125175,0.768125175,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672111,690793.750000000,5336055.750000000,interior,-0.274314591,-0.774314591,0.774314591,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672112,690793.750000000,5336056.250000000,interior,-0.280504008,-0.780504008,0.780504008,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672113,690793.750000000,5336056.750000000,interior,-0.286693424,-0.786693424,0.786693424,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672114,690793.750000000,5336057.250000000,edge,-0.292882841,-0.792882841,0.792882841,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672115,690793.750000000,5336057.750000000,edge,-0.299072257,-0.799072257,0.799072257,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672116,690793.750000000,5336058.250000000,edge,-0.305261673,-0.805261673,0.805261673,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672117,690793.750000000,5336058.750000000,edge,-0.311451090,-0.811451090,0.811451090,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672118,690793.750000000,5336059.250000000,edge,-0.316731954,-0.816731954,0.816731954,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672119,690793.750000000,5336059.750000000,edge,-0.320245541,-0.820245541,0.820245541,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672120,690793.920300501,5336060.250000000,edge,-0.321918249,-0.821918249,0.821918249,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381587,10672121,690793.983887730,5336060.584846154,edge,-0.323038448,-0.823038448,0.823038448,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672099,690794.250000000,5336049.750000000,edge,-0.169984933,-0.669984933,0.669984933,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672100,690794.250000000,5336050.250000000,edge,-0.182446318,-0.682446318,0.682446318,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672101,690794.250000000,5336050.750000000,edge,-0.188635735,-0.688635735,0.688635735,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672102,690794.250000000,5336051.250000000,interior,-0.194825151,-0.694825151,0.694825151,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672103,690794.250000000,5336051.750000000,interior,-0.201014567,-0.701014567,0.701014567,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672104,690794.250000000,5336052.250000000,interior,-0.207203984,-0.707203984,0.707203984,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672105,690794.250000000,5336052.750000000,interior,-0.213393400,-0.713393400,0.713393400,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672106,690794.250000000,5336053.250000000,interior,-0.219582817,-0.719582817,0.719582817,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672107,690794.250000000,5336053.750000000,interior,-0.225772233,-0.725772233,0.725772233,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672108,690794.250000000,5336054.250000000,interior,-0.231961649,-0.731961649,0.731961649,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672109,690794.250000000,5336054.750000000,interior,-0.238151066,-0.738151066,0.738151066,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672110,690794.250000000,5336055.250000000,interior,-0.244340482,-0.744340482,0.744340482,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672111,690794.250000000,5336055.750000000,interior,-0.250529898,-0.750529898,0.750529898,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672112,690794.250000000,5336056.250000000,interior,-0.256719315,-0.756719315,0.756719315,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672113,690794.250000000,5336056.750000000,interior,-0.262908731,-0.762908731,0.762908731,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672114,690794.250000000,5336057.250000000,interior,-0.269098148,-0.769098148,0.769098148,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672115,690794.250000000,5336057.750000000,interior,-0.275287564,-0.775287564,0.775287564,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672116,690794.250000000,5336058.250000000,interior,-0.281476980,-0.781476980,0.781476980,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672117,690794.250000000,5336058.750000000,edge,-0.287666397,-0.787666397,0.787666397,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672118,690794.250000000,5336059.250000000,edge,-0.293855813,-0.793855813,0.793855813,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672119,690794.250000000,5336059.750000000,edge,-0.300045230,-0.800045230,0.800045230,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672120,690794.250000000,5336060.250000000,edge,-0.306234646,-0.806234646,0.806234646,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672121,690794.250000000,5336060.750000000,edge,-0.311982455,-0.811982455,0.811982455,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672122,690794.250000000,5336061.250000000,edge,-0.313371316,-0.813371316,0.813371316,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381588,10672123,690794.453837646,5336061.743087912,edge,-0.315020900,-0.815020900,0.815020900,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672098,690794.950644600,5336049.460042313,edge,-0.139338331,-0.639338331,0.639338331,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672099,690794.750000000,5336049.750000000,edge,-0.153230303,-0.653230303,0.653230303,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672100,690794.750000000,5336050.250000000,edge,-0.158661625,-0.658661625,0.658661625,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672101,690794.750000000,5336050.750000000,interior,-0.164851042,-0.664851042,0.664851042,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672102,690794.750000000,5336051.250000000,interior,-0.171040458,-0.671040458,0.671040458,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672103,690794.750000000,5336051.750000000,interior,-0.177229874,-0.677229874,0.677229874,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672104,690794.750000000,5336052.250000000,interior,-0.183419291,-0.683419291,0.683419291,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672105,690794.750000000,5336052.750000000,interior,-0.189608707,-0.689608707,0.689608707,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672106,690794.750000000,5336053.250000000,interior,-0.195798124,-0.695798124,0.695798124,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672107,690794.750000000,5336053.750000000,interior,-0.201987540,-0.701987540,0.701987540,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672108,690794.750000000,5336054.250000000,interior,-0.208176956,-0.708176956,0.708176956,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672109,690794.750000000,5336054.750000000,interior,-0.214366373,-0.714366373,0.714366373,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672110,690794.750000000,5336055.250000000,interior,-0.220555789,-0.720555789,0.720555789,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672111,690794.750000000,5336055.750000000,interior,-0.226745206,-0.726745206,0.726745206,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672112,690794.750000000,5336056.250000000,interior,-0.232934622,-0.732934622,0.732934622,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672113,690794.750000000,5336056.750000000,interior,-0.239124038,-0.739124038,0.739124038,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672114,690794.750000000,5336057.250000000,interior,-0.245313455,-0.745313455,0.745313455,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672115,690794.750000000,5336057.750000000,interior,-0.251502871,-0.751502871,0.751502871,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672116,690794.750000000,5336058.250000000,interior,-0.257692287,-0.757692287,0.757692287,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672117,690794.750000000,5336058.750000000,interior,-0.263881704,-0.763881704,0.763881704,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672118,690794.750000000,5336059.250000000,interior,-0.270071120,-0.770071120,0.770071120,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672119,690794.750000000,5336059.750000000,interior,-0.276260537,-0.776260537,0.776260537,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672120,690794.750000000,5336060.250000000,edge,-0.282449953,-0.782449953,0.782449953,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672121,690794.750000000,5336060.750000000,edge,-0.288639369,-0.788639369,0.788639369,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672122,690794.750000000,5336061.250000000,edge,-0.294828786,-0.794828786,0.794828786,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672123,690794.750000000,5336061.750000000,edge,-0.300932639,-0.800932639,0.800932639,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672124,690794.750000000,5336062.250000000,edge,-0.304824384,-0.804824384,0.804824384,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672125,690794.895050084,5336062.750000000,edge,-0.306497092,-0.806497092,0.806497092,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381589,10672126,690794.965523725,5336063.121109551,edge,-0.307738607,-0.807738607,0.807738607,1,2.658000000,2.658000000,-1.850261393,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672098,690795.375000000,5336049.318885755,edge,-0.117404652,-0.617404652,0.617404652,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672099,690795.250000000,5336049.750000000,edge,-0.128687516,-0.628687516,0.628687516,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672100,690795.250000000,5336050.250000000,edge,-0.134876932,-0.634876932,0.634876932,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672101,690795.250000000,5336050.750000000,interior,-0.141066349,-0.641066349,0.641066349,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672102,690795.250000000,5336051.250000000,interior,-0.147255765,-0.647255765,0.647255765,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672103,690795.250000000,5336051.750000000,interior,-0.153445182,-0.653445182,0.653445182,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672104,690795.250000000,5336052.250000000,interior,-0.159634598,-0.659634598,0.659634598,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672105,690795.250000000,5336052.750000000,interior,-0.165824014,-0.665824014,0.665824014,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672106,690795.250000000,5336053.250000000,interior,-0.172013431,-0.672013431,0.672013431,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672107,690795.250000000,5336053.750000000,interior,-0.178202847,-0.678202847,0.678202847,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672108,690795.250000000,5336054.250000000,interior,-0.184392263,-0.684392263,0.684392263,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672109,690795.250000000,5336054.750000000,interior,-0.190581680,-0.690581680,0.690581680,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672110,690795.250000000,5336055.250000000,interior,-0.196771096,-0.696771096,0.696771096,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672111,690795.250000000,5336055.750000000,interior,-0.202960513,-0.702960513,0.702960513,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672112,690795.250000000,5336056.250000000,interior,-0.209149929,-0.709149929,0.709149929,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672113,690795.250000000,5336056.750000000,interior,-0.215339345,-0.715339345,0.715339345,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672114,690795.250000000,5336057.250000000,interior,-0.221528762,-0.721528762,0.721528762,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672115,690795.250000000,5336057.750000000,interior,-0.227718178,-0.727718178,0.727718178,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672116,690795.250000000,5336058.250000000,interior,-0.233907595,-0.733907595,0.733907595,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672117,690795.250000000,5336058.750000000,interior,-0.240097011,-0.740097011,0.740097011,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672118,690795.250000000,5336059.250000000,interior,-0.246286427,-0.746286427,0.746286427,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672119,690795.250000000,5336059.750000000,interior,-0.252475844,-0.752475844,0.752475844,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672120,690795.250000000,5336060.250000000,interior,-0.258665260,-0.758665260,0.758665260,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672121,690795.250000000,5336060.750000000,interior,-0.264854676,-0.764854676,0.764854676,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672122,690795.250000000,5336061.250000000,edge,-0.271044093,-0.771044093,0.771044093,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672123,690795.250000000,5336061.750000000,edge,-0.277233509,-0.777233509,0.777233509,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672124,690795.250000000,5336062.250000000,edge,-0.283422926,-0.783422926,0.783422926,6,4.933000000,4.933000000,-4.149577074,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672125,690795.250000000,5336062.750000000,edge,-0.289612342,-0.789612342,0.789612342,8,3.208000000,3.208000000,-2.418387658,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381590,10672126,690795.125000001,5336063.144957865,edge,-0.300447633,-0.800447633,0.800447633,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381591,10672098,690795.750000000,5336049.250000000,edge,-0.100060761,-0.600060761,0.600060761,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381591,10672099,690795.750000000,5336049.750000000,edge,-0.104902823,-0.604902823,0.604902823,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381591,10672100,690795.750000000,5336050.250000000,interior,-0.111092239,-0.611092239,0.611092239,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381591,10672101,690795.750000000,5336050.750000000,interior,-0.117281656,-0.617281656,0.617281656,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381591,10672102,690795.750000000,5336051.250000000,interior,-0.123471072,-0.623471072,0.623471072,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381591,10672103,690795.750000000,5336051.750000000,interior,-0.129660489,-0.629660489,0.629660489,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381591,10672104,690795.750000000,5336052.250000000,interior,-0.135849905,-0.635849905,0.635849905,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381591,10672105,690795.750000000,5336052.750000000,interior,-0.142039321,-0.642039321,0.642039321,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381591,10672106,690795.750000000,5336053.250000000,interior,-0.148228738,-0.648228738,0.648228738,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381591,10672107,690795.750000000,5336053.750000000,interior,-0.154418154,-0.654418154,0.654418154,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381591,10672108,690795.750000000,5336054.250000000,interior,-0.160607571,-0.660607571,0.660607571,0,,,,false,0.500000000,complete
gs_e5_C001_s3ap_b4907199_a1_dz_m0p5_r1,DEBY_LOD2_4907199,a1,r1,-0.500000000,1381591,10672109,690795.750000000,5336054.750000000,interior,-0.166796987,-0.666796987,0.666796987,0,,,,false,0.500000000,complete
