run_id,building_id,arm,replicate,perturbation_type,perturbation_value,score_status,score_reason,checkpoint,checkpoint_sha256,prepared_root,fixed_view_count,fixed_views,alpha_min_inclusive,voxel_m,min_observations,sor_neighbors,sor_std_ratio,expected_fused_all,expected_minobs_kept,expected_sor_kept,median_fused_all,median_minobs_kept,median_sor_kept,canonical_depth,roof_evidence_point_count,ground_z_local_m,ground_method,ground_source,minimum_height_above_ground_m,derived_roofprint_area_m2,supplied_footprint_passed_to_roofer,point_evidence_derived_roofprint_passed_to_roofer,fused_inside_point_count,coverage_grid_m,coverage_eligible_cells,coverage_occupied_cells,coverage_ratio,edge_width_m,edge_point_count,edge_coverage_eligible_cells,edge_coverage_occupied_cells,edge_coverage_ratio,interior_point_count,interior_coverage_eligible_cells,interior_coverage_occupied_cells,interior_coverage_ratio,height_error_signed_median_m,height_error_abs_median_m,height_error_mad_m,height_error_rms_m,edge_height_error_signed_median_m,edge_height_error_abs_median_m,edge_height_error_mad_m,edge_height_error_rms_m,interior_height_error_signed_median_m,interior_height_error_abs_median_m,interior_height_error_mad_m,interior_height_error_rms_m,roofer_status,roofer_reason,rf_extrusion_mode,rf_roof_planes,geometry_has_lod22,has_lod22,val3dity_valid,citygml_completeness,citygml_roof_rms_m,substantive_filter,cityjson_path,citygml_roof_point_count,citygml_coverage_eligible_cells,citygml_coverage_occupied_cells,citygml_coverage_ratio,citygml_edge_point_count,citygml_edge_coverage_eligible_cells,citygml_edge_coverage_occupied_cells,citygml_edge_coverage_ratio,citygml_interior_point_count,citygml_interior_coverage_eligible_cells,citygml_interior_coverage_occupied_cells,citygml_interior_coverage_ratio,citygml_height_error_signed_median_m,citygml_height_error_abs_median_m,citygml_height_error_mad_m,citygml_height_error_rms_region_m,citygml_edge_height_error_signed_median_m,citygml_edge_height_error_abs_median_m,citygml_edge_height_error_mad_m,citygml_edge_height_error_rms_m,citygml_interior_height_error_signed_median_m,citygml_interior_height_error_abs_median_m,citygml_interior_height_error_mad_m,citygml_interior_height_error_rms_m,p0_height_error_signed_median_m,p0_height_error_abs_median_m,p0_height_error_mad_m,p0_height_error_rms_m,p0_coverage_ratio,p0_edge_point_count,p0_edge_coverage_ratio,p0_edge_height_error_signed_median_m,p0_edge_height_error_abs_median_m,p0_edge_height_error_mad_m,p0_edge_height_error_rms_m,p0_interior_point_count,p0_interior_coverage_ratio,p0_interior_height_error_signed_median_m,p0_interior_height_error_abs_median_m,p0_interior_height_error_mad_m,p0_interior_height_error_rms_m,gs_edge_abs_error_lt_p0,gs_interior_abs_error_lt_p0,gs_minus_p0_edge_abs_median_m,gs_minus_p0_interior_abs_median_m,p0_has_lod22,p0_substantive_filter,gs_abs_error_lt_p0,gs_p0_comparison_metric,mvs_direct_class6_no_points,mvs_canonical_no_points,mvs_canonical_reason,footprint_role,gt_role,crs,extraction_manifest,roofer_input_manifest
gs_e5_C001_s3ap_b8568391_a1_dz_p0p5_r1,DEBY_LOD2_8568391,a1,r1,height,0.500000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568391_a1_dz_p0p5_r1/ckpt/final.pt,5ea0f0d88d53bb91af783e3a25b5698f51a372bcbdbdd8e1c5eac502b8f23ac2,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568391,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,160631,492,462,154409,534,511,median,511,-43.178000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,25.500000000,false,true,137,0.500000000,265,36,0.135849057,1.000000000,48,153,13,0.084967320,89,112,23,0.205357143,0.907000000,0.907000000,0.050000000,1.010428517,1.007000000,1.007000000,0.150000000,1.158576281,0.857000000,0.857000000,0.050000000,0.920685876,failure,lod11_fallback,lod11_fallback,None,true,false,false,1.000000000,1.635012058,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_p0p5_r1/cityjson/gs_e5_C001_s3ap_b8568391_a1_dz_p0p5_r1.city.json,38,265,38,0.143396226,15,153,15,0.098039216,23,112,23,0.205357143,1.657000000,1.657000000,0.000000000,1.642939030,1.657000000,1.657000000,0.000000000,1.621142025,1.657000000,1.657000000,0.000000000,1.657000000,0.100236015,0.100236015,0.026485122,0.107120456,1.000000000,153,1.000000000,0.099115304,0.099115304,0.036574337,0.109100089,112,1.000000000,0.101259304,0.101259304,0.017731271,0.104355462,false,false,0.907884696,0.755740696,false,false,false,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_p0p5_r1/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_p0p5_r1/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568391_a1_dz_p1_r1,DEBY_LOD2_8568391,a1,r1,height,1.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568391_a1_dz_p1_r1/ckpt/final.pt,d56771a74f6eef9260deb690b29af7208fda50d045baea82ec84571b37866a11,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568391,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,162613,537,519,155085,761,723,median,723,-43.178000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,26.500000000,false,true,203,0.500000000,265,34,0.128301887,1.000000000,79,153,16,0.104575163,124,112,18,0.160714286,1.257000000,1.257000000,0.100000000,1.271132591,1.357000000,1.357000000,0.000000000,1.332142421,1.207000000,1.207000000,0.050000000,1.230687180,failure,lod11_fallback,lod11_fallback,None,true,false,true,1.000000000,1.451349499,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_p1_r1/cityjson/gs_e5_C001_s3ap_b8568391_a1_dz_p1_r1.city.json,37,265,37,0.139622642,19,153,19,0.124183007,18,112,18,0.160714286,1.256000000,1.256000000,0.000000000,1.362889736,1.506000000,1.506000000,0.000000000,1.406164698,1.256000000,1.256000000,0.000000000,1.315667300,0.100236015,0.100236015,0.026485122,0.107120456,1.000000000,153,1.000000000,0.099115304,0.099115304,0.036574337,0.109100089,112,1.000000000,0.101259304,0.101259304,0.017731271,0.104355462,false,false,1.257884696,1.105740696,false,false,false,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_p1_r1/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_p1_r1/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568391_a1_dz_p2_r1,DEBY_LOD2_8568391,a1,r1,height,2.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568391_a1_dz_p2_r1/ckpt/final.pt,0d0664501e0adf62c9e6e7a29e92fc27affb870ae0089f06ca0204baa48f0001,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568391,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,162023,431,418,153153,726,691,median,691,-43.178000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,29.000000000,false,true,234,0.500000000,265,43,0.162264151,1.000000000,89,153,19,0.124183007,145,112,24,0.214285714,2.457000000,2.457000000,0.050000000,2.468718365,2.407000000,2.407000000,0.050000000,2.461578376,2.457000000,2.457000000,0.100000000,2.473090632,failure,lod11_fallback,lod11_fallback,None,true,false,true,1.000000000,2.945143688,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_p2_r1/cityjson/gs_e5_C001_s3ap_b8568391_a1_dz_p2_r1.city.json,46,265,46,0.173584906,22,153,22,0.143790850,24,112,24,0.214285714,3.206000000,3.206000000,0.000000000,3.162513296,3.206000000,3.206000000,0.000000000,3.114380808,3.206000000,3.206000000,0.000000000,3.206000000,0.100236015,0.100236015,0.026485122,0.107120456,1.000000000,153,1.000000000,0.099115304,0.099115304,0.036574337,0.109100089,112,1.000000000,0.101259304,0.101259304,0.017731271,0.104355462,false,false,2.307884696,2.355740696,false,false,false,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_p2_r1/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_p2_r1/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568391_a1_dz_p4_r1,DEBY_LOD2_8568391,a1,r1,height,4.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568391_a1_dz_p4_r1/ckpt/final.pt,58d312dcf34cf4e20277fb47a37675b581db2a6845b47db6a8315172bf0b2679,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568391,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,153150,172,162,147244,517,498,median,498,-43.178000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,14.500000000,false,true,89,0.500000000,265,20,0.075471698,1.000000000,81,153,16,0.104575163,8,112,4,0.035714286,4.357000000,4.357000000,0.050000000,4.332130753,4.407000000,4.407000000,0.000000000,4.329041991,4.357000000,4.357000000,0.000000000,4.363281334,failure,lod11_fallback,lod11_fallback,None,true,false,true,1.000000000,4.421083581,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_p4_r1/cityjson/gs_e5_C001_s3ap_b8568391_a1_dz_p4_r1.city.json,22,265,22,0.083018868,18,153,18,0.117647059,4,112,4,0.035714286,4.407000000,4.407000000,0.000000000,4.416287406,4.407000000,4.407000000,0.000000000,4.418348623,4.407000000,4.407000000,0.000000000,4.407000000,0.100236015,0.100236015,0.026485122,0.107120456,1.000000000,153,1.000000000,0.099115304,0.099115304,0.036574337,0.109100089,112,1.000000000,0.101259304,0.101259304,0.017731271,0.104355462,false,false,4.307884696,4.255740696,false,false,false,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_p4_r1/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_dz_p4_r1/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568391_a1_r2,DEBY_LOD2_8568391,a1,r2,none,0.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568391_a1_r2/ckpt/final.pt,829a36aaa4875579db4ccf9d997f1e6c26c1b5187829213af03e88179d1492db,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568391,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,163215,586,555,156780,804,773,median,773,-43.178000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,33.250000000,false,true,226,0.500000000,265,36,0.135849057,1.000000000,58,153,15,0.098039216,168,112,21,0.187500000,0.707000000,0.707000000,0.000000000,0.720123127,0.757000000,0.757000000,0.050000000,0.826369730,0.707000000,0.707000000,0.000000000,0.679596484,failure,lod11_fallback,lod11_fallback,None,true,false,false,1.000000000,1.448568923,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_r2/cityjson/gs_e5_C001_s3ap_b8568391_a1_r2.city.json,39,265,39,0.147169811,18,153,18,0.117647059,21,112,21,0.187500000,1.657000000,1.657000000,0.000000000,1.569664614,1.657000000,1.657000000,0.000000000,1.461190610,1.657000000,1.657000000,0.000000000,1.657000000,0.100236015,0.100236015,0.026485122,0.107120456,1.000000000,153,1.000000000,0.099115304,0.099115304,0.036574337,0.109100089,112,1.000000000,0.101259304,0.101259304,0.017731271,0.104355462,false,false,0.657884696,0.605740696,false,false,false,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_r2/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a1_r2/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568391_a2_r1,DEBY_LOD2_8568391,a2,r1,none,0.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568391_a2_r1/ckpt/final.pt,9fe73f426583474ca4c5f3abd61b1f024b75e110befc3e6a8df90320e1dc890e,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568391,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,163228,200,195,155389,445,423,median,423,-43.178000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,24.750000000,false,true,88,0.500000000,265,23,0.086792453,1.000000000,14,153,4,0.026143791,74,112,19,0.169642857,0.207000000,0.207000000,0.050000000,0.230777146,0.232000000,0.232000000,0.025000000,0.237620045,0.207000000,0.207000000,0.050000000,0.229459588,failure,lod11_fallback,lod11_fallback,None,true,false,false,1.000000000,1.075532492,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a2_r1/cityjson/gs_e5_C001_s3ap_b8568391_a2_r1.city.json,26,265,26,0.098113208,7,153,7,0.045751634,19,112,19,0.169642857,0.256000000,0.256000000,0.000000000,0.344898870,0.256000000,0.256000000,0.000000000,0.513760923,0.256000000,0.256000000,0.000000000,0.256000000,0.100236015,0.100236015,0.026485122,0.107120456,1.000000000,153,1.000000000,0.099115304,0.099115304,0.036574337,0.109100089,112,1.000000000,0.101259304,0.101259304,0.017731271,0.104355462,false,false,0.132884696,0.105740696,false,false,false,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a2_r1/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a2_r1/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568391_a2_r2,DEBY_LOD2_8568391,a2,r2,none,0.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568391_a2_r2/ckpt/final.pt,f6339408144cd9cd038d74c7c6350eff76cdf36870d73ed63a401bcb09c65051,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568391,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,164453,158,147,156775,250,237,median,237,-43.178000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,20.000000000,false,true,61,0.500000000,265,29,0.109433962,1.000000000,16,153,11,0.071895425,45,112,18,0.160714286,0.257000000,0.257000000,0.050000000,0.463666588,0.957000000,0.957000000,0.100000000,0.794771351,0.257000000,0.257000000,0.050000000,0.258525950,failure,lod11_fallback,lod11_fallback,None,true,false,false,1.000000000,0.592360954,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a2_r2/cityjson/gs_e5_C001_s3ap_b8568391_a2_r2.city.json,32,265,32,0.120754717,14,153,14,0.091503268,18,112,18,0.160714286,0.307000000,0.307000000,0.000000000,0.563941708,0.682000000,0.682000000,0.375000000,0.778298786,0.307000000,0.307000000,0.000000000,0.307000000,0.100236015,0.100236015,0.026485122,0.107120456,1.000000000,153,1.000000000,0.099115304,0.099115304,0.036574337,0.109100089,112,1.000000000,0.101259304,0.101259304,0.017731271,0.104355462,false,false,0.857884696,0.155740696,false,false,false,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a2_r2/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568391_a2_r2/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568392_a0_r1,DEBY_LOD2_8568392,a0,r1,none,0.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568392_a0_r1/ckpt/final.pt,383a22a869fb26dbd474803e80a5e9ed024743e4e60fb4fa10b21d22b098d5e1,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568392,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,140974,3,3,120882,253,235,median,235,-43.157000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,17.750000000,false,true,66,0.500000000,37,18,0.486486486,1.000000000,62,36,17,0.472222222,4,1,1,1.000000000,4.477000000,4.477000000,0.525000000,4.376408629,4.477000000,4.477000000,0.525000000,4.389608234,4.002000000,4.002000000,0.700000000,4.166470809,failure,lod11_fallback,lod11_fallback,None,true,false,false,0.000000000,5.494095992,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568392_a0_r1/cityjson/gs_e5_C001_s3ap_b8568392_a0_r1.city.json,21,37,21,0.567567568,20,36,20,0.555555556,1,1,1,1.000000000,5.002000000,5.002000000,0.000000000,5.002000000,5.002000000,5.002000000,0.000000000,5.002000000,5.002000000,5.002000000,0.000000000,5.002000000,1.055800017,1.055800017,0.441536609,1.179758922,1.000000000,36,1.000000000,1.063253180,1.063253180,0.452775648,1.184133687,1,1.000000000,1.009721769,1.009721769,0.000000000,1.009721769,,,3.413746820,2.992278231,false,false,,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568392_a0_r1/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568392_a0_r1/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568392_a0_r2,DEBY_LOD2_8568392,a0,r2,none,0.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568392_a0_r2/ckpt/final.pt,b572fc4af921de2be3e73359d3d92cb9992227fac2844e70994af56e6f890b0e,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568392,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,141567,3,3,129130,274,257,median,257,-43.157000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,23.000000000,false,true,20,0.500000000,37,11,0.297297297,1.000000000,20,36,11,0.305555556,0,1,0,0.000000000,4.552000000,4.552000000,0.300000000,4.420014027,4.552000000,4.552000000,0.300000000,4.420014027,,,,,failure,lod11_fallback,lod11_fallback,None,true,false,false,1.000000000,5.109130327,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568392_a0_r2/cityjson/gs_e5_C001_s3ap_b8568392_a0_r2.city.json,17,37,17,0.459459459,17,36,17,0.472222222,0,1,0,0.000000000,4.452000000,4.452000000,0.000000000,4.315059593,4.452000000,4.452000000,0.000000000,4.315059593,,,,,1.055800017,1.055800017,0.441536609,1.179758922,1.000000000,36,1.000000000,1.063253180,1.063253180,0.452775648,1.184133687,1,1.000000000,1.009721769,1.009721769,0.000000000,1.009721769,,,3.488746820,,false,false,,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568392_a0_r2/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568392_a0_r2/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568392_a1_dz_m4_r1,DEBY_LOD2_8568392,a1,r1,height,-4.000000000,partial_no_scored_roof_points,prepared,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568392_a1_dz_m4_r1/ckpt/final.pt,4718d05e48a51df7b849392d70e1a9094bba2649f6391fb53750d50d3c3d8233,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568392,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,128411,352,332,124307,438,412,median,412,-43.157000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,30.750000000,false,true,0,0.500000000,37,0,0.000000000,1.000000000,0,36,0,0.000000000,0,1,0,0.000000000,,,,,,,,,,,,,failure,lod11_fallback,lod11_fallback,None,true,false,false,0.000000000,2.831079011,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568392_a1_dz_m4_r1/cityjson/gs_e5_C001_s3ap_b8568392_a1_dz_m4_r1.city.json,2,37,2,0.054054054,2,36,2,0.055555556,0,1,0,0.000000000,2.851000000,2.851000000,0.750000000,2.947999491,2.851000000,2.851000000,0.750000000,2.947999491,,,,,1.055800017,1.055800017,0.441536609,1.179758922,1.000000000,36,1.000000000,1.063253180,1.063253180,0.452775648,1.184133687,1,1.000000000,1.009721769,1.009721769,0.000000000,1.009721769,,,,,false,false,,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568392_a1_dz_m4_r1/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568392_a1_dz_m4_r1/roofer_input_manifest.json
gs_e5_C001_s3ap_b8568392_a1_dz_m2_r1,DEBY_LOD2_8568392,a1,r1,height,-2.000000000,complete,,results/tum_transfer/e5_s3ap_phase2/runs/gs_e5_C001_s3ap_b8568392_a1_dz_m2_r1/ckpt/final.pt,3065ccc0f77ddb62f37db8897e84c0f55fe03c212c2cff4ed5c4532bba942a11,results/tum_transfer/e5_s3ap_phase2/prepared/DEBY_LOD2_8568392,3,DJI_20241217084901_0194_D.png;DJI_20241217084903_0195_D.png;DJI_20241217095441_0023_D.png,0.500000000,0.050000000,3,20,2.000000000,130768,387,371,123476,569,552,median,552,-43.157000000,clean exterior 1m-cell q10 lower-mode median,elevation: SfM points3D.bin + dense-init PLY; supplied footprints_aoi geometry used for target exterior/exclusion masks; no LoD2 roof height/plane or ALS elevation,1.500000000,41.000000000,false,true,34,0.500000000,37,12,0.324324324,1.000000000,33,36,11,0.305555556,1,1,1,1.000000000,0.852000000,0.852000000,0.000000000,0.909947251,0.852000000,0.852000000,0.000000000,0.911645731,0.852000000,0.852000000,0.000000000,0.852000000,failure,lod11_fallback,lod11_fallback,None,true,false,false,1.000000000,3.334903962,false,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568392_a1_dz_m2_r1/cityjson/gs_e5_C001_s3ap_b8568392_a1_dz_m2_r1.city.json,15,37,15,0.405405405,14,36,14,0.388888889,1,1,1,1.000000000,3.552000000,3.552000000,0.000000000,3.552000000,3.552000000,3.552000000,0.000000000,3.552000000,3.552000000,3.552000000,0.000000000,3.552000000,1.055800017,1.055800017,0.441536609,1.179758922,1.000000000,36,1.000000000,1.063253180,1.063253180,0.452775648,1.184133687,1,1.000000000,1.009721769,1.009721769,0.000000000,1.009721769,true,true,-0.211253180,-0.157721769,false,false,true,fused roof height_error_abs_median_m,true,true,pointcloud_unusable_no_points,score-region and coverage mask opened after Roofer input finalization,LoD2 and supplied footprint are opened by score-job only after fused extraction and Roofer LAS/roofprint construction,EPSG:25832,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568392_a1_dz_m2_r1/extraction_manifest.json,results/tum_transfer/e5_s3ap_phase3/jobs/gs_e5_C001_s3ap_b8568392_a1_dz_m2_r1/roofer_input_manifest.json
