bid,source,stage3_algo_version,metric_version,status,n_faces,n_roof_faces,n_wall_faces,n_ground_faces,roof_cov,wall_cov,ground_cov,semantic_face_acc,face_planarity_mean,face_planarity_max,support_coverage,F,precision,recall,h_err,vol_ratio,hausdorff,chamfer,footprint_IoU,edge_ok,open_edges,nonmanifold_edges,roof_wall_adjacency_count,wall_ground_adjacency_count,shell_completeness,metric_artifact_dir,readout_artifact_dir,failure_reason
B0,E3_Baseline_primitive,Stage3Algo-v0,Metric-v1,OK,23,10,12,1,0.253,0.939,0.9983333333333333,0.9281666666666667,1.8763697263742614e-15,9.829558326425327e-15,0.6070000000000001,0.8627888180764773,0.8765,0.8495,0.39044701820446903,1.4067047676300397,2.455260307058837,0.3219017414994742,1.0,True,0,0,12,12,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E3_Baseline_primitive/B0,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E3_Baseline_primitive/B0,
B0,E4_Mutual_primitive,Stage3Algo-v0,Metric-v1,OK,23,10,12,1,0.451,0.9613333333333334,0.0,0.9193333333333333,1.8390989917956088e-15,9.41405394523737e-15,0.6310000000000001,0.8232280595201943,0.819,0.8275,0.5865344131450563,2.015670044950422,2.6070458563571486,0.3123844861810817,1.0,True,0,0,12,12,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E4_Mutual_primitive/B0,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E4_Mutual_primitive/B0,
B1,E0_GT_clean_upper_bound,Stage3Algo-v0,Metric-v1,OK,11,4,6,1,1.0,0.949,1.0,0.9846666666666667,2.5146985601594417e-15,8.267055103640565e-15,0.8689999999999999,0.9899164912871453,0.9895,0.9903333333333333,0.0,1.0000097547675852,0.6848885227301452,0.21001457921437408,1.0,True,0,0,6,6,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E0_GT_clean_upper_bound/B1,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E0_GT_clean_upper_bound/B1,
B1,E1_Baseline_rendered,Stage3Algo-v0,Metric-v1,SOURCE_MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E1_Baseline_rendered/B1,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E1_Baseline_rendered/B1,
B1,E2_Mutual_rendered,Stage3Algo-v0,Metric-v1,OK,11,4,6,1,0.7803333333333333,0.9293333333333333,0.963,0.9568333333333333,2.6029297002103288e-15,7.37887668394044e-15,0.48933333333333334,0.9140608933454877,0.924,0.9043333333333333,0.32589166941419023,0.8318275308772364,1.3294199845074028,0.26164930122034225,1.0,True,0,0,6,6,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E2_Mutual_rendered/B1,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E2_Mutual_rendered/B1,
B1,E3_Baseline_primitive,Stage3Algo-v0,Metric-v1,OK,11,4,6,1,0.312,0.884,0.0,0.9151666666666667,2.4632062614391433e-15,7.405522036531443e-15,0.4406666666666667,0.7696744227994229,0.7858333333333334,0.7541666666666667,0.5973087174153449,0.7117090636972382,3.8747860827303597,0.39248916191735084,1.0,True,0,0,6,6,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E3_Baseline_primitive/B1,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E3_Baseline_primitive/B1,
B1,E4_Mutual_primitive,Stage3Algo-v0,Metric-v1,OK,11,4,6,1,0.485,0.8866666666666667,0.0,0.9278333333333333,2.510472965113993e-15,7.474274174087715e-15,0.4713333333333334,0.7890601900739177,0.7983333333333333,0.78,0.5632176605880943,0.9502958997595523,3.5614360466663486,0.3678816134609635,1.0,True,0,0,6,6,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E4_Mutual_primitive/B1,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E4_Mutual_primitive/B1,
B2,E0_GT_clean_upper_bound,Stage3Algo-v0,Metric-v1,OK,11,4,6,1,1.0,0.984,1.0,0.9835,1.274089855941931e-15,6.69808929350998e-15,0.8476666666666667,0.9989161035566309,0.9981666666666666,0.9996666666666667,1.7763568394002505e-15,2.012147367894346,0.6865941658982172,0.1659385091913499,1.0,True,0,0,6,6,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E0_GT_clean_upper_bound/B2,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E0_GT_clean_upper_bound/B2,
B2,E1_Baseline_rendered,Stage3Algo-v0,Metric-v1,SOURCE_MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E1_Baseline_rendered/B2,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E1_Baseline_rendered/B2,
B2,E2_Mutual_rendered,Stage3Algo-v0,Metric-v1,OK,11,4,6,1,1.0,0.9883333333333333,1.0,0.9735,1.1763443728944331e-15,6.990299993591321e-15,0.49,0.9931585836549756,0.9903333333333333,0.996,0.4710039968325521,2.081555328295899,0.8650417498916951,0.2004784417331288,1.0,True,0,0,6,6,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E2_Mutual_rendered/B2,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E2_Mutual_rendered/B2,
B2,E3_Baseline_primitive,Stage3Algo-v0,Metric-v1,OK,11,4,6,1,0.4583333333333333,0.96,0.0,0.9471666666666667,1.3818650366484444e-15,7.209008402154581e-15,0.44366666666666665,0.8314323511725797,0.824,0.839,0.5222468147598232,2.0392858316336757,1.7922050434529502,0.2667580252250166,1.0,True,0,0,6,6,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E3_Baseline_primitive/B2,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E3_Baseline_primitive/B2,
B2,E4_Mutual_primitive,Stage3Algo-v0,Metric-v1,OK,11,4,6,1,1.0,0.9836666666666667,0.0,0.9591666666666666,1.129924122342173e-15,6.55775710319736e-15,0.4563333333333333,0.8945304469273744,0.8745,0.9155,0.6247989662139943,2.098671163430818,1.0512391572864765,0.22533186288186524,1.0,True,0,0,6,6,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E4_Mutual_primitive/B2,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E4_Mutual_primitive/B2,
B8,E0_GT_clean_upper_bound,Stage3Algo-v0,Metric-v1,OK,15,6,8,1,0.9706666666666667,0.982,1.0,0.9693333333333334,1.5072741947424268e-15,4.0377597541260624e-15,0.8693333333333334,0.9913310636628558,0.9928333333333333,0.9898333333333333,0.0009999999999994458,1.6445875748930379,0.694971278694266,0.1824679576434058,1.0,True,0,0,8,8,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E0_GT_clean_upper_bound/B8,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E0_GT_clean_upper_bound/B8,
B8,E1_Baseline_rendered,Stage3Algo-v0,Metric-v1,SOURCE_MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E1_Baseline_rendered/B8,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E1_Baseline_rendered/B8,
B8,E2_Mutual_rendered,Stage3Algo-v0,Metric-v1,OK,15,6,8,1,1.0,0.9823333333333333,0.606,0.9568333333333333,1.5089057761730021e-15,4.453538276848183e-15,0.513,0.9175338841974635,0.9036666666666666,0.9318333333333333,0.46113781590596403,1.5768500644137617,0.7712779498861765,0.2181518403308031,1.0,True,0,0,8,8,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E2_Mutual_rendered/B8,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E2_Mutual_rendered/B8,
B8,E3_Baseline_primitive,Stage3Algo-v0,Metric-v1,OK,15,6,8,1,0.989,0.9793333333333333,0.0,0.9525,1.5804511946144956e-15,4.384982005077581e-15,0.4836666666666667,0.8922622603933283,0.8736666666666667,0.9116666666666666,0.6686138020521941,1.6150951273111274,0.9769479610478715,0.23479270379294814,1.0,True,0,0,8,8,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E3_Baseline_primitive/B8,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E3_Baseline_primitive/B8,
B8,E4_Mutual_primitive,Stage3Algo-v0,Metric-v1,OK,15,6,8,1,0.884,0.973,0.0,0.9471666666666667,1.531130234729672e-15,4.370826661513609e-15,0.49266666666666664,0.876168425723432,0.8616666666666667,0.8911666666666667,0.5975710469081168,1.5625232035976253,0.9978989764767301,0.2475761898781052,1.0,True,0,0,8,8,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E4_Mutual_primitive/B8,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E4_Mutual_primitive/B8,
B6,E0_GT_clean_upper_bound,Stage3Algo-v0,Metric-v1,OK,23,10,12,1,0.5756666666666667,0.9346666666666666,1.0,0.9523333333333334,1.513268993571547e-15,5.4250691043329224e-15,0.7676666666666666,0.9374104455504207,0.9531666666666667,0.9221666666666667,3.6069999999999993,0.6464930438014105,3.884961874743159,0.24119812354740283,1.0,True,0,0,12,12,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E0_GT_clean_upper_bound/B6,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E0_GT_clean_upper_bound/B6,
B6,E1_Baseline_rendered,Stage3Algo-v0,Metric-v1,SOURCE_MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E1_Baseline_rendered/B6,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E1_Baseline_rendered/B6,
B6,E2_Mutual_rendered,Stage3Algo-v0,Metric-v1,OK,23,10,12,1,0.5246666666666666,0.932,1.0,0.937,1.5949491021093687e-15,5.483238945021996e-15,0.41733333333333333,0.931374727863768,0.9376666666666666,0.9251666666666667,3.38937412340141,0.6638984274781619,3.6235083886001966,0.23824001664625477,1.0,True,0,0,12,12,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E2_Mutual_rendered/B6,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E2_Mutual_rendered/B6,
B6,E3_Baseline_primitive,Stage3Algo-v0,Metric-v1,OK,23,10,12,1,0.2833333333333333,0.933,0.0,0.9181666666666667,1.5670807056192786e-15,5.482295255451064e-15,0.38033333333333336,0.8265758064516129,0.8353333333333334,0.818,2.960689442070379,0.6163026912786371,4.202797611668658,0.31466662893928754,1.0,True,0,0,12,12,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E3_Baseline_primitive/B6,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E3_Baseline_primitive/B6,
B6,E4_Mutual_primitive,Stage3Algo-v0,Metric-v1,OK,23,10,12,1,0.3556666666666667,0.936,0.0,0.9216666666666666,1.5570329601879607e-15,5.494074115699125e-15,0.4413333333333333,0.8339991673328003,0.8348333333333333,0.8331666666666667,3.0026247571795004,0.6580591292197712,3.6645188311140533,0.2939924470956061,1.0,True,0,0,12,12,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E4_Mutual_primitive/B6,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E4_Mutual_primitive/B6,
B3,E0_GT_clean_upper_bound,Stage3Algo-v0,Metric-v1,OK,83,40,42,1,0.13733333333333334,0.618,0.9216666666666666,0.7703333333333333,1.2258565519257349e-15,7.405561041562761e-15,0.6306666666666666,0.4328029749310765,0.41933333333333334,0.44716666666666666,0.0,1.0238178731397176,12.51940903505428,1.1354435661182025,1.0,True,0,0,42,42,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E0_GT_clean_upper_bound/B3,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E0_GT_clean_upper_bound/B3,
B3,E1_Baseline_rendered,Stage3Algo-v0,Metric-v1,SOURCE_MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E1_Baseline_rendered/B3,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E1_Baseline_rendered/B3,
B3,E2_Mutual_rendered,Stage3Algo-v0,Metric-v1,OK,83,40,42,1,0.156,0.6216666666666667,0.896,0.7798333333333334,1.2154140225948219e-15,7.645558626752743e-15,0.25533333333333336,0.43840797720797725,0.4265,0.451,1.8207417446001521,0.9731816247712521,11.183994129120826,1.0762153717867158,1.0,True,0,0,42,42,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E2_Mutual_rendered/B3,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E2_Mutual_rendered/B3,
B3,E3_Baseline_primitive,Stage3Algo-v0,Metric-v1,OK,83,40,42,1,0.12966666666666668,0.597,0.30666666666666664,0.7558333333333334,1.3165116429716486e-15,7.645558626752743e-15,0.22433333333333336,0.3470088835534214,0.342,0.3521666666666667,3.7663575751335223,0.954647987011602,9.978910581948622,1.0629506495836343,1.0,True,0,0,42,42,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E3_Baseline_primitive/B3,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E3_Baseline_primitive/B3,
B3,E4_Mutual_primitive,Stage3Algo-v0,Metric-v1,OK,83,40,42,1,0.16233333333333333,0.608,0.229,0.7585,1.2825781912067365e-15,7.370489162165992e-15,0.22233333333333338,0.3401412360192669,0.33416666666666667,0.3463333333333333,3.6932806700854,0.9983128224081079,10.34905734223538,1.0487456140827747,1.0,True,0,0,42,42,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E4_Mutual_primitive/B3,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E4_Mutual_primitive/B3,
B123,E0_GT_clean_upper_bound,Stage3Algo-v0,Metric-v1,OK,55,26,28,1,0.23633333333333334,0.6476666666666666,0.9766666666666667,0.8325,1.5682071461094786e-15,7.283939294865767e-15,0.6376666666666667,0.6286635303472039,0.6391666666666667,0.6185,0.0,0.74318374430131,5.793265123814293,0.7908111953262842,1.0,True,0,0,28,28,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E0_GT_clean_upper_bound/B123,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E0_GT_clean_upper_bound/B123,
B123,E1_Baseline_rendered,Stage3Algo-v0,Metric-v1,SOURCE_MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E1_Baseline_rendered/B123,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E1_Baseline_rendered/B123,
B123,E2_Mutual_rendered,Stage3Algo-v0,Metric-v1,OK,55,26,28,1,0.15,0.6403333333333333,0.947,0.8393333333333334,1.6675173224441727e-15,8.084313294052623e-15,0.3123333333333333,0.5762228645758057,0.591,0.5621666666666667,0.05493656572977912,0.7385642480606636,5.348908854212128,0.8631629411907014,1.0,True,0,0,28,28,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E2_Mutual_rendered/B123,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E2_Mutual_rendered/B123,
B123,E3_Baseline_primitive,Stage3Algo-v0,Metric-v1,OK,55,26,28,1,0.14166666666666666,0.6416666666666667,0.0,0.8096666666666666,1.6031899082683735e-15,7.982565327256766e-15,0.271,0.4180215268088499,0.4231666666666667,0.413,0.3613921506805582,0.947906308877938,5.675261000543541,0.9492878826054334,1.0,True,0,0,28,28,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E3_Baseline_primitive/B123,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E3_Baseline_primitive/B123,
B123,E4_Mutual_primitive,Stage3Algo-v0,Metric-v1,OK,55,26,28,1,0.15633333333333332,0.6376666666666667,0.0,0.82,1.6024006787799564e-15,8.033339836487748e-15,0.2786666666666667,0.42224896429275993,0.43083333333333335,0.414,0.578354910241373,1.0057163713325428,5.759824045206802,0.9435884031201957,1.0,True,0,0,28,28,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E4_Mutual_primitive/B123,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E4_Mutual_primitive/B123,
B126,E0_GT_clean_upper_bound,Stage3Algo-v0,Metric-v1,OK,49,23,25,1,0.15466666666666667,0.5743333333333334,0.996,0.7373333333333333,2.650073072384388e-15,1.0838479574660276e-14,0.62,0.5636876566878041,0.5931666666666666,0.537,1.2860000000000014,1.1711836550725854,6.218318213357156,1.0596984020561129,1.0,True,0,0,25,25,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E0_GT_clean_upper_bound/B126,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E0_GT_clean_upper_bound/B126,
B126,E1_Baseline_rendered,Stage3Algo-v0,Metric-v1,SOURCE_MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E1_Baseline_rendered/B126,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E1_Baseline_rendered/B126,
B126,E2_Mutual_rendered,Stage3Algo-v0,Metric-v1,OK,49,23,25,1,0.15566666666666668,0.6223333333333333,0.9623333333333334,0.7408333333333333,2.7718512548658097e-15,1.0317195741328054e-14,0.24666666666666667,0.5403327171903882,0.56,0.522,1.1424515213034923,0.48903272092103717,5.416819502782191,1.0381567046756128,1.0,True,0,0,25,25,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E2_Mutual_rendered/B126,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E2_Mutual_rendered/B126,
B126,E3_Baseline_primitive,Stage3Algo-v0,Metric-v1,OK,49,23,25,1,0.13766666666666666,0.5993333333333334,0.0,0.7433333333333333,2.685072736587199e-15,1.0902761487786074e-14,0.2046666666666667,0.4089769997964584,0.42283333333333334,0.396,0.841589206280247,0.6654343008688063,5.461677675232797,1.1142704972382838,1.0,True,0,0,25,25,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E3_Baseline_primitive/B126,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E3_Baseline_primitive/B126,
B126,E4_Mutual_primitive,Stage3Algo-v0,Metric-v1,OK,49,23,25,1,0.137,0.5963333333333334,0.0,0.7433333333333333,2.7425922342163533e-15,1.0403161126704753e-14,0.21833333333333335,0.4086289205702647,0.424,0.3943333333333333,0.8237954397920575,0.6616090847907918,5.476237757331171,1.1122549934770936,1.0,True,0,0,25,25,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E4_Mutual_primitive/B126,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E4_Mutual_primitive/B126,
B50,E0_GT_clean_upper_bound,Stage3Algo-v0,Metric-v1,OK,19,8,10,1,0.6663333333333333,0.9376666666666666,1.0,0.9648333333333333,8.523418812942174e-16,4.1534561828299085e-15,0.8166666666666668,0.9420729341705728,0.9551666666666667,0.9293333333333333,0.35700000000000287,0.9689558267934498,1.6827620905281324,0.22626125034538247,1.0,True,0,0,10,10,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E0_GT_clean_upper_bound/B50,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E0_GT_clean_upper_bound/B50,
B50,E1_Baseline_rendered,Stage3Algo-v0,Metric-v1,SOURCE_MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E1_Baseline_rendered/B50,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E1_Baseline_rendered/B50,
B50,E2_Mutual_rendered,Stage3Algo-v0,Metric-v1,OK,19,8,10,1,0.553,0.9473333333333334,1.0,0.9476666666666667,9.719845997786263e-16,3.4024458178222215e-15,0.4323333333333333,0.9349016252191223,0.9386666666666666,0.9311666666666667,0.27220380881142603,1.004370275011915,1.5626898081724714,0.22850182087213686,1.0,True,0,0,10,10,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E2_Mutual_rendered/B50,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E2_Mutual_rendered/B50,
B50,E3_Baseline_primitive,Stage3Algo-v0,Metric-v1,EVIDENCE_OR_PLANE_INSUFFICIENT,,,,,,,,,,,,,,,,,,,,,,,,,,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E3_Baseline_primitive/B50,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E3_Baseline_primitive/B50,EVIDENCE_OR_PLANE_INSUFFICIENT
B50,E4_Mutual_primitive,Stage3Algo-v0,Metric-v1,OK,19,8,10,1,0.5436666666666666,0.9396666666666667,0.0,0.9418333333333333,8.727923972532196e-16,3.376300065592299e-15,0.3999999999999999,0.8329096548274137,0.8353333333333334,0.8305,0.2190682791471481,1.020344778769934,1.8433825588571366,0.2958133347532672,1.0,True,0,0,10,10,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E4_Mutual_primitive/B50,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E4_Mutual_primitive/B50,
B104,E0_GT_clean_upper_bound,Stage3Algo-v0,Metric-v1,OK,7,2,4,1,1.0,1.0,1.0,0.9796666666666667,2.1819902578631266e-15,6.791255390804561e-15,0.9976666666666666,1.0,1.0,1.0,0.0,1.0000000000000238,0.2463123163100675,0.06410338281314854,1.0,True,0,0,4,4,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E0_GT_clean_upper_bound/B104,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E0_GT_clean_upper_bound/B104,
B104,E1_Baseline_rendered,Stage3Algo-v0,Metric-v1,SOURCE_MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E1_Baseline_rendered/B104,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E1_Baseline_rendered/B104,
B104,E2_Mutual_rendered,Stage3Algo-v0,Metric-v1,OK,7,2,4,1,1.0,0.9166666666666666,0.0,0.8188333333333333,2.209504231261536e-15,6.924412099839007e-15,0.745,0.8275055271682864,0.8911666666666667,0.7723333333333333,0.6116163007342417,0.7344306125677919,0.7774703290736924,0.2219298171623314,1.0,True,0,0,4,4,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E2_Mutual_rendered/B104,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E2_Mutual_rendered/B104,
B104,E3_Baseline_primitive,Stage3Algo-v0,Metric-v1,OK,7,2,4,1,1.0,1.0,0.0,0.9185,2.199623246342372e-15,6.924412099839007e-15,0.4426666666666667,0.8694009763568489,0.8385,0.9026666666666666,0.6171760262351902,1.1542200303343042,0.5762915939167333,0.14415832532902095,1.0,True,0,0,4,4,CLOSED,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E3_Baseline_primitive/B104,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E3_Baseline_primitive/B104,
B104,E4_Mutual_primitive,Stage3Algo-v0,Metric-v1,EVIDENCE_OR_PLANE_INSUFFICIENT,,,,,,,,,,,,,,,,,,,,,,,,,,results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase1_metric_v1_audit_stage3_v0/E4_Mutual_primitive/B104,results/footprint_conditioned_readout/FC_S1_semantic_surface_readout/phase2_readout/E4_Mutual_primitive/B104,EVIDENCE_OR_PLANE_INSUFFICIENT
