setting,mean_coverage_post_sor,mean_correctness,median_ref_rms_m,has_lod22,val3dity_valid,coverage_delta_vs_base,correctness_delta_vs_base,median_ref_rms_delta_vs_base,tradeoff_note
base,0.1256,0.6090,5.4673,34,59,0.0000,0.0000,0.0000,little_coverage_gain
