run_name,roofer_repeat,building_id,prep_returncode,n_clip,n_used,n_building,n_building_in_fp,classified_las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_4907202,0,699022,699022,699022,3474,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_4907202_run_3_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_4908168,0,855518,855518,855518,746,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_4908168_run_3_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_4908178,0,388736,388736,388736,5225,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_4908178_run_3_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_4908179,0,23998,23998,23998,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_4908179_run_3_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_60098,0,299183,299183,299183,285,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_60098_run_3_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_8568391,0,206238,206238,206238,204,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_8568391_run_3_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_8568392,0,165937,165937,165937,94,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_8568392_run_3_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_108247349,0,13956,13956,13956,34,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_108247349_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_108247350,0,11160,11160,11160,3,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_108247350_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_108247351,0,12773,12773,12773,9,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_108247351_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907184,0,4073414,4073414,4073414,414981,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907184_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907185,0,1173328,1173328,1173328,4540,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907185_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907186,0,22583,22583,22583,675,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907186_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907188,0,2074,2074,2074,270,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907188_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907194,0,8506,8506,8506,29,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907194_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907195,0,17598,17598,17598,1629,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907195_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907198,0,836777,836777,836777,3069,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907198_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907199,0,47573,47573,47573,824,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907199_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907202,0,750831,750831,750831,766,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907202_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4908168,0,850463,850463,850463,2421,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4908168_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4908178,0,381122,381122,381122,992,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4908178_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4908179,0,15162,15162,15162,53,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4908179_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_60098,0,284256,284256,284256,328,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_60098_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_8568391,0,226763,226763,226763,16,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_8568391_run_1_classified.las
gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_8568392,0,181268,181268,181268,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_8568392_run_1_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_108247349,0,13956,13956,13956,34,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_108247349_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_108247350,0,11160,11160,11160,3,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_108247350_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_108247351,0,12773,12773,12773,9,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_108247351_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_4907184,0,4073414,4073414,4073414,414981,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_4907184_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_4907185,0,1173328,1173328,1173328,4540,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_4907185_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_4907186,0,22583,22583,22583,675,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_4907186_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_4907188,0,2074,2074,2074,270,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_4907188_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_4907194,0,8506,8506,8506,29,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_4907194_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_4907195,0,17598,17598,17598,1629,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_4907195_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_4907198,0,836777,836777,836777,3069,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_4907198_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_4907199,0,47573,47573,47573,824,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_4907199_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_4907202,0,750831,750831,750831,766,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_4907202_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_4908168,0,850463,850463,850463,2421,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_4908168_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_4908178,0,381122,381122,381122,992,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_4908178_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_4908179,0,15162,15162,15162,53,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_4908179_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_60098,0,284256,284256,284256,328,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_60098_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_8568391,0,226763,226763,226763,16,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_8568391_run_2_classified.las
gs_e5_C001_acmp_r1,run_2,DEBY_LOD2_8568392,0,181268,181268,181268,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_2/DEBY_LOD2_8568392_run_2_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_108247349,0,13956,13956,13956,34,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_108247349_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_108247350,0,11160,11160,11160,3,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_108247350_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_108247351,0,12773,12773,12773,9,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_108247351_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_4907184,0,4073414,4073414,4073414,414981,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_4907184_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_4907185,0,1173328,1173328,1173328,4540,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_4907185_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_4907186,0,22583,22583,22583,675,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_4907186_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_4907188,0,2074,2074,2074,270,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_4907188_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_4907194,0,8506,8506,8506,29,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_4907194_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_4907195,0,17598,17598,17598,1629,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_4907195_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_4907198,0,836777,836777,836777,3069,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_4907198_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_4907199,0,47573,47573,47573,824,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_4907199_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_4907202,0,750831,750831,750831,766,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_4907202_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_4908168,0,850463,850463,850463,2421,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_4908168_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_4908178,0,381122,381122,381122,992,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_4908178_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_4908179,0,15162,15162,15162,53,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_4908179_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_60098,0,284256,284256,284256,328,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_60098_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_8568391,0,226763,226763,226763,16,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_8568391_run_3_classified.las
gs_e5_C001_acmp_r1,run_3,DEBY_LOD2_8568392,0,181268,181268,181268,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r1/run_3/DEBY_LOD2_8568392_run_3_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_108247349,0,26613,26613,26528,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_108247349_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_108247350,0,14884,14884,14799,14,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_108247350_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_108247351,0,21078,21078,20993,52,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_108247351_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907184,0,4110030,4110030,4110030,414978,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907184_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907185,0,1169353,1169353,1169353,4659,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907185_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907186,0,26638,26638,26638,514,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907186_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907188,0,3122,3122,3122,351,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907188_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907194,0,8833,8833,8833,57,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907194_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907195,0,20938,20938,20938,1537,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907195_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907198,0,837806,837806,837721,4036,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907198_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907199,0,66991,66991,66906,1474,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907199_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907202,0,750217,750217,750132,2045,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907202_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4908168,0,839968,839968,839968,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4908168_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4908178,0,408591,408591,408506,5120,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4908178_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4908179,0,32520,32520,32435,18,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4908179_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_60098,0,272050,272050,272050,272,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_60098_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_8568391,0,214923,214923,214917,58,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_8568391_run_1_classified.las
gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_8568392,0,172359,172359,172359,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_8568392_run_1_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_108247349,0,26613,26613,26528,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_108247349_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_108247350,0,14884,14884,14799,14,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_108247350_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_108247351,0,21078,21078,20993,52,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_108247351_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_4907184,0,4110030,4110030,4110030,414978,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_4907184_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_4907185,0,1169353,1169353,1169353,4659,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_4907185_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_4907186,0,26638,26638,26638,514,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_4907186_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_4907188,0,3122,3122,3122,351,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_4907188_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_4907194,0,8833,8833,8833,57,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_4907194_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_4907195,0,20938,20938,20938,1537,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_4907195_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_4907198,0,837806,837806,837721,4036,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_4907198_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_4907199,0,66991,66991,66906,1474,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_4907199_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_4907202,0,750217,750217,750132,2045,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_4907202_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_4908168,0,839968,839968,839968,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_4908168_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_4908178,0,408591,408591,408506,5120,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_4908178_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_4908179,0,32520,32520,32435,18,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_4908179_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_60098,0,272050,272050,272050,272,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_60098_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_8568391,0,214923,214923,214917,58,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_8568391_run_2_classified.las
gs_e5_C001_acmp_r2,run_2,DEBY_LOD2_8568392,0,172359,172359,172359,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_2/DEBY_LOD2_8568392_run_2_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_108247349,0,26613,26613,26528,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_108247349_run_3_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_108247350,0,14884,14884,14799,14,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_108247350_run_3_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_108247351,0,21078,21078,20993,52,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_108247351_run_3_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_4907184,0,4110030,4110030,4110030,414978,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_4907184_run_3_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_4907185,0,1169353,1169353,1169353,4659,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_4907185_run_3_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_4907186,0,26638,26638,26638,514,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_4907186_run_3_classified.las
gs_e5_C001_acmp_r2,run_3,DEBY_LOD2_4907188,0,3122,3122,3122,351,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_acmp_r2/run_3/DEBY_LOD2_4907188_run_3_classified.las
