run_name,roofer_repeat,building_id,prep_returncode,n_clip,n_used,n_building,n_building_in_fp,classified_las
gs_e5_C001_sparse_r2,run_3,DEBY_LOD2_4908178,0,358564,358564,358564,2360,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_sparse_r2/run_3/DEBY_LOD2_4908178_run_3_classified.las
gs_e5_C001_sparse_r2,run_3,DEBY_LOD2_4908179,0,27489,27489,27489,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_sparse_r2/run_3/DEBY_LOD2_4908179_run_3_classified.las
gs_e5_C001_sparse_r2,run_3,DEBY_LOD2_60098,0,277618,277618,277618,399,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_sparse_r2/run_3/DEBY_LOD2_60098_run_3_classified.las
gs_e5_C001_sparse_r2,run_3,DEBY_LOD2_8568391,0,186940,186940,186940,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_sparse_r2/run_3/DEBY_LOD2_8568391_run_3_classified.las
gs_e5_C001_sparse_r2,run_3,DEBY_LOD2_8568392,0,149111,149111,149111,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_sparse_r2/run_3/DEBY_LOD2_8568392_run_3_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_108247349,0,9429,9429,9429,6,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_108247349_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_108247350,0,6814,6814,6814,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_108247350_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_108247351,0,9076,9076,9076,79,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_108247351_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907184,0,4248421,4248421,4248421,409741,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907184_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907185,0,1233666,1233666,1233666,3437,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907185_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907186,0,24020,24020,24020,455,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907186_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907188,0,1777,1777,1777,294,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907188_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907194,0,7580,7580,7580,33,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907194_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907195,0,13645,13645,13645,1003,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907195_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907198,0,846238,846238,846238,3406,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907198_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907199,0,38265,38265,38265,1248,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907199_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907202,0,667823,667823,667823,653,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907202_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4908168,0,866880,866880,866880,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4908168_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4908178,0,364837,364837,364837,227,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4908178_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4908179,0,11651,11651,11651,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4908179_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_60098,0,309834,309834,309834,344,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_60098_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_8568391,0,202254,202254,202254,19,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_8568391_run_1_classified.las
gs_e5_C001_dense_r1,run_1,DEBY_LOD2_8568392,0,161085,161085,161085,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_8568392_run_1_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_108247349,0,9429,9429,9429,6,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_108247349_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_108247350,0,6814,6814,6814,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_108247350_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_108247351,0,9076,9076,9076,79,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_108247351_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_4907184,0,4248421,4248421,4248421,409741,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_4907184_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_4907185,0,1233666,1233666,1233666,3437,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_4907185_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_4907186,0,24020,24020,24020,455,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_4907186_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_4907188,0,1777,1777,1777,294,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_4907188_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_4907194,0,7580,7580,7580,33,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_4907194_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_4907195,0,13645,13645,13645,1003,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_4907195_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_4907198,0,846238,846238,846238,3406,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_4907198_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_4907199,0,38265,38265,38265,1248,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_4907199_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_4907202,0,667823,667823,667823,653,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_4907202_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_4908168,0,866880,866880,866880,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_4908168_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_4908178,0,364837,364837,364837,227,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_4908178_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_4908179,0,11651,11651,11651,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_4908179_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_60098,0,309834,309834,309834,344,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_60098_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_8568391,0,202254,202254,202254,19,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_8568391_run_2_classified.las
gs_e5_C001_dense_r1,run_2,DEBY_LOD2_8568392,0,161085,161085,161085,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_2/DEBY_LOD2_8568392_run_2_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_108247349,0,9429,9429,9429,6,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_108247349_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_108247350,0,6814,6814,6814,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_108247350_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_108247351,0,9076,9076,9076,79,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_108247351_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_4907184,0,4248421,4248421,4248421,409741,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_4907184_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_4907185,0,1233666,1233666,1233666,3437,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_4907185_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_4907186,0,24020,24020,24020,455,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_4907186_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_4907188,0,1777,1777,1777,294,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_4907188_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_4907194,0,7580,7580,7580,33,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_4907194_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_4907195,0,13645,13645,13645,1003,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_4907195_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_4907198,0,846238,846238,846238,3406,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_4907198_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_4907199,0,38265,38265,38265,1248,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_4907199_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_4907202,0,667823,667823,667823,653,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_4907202_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_4908168,0,866880,866880,866880,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_4908168_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_4908178,0,364837,364837,364837,227,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_4908178_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_4908179,0,11651,11651,11651,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_4908179_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_60098,0,309834,309834,309834,344,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_60098_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_8568391,0,202254,202254,202254,19,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_8568391_run_3_classified.las
gs_e5_C001_dense_r1,run_3,DEBY_LOD2_8568392,0,161085,161085,161085,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r1/run_3/DEBY_LOD2_8568392_run_3_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_108247349,0,20268,20268,20268,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_108247349_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_108247350,0,8530,8530,8530,27,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_108247350_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_108247351,0,12527,12527,12527,87,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_108247351_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907184,0,4181888,4181888,4181888,409230,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907184_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907185,0,1194929,1194929,1194929,4718,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907185_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907186,0,17188,17188,17188,341,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907186_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907188,0,1219,1219,1219,216,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907188_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907194,0,8211,8211,8211,31,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907194_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907195,0,11270,11270,11270,926,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907195_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907198,0,857808,857808,857808,4957,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907198_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907199,0,57098,57098,57098,115,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907199_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907202,0,699022,699022,699022,3474,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907202_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4908168,0,855518,855518,855518,746,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4908168_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4908178,0,388736,388736,388736,5225,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4908178_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4908179,0,23998,23998,23998,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4908179_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_60098,0,299183,299183,299183,285,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_60098_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_8568391,0,206238,206238,206238,204,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_8568391_run_1_classified.las
gs_e5_C001_dense_r2,run_1,DEBY_LOD2_8568392,0,165937,165937,165937,94,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_8568392_run_1_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_108247349,0,20268,20268,20268,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_108247349_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_108247350,0,8530,8530,8530,27,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_108247350_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_108247351,0,12527,12527,12527,87,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_108247351_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_4907184,0,4181888,4181888,4181888,409230,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_4907184_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_4907185,0,1194929,1194929,1194929,4718,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_4907185_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_4907186,0,17188,17188,17188,341,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_4907186_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_4907188,0,1219,1219,1219,216,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_4907188_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_4907194,0,8211,8211,8211,31,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_4907194_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_4907195,0,11270,11270,11270,926,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_4907195_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_4907198,0,857808,857808,857808,4957,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_4907198_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_4907199,0,57098,57098,57098,115,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_4907199_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_4907202,0,699022,699022,699022,3474,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_4907202_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_4908168,0,855518,855518,855518,746,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_4908168_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_4908178,0,388736,388736,388736,5225,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_4908178_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_4908179,0,23998,23998,23998,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_4908179_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_60098,0,299183,299183,299183,285,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_60098_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_8568391,0,206238,206238,206238,204,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_8568391_run_2_classified.las
gs_e5_C001_dense_r2,run_2,DEBY_LOD2_8568392,0,165937,165937,165937,94,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_2/DEBY_LOD2_8568392_run_2_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_108247349,0,20268,20268,20268,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_108247349_run_3_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_108247350,0,8530,8530,8530,27,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_108247350_run_3_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_108247351,0,12527,12527,12527,87,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_108247351_run_3_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_4907184,0,4181888,4181888,4181888,409230,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_4907184_run_3_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_4907185,0,1194929,1194929,1194929,4718,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_4907185_run_3_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_4907186,0,17188,17188,17188,341,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_4907186_run_3_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_4907188,0,1219,1219,1219,216,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_4907188_run_3_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_4907194,0,8211,8211,8211,31,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_4907194_run_3_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_4907195,0,11270,11270,11270,926,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_4907195_run_3_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_4907198,0,857808,857808,857808,4957,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_4907198_run_3_classified.las
gs_e5_C001_dense_r2,run_3,DEBY_LOD2_4907199,0,57098,57098,57098,115,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_gate_20260707_C001/roofer/gs_e5_C001_dense_r2/run_3/DEBY_LOD2_4907199_run_3_classified.las
