building_id,arm,run,iteration,observation_phase,scope,gaussians_total,seed_lineage_count,opacity_median,cum_prune_candidates,cum_pruned,cum_prune_seed_protected,seed_protect_active,source_path
DEBY_LOD2_42364659,Aprime,r1,4500,post_dynamics,all_seed_lineage,120634,120634,0.04553505778312683,78389,78389,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,5000,post_dynamics,all_seed_lineage,127475,127475,0.0445043109357357,87945,87945,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,5500,post_dynamics,all_seed_lineage,133400,133400,0.04263964295387268,97929,97929,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,6000,post_dynamics,all_seed_lineage,136956,136956,0.009999998845160007,107507,107507,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,6500,post_dynamics,all_seed_lineage,117216,117216,0.05380888655781746,150714,150714,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,7000,post_dynamics,all_seed_lineage,122444,122444,0.04796937480568886,158076,158076,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,7500,post_dynamics,all_seed_lineage,125825,125825,0.043329544365406036,166151,166151,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,8000,post_dynamics,all_seed_lineage,128476,128476,0.041221149265766144,174243,174243,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,8500,post_dynamics,all_seed_lineage,129781,129781,0.039444372057914734,181991,181991,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,9000,post_dynamics,all_seed_lineage,130307,130307,0.009999998845160007,188674,188674,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,9500,post_dynamics,all_seed_lineage,112891,112891,0.05584964528679848,223339,223339,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,10000,post_dynamics,all_seed_lineage,117130,117130,0.05104658380150795,228287,228287,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,10500,post_dynamics,all_seed_lineage,120580,120580,0.04786141589283943,233325,233325,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,11000,post_dynamics,all_seed_lineage,122379,122379,0.04438284784555435,238928,238928,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,11500,post_dynamics,all_seed_lineage,123583,123583,0.04281434044241905,244106,244106,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,12000,post_dynamics,all_seed_lineage,124358,124358,0.009999998845160007,249219,249219,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,12500,post_dynamics,all_seed_lineage,109098,109098,0.058420710265636444,278597,278597,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,13000,post_dynamics,all_seed_lineage,112317,112317,0.053335778415203094,282642,282642,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,13500,post_dynamics,all_seed_lineage,114527,114527,0.05045310780405998,286918,286918,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,14000,post_dynamics,all_seed_lineage,116198,116198,0.04791436344385147,291400,291400,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,14500,post_dynamics,all_seed_lineage,117507,117507,0.045842722058296204,295827,295827,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,15000,post_dynamics,all_seed_lineage,118091,118091,0.044273361563682556,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,15500,post_dynamics,all_seed_lineage,118091,118091,0.04291561245918274,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,16000,post_dynamics,all_seed_lineage,118091,118091,0.04197417199611664,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,16500,post_dynamics,all_seed_lineage,118091,118091,0.04087117686867714,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,17000,post_dynamics,all_seed_lineage,118091,118091,0.03972237929701805,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,17500,post_dynamics,all_seed_lineage,118091,118091,0.038476504385471344,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,18000,post_dynamics,all_seed_lineage,118091,118091,0.037814997136592865,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,18500,post_dynamics,all_seed_lineage,118091,118091,0.03729616850614548,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,19000,post_dynamics,all_seed_lineage,118091,118091,0.036044780164957047,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,19500,post_dynamics,all_seed_lineage,118091,118091,0.03542150557041168,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,20000,post_dynamics,all_seed_lineage,118091,118091,0.03447244316339493,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,20500,post_dynamics,all_seed_lineage,118091,118091,0.034368086606264114,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,21000,post_dynamics,all_seed_lineage,118091,118091,0.03397626057267189,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,21500,post_dynamics,all_seed_lineage,118091,118091,0.033226653933525085,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,22000,post_dynamics,all_seed_lineage,118091,118091,0.03268527612090111,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,22500,post_dynamics,all_seed_lineage,118091,118091,0.032074905931949615,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,23000,post_dynamics,all_seed_lineage,118091,118091,0.03186950460076332,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,23500,post_dynamics,all_seed_lineage,118091,118091,0.03165658190846443,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,24000,post_dynamics,all_seed_lineage,118091,118091,0.030902044847607613,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,24500,post_dynamics,all_seed_lineage,118091,118091,0.030781395733356476,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,25000,post_dynamics,all_seed_lineage,118091,118091,0.030416609719395638,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,25500,post_dynamics,all_seed_lineage,118091,118091,0.02994072064757347,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,26000,post_dynamics,all_seed_lineage,118091,118091,0.02959185093641281,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,26500,post_dynamics,all_seed_lineage,118091,118091,0.02934698574244976,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,27000,post_dynamics,all_seed_lineage,118091,118091,0.029086735099554062,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,27500,post_dynamics,all_seed_lineage,118091,118091,0.02907545305788517,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,28000,post_dynamics,all_seed_lineage,118091,118091,0.02895066887140274,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,28500,post_dynamics,all_seed_lineage,118091,118091,0.028843892738223076,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,29000,post_dynamics,all_seed_lineage,118091,118091,0.028414562344551086,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
DEBY_LOD2_42364659,Aprime,r1,29500,post_dynamics,all_seed_lineage,118091,118091,0.028464125469326973,299211,299211,0,False,phases/p2-gsjso/runs/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/audit/seed_lineage.csv
