family,run_name,arm,step,ckpt,building_id,n_gaussians_in_footprint,z_p50,z_std,opacity_p50,opacity_p05,opacity_p95
factor_w240_p050,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,15000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/step_015000.pt,DEBY_LOD2_4907202,73,660.8609,34.1397,0.1000,0.0741,0.1000
factor_w240_p050,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,15000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/step_015000.pt,DEBY_LOD2_4908178,7,669.3514,42.8127,0.1000,0.1000,0.1000
factor_w240_p050,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,15000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/step_015000.pt,DEBY_LOD2_4908168,0,,,,,
factor_w240_p050,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,15000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/step_015000.pt,DEBY_LOD2_4907184,7400,582.2934,2.2965,0.1000,0.1000,0.1000
factor_w240_p050,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,20000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/step_020000.pt,DEBY_LOD2_4907202,71,661.8549,26.2994,0.6539,0.0980,0.9698
factor_w240_p050,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,20000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/step_020000.pt,DEBY_LOD2_4908178,19,668.3784,47.4119,0.3725,0.0987,0.6334
factor_w240_p050,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,20000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/step_020000.pt,DEBY_LOD2_4908168,0,,,,,
factor_w240_p050,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,20000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/step_020000.pt,DEBY_LOD2_4907184,7603,582.3271,2.2306,0.8134,0.0992,0.9799
factor_w240_p050,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,25000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/step_025000.pt,DEBY_LOD2_4907202,72,662.0744,26.2147,0.9222,0.0216,0.9980
factor_w240_p050,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,25000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/step_025000.pt,DEBY_LOD2_4908178,17,577.6504,47.3716,0.2047,0.0152,0.6201
factor_w240_p050,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,25000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/step_025000.pt,DEBY_LOD2_4908168,0,,,,,
factor_w240_p050,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,25000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/step_025000.pt,DEBY_LOD2_4907184,7566,582.2791,2.2085,0.9703,0.0909,0.9985
factor_w240_p050,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,30000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/final.pt,DEBY_LOD2_4907202,74,662.2606,26.0353,0.9841,0.0204,0.9991
factor_w240_p050,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,30000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/final.pt,DEBY_LOD2_4908178,16,577.6268,47.0226,0.1163,0.0045,0.8767
factor_w240_p050,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,30000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/final.pt,DEBY_LOD2_4908168,0,,,,,
factor_w240_p050,gs_e5_C001_s1fac_w240_p050_dense_r1,dense,30000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/final.pt,DEBY_LOD2_4907184,7532,582.1690,2.1916,0.9902,0.0555,0.9996
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,5000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_005000.pt,DEBY_LOD2_4907202,2,576.1493,0.0043,0.0557,0.0540,0.0574
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,5000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_005000.pt,DEBY_LOD2_4908178,0,,,,,
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,5000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_005000.pt,DEBY_LOD2_4908168,0,,,,,
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,5000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_005000.pt,DEBY_LOD2_4907184,5447,582.4200,1.5889,0.1153,0.0064,0.9933
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,10000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_010000.pt,DEBY_LOD2_4907202,0,,,,,
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,10000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_010000.pt,DEBY_LOD2_4908178,0,,,,,
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,10000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_010000.pt,DEBY_LOD2_4908168,0,,,,,
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,10000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_010000.pt,DEBY_LOD2_4907184,4012,582.5146,1.5693,0.3312,0.0128,0.9773
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,15000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_015000.pt,DEBY_LOD2_4907202,2,583.0062,0.0123,0.0100,0.0100,0.0100
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,15000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_015000.pt,DEBY_LOD2_4908178,0,,,,,
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,15000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_015000.pt,DEBY_LOD2_4908168,0,,,,,
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,15000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_015000.pt,DEBY_LOD2_4907184,2508,582.9617,1.5855,0.0100,0.0076,0.0100
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,20000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_020000.pt,DEBY_LOD2_4907202,32,579.4434,0.8007,0.0469,0.0046,0.2249
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,20000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_020000.pt,DEBY_LOD2_4908178,0,,,,,
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,20000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_020000.pt,DEBY_LOD2_4908168,0,,,,,
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,20000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_020000.pt,DEBY_LOD2_4907184,2497,582.7807,2.0811,0.5193,0.0142,0.9819
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,25000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_025000.pt,DEBY_LOD2_4907202,32,579.6180,0.8534,0.0039,0.0038,0.1167
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,25000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_025000.pt,DEBY_LOD2_4908178,0,,,,,
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,25000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_025000.pt,DEBY_LOD2_4908168,0,,,,,
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,25000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/step_025000.pt,DEBY_LOD2_4907184,2508,582.6978,2.0850,0.9662,0.0040,0.9989
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,30000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/final.pt,DEBY_LOD2_4907202,32,580.0228,0.9887,0.0039,0.0038,0.1725
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,30000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/final.pt,DEBY_LOD2_4908178,0,,,,,
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,30000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/final.pt,DEBY_LOD2_4908168,0,,,,,
factor_w240_p005,gs_e5_C001_s1fac_w240_p005_dense_r1,dense,30000,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/final.pt,DEBY_LOD2_4907184,2525,582.6437,2.0934,0.9951,0.0039,0.9998
