run_name,arm,replicate,seed,config,config_sha256,effective_config,effective_config_sha256,ckpt,ckpt_sha256,log,elapsed_min,gpu_device,max_iter,final_n_gaussians,final_prune_opa,final_pruned,distort_normalization,distort_norm_denominator,w_distort,seed_protect_until_iter,prune_opa,readout,z_datum_history
gs_e5_C001_corrected_s1_sparse_r1,sparse,r1,2001,configs/tum_mob/e5_corrected_s1/gs_e5_C001_corrected_s1_sparse_r1.yaml,d1759ee60a59c30ab48d57bd0a66c471891686e6fbae86269431dd6246610f0d,results/tum_transfer/e5_corrected_s1/C001/runs/gs_e5_C001_corrected_s1_sparse_r1/effective_config.json,cd7d715f67ddacf73cf1ff35921092ec2c1e37fea85ddfbd46ae4d6438e95216,results/tum_transfer/e5_corrected_s1/C001/runs/gs_e5_C001_corrected_s1_sparse_r1/ckpt/final.pt,f17643256bd4cc600f2cab47e6aa5b57000988ffc64aabc0d7a7437f4b1aecb1,phases/p2-gsjso/runs/20260709_e5_c001_corrected_s1/logs/train_sparse.log,78.8,0,30000,543962,0.05,130224,scene_scale_sq,1453.9804734849022,100.0,5000,0.05,"corrected-S1 base readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",E5 C001 corrected-S1 uses zeta -558.3 linked constants; output P_utm in EPSG:25832 ellipsoidal frame
gs_e5_C001_corrected_s1_dense_r1,dense,r1,2001,configs/tum_mob/e5_corrected_s1/gs_e5_C001_corrected_s1_dense_r1.yaml,09a1a5907cbd70cd4f1cf44b1593a271f2912c5c2db0ae9ebf1d327c7a386555,results/tum_transfer/e5_corrected_s1/C001/runs/gs_e5_C001_corrected_s1_dense_r1/effective_config.json,cd7d715f67ddacf73cf1ff35921092ec2c1e37fea85ddfbd46ae4d6438e95216,results/tum_transfer/e5_corrected_s1/C001/runs/gs_e5_C001_corrected_s1_dense_r1/ckpt/final.pt,20b5dd92e4ddafb4e3add226f8751758cfc1a6f3e381999d77303f1584d9fbfd,phases/p2-gsjso/runs/20260709_e5_c001_corrected_s1/logs/train_dense.log,61.3,1,30000,428848,0.05,101484,scene_scale_sq,1453.9804734849022,100.0,5000,0.05,"corrected-S1 base readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",E5 C001 corrected-S1 uses zeta -558.3 linked constants; output P_utm in EPSG:25832 ellipsoidal frame
gs_e5_C001_corrected_s1_acmp_r1,acmp,r1,2001,configs/tum_mob/e5_corrected_s1/gs_e5_C001_corrected_s1_acmp_r1.yaml,65024dd0841bb473ffc92e2e3aecce5b9cf54fa3989e2e5a190b8ca28de4b72e,results/tum_transfer/e5_corrected_s1/C001/runs/gs_e5_C001_corrected_s1_acmp_r1/effective_config.json,cd7d715f67ddacf73cf1ff35921092ec2c1e37fea85ddfbd46ae4d6438e95216,results/tum_transfer/e5_corrected_s1/C001/runs/gs_e5_C001_corrected_s1_acmp_r1/ckpt/final.pt,23e349a7d8222169542814052751883cfc457dc1a9fcf1a4feb2c66f2be576ec,phases/p2-gsjso/runs/20260709_e5_c001_corrected_s1/logs/train_acmp.log,64.7,1,30000,524697,0.05,113040,scene_scale_sq,1453.9804734849022,100.0,5000,0.05,"corrected-S1 base readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",E5 C001 corrected-S1 uses zeta -558.3 linked constants; output P_utm in EPSG:25832 ellipsoidal frame
