setting,run_name,arm,replicate,roofer_repeat,input,building_id,status,reason,rf_success,rf_extrusion_mode,rf_pointcloud_unusable,rf_roof_type,rf_pt_density,rf_nodata_frac,rf_rmse_lod22,rf_roof_planes,has_lod22,val3dity_valid,val3dity_errors
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_108247349,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.955224,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_108247350,failure,pointcloud_unusable_no_points,True,skip,True,no points,12.800000,0.895833,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_108247351,failure,pointcloud_unusable_no_points,True,skip,True,no points,5.000000,0.923077,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907184,success,success,True,standard,False,slanted,1197.286987,0.000000,1.352716,34,True,True,[]
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907185,success,success,True,standard,False,slanted,90.022987,0.594720,2.542603,14,True,True,[]
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907186,success,success,True,standard,False,slanted,36.173912,0.863501,2.015799,6,True,True,[]
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907188,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,32.602741,0.890060,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907194,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,6.035088,0.933020,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907195,failure,val3dity_invalid,True,standard,False,slanted,73.944443,0.797183,1.476366,4,True,False,"[{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907195-0|geom=0|shell=0|face="",""info"":""Location hole: (690799, 5.33608e+06, 577.325)""},{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907195-0|geom=0|shell=0|face="",""info"":""Location hole: (690788, 5.33608e+06, 577.325)""},{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907195-0|geom=0|shell=0|face="",""info"":""Location hole: (690786, 5.33608e+06, 577.325)""}]"
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907198,success,success,True,standard,False,slanted,53.194313,0.706537,1.078968,20,True,True,[]
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907199,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,45.021278,0.880407,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907202,failure,val3dity_invalid,True,standard,False,horizontal,16.200001,0.937598,0.000000,1,True,False,"[{""code"":301,""description"":""TOO_FEW_POLYGONS"",""id"":""coid=DEBY_LOD2_4907202-0|geom=0|shell=0|face="",""info"":""""}]"
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4908168,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.947368,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4908178,failure,val3dity_invalid,True,standard,False,multiple horizontal,27.120001,0.889868,0.456749,2,True,False,"[{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4908178-0|geom=0|shell=0|face="",""info"":""Location hole: (690808, 5.33604e+06, 568.674)""},{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4908178-0|geom=0|shell=0|face="",""info"":""Location hole: (690795, 5.33604e+06, 568.674)""}]"
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4908179,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.962025,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_60098,success,success,True,standard,False,slanted,24.509090,0.859694,0.779303,3,True,True,[]
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_8568391,failure,pointcloud_unusable_no_points,True,skip,True,no points,7.636364,0.950226,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_mid20k_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_8568392,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
