setting,run_name,arm,replicate,roofer_repeat,input,building_id,status,reason,rf_success,rf_extrusion_mode,rf_pointcloud_unusable,rf_roof_type,rf_pt_density,rf_nodata_frac,rf_rmse_lod22,rf_roof_planes,has_lod22,val3dity_valid,val3dity_errors
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_108247349,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.952736,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_108247350,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.916667,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_108247351,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,6.476191,0.919231,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907184,success,success,True,standard,False,slanted,1207.103516,0.000000,1.199728,31,True,True,[]
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907185,success,success,True,standard,False,slanted,89.268295,0.554348,1.168422,11,True,True,[]
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907186,success,success,True,standard,False,slanted,43.018181,0.836795,2.528249,7,True,True,[]
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907188,failure,val3dity_invalid,True,standard,False,slanted,40.556961,0.881024,1.994706,2,True,False,"[{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907188-0|geom=0|shell=0|face="",""info"":""Location hole: (690788, 5.33611e+06, 577.325)""},{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907188-0|geom=0|shell=0|face="",""info"":""Location hole: (690789, 5.33612e+06, 577.325)""}]"
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907194,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,6.033898,0.930670,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907195,success,success,True,standard,False,slanted,64.840912,0.752113,1.712173,10,True,True,[]
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907198,success,success,True,standard,False,slanted,56.120483,0.653686,1.260929,25,True,True,[]
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907199,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,59.873016,0.839695,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907202,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.987520,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4908168,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.947368,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4908178,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.940529,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4908179,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.964135,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_60098,success,success,True,standard,False,slanted,30.644068,0.849490,0.878295,7,True,True,[]
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_8568391,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.977376,,0,False,True,[]
base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_8568392,failure,roofer_skip_no_3d_geometry,True,skip,False,unknown,0.000000,1.000000,,None,False,True,[]
