setting,run_name,arm,replicate,min_obs,voxel_m,sor,sor_std,stage,building_id,occupied_cells,grid_total_cells,coverage_frac
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_60098,769,784,0.9808673469387755
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907184,1352,1352,1.0
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907185,575,644,0.8928571428571429
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907186,646,673,0.9598811292719168
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907188,476,664,0.7168674698795181
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907194,379,850,0.44588235294117645
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907195,633,710,0.8915492957746479
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907198,933,1438,0.6488178025034771
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907199,33,393,0.08396946564885496
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4907202,277,641,0.43213728549141966
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4908168,112,114,0.9824561403508771
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4908178,147,454,0.3237885462555066
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_4908179,10,474,0.02109704641350211
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_8568391,159,221,0.7194570135746606
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_8568392,16,24,0.6666666666666666
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_108247349,5,402,0.012437810945273632
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_108247350,47,48,0.9791666666666666
base,gs_e5_C001_s2_arm1_dense_r1,dense,r1,3,0.05,on,2.0,voxel_all_pre_minobs,DEBY_LOD2_108247351,158,260,0.6076923076923076
