building_id,priority_rank,pair_rank,view_a,view_b,crop_source,camera_branch,frame_source,camera_model,camera_source,pose_source,scene_reference_source,world_frame,triangulation_rule,crop_a_xyxy,crop_b_xyxy,acquisition_block_a,acquisition_block_b,pair_relation,known_colmap_baseline_m,eligible_summary_pair,status,failure_reason,reciprocal_match_count,border_match_count,dlt_finite_count,positive_depth_count,reprojection_2px_count,footprint_inside_count,inside_z_median_m,inside_z_mad_m,inside_z_median_local_m,inside_z_mad_local_m,elapsed_seconds,cache_path,cache_sha256,new_mast3r_inference_runs,cache_reuse_runs,learning_runs_started,new_inference_type,pair_fingerprint,input_fingerprint
DEBY_LOD2_108247351,2,1,DJI_20241217084917_0202_D,DJI_20241217084721_0144_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4050;3008;5138;3824,609;2352;1937;3348,202412170849,202412170847,cross_acquisition_minute_block,137.209275,true,complete,,7,4,4,4,0,0,,,,,0.533044,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247351_rank01_raw_cheirality.npz,a21835e32014709f9fbe08633825442e637d68bef974b96e8f80217e4b408759,1,0,0,census_FM_dense_dial_2px_only,74c3bb66d810b5d086a5b09c08dd41289cc98340edfaab50b7eb0598c9d4756e,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247351,2,2,DJI_20241217084919_0203_D,DJI_20241217084721_0144_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4188;3103;5196;3859,609;2352;1937;3348,202412170849,202412170847,cross_acquisition_minute_block,136.037562,true,complete,,15,12,12,12,0,0,,,,,0.526377,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247351_rank02_raw_cheirality.npz,c61a449ba3c1d4312fa4ce9784e066ce00a152b8b082942f903d192b5ed2a25a,1,0,0,census_FM_dense_dial_2px_only,7c0b6acc00a0c8e57452f25fe70dba29ca929bc12f5adf7d9dc7e9296eb2d42a,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247351,2,3,DJI_20241217084915_0201_D,DJI_20241217084721_0144_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4214;3103;5222;3859,609;2352;1937;3348,202412170849,202412170847,cross_acquisition_minute_block,135.339991,true,complete,,5,3,3,3,0,0,,,,,0.546326,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247351_rank03_raw_cheirality.npz,2b8f3bf803d3a92c657ee0ad8d274cdd70202f4ae7719059fe1071808d35bb9c,1,0,0,census_FM_dense_dial_2px_only,6381df3416bfd28a132f398ce48e19d7ab178f16f682fe29e21d9717171361c5,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247351,2,4,DJI_20241217084917_0202_D,DJI_20241217084719_0143_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4050;3008;5138;3824,222;2592;1326;3420,202412170849,202412170847,cross_acquisition_minute_block,127.698598,true,complete,,1,0,0,0,0,0,,,,,0.560791,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247351_rank04_raw_cheirality.npz,3e909d0272227f6db82a84d90b8a887d4697316d353783fc9653410d7fd26694,1,0,0,census_FM_dense_dial_2px_only,65def782f4809575c5619580a9d5d1f5274794ccad3b1e88472730a237494788,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247351,2,5,DJI_20241217084919_0203_D,DJI_20241217084719_0143_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4188;3103;5196;3859,222;2592;1326;3420,202412170849,202412170847,cross_acquisition_minute_block,126.537685,true,complete,,3,2,2,2,0,0,,,,,0.549295,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247351_rank05_raw_cheirality.npz,83b198032aba52ed2c486e678dd0ee9dd4584c7f9a5c4bd9075c3d4c017f9fc8,1,0,0,census_FM_dense_dial_2px_only,7c344c1bf4454757dad41bf3583578021f4501b11c4ed69496ff1330ffe3bab6,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247351,2,6,DJI_20241217084915_0201_D,DJI_20241217084719_0143_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4214;3103;5222;3859,222;2592;1326;3420,202412170849,202412170847,cross_acquisition_minute_block,125.848091,true,complete,,6,5,5,5,0,0,,,,,0.546317,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247351_rank06_raw_cheirality.npz,d320d53e278d6956dd2ee9a6d6edfac638c91f7631c3f6462cd397fc4851bb2c,1,0,0,census_FM_dense_dial_2px_only,3c72df0d1198a462370274c71a772195c1e7e4e8b95ae1f14fbe3d0b1115c4d2,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247351,2,7,DJI_20241217084719_0143_D,DJI_20241217084721_0144_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,222;2592;1326;3420,609;2352;1937;3348,202412170847,202412170847,same_acquisition_minute_block,9.991507,false,excluded_pair,same_acquisition_minute_block,743,595,595,595,63,0,,,,,0.554308,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247351_rank07_raw_cheirality.npz,0a1e8217778c5c9137861c075c11fe989972a5b3343a1ec4b33fbdbcaaa68e11,1,0,0,census_FM_dense_dial_2px_only,d5c88ac7c1552da9d595266e7d7e33eb6146a579b14cf199dd3ddb0b34652574,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247351,2,8,DJI_20241217084915_0201_D,DJI_20241217084917_0202_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4214;3103;5222;3859,4050;3008;5138;3824,202412170849,202412170849,same_acquisition_minute_block,2.025934,false,excluded_pair,same_acquisition_minute_block,2488,2348,2348,2348,2348,0,,,,,0.571328,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247351_rank08_raw_cheirality.npz,00c8c4fe303ecfb9803e014f8a8b13704985766fb76f0de17cac6c1851a95b18,1,0,0,census_FM_dense_dial_2px_only,cf6ec27b08032cd1c0042e54cd2e418f7e5815767dd9ed64542afeee740812c6,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247351,2,9,DJI_20241217084919_0203_D,DJI_20241217084917_0202_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4188;3103;5196;3859,4050;3008;5138;3824,202412170849,202412170849,same_acquisition_minute_block,1.254737,false,excluded_pair,same_acquisition_minute_block,2678,2527,2527,2527,2527,0,,,,,0.572526,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247351_rank09_raw_cheirality.npz,7345d811e57448317e00054f37e73528c3c807576d347d25c144d843b64c49c6,1,0,0,census_FM_dense_dial_2px_only,1b0e8e3ef8af4fbfa67909224546fd0e6a28ae3c95724808e4580137ce5f9446,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247351,2,10,DJI_20241217084915_0201_D,DJI_20241217084919_0203_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4214;3103;5222;3859,4188;3103;5196;3859,202412170849,202412170849,same_acquisition_minute_block,0.773826,false,excluded_pair,same_acquisition_minute_block,2916,2795,2795,2795,2794,0,,,,,0.568523,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247351_rank10_raw_cheirality.npz,14d34b527164040445fb28377e64ba0d062abb0a6006ebc363b61ef4d0858c1c,1,0,0,census_FM_dense_dial_2px_only,4f68e249615493a1ea827842d3baf37fdfd84d5126126d21536063216d72ef5c,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_42364607,3,1,DJI_20241217084853_0190_D,DJI_20241217084805_0166_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,3008;2317;4960;3781,96;379;1712;1591,202412170848,202412170848,same_acquisition_minute_block,178.278148,false,excluded_pair,same_acquisition_minute_block,73,46,46,46,0,0,,,,,0.646694,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/42364607_rank01_raw_cheirality.npz,add421b1659e4ddd1b77b4e70680b0203a81ad0521c3ceba42e6b48ea385fde1,1,0,0,census_FM_dense_dial_2px_only,4213a37a8b4299554f59e9caaa1b5483d8653cd2a4f273714a9f607f8ca76c68,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
