building_id,priority_rank,pair_rank,view_a,view_b,crop_source,camera_branch,frame_source,camera_model,camera_source,pose_source,scene_reference_source,world_frame,triangulation_rule,crop_a_xyxy,crop_b_xyxy,acquisition_block_a,acquisition_block_b,pair_relation,known_colmap_baseline_m,eligible_summary_pair,status,failure_reason,reciprocal_match_count,border_match_count,dlt_finite_count,positive_depth_count,reprojection_2px_count,footprint_inside_count,inside_z_median_m,inside_z_mad_m,inside_z_median_local_m,inside_z_mad_local_m,elapsed_seconds,cache_path,cache_sha256,new_mast3r_inference_runs,cache_reuse_runs,learning_runs_started,new_inference_type,pair_fingerprint,input_fingerprint
DEBY_LOD2_108247350,1,1,DJI_20241217084721_0144_D,DJI_20241217084917_0202_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,242;3060;754;3444,4199;3268;4711;3652,202412170847,202412170849,cross_acquisition_minute_block,137.209275,true,complete,,7,5,5,5,0,0,,,,,1.338261,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247350_rank01_raw_cheirality.npz,f8e1deccd96efd35f33277b83000e2b3b8df8b9b99fc5d269739c7dedc9b9758,1,0,0,census_FM_dense_dial_2px_only,17be273f894d265d6169e38b25b306cdc5cf7348ed4f133e7b76d92356725c0d,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247350,1,2,DJI_20241217084919_0203_D,DJI_20241217084721_0144_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4316;3357;4796;3717,242;3060;754;3444,202412170849,202412170847,cross_acquisition_minute_block,136.037562,true,complete,,88,69,69,69,0,0,,,,,0.646261,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247350_rank02_raw_cheirality.npz,af3471f36e72cc635f95839fd5ac7a5266cdaddab3b8d7fb7b26f478d133232f,1,0,0,census_FM_dense_dial_2px_only,26a47181ba5b9a4ab96d28f0cf0a8764ea6b35ce17589639897b611d37a6fadc,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247350,1,3,DJI_20241217084915_0201_D,DJI_20241217084721_0144_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4345;3363;4825;3723,242;3060;754;3444,202412170849,202412170847,cross_acquisition_minute_block,135.339991,true,complete,,31,25,25,25,0,0,,,,,0.558871,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247350_rank03_raw_cheirality.npz,62c203c75a71a9ec38f3ae5c9caa377754e5fc3a93afa105e1439a0869d10a6a,1,0,0,census_FM_dense_dial_2px_only,96259e9bb1b4dc52e80bb816c5d0d7ec1918201793f7966ef90315c5962cae74,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247350,1,4,DJI_20241217084913_0200_D,DJI_20241217084721_0144_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4944;3656;5280;3908,242;3060;754;3444,202412170849,202412170847,cross_acquisition_minute_block,126.320819,true,complete,,13,12,12,12,0,0,,,,,0.535476,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247350_rank04_raw_cheirality.npz,0d1c334071b896920f96b1a119e9911e3856f37b7bf491508c1b9ff01823419d,1,0,0,census_FM_dense_dial_2px_only,654e4e09fcc8f2181da6173900b4365a565115bdad8c0ed6cbda031be2579439,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247350,1,5,DJI_20241217084913_0200_D,DJI_20241217084917_0202_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4944;3656;5280;3908,4199;3268;4711;3652,202412170849,202412170849,same_acquisition_minute_block,11.565362,false,excluded_pair,same_acquisition_minute_block,68,65,65,0,0,0,,,,,0.574343,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247350_rank05_raw_cheirality.npz,5870689f11371c12c3f212ddbd50ee7ae9dbb0ce6cd2845ba0ec26d75b695cd8,1,0,0,census_FM_dense_dial_2px_only,d4153018851c97b7b01447feddea7f10b141addd4748318fb81290b89b5cef70,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247350,1,6,DJI_20241217084913_0200_D,DJI_20241217084919_0203_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4944;3656;5280;3908,4316;3357;4796;3717,202412170849,202412170849,same_acquisition_minute_block,10.311545,false,excluded_pair,same_acquisition_minute_block,12,7,7,0,0,0,,,,,0.544462,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247350_rank06_raw_cheirality.npz,b1f46b537b04ea86a1bf23a1eb46b5bc8ffcbe3695765eec1ff74ab47800aafb,1,0,0,census_FM_dense_dial_2px_only,ec1ff580bae12734088730290372821b85a3cbe3afbbfaaf07a6af97daa93685,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247350,1,7,DJI_20241217084913_0200_D,DJI_20241217084915_0201_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4944;3656;5280;3908,4345;3363;4825;3723,202412170849,202412170849,same_acquisition_minute_block,9.546023,false,excluded_pair,same_acquisition_minute_block,10,7,7,0,0,0,,,,,0.558666,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247350_rank07_raw_cheirality.npz,926cb70a073c445ee1886885cb4c5c952d62f4854d7a9b716c17e319d127676a,1,0,0,census_FM_dense_dial_2px_only,a17f84db8c9ef93b9c205a84074db92e8e7d5cdec30281a233213a53db4ee89a,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247350,1,8,DJI_20241217084915_0201_D,DJI_20241217084917_0202_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4345;3363;4825;3723,4199;3268;4711;3652,202412170849,202412170849,same_acquisition_minute_block,2.025934,false,excluded_pair,same_acquisition_minute_block,1393,1271,1271,1271,1271,0,,,,,0.527429,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247350_rank08_raw_cheirality.npz,964570082439b753992aee6995e6f45fe09250078e7d94975b1dccbff5eafa4e,1,0,0,census_FM_dense_dial_2px_only,969fca459fda16ce07f004158e01fd1063f7ab9744bae022e82cc389f22d7408,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247350,1,9,DJI_20241217084919_0203_D,DJI_20241217084917_0202_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4316;3357;4796;3717,4199;3268;4711;3652,202412170849,202412170849,same_acquisition_minute_block,1.254737,false,excluded_pair,same_acquisition_minute_block,1773,1661,1661,1661,1661,0,,,,,0.548035,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247350_rank09_raw_cheirality.npz,58c0812f884f6b89e4ea57cd57bd5d0f2e6195e9ae01356bf8eee439d6ae8e36,1,0,0,census_FM_dense_dial_2px_only,ae62da573703bbe514270cedf71f73440be256574b301fee4eac7fa20e73359e,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
DEBY_LOD2_108247350,1,10,DJI_20241217084915_0201_D,DJI_20241217084919_0203_D,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,phases/p0-audit/data/work/colmap/sparse/0/cameras.txt,phases/p0-audit/data/work/colmap/sparse/0/images.txt,phases/p0-audit/data/work/opf/opf/scene_reference_frame.json,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,4345;3363;4825;3723,4316;3357;4796;3717,202412170849,202412170849,same_acquisition_minute_block,0.773826,false,excluded_pair,same_acquisition_minute_block,2583,2484,2484,2484,2484,0,,,,,0.570664,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_raw/108247350_rank10_raw_cheirality.npz,6d9364eb8d247b0406940510c55b2651b232e66b591b7a38fe1229242d9ce8f4,1,0,0,census_FM_dense_dial_2px_only,79647809f4610676e38122c6e6222767be6194c4f0daa2b11727e0a23f66a110,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8
